cell_id,Fregetta tropica,Fregetta tropica tropica,Fregetta tropica melanoleuca
82845ffffffffff,1.0,0.0,0.0
829c07fffffffff,2.0,0.0,0.0
82ad37fffffffff,12.0,0.0,0.0
82bb57fffffffff,1.0,0.0,0.0
82bc27fffffffff,3.0,0.0,0.0
82bc67fffffffff,1.0,0.0,0.0
82bd47fffffffff,1.0,0.0,0.0
82bd4ffffffffff,8.0,0.0,0.0
82be0ffffffffff,14.0,0.0,0.0
82be1ffffffffff,1.0,0.0,0.0
82be8ffffffffff,36.0,0.0,0.0
82beaffffffffff,148.0,0.0,0.0
82bf27fffffffff,2.0,0.0,0.0
82bf2ffffffffff,10.0,0.0,0.0
82bf6ffffffffff,88.0,0.0,0.0
82c387fffffffff,3.0,0.0,0.0
82c3a7fffffffff,2.0,0.0,0.0
82c3b7fffffffff,2.0,0.0,0.0
82c44ffffffffff,3.0,0.0,0.0
82c987fffffffff,3.0,0.0,0.0
82c9b7fffffffff,8.0,0.0,0.0
82ca87fffffffff,4.0,0.0,0.0
82cc67fffffffff,2.0,0.0,0.0
82d097fffffffff,1.0,0.0,0.0
82d147fffffffff,1.0,0.0,0.0
82d6affffffffff,4.0,0.0,0.0
82d6d7fffffffff,1.0,0.0,0.0
82da07fffffffff,17.0,0.0,0.0
82da0ffffffffff,17.0,0.0,0.0
82da1ffffffffff,53.0,0.0,0.0
82da57fffffffff,9.0,0.0,0.0
82da77fffffffff,41.0,0.0,0.0
82da87fffffffff,2.0,0.0,0.0
82daaffffffffff,16.0,0.0,0.0
82db17fffffffff,1.0,0.0,0.0
82db5ffffffffff,1.0,0.0,0.0
82db67fffffffff,2.0,0.0,0.0
82db87fffffffff,47.0,0.0,0.0
82db97fffffffff,1.0,0.0,0.0
82dc47fffffffff,1.0,0.0,0.0
82dc4ffffffffff,1.0,0.0,0.0
82dc5ffffffffff,4.0,0.0,0.0
82dc6ffffffffff,4.0,0.0,0.0
82dccffffffffff,1.0,0.0,0.0
82dcdffffffffff,2.0,0.0,0.0
82dceffffffffff,2.0,0.0,0.0
82dd47fffffffff,7.0,0.0,0.0
82dd5ffffffffff,2.0,0.0,0.0
82dd6ffffffffff,2.0,0.0,0.0
82de0ffffffffff,54.0,0.0,0.0
82de17fffffffff,3.0,0.0,0.0
82de1ffffffffff,104.0,0.0,0.0
82de27fffffffff,19.0,0.0,0.0
82de2ffffffffff,26.0,0.0,0.0
82de37fffffffff,12.0,0.0,0.0
82de5ffffffffff,20.0,0.0,0.0
82de67fffffffff,5.0,0.0,0.0
82de77fffffffff,13.0,0.0,0.0
82de87fffffffff,108.0,0.0,0.0
82de8ffffffffff,4.0,0.0,0.0
82de97fffffffff,145.0,0.0,0.0
82dea7fffffffff,48.0,0.0,0.0
82deaffffffffff,160.0,0.0,0.0
82deb7fffffffff,48.0,0.0,0.0
82dedffffffffff,1.0,0.0,0.0
82dee7fffffffff,1.0,0.0,0.0
82def7fffffffff,6.0,0.0,0.0
82df07fffffffff,267.0,0.0,0.0
82df0ffffffffff,105.0,0.0,0.0
82df17fffffffff,67.0,0.0,0.0
82df1ffffffffff,115.0,0.0,0.0
82df27fffffffff,46.0,0.0,0.0
82df2ffffffffff,94.0,0.0,0.0
82df37fffffffff,32.0,0.0,0.0
82df47fffffffff,1.0,0.0,0.0
82df57fffffffff,6.0,0.0,0.0
82df5ffffffffff,4.0,0.0,0.0
82df77fffffffff,44.0,0.0,0.0
82df87fffffffff,27.0,0.0,0.0
82df8ffffffffff,76.0,0.0,0.0
82df9ffffffffff,21.0,0.0,0.0
82dfa7fffffffff,6.0,0.0,0.0
82dfaffffffffff,109.0,0.0,0.0
82e097fffffffff,8.0,0.0,0.0
82e887fffffffff,1.0,0.0,0.0
82e89ffffffffff,5.0,0.0,0.0
