cell_id,Buteo buteo,Buteo buteo buteo,Buteo buteo arrigonii,Buteo buteo rothschildi,Buteo buteo insularum,Buteo buteo bannermani,Buteo buteo vulpinus/menetriesi
830812fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830813fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830816fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83081efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
830880fffffffff,81.0,2.0,0.0,0.0,0.0,0.0,0.0
830882fffffffff,18.0,3.0,0.0,0.0,0.0,0.0,0.0
830883fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
830884fffffffff,37.0,0.0,0.0,0.0,0.0,0.0,0.0
830885fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
830886fffffffff,384.0,27.0,0.0,0.0,0.0,0.0,0.0
830888fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
83088afffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
83088dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83088efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
830890fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
830893fffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
830895fffffffff,99.0,18.0,0.0,0.0,0.0,0.0,0.0
830896fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
830898fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0
830899fffffffff,152.0,2.0,0.0,0.0,0.0,0.0,0.0
83089afffffffff,192.0,1.0,0.0,0.0,0.0,0.0,0.0
83089bfffffffff,30.0,3.0,0.0,0.0,0.0,0.0,2.0
83089cfffffffff,5.0,4.0,0.0,0.0,0.0,0.0,0.0
83089dfffffffff,73.0,3.0,0.0,0.0,0.0,0.0,0.0
83089efffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a0fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a2fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a3fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a4fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8308a6fffffffff,27.0,6.0,0.0,0.0,0.0,0.0,0.0
8308adfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b0fffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
8308b1fffffffff,83.0,0.0,0.0,0.0,0.0,0.0,0.0
