cell_id,Tyrannus melancholicus,Tyrannus melancholicus occidentalis,Tyrannus melancholicus satrapa,Tyrannus melancholicus melancholicus/despotes
844509dffffffff,13.0,0.0,0.0,0.0
84450a1ffffffff,416.0,0.0,0.0,0.0
84450a3ffffffff,139.0,0.0,0.0,0.0
84450a5ffffffff,558.0,0.0,0.0,0.0
84450a7ffffffff,544.0,0.0,0.0,0.0
84450a9ffffffff,611.0,0.0,0.0,0.0
84450abffffffff,80.0,0.0,0.0,0.0
84450adffffffff,2168.0,0.0,0.0,0.0
84450b1ffffffff,1186.0,0.0,0.0,0.0
84450b5ffffffff,354.0,0.0,0.0,0.0
84450b9ffffffff,96.0,0.0,0.0,0.0
84450bdffffffff,93.0,0.0,0.0,0.0
84450c1ffffffff,22.0,0.0,0.0,0.0
84450c3ffffffff,4.0,0.0,0.0,0.0
84450c5ffffffff,136.0,0.0,0.0,0.0
84450c9ffffffff,18.0,0.0,0.0,0.0
84450cbffffffff,2.0,0.0,0.0,0.0
84450cdffffffff,162.0,0.0,0.0,0.0
84450d1ffffffff,12.0,0.0,0.0,0.0
84450d3ffffffff,158.0,0.0,0.0,0.0
84450d5ffffffff,89.0,0.0,0.0,0.0
84450d7ffffffff,9.0,0.0,0.0,0.0
84450d9ffffffff,10.0,0.0,0.0,0.0
84450dbffffffff,8.0,0.0,0.0,0.0
84450ddffffffff,4.0,0.0,0.0,0.0
84450e1ffffffff,138.0,0.0,0.0,0.0
84450e3ffffffff,552.0,0.0,0.0,0.0
84450e7ffffffff,55.0,0.0,0.0,0.0
84450ebffffffff,321.0,0.0,0.0,0.0
844519bffffffff,496.0,0.0,0.0,0.0
84451d3ffffffff,18.0,0.0,0.0,0.0
8445201ffffffff,37.0,0.0,0.0,0.0
8445203ffffffff,159.0,0.0,0.0,0.0
8445205ffffffff,1079.0,0.0,0.0,0.0
8445207ffffffff,934.0,0.0,0.0,0.0
8445209ffffffff,72.0,0.0,0.0,0.0
844520bffffffff,20.0,0.0,0.0,0.0
844520dffffffff,563.0,0.0,0.0,0.0
8445211ffffffff,15.0,0.0,0.0,0.0
8445213ffffffff,250.0,0.0,0.0,0.0
8445215ffffffff,3309.0,0.0,0.0,0.0
8445217ffffffff,567.0,0.0,0.0,0.0
8445219ffffffff,24.0,0.0,0.0,0.0
844521bffffffff,20.0,0.0,0.0,0.0
844521dffffffff,148.0,0.0,0.0,0.0
8445221ffffffff,499.0,0.0,0.0,0.0
8445223ffffffff,2.0,0.0,0.0,0.0
8445225ffffffff,1851.0,0.0,0.0,0.0
8445229ffffffff,21.0,0.0,0.0,0.0
844522bffffffff,532.0,0.0,0.0,0.0
844522dffffffff,25.0,0.0,0.0,0.0
8445231ffffffff,67.0,0.0,0.0,0.0
8445233ffffffff,1428.0,0.0,0.0,0.0
8445237ffffffff,6.0,0.0,0.0,0.0
8445239ffffffff,3.0,0.0,0.0,0.0
844523bffffffff,476.0,0.0,0.0,0.0
8445241ffffffff,13.0,0.0,0.0,0.0
8445243ffffffff,247.0,0.0,0.0,0.0
8445245ffffffff,38.0,0.0,0.0,0.0
8445247ffffffff,602.0,0.0,0.0,0.0
8445249ffffffff,466.0,0.0,0.0,0.0
844524bffffffff,130.0,0.0,0.0,0.0
844524dffffffff,44.0,0.0,0.0,0.0
8445251ffffffff,217.0,0.0,0.0,0.0
8445253ffffffff,60.0,0.0,0.0,0.0
8445255ffffffff,335.0,0.0,0.0,0.0
8445257ffffffff,83.0,0.0,0.0,0.0
8445259ffffffff,4.0,0.0,0.0,0.0
844525bffffffff,348.0,0.0,0.0,0.0
844525dffffffff,14.0,0.0,0.0,0.0
8445261ffffffff,35.0,0.0,0.0,0.0
8445263ffffffff,1036.0,0.0,0.0,0.0
8445265ffffffff,8.0,0.0,0.0,0.0
8445267ffffffff,8.0,0.0,0.0,0.0
8445269ffffffff,173.0,0.0,0.0,0.0
844526bffffffff,1449.0,0.0,0.0,0.0
844526dffffffff,31.0,0.0,0.0,0.0
8445281ffffffff,2.0,0.0,0.0,0.0
8445285ffffffff,21.0,0.0,0.0,0.0
8445287ffffffff,36.0,0.0,0.0,0.0
8445289ffffffff,226.0,0.0,0.0,0.0
844528dffffffff,104.0,0.0,0.0,0.0
8445291ffffffff,6.0,0.0,0.0,0.0
8445293ffffffff,6.0,0.0,0.0,0.0
8445295ffffffff,30.0,0.0,0.0,0.0
8445297ffffffff,55.0,0.0,0.0,0.0
8445299ffffffff,3.0,0.0,0.0,0.0
844529bffffffff,30.0,0.0,0.0,0.0
84452a1ffffffff,86.0,0.0,0.0,0.0
84452a3ffffffff,56.0,0.0,0.0,0.0
84452a5ffffffff,760.0,0.0,0.0,0.0
84452a7ffffffff,148.0,0.0,0.0,0.0
84452a9ffffffff,509.0,0.0,0.0,0.0
84452abffffffff,45.0,0.0,0.0,0.0
84452adffffffff,5843.0,0.0,0.0,0.0
84452b1ffffffff,1.0,0.0,0.0,0.0
84452b3ffffffff,1.0,0.0,0.0,0.0
84452b5ffffffff,17.0,0.0,0.0,0.0
84452b9ffffffff,40.0,0.0,0.0,0.0
84452bdffffffff,225.0,0.0,0.0,0.0
84452c1ffffffff,179.0,0.0,0.0,0.0
84452c3ffffffff,876.0,0.0,0.0,0.0
84452c5ffffffff,394.0,0.0,0.0,0.0
84452c7ffffffff,1462.0,0.0,0.0,0.0
84452c9ffffffff,109.0,0.0,0.0,0.0
84452cbffffffff,72.0,0.0,0.0,0.0
84452cdffffffff,11.0,0.0,0.0,0.0
84452d1ffffffff,6.0,0.0,0.0,0.0
84452d3ffffffff,4.0,0.0,0.0,0.0
84452d5ffffffff,4.0,0.0,0.0,0.0
84452d7ffffffff,6.0,0.0,0.0,0.0
84452d9ffffffff,67.0,0.0,0.0,0.0
84452dbffffffff,70.0,0.0,0.0,0.0
84452ddffffffff,22.0,0.0,0.0,0.0
84452e1ffffffff,4418.0,0.0,0.0,0.0
84452e3ffffffff,1299.0,0.0,0.0,0.0
84452e5ffffffff,1641.0,0.0,0.0,0.0
84452e7ffffffff,329.0,0.0,0.0,0.0
84452e9ffffffff,90.0,0.0,0.0,0.0
84452ebffffffff,1160.0,0.0,0.0,0.0
84452edffffffff,66.0,0.0,0.0,0.0
8445301ffffffff,1.0,0.0,0.0,0.0
8445303ffffffff,93.0,0.0,0.0,0.0
8445305ffffffff,3.0,0.0,0.0,0.0
8445307ffffffff,9.0,0.0,0.0,0.0
8445309ffffffff,48.0,0.0,0.0,0.0
844530dffffffff,17.0,0.0,0.0,0.0
8445315ffffffff,7.0,0.0,0.0,0.0
8445319ffffffff,228.0,0.0,0.0,0.0
844531dffffffff,11.0,0.0,0.0,0.0
8445321ffffffff,96.0,0.0,0.0,0.0
8445329ffffffff,2.0,0.0,0.0,0.0
844532bffffffff,190.0,0.0,0.0,0.0
844532dffffffff,2.0,0.0,0.0,0.0
8445341ffffffff,17.0,0.0,0.0,0.0
8445343ffffffff,122.0,0.0,0.0,0.0
8445349ffffffff,19.0,0.0,0.0,0.0
844534bffffffff,4.0,0.0,0.0,0.0
844534dffffffff,3.0,0.0,0.0,0.0
8445351ffffffff,25.0,0.0,0.0,0.0
8445353ffffffff,330.0,0.0,0.0,0.0
8445355ffffffff,33.0,0.0,0.0,0.0
8445357ffffffff,71.0,0.0,0.0,0.0
8445359ffffffff,20.0,0.0,0.0,0.0
844535dffffffff,42.0,0.0,0.0,0.0
8445363ffffffff,57.0,0.0,0.0,0.0
8445365ffffffff,147.0,0.0,0.0,0.0
8445367ffffffff,68.0,0.0,0.0,0.0
844536bffffffff,4.0,0.0,0.0,0.0
844549bffffffff,2.0,0.0,0.0,0.0
844554dffffffff,2.0,0.0,0.0,0.0
8445649ffffffff,42.0,0.0,0.0,0.0
84456dbffffffff,34.0,0.0,0.0,0.0
8445721ffffffff,808.0,0.0,0.0,0.0
8445723ffffffff,29.0,0.0,0.0,0.0
8445725ffffffff,152.0,0.0,0.0,0.0
8445727ffffffff,603.0,0.0,0.0,0.0
8445729ffffffff,6.0,0.0,0.0,0.0
844572dffffffff,3.0,0.0,0.0,0.0
8445745ffffffff,3.0,0.0,0.0,0.0
8445749ffffffff,774.0,0.0,0.0,0.0
844574dffffffff,45.0,0.0,0.0,0.0
8445761ffffffff,74.0,0.0,0.0,0.0
8445765ffffffff,25.0,0.0,0.0,0.0
8445767ffffffff,59.0,0.0,0.0,0.0
8445769ffffffff,26.0,0.0,0.0,0.0
8448005ffffffff,22.0,0.0,0.0,0.0
8448007ffffffff,3.0,0.0,0.0,0.0
8448017ffffffff,189.0,0.0,0.0,0.0
8448021ffffffff,12.0,0.0,0.0,0.0
8448029ffffffff,11.0,0.0,0.0,0.0
844802bffffffff,143.0,0.0,0.0,0.0
8448031ffffffff,1.0,0.0,0.0,0.0
8448039ffffffff,6.0,0.0,0.0,0.0
844803bffffffff,6.0,0.0,0.0,0.0
844803dffffffff,3.0,0.0,0.0,0.0
8448059ffffffff,3.0,0.0,0.0,0.0
844805bffffffff,6.0,0.0,0.0,0.0
8448061ffffffff,31.0,0.0,0.0,0.0
8448065ffffffff,114.0,0.0,0.0,0.0
8448067ffffffff,17.0,0.0,0.0,0.0
844806dffffffff,185.0,0.0,0.0,0.0
8448085ffffffff,2.0,0.0,0.0,0.0
8448087ffffffff,4.0,0.0,0.0,0.0
8448097ffffffff,65.0,0.0,0.0,0.0
84480a1ffffffff,6.0,0.0,0.0,0.0
84480a3ffffffff,11.0,0.0,0.0,0.0
84480a5ffffffff,13.0,0.0,0.0,0.0
84480a9ffffffff,31.0,0.0,0.0,0.0
84480adffffffff,517.0,0.0,0.0,0.0
84480b9ffffffff,8.0,0.0,0.0,0.0
84480bbffffffff,64.0,0.0,0.0,0.0
84480bdffffffff,25.0,0.0,0.0,0.0
84480e1ffffffff,8.0,0.0,0.0,0.0
84480e5ffffffff,49.0,0.0,0.0,0.0
84480e7ffffffff,14.0,0.0,0.0,0.0
84480edffffffff,45.0,0.0,0.0,0.0
8448121ffffffff,1.0,0.0,0.0,0.0
8448125ffffffff,2.0,0.0,0.0,0.0
8448127ffffffff,6.0,0.0,0.0,0.0
8448147ffffffff,63.0,0.0,0.0,0.0
844814dffffffff,28.0,0.0,0.0,0.0
844816bffffffff,5.0,0.0,0.0,0.0
84481d9ffffffff,2.0,0.0,0.0,0.0
84481dbffffffff,7.0,0.0,0.0,0.0
8448233ffffffff,146.0,0.0,0.0,0.0
844823bffffffff,8.0,0.0,0.0,0.0
84482a9ffffffff,2.0,0.0,0.0,0.0
84482adffffffff,53.0,0.0,0.0,0.0
84482e5ffffffff,14.0,0.0,0.0,0.0
8448305ffffffff,27.0,0.0,0.0,0.0
8448309ffffffff,53.0,0.0,0.0,0.0
8448329ffffffff,94.0,0.0,0.0,0.0
844832bffffffff,112.0,0.0,0.0,0.0
844832dffffffff,2.0,0.0,0.0,0.0
8448331ffffffff,212.0,0.0,0.0,0.0
8448333ffffffff,123.0,0.0,0.0,0.0
8448335ffffffff,2.0,0.0,0.0,0.0
8448337ffffffff,43.0,0.0,0.0,0.0
8448339ffffffff,5.0,0.0,0.0,0.0
844833bffffffff,932.0,0.0,0.0,0.0
844833dffffffff,49.0,0.0,0.0,0.0
8448347ffffffff,2.0,0.0,0.0,0.0
8448361ffffffff,1699.0,0.0,0.0,0.0
8448363ffffffff,3849.0,0.0,0.0,0.0
8448365ffffffff,397.0,0.0,0.0,0.0
8448367ffffffff,182.0,0.0,0.0,0.0
8448369ffffffff,3136.0,0.0,0.0,0.0
844836dffffffff,64.0,0.0,0.0,0.0
844850dffffffff,3.0,0.0,0.0,0.0
844852dffffffff,2.0,0.0,0.0,0.0
8448561ffffffff,3.0,0.0,0.0,0.0
8448567ffffffff,33.0,0.0,0.0,0.0
844856bffffffff,20.0,0.0,0.0,0.0
8448585ffffffff,2.0,0.0,0.0,0.0
8448587ffffffff,1.0,0.0,0.0,0.0
844880dffffffff,42.0,0.0,0.0,0.0
844884bffffffff,4.0,0.0,0.0,0.0
844884dffffffff,2.0,0.0,0.0,0.0
8448853ffffffff,3.0,0.0,0.0,0.0
8448869ffffffff,34.0,0.0,0.0,0.0
844886bffffffff,12.0,0.0,0.0,0.0
84488d1ffffffff,1.0,0.0,0.0,0.0
84488d3ffffffff,2.0,0.0,0.0,0.0
8448951ffffffff,163.0,0.0,0.0,0.0
8448955ffffffff,74.0,0.0,0.0,0.0
8448959ffffffff,7.0,0.0,0.0,0.0
8448a05ffffffff,1.0,0.0,0.0,0.0
8448a07ffffffff,22.0,0.0,0.0,0.0
8448a21ffffffff,1003.0,0.0,0.0,0.0
8448a23ffffffff,18.0,0.0,0.0,0.0
8448a27ffffffff,279.0,0.0,0.0,0.0
8448a2bffffffff,4.0,0.0,0.0,0.0
8448a2dffffffff,21.0,0.0,0.0,0.0
8448a67ffffffff,4.0,0.0,0.0,0.0
8448ab3ffffffff,38.0,0.0,0.0,0.0
8448ab7ffffffff,25.0,0.0,0.0,0.0
8448b13ffffffff,29.0,0.0,0.0,0.0
8448b15ffffffff,1701.0,0.0,0.0,0.0
8448b17ffffffff,6.0,0.0,0.0,0.0
8448b19ffffffff,13.0,0.0,0.0,0.0
8448b1bffffffff,7.0,0.0,0.0,0.0
8448b1dffffffff,9.0,0.0,0.0,0.0
8448b23ffffffff,2046.0,0.0,0.0,0.0
8448b2bffffffff,2149.0,0.0,0.0,0.0
8448b31ffffffff,124.0,0.0,0.0,0.0
8448b35ffffffff,39.0,0.0,0.0,0.0
8448b37ffffffff,464.0,0.0,0.0,0.0
8448b39ffffffff,7649.0,0.0,0.0,0.0
8448b3bffffffff,45.0,0.0,0.0,0.0
8448b3dffffffff,2925.0,0.0,0.0,0.0
8448b4dffffffff,20.0,0.0,0.0,0.0
8448b51ffffffff,25.0,0.0,0.0,0.0
8448b59ffffffff,7.0,0.0,0.0,0.0
8448b5bffffffff,59.0,0.0,0.0,0.0
8448e01ffffffff,4.0,0.0,0.0,0.0
8448e07ffffffff,2.0,0.0,0.0,0.0
8448e19ffffffff,3.0,0.0,0.0,0.0
8448e1bffffffff,2.0,0.0,0.0,0.0
8448e37ffffffff,3.0,0.0,0.0,0.0
8448e41ffffffff,3.0,0.0,0.0,0.0
8448e43ffffffff,10.0,0.0,0.0,0.0
8448e45ffffffff,4.0,0.0,0.0,0.0
8448e49ffffffff,19.0,0.0,0.0,0.0
8448e4bffffffff,6.0,0.0,0.0,0.0
8448e4dffffffff,10.0,0.0,0.0,0.0
8448e51ffffffff,11.0,0.0,0.0,0.0
8448e53ffffffff,26.0,0.0,0.0,0.0
8448e55ffffffff,23.0,0.0,0.0,0.0
8448e57ffffffff,8.0,0.0,0.0,0.0
8448e59ffffffff,17.0,0.0,0.0,0.0
8448e5bffffffff,113.0,0.0,0.0,0.0
8448e81ffffffff,3.0,0.0,0.0,0.0
8448e85ffffffff,1579.0,0.0,0.0,0.0
8448e8dffffffff,353.0,0.0,0.0,0.0
8448ec5ffffffff,213.0,0.0,0.0,0.0
8448ec7ffffffff,2827.0,0.0,0.0,0.0
8448ecdffffffff,18.0,0.0,0.0,0.0
8448ed3ffffffff,4.0,0.0,0.0,0.0
8448eebffffffff,75.0,0.0,0.0,0.0
8449801ffffffff,1.0,0.0,0.0,0.0
8449807ffffffff,5.0,0.0,0.0,0.0
8449809ffffffff,40.0,0.0,0.0,0.0
844980bffffffff,40.0,0.0,0.0,0.0
8449815ffffffff,2.0,0.0,0.0,0.0
8449819ffffffff,6.0,0.0,0.0,0.0
8449845ffffffff,2.0,0.0,0.0,0.0
8449855ffffffff,8.0,0.0,0.0,0.0
8449857ffffffff,1.0,0.0,0.0,0.0
8449861ffffffff,10.0,0.0,0.0,0.0
8449863ffffffff,3.0,0.0,0.0,0.0
8449865ffffffff,14.0,0.0,0.0,0.0
8449867ffffffff,1.0,0.0,0.0,0.0
8449869ffffffff,39.0,0.0,0.0,0.0
844986dffffffff,54.0,0.0,0.0,0.0
8449885ffffffff,1.0,0.0,0.0,0.0
8449889ffffffff,14.0,0.0,0.0,0.0
844988dffffffff,8.0,0.0,0.0,0.0
84498c5ffffffff,3.0,0.0,0.0,0.0
84498c7ffffffff,3.0,0.0,0.0,0.0
84498c9ffffffff,170.0,0.0,0.0,0.0
84498cbffffffff,2.0,0.0,0.0,0.0
84498e3ffffffff,47.0,0.0,0.0,0.0
84498ebffffffff,8.0,0.0,0.0,0.0
84498edffffffff,4.0,0.0,0.0,0.0
8449901ffffffff,38.0,0.0,0.0,0.0
8449903ffffffff,16.0,0.0,0.0,0.0
8449905ffffffff,7.0,0.0,0.0,0.0
8449907ffffffff,10.0,0.0,0.0,0.0
844990dffffffff,5.0,0.0,0.0,0.0
8449911ffffffff,12.0,0.0,0.0,0.0
844991dffffffff,10.0,0.0,0.0,0.0
8449929ffffffff,73.0,0.0,0.0,0.0
844992bffffffff,64.0,0.0,0.0,0.0
8449931ffffffff,16.0,0.0,0.0,0.0
8449933ffffffff,1.0,0.0,0.0,0.0
8449937ffffffff,7.0,0.0,0.0,0.0
844993bffffffff,5.0,0.0,0.0,0.0
844993dffffffff,43.0,0.0,0.0,0.0
8449941ffffffff,16.0,0.0,0.0,0.0
8449943ffffffff,4.0,0.0,0.0,0.0
8449945ffffffff,2.0,0.0,0.0,0.0
8449947ffffffff,4.0,0.0,0.0,0.0
8449949ffffffff,5.0,0.0,0.0,0.0
844994bffffffff,236.0,0.0,0.0,0.0
844994dffffffff,8.0,0.0,0.0,0.0
8449951ffffffff,13.0,0.0,0.0,0.0
8449953ffffffff,19.0,0.0,0.0,0.0
8449957ffffffff,2.0,0.0,0.0,0.0
8449959ffffffff,839.0,0.0,0.0,0.0
844995bffffffff,43.0,0.0,0.0,0.0
8449961ffffffff,553.0,0.0,0.0,0.0
8449963ffffffff,324.0,0.0,0.0,0.0
8449965ffffffff,3970.0,0.0,0.0,0.0
8449967ffffffff,633.0,0.0,0.0,0.0
8449969ffffffff,247.0,0.0,0.0,0.0
844996bffffffff,77.0,0.0,0.0,0.0
844996dffffffff,80.0,0.0,0.0,0.0
8449981ffffffff,24.0,0.0,0.0,0.0
8449987ffffffff,85.0,0.0,0.0,0.0
844998dffffffff,2.0,0.0,0.0,0.0
84499a3ffffffff,4.0,0.0,0.0,0.0
84499abffffffff,16.0,0.0,0.0,0.0
84499b1ffffffff,64.0,0.0,0.0,0.0
84499b5ffffffff,3.0,0.0,0.0,0.0
84499b7ffffffff,2.0,0.0,0.0,0.0
84499b9ffffffff,2.0,0.0,0.0,0.0
84499bdffffffff,3.0,0.0,0.0,0.0
84499c3ffffffff,2.0,0.0,0.0,0.0
84499c5ffffffff,8.0,0.0,0.0,0.0
84499c7ffffffff,2.0,0.0,0.0,0.0
84499cdffffffff,5.0,0.0,0.0,0.0
84499d1ffffffff,2.0,0.0,0.0,0.0
84499dbffffffff,1.0,0.0,0.0,0.0
84499e3ffffffff,22.0,0.0,0.0,0.0
84499e5ffffffff,1.0,0.0,0.0,0.0
84499e7ffffffff,3.0,0.0,0.0,0.0
84499e9ffffffff,2.0,0.0,0.0,0.0
84499ebffffffff,39.0,0.0,0.0,0.0
8449a17ffffffff,1.0,0.0,0.0,0.0
8449a21ffffffff,33.0,0.0,0.0,0.0
8449a23ffffffff,35.0,0.0,0.0,0.0
8449a2bffffffff,160.0,0.0,0.0,0.0
8449a31ffffffff,11.0,0.0,0.0,0.0
8449a39ffffffff,13.0,0.0,0.0,0.0
8449a3dffffffff,48.0,0.0,0.0,0.0
8449a81ffffffff,49.0,0.0,0.0,0.0
8449a83ffffffff,54.0,0.0,0.0,0.0
8449a85ffffffff,297.0,0.0,0.0,0.0
8449a87ffffffff,9.0,0.0,0.0,0.0
8449a89ffffffff,206.0,0.0,0.0,0.0
8449a8bffffffff,64.0,0.0,0.0,0.0
8449a8dffffffff,872.0,0.0,0.0,0.0
8449a91ffffffff,667.0,0.0,0.0,0.0
8449a93ffffffff,468.0,0.0,0.0,0.0
8449a95ffffffff,6.0,0.0,0.0,0.0
8449a97ffffffff,1103.0,0.0,0.0,0.0
8449a99ffffffff,23.0,0.0,0.0,0.0
8449a9bffffffff,93.0,0.0,0.0,0.0
8449a9dffffffff,1.0,0.0,0.0,0.0
8449aa1ffffffff,31.0,0.0,0.0,0.0
8449aa3ffffffff,589.0,0.0,0.0,0.0
8449aa5ffffffff,32.0,0.0,0.0,0.0
8449aa7ffffffff,44.0,0.0,0.0,0.0
8449aa9ffffffff,14.0,0.0,0.0,0.0
8449aabffffffff,66.0,0.0,0.0,0.0
8449ab1ffffffff,66.0,0.0,0.0,0.0
8449ab3ffffffff,6.0,0.0,0.0,0.0
8449ab5ffffffff,211.0,0.0,0.0,0.0
8449ab7ffffffff,4.0,0.0,0.0,0.0
8449ab9ffffffff,2.0,0.0,0.0,0.0
8449abbffffffff,10.0,0.0,0.0,0.0
8449abdffffffff,127.0,0.0,0.0,0.0
8449ac7ffffffff,70.0,0.0,0.0,0.0
8449ad5ffffffff,101.0,0.0,0.0,0.0
8449ad7ffffffff,48.0,0.0,0.0,0.0
8449ae3ffffffff,97.0,0.0,0.0,0.0
8449ae7ffffffff,2.0,0.0,0.0,0.0
8449ae9ffffffff,1.0,0.0,0.0,0.0
8449b03ffffffff,34.0,0.0,0.0,0.0
8449b05ffffffff,2.0,0.0,0.0,0.0
8449b0bffffffff,15.0,0.0,0.0,0.0
8449b0dffffffff,2.0,0.0,0.0,0.0
8449b15ffffffff,6.0,0.0,0.0,0.0
8449b19ffffffff,7.0,0.0,0.0,0.0
8449b1dffffffff,7.0,0.0,0.0,0.0
8449b21ffffffff,16.0,0.0,0.0,0.0
8449b23ffffffff,3.0,0.0,0.0,0.0
8449b29ffffffff,1.0,0.0,0.0,0.0
8449b2bffffffff,62.0,0.0,0.0,0.0
8449b2dffffffff,2.0,0.0,0.0,0.0
8449b31ffffffff,124.0,0.0,0.0,0.0
8449b33ffffffff,1247.0,0.0,0.0,0.0
8449b35ffffffff,115.0,0.0,0.0,0.0
8449b37ffffffff,224.0,0.0,0.0,0.0
8449b39ffffffff,7.0,0.0,0.0,0.0
8449b3bffffffff,71.0,0.0,0.0,0.0
8449b3dffffffff,6.0,0.0,0.0,0.0
8449b43ffffffff,9.0,0.0,0.0,0.0
8449b47ffffffff,27.0,0.0,0.0,0.0
8449b51ffffffff,32.0,0.0,0.0,0.0
8449b53ffffffff,32.0,0.0,0.0,0.0
8449b55ffffffff,180.0,0.0,0.0,0.0
8449b57ffffffff,64.0,0.0,0.0,0.0
8449b65ffffffff,2.0,0.0,0.0,0.0
8449b67ffffffff,11.0,0.0,0.0,0.0
8449b69ffffffff,4.0,0.0,0.0,0.0
8449b6bffffffff,19.0,0.0,0.0,0.0
8449b6dffffffff,17.0,0.0,0.0,0.0
845e659ffffffff,8.0,0.0,0.0,0.0
845f00bffffffff,23.0,0.0,0.0,0.0
845f00dffffffff,3.0,0.0,0.0,0.0
845f013ffffffff,1.0,0.0,0.0,0.0
845f017ffffffff,1.0,0.0,0.0,0.0
845f025ffffffff,1.0,0.0,0.0,0.0
845f02bffffffff,1.0,0.0,0.0,0.0
845f031ffffffff,2.0,0.0,0.0,0.0
845f035ffffffff,10.0,0.0,0.0,0.0
845f03bffffffff,1.0,0.0,0.0,0.0
845f03dffffffff,129.0,0.0,0.0,0.0
845f083ffffffff,220.0,0.0,0.0,0.0
845f085ffffffff,5.0,0.0,0.0,0.0
845f087ffffffff,6.0,0.0,0.0,0.0
845f08bffffffff,13.0,0.0,0.0,0.0
845f08dffffffff,3.0,0.0,0.0,0.0
845f091ffffffff,3.0,0.0,0.0,0.0
845f095ffffffff,739.0,0.0,0.0,0.0
845f097ffffffff,3.0,0.0,0.0,0.0
845f09dffffffff,27.0,0.0,0.0,0.0
845f0b9ffffffff,19.0,0.0,0.0,0.0
845f0d1ffffffff,4.0,0.0,0.0,0.0
845f0d7ffffffff,42.0,0.0,0.0,0.0
845f0d9ffffffff,3.0,0.0,0.0,0.0
845f0e3ffffffff,11.0,0.0,0.0,0.0
845f105ffffffff,17.0,0.0,0.0,0.0
845f107ffffffff,1.0,0.0,0.0,0.0
845f10dffffffff,1.0,0.0,0.0,0.0
845f117ffffffff,4.0,0.0,0.0,0.0
845f129ffffffff,32.0,0.0,0.0,0.0
845f12bffffffff,102.0,0.0,0.0,0.0
845f131ffffffff,8.0,0.0,0.0,0.0
845f139ffffffff,2.0,0.0,0.0,0.0
845f13bffffffff,12.0,0.0,0.0,0.0
845f13dffffffff,63.0,0.0,0.0,0.0
845f143ffffffff,39.0,0.0,0.0,0.0
845f161ffffffff,18.0,0.0,0.0,0.0
845f163ffffffff,9.0,0.0,0.0,0.0
845f16dffffffff,1.0,0.0,0.0,0.0
845f1c3ffffffff,163.0,0.0,0.0,0.0
845f1c9ffffffff,5.0,0.0,0.0,0.0
845f1cbffffffff,164.0,0.0,0.0,0.0
845f1ddffffffff,2.0,0.0,0.0,0.0
845f1e9ffffffff,39.0,0.0,0.0,0.0
845f1edffffffff,5.0,0.0,0.0,0.0
845f223ffffffff,1.0,0.0,0.0,0.0
845f237ffffffff,1.0,0.0,0.0,0.0
845f283ffffffff,2.0,0.0,0.0,0.0
845f291ffffffff,146.0,0.0,0.0,0.0
845f293ffffffff,2.0,0.0,0.0,0.0
845f295ffffffff,219.0,0.0,0.0,0.0
845f297ffffffff,12.0,0.0,0.0,0.0
845f299ffffffff,206.0,0.0,0.0,0.0
845f29dffffffff,197.0,0.0,0.0,0.0
845f2b1ffffffff,74.0,0.0,0.0,0.0
845f2b3ffffffff,361.0,0.0,0.0,0.0
845f2b9ffffffff,7.0,0.0,0.0,0.0
