cell_id,Tyrannus melancholicus,Tyrannus melancholicus occidentalis,Tyrannus melancholicus satrapa,Tyrannus melancholicus melancholicus/despotes
8428195ffffffff,2.0,0.0,0.0,0.0
84281b1ffffffff,10.0,0.0,0.0,0.0
84281b3ffffffff,19.0,0.0,0.0,0.0
8428341ffffffff,5.0,0.0,0.0,0.0
842834dffffffff,36.0,0.0,0.0,0.0
8428f11ffffffff,4.0,0.0,0.0,0.0
8428f17ffffffff,20.0,0.0,0.0,0.0
8428f19ffffffff,2.0,0.0,0.0,0.0
8428f51ffffffff,31.0,0.0,0.0,0.0
8428f57ffffffff,1.0,0.0,0.0,0.0
8428f59ffffffff,62.0,0.0,0.0,0.0
8444249ffffffff,474.0,0.0,0.0,0.0
844424dffffffff,84.0,0.0,0.0,0.0
8444ac1ffffffff,1.0,0.0,0.0,0.0
8444ac9ffffffff,224.0,0.0,0.0,0.0
8444acbffffffff,1.0,0.0,0.0,0.0
8445011ffffffff,104.0,0.0,0.0,0.0
8445013ffffffff,5.0,0.0,0.0,0.0
8445017ffffffff,10.0,0.0,0.0,0.0
8445019ffffffff,275.0,0.0,0.0,0.0
844501bffffffff,214.0,0.0,0.0,0.0
8445051ffffffff,7.0,0.0,0.0,0.0
8445053ffffffff,1077.0,0.0,0.0,0.0
8445057ffffffff,115.0,0.0,0.0,0.0
8445059ffffffff,241.0,0.0,0.0,0.0
844505bffffffff,1563.0,0.0,0.0,0.0
844505dffffffff,30.0,0.0,0.0,0.0
8445081ffffffff,10.0,0.0,0.0,0.0
8445083ffffffff,105.0,0.0,0.0,0.0
8445085ffffffff,451.0,0.0,0.0,0.0
8445087ffffffff,254.0,0.0,0.0,0.0
8445089ffffffff,12.0,0.0,0.0,0.0
844508bffffffff,4.0,0.0,0.0,0.0
844508dffffffff,60.0,0.0,0.0,0.0
8445091ffffffff,131.0,0.0,0.0,0.0
8445093ffffffff,172.0,0.0,0.0,0.0
8445095ffffffff,1.0,0.0,0.0,0.0
8445097ffffffff,107.0,0.0,0.0,0.0
8445099ffffffff,59.0,0.0,0.0,0.0
844509bffffffff,3028.0,0.0,0.0,0.0
