cell_id,Pandion haliaetus,Pandion haliaetus haliaetus,Pandion haliaetus carolinensis,Pandion haliaetus ridgwayi,Pandion haliaetus cristatus
820c07fffffffff,6.0,0.0,0.0,0.0,0.0
820c17fffffffff,4.0,0.0,0.0,0.0,0.0
820c37fffffffff,1.0,0.0,0.0,0.0,0.0
820c47fffffffff,85.0,0.0,2.0,0.0,0.0
820c57fffffffff,2.0,0.0,0.0,0.0,0.0
820c5ffffffffff,23.0,0.0,0.0,0.0,0.0
820c6ffffffffff,2.0,0.0,0.0,0.0,0.0
820c77fffffffff,10.0,0.0,0.0,0.0,0.0
820cdffffffffff,4.0,0.0,0.0,0.0,0.0
820ceffffffffff,2.0,0.0,0.0,0.0,0.0
820d07fffffffff,2.0,0.0,0.0,0.0,0.0
820d5ffffffffff,1.0,0.0,0.0,0.0,0.0
820e5ffffffffff,1.0,0.0,0.0,0.0,0.0
820e6ffffffffff,1.0,0.0,0.0,0.0,0.0
820e87fffffffff,1.0,0.0,0.0,0.0,0.0
820e9ffffffffff,3.0,0.0,0.0,0.0,0.0
820eeffffffffff,25.0,0.0,0.0,0.0,0.0
821237fffffffff,1.0,0.0,0.0,0.0,0.0
821257fffffffff,2.0,0.0,2.0,0.0,0.0
82125ffffffffff,6.0,0.0,0.0,0.0,0.0
82128ffffffffff,3.0,0.0,2.0,0.0,0.0
8212b7fffffffff,10.0,0.0,0.0,0.0,0.0
8212c7fffffffff,12.0,0.0,0.0,0.0,0.0
8212cffffffffff,39.0,0.0,4.0,0.0,0.0
8212d7fffffffff,38.0,0.0,29.0,0.0,0.0
8212dffffffffff,18.0,0.0,2.0,0.0,0.0
8212effffffffff,9.0,0.0,0.0,0.0,0.0
8212f7fffffffff,6.0,0.0,2.0,0.0,0.0
82134ffffffffff,2.0,0.0,0.0,0.0,0.0
821387fffffffff,27.0,0.0,0.0,0.0,0.0
821397fffffffff,2.0,0.0,0.0,0.0,0.0
82139ffffffffff,4.0,0.0,0.0,0.0,0.0
82180ffffffffff,3.0,0.0,0.0,0.0,0.0
82182ffffffffff,15.0,1.0,0.0,0.0,0.0
82184ffffffffff,92.0,0.0,0.0,0.0,0.0
82185ffffffffff,10.0,0.0,0.0,0.0,0.0
82190ffffffffff,49.0,7.0,0.0,0.0,0.0
82192ffffffffff,2.0,0.0,0.0,0.0,0.0
821947fffffffff,9.0,2.0,0.0,0.0,0.0
82194ffffffffff,9.0,1.0,0.0,0.0,0.0
821957fffffffff,9.0,0.0,0.0,0.0,0.0
82195ffffffffff,10.0,0.0,0.0,0.0,0.0
82196ffffffffff,28.0,0.0,0.0,0.0,0.0
821977fffffffff,9.0,4.0,0.0,0.0,0.0
821aa7fffffffff,28.0,0.0,0.0,0.0,0.0
821b9ffffffffff,2.0,0.0,0.0,0.0,0.0
821d27fffffffff,1.0,0.0,0.0,0.0,0.0
821e07fffffffff,6.0,0.0,0.0,0.0,0.0
821e0ffffffffff,3.0,0.0,0.0,0.0,0.0
821e17fffffffff,2.0,0.0,0.0,0.0,0.0
821e27fffffffff,23.0,0.0,0.0,0.0,0.0
821e2ffffffffff,4.0,0.0,0.0,0.0,0.0
821e37fffffffff,13.0,0.0,0.0,0.0,0.0
821e87fffffffff,11.0,0.0,0.0,0.0,0.0
821ea7fffffffff,13.0,1.0,0.0,0.0,0.0
821eb7fffffffff,3.0,0.0,0.0,0.0,0.0
821ec7fffffffff,3.0,0.0,0.0,0.0,0.0
821ecffffffffff,6.0,0.0,0.0,0.0,0.0
821ed7fffffffff,11.0,0.0,0.0,0.0,0.0
821edffffffffff,7.0,0.0,0.0,0.0,0.0
821eeffffffffff,15.0,0.0,0.0,0.0,0.0
821ef7fffffffff,1.0,0.0,0.0,0.0,0.0
821f07fffffffff,2.0,0.0,0.0,0.0,0.0
821f0ffffffffff,4.0,0.0,0.0,0.0,0.0
821f17fffffffff,4.0,2.0,0.0,0.0,0.0
821f37fffffffff,4.0,0.0,0.0,0.0,0.0
821f5ffffffffff,2.0,0.0,0.0,0.0,0.0
821f77fffffffff,4.0,2.0,0.0,0.0,0.0
821f87fffffffff,4.0,0.0,0.0,0.0,0.0
821f9ffffffffff,9.0,0.0,0.0,0.0,0.0
821fa7fffffffff,5.0,0.0,0.0,0.0,0.0
821faffffffffff,5.0,0.0,0.0,0.0,0.0
82200ffffffffff,1.0,0.0,0.0,0.0,0.0
822017fffffffff,1.0,0.0,0.0,0.0,0.0
8220b7fffffffff,1.0,0.0,0.0,0.0,0.0
8222dffffffffff,14.0,0.0,0.0,0.0,0.0
822517fffffffff,1.0,1.0,0.0,0.0,0.0
822607fffffffff,9.0,0.0,0.0,0.0,0.0
82260ffffffffff,22.0,0.0,2.0,0.0,0.0
822617fffffffff,5.0,0.0,0.0,0.0,0.0
82261ffffffffff,8.0,0.0,2.0,0.0,0.0
822627fffffffff,5.0,0.0,0.0,0.0,0.0
82262ffffffffff,2.0,0.0,0.0,0.0,0.0
822637fffffffff,8.0,0.0,3.0,0.0,0.0
822647fffffffff,61.0,0.0,5.0,0.0,0.0
82264ffffffffff,312.0,0.0,34.0,0.0,0.0
822657fffffffff,162.0,0.0,7.0,0.0,0.0
82265ffffffffff,53.0,0.0,5.0,0.0,0.0
822667fffffffff,225.0,0.0,6.0,0.0,0.0
