cell_id,Diglossa mystacalis,Diglossa mystacalis unicincta,Diglossa mystacalis pectoralis,Diglossa mystacalis albilinea,Diglossa mystacalis mystacalis
848e651ffffffff,7.0,0.0,7.0,0.0,0.0
848e655ffffffff,4.0,0.0,4.0,0.0,0.0
848e657ffffffff,2.0,0.0,1.0,0.0,0.0
