cell_id,Amazilis amazilia,Amazilis amazilia [dumerilii Group],Amazilis amazilia amazilia,Amazilis amazilia caeruleigularis
8366a1fffffffff,2.0,0.0,0.0,0.0
838e45fffffffff,1.0,1.0,0.0,0.0
838e4cfffffffff,2.0,0.0,0.0,0.0
838e62fffffffff,10.0,0.0,6.0,0.0
838e6bfffffffff,2.0,0.0,0.0,0.0
838f0dfffffffff,6.0,6.0,0.0,0.0
838f2afffffffff,9.0,9.0,0.0,0.0
838f50fffffffff,5.0,5.0,0.0,0.0
838f54fffffffff,3.0,3.0,0.0,0.0
838f72fffffffff,44.0,8.0,0.0,0.0
838f76fffffffff,2.0,2.0,0.0,0.0
