cell_id,Megascops asio,Megascops asio [asio Group],Megascops asio mccallii
84264abffffffff,6.0,0.0,0.0
84264adffffffff,5.0,0.0,0.0
84264b9ffffffff,102.0,0.0,0.0
84264bbffffffff,31.0,0.0,0.0
84264bdffffffff,5.0,0.0,0.0
84264c1ffffffff,8.0,0.0,0.0
84264c3ffffffff,4.0,0.0,0.0
84264c5ffffffff,46.0,2.0,0.0
84264c7ffffffff,93.0,0.0,0.0
84264c9ffffffff,5.0,0.0,0.0
84264cbffffffff,8.0,2.0,0.0
84264cdffffffff,12.0,0.0,0.0
84264d1ffffffff,129.0,0.0,0.0
84264d3ffffffff,2.0,0.0,0.0
84264d5ffffffff,8.0,0.0,0.0
84264d7ffffffff,4.0,0.0,0.0
84264d9ffffffff,17.0,0.0,0.0
84264dbffffffff,39.0,0.0,0.0
84264ddffffffff,8.0,0.0,0.0
84264e5ffffffff,109.0,1.0,0.0
84264edffffffff,18.0,0.0,0.0
8426503ffffffff,5.0,0.0,0.0
8426507ffffffff,3.0,0.0,0.0
8426509ffffffff,2.0,0.0,0.0
842650bffffffff,2.0,0.0,0.0
842650dffffffff,8.0,0.0,0.0
8426511ffffffff,1.0,0.0,0.0
8426513ffffffff,2.0,0.0,0.0
8426515ffffffff,19.0,0.0,0.0
842651bffffffff,12.0,0.0,0.0
842651dffffffff,23.0,0.0,0.0
8426521ffffffff,37.0,0.0,0.0
8426523ffffffff,3.0,0.0,0.0
8426529ffffffff,14.0,0.0,0.0
842652bffffffff,21.0,0.0,0.0
842652dffffffff,5.0,0.0,0.0
8426531ffffffff,51.0,0.0,0.0
8426533ffffffff,20.0,0.0,0.0
8426535ffffffff,2.0,0.0,0.0
8426537ffffffff,2.0,0.0,0.0
8426539ffffffff,4.0,0.0,0.0
842653bffffffff,22.0,0.0,0.0
842653dffffffff,4.0,0.0,0.0
8426541ffffffff,2.0,0.0,0.0
8426543ffffffff,2.0,0.0,0.0
8426547ffffffff,6.0,0.0,0.0
8426551ffffffff,6.0,0.0,0.0
8426553ffffffff,6.0,0.0,0.0
8426555ffffffff,150.0,2.0,0.0
8426557ffffffff,10.0,0.0,0.0
842655bffffffff,2.0,0.0,0.0
842655dffffffff,5.0,0.0,0.0
8426561ffffffff,13.0,0.0,0.0
8426563ffffffff,18.0,0.0,0.0
8426565ffffffff,26.0,0.0,0.0
8426567ffffffff,60.0,3.0,0.0
8426569ffffffff,2.0,0.0,0.0
842656dffffffff,18.0,3.0,0.0
8426585ffffffff,1.0,0.0,0.0
8426593ffffffff,12.0,0.0,0.0
8426599ffffffff,15.0,0.0,0.0
842659bffffffff,34.0,0.0,0.0
84265a1ffffffff,1.0,0.0,0.0
84265a3ffffffff,18.0,0.0,0.0
84265a7ffffffff,11.0,0.0,0.0
84265b1ffffffff,10.0,0.0,0.0
84265b3ffffffff,4.0,0.0,0.0
84265b5ffffffff,31.0,2.0,0.0
84265b7ffffffff,3.0,0.0,0.0
84265b9ffffffff,7.0,1.0,0.0
84265bbffffffff,1.0,0.0,0.0
84265bdffffffff,3.0,0.0,0.0
84265c1ffffffff,10.0,0.0,0.0
84265c5ffffffff,1.0,0.0,0.0
84265c9ffffffff,8.0,0.0,0.0
84265cbffffffff,1.0,0.0,0.0
84265cdffffffff,6.0,0.0,0.0
84265d1ffffffff,2.0,0.0,0.0
84265d3ffffffff,1.0,0.0,0.0
84265d7ffffffff,27.0,0.0,0.0
84265d9ffffffff,34.0,0.0,0.0
84265dbffffffff,44.0,0.0,0.0
84265ddffffffff,2.0,0.0,0.0
84265e1ffffffff,2.0,0.0,0.0
84265e3ffffffff,2.0,0.0,0.0
84265e5ffffffff,46.0,0.0,0.0
84265e7ffffffff,3.0,0.0,0.0
84265e9ffffffff,1.0,0.0,0.0
84265ebffffffff,2.0,0.0,0.0
84265edffffffff,8.0,0.0,0.0
8426601ffffffff,3.0,0.0,0.0
8426603ffffffff,4.0,0.0,0.0
8426605ffffffff,8.0,3.0,0.0
8426607ffffffff,11.0,1.0,0.0
8426609ffffffff,20.0,0.0,0.0
842660bffffffff,39.0,0.0,0.0
8426613ffffffff,17.0,0.0,0.0
8426615ffffffff,10.0,0.0,0.0
8426619ffffffff,21.0,0.0,0.0
842661bffffffff,36.0,0.0,0.0
842661dffffffff,4.0,0.0,0.0
8426621ffffffff,22.0,2.0,0.0
8426625ffffffff,56.0,5.0,0.0
8426629ffffffff,67.0,2.0,0.0
842662bffffffff,2.0,0.0,0.0
842662dffffffff,14.0,0.0,0.0
8426631ffffffff,3.0,0.0,0.0
8426635ffffffff,2.0,0.0,0.0
8426639ffffffff,1.0,0.0,0.0
842663bffffffff,6.0,0.0,0.0
842663dffffffff,14.0,0.0,0.0
8426641ffffffff,61.0,8.0,0.0
8426643ffffffff,10.0,0.0,0.0
8426645ffffffff,204.0,5.0,0.0
8426647ffffffff,10.0,0.0,0.0
8426649ffffffff,135.0,0.0,0.0
842664bffffffff,38.0,0.0,0.0
842664dffffffff,150.0,19.0,0.0
8426651ffffffff,13.0,0.0,0.0
8426655ffffffff,12.0,0.0,0.0
8426657ffffffff,120.0,0.0,0.0
842665bffffffff,10.0,0.0,0.0
8426661ffffffff,6.0,0.0,0.0
8426665ffffffff,38.0,0.0,0.0
8426669ffffffff,54.0,2.0,0.0
842666bffffffff,20.0,3.0,0.0
842666dffffffff,27.0,0.0,0.0
8426681ffffffff,15.0,0.0,0.0
8426685ffffffff,7.0,0.0,0.0
8426689ffffffff,36.0,0.0,0.0
842668bffffffff,61.0,5.0,0.0
842668dffffffff,33.0,0.0,0.0
8426691ffffffff,4.0,0.0,0.0
8426693ffffffff,11.0,2.0,0.0
8426695ffffffff,13.0,2.0,0.0
8426699ffffffff,7.0,0.0,0.0
842669bffffffff,15.0,5.0,0.0
842669dffffffff,2.0,0.0,0.0
84266a1ffffffff,11.0,2.0,0.0
84266a3ffffffff,2.0,0.0,0.0
84266a5ffffffff,3.0,0.0,0.0
84266a9ffffffff,8.0,0.0,0.0
84266abffffffff,4.0,0.0,0.0
84266adffffffff,12.0,0.0,0.0
84266b3ffffffff,7.0,0.0,0.0
84266b5ffffffff,7.0,0.0,0.0
84266b7ffffffff,2.0,0.0,0.0
84266b9ffffffff,16.0,0.0,0.0
84266bbffffffff,23.0,0.0,0.0
84266bdffffffff,5.0,0.0,0.0
84266c1ffffffff,16.0,0.0,0.0
84266c3ffffffff,14.0,0.0,0.0
84266c5ffffffff,183.0,0.0,0.0
84266c7ffffffff,4.0,0.0,0.0
84266cdffffffff,16.0,0.0,0.0
84266d1ffffffff,25.0,0.0,0.0
84266d3ffffffff,52.0,2.0,0.0
84266d5ffffffff,200.0,6.0,0.0
84266d7ffffffff,13.0,1.0,0.0
84266d9ffffffff,8.0,2.0,0.0
84266dbffffffff,121.0,15.0,0.0
84266e1ffffffff,33.0,0.0,0.0
84266e3ffffffff,18.0,0.0,0.0
84266e7ffffffff,6.0,0.0,0.0
84266e9ffffffff,4.0,0.0,0.0
84266ebffffffff,37.0,0.0,0.0
84266edffffffff,7.0,0.0,0.0
8426703ffffffff,4.0,0.0,0.0
842670bffffffff,8.0,0.0,0.0
8426711ffffffff,34.0,0.0,0.0
8426713ffffffff,33.0,2.0,0.0
8426717ffffffff,38.0,0.0,0.0
8426719ffffffff,12.0,0.0,0.0
842671bffffffff,13.0,0.0,0.0
8426721ffffffff,2.0,0.0,0.0
8426723ffffffff,6.0,0.0,0.0
8426727ffffffff,1.0,0.0,0.0
8426733ffffffff,8.0,0.0,0.0
8426735ffffffff,3.0,0.0,0.0
8426739ffffffff,2.0,0.0,0.0
842673bffffffff,5.0,0.0,0.0
842673dffffffff,2.0,0.0,0.0
8426745ffffffff,2.0,0.0,0.0
8426747ffffffff,2.0,0.0,0.0
8426755ffffffff,7.0,0.0,0.0
8426757ffffffff,3.0,0.0,0.0
842675bffffffff,8.0,0.0,0.0
842675dffffffff,4.0,0.0,0.0
8426761ffffffff,2.0,0.0,0.0
8426765ffffffff,2.0,0.0,0.0
8426767ffffffff,2.0,0.0,0.0
8426819ffffffff,13.0,0.0,0.0
842681bffffffff,215.0,0.0,0.0
8426853ffffffff,153.0,0.0,0.0
8426855ffffffff,1.0,0.0,0.0
8426899ffffffff,2.0,0.0,0.0
84268c9ffffffff,5.0,0.0,0.0
84268cdffffffff,255.0,0.0,0.0
84268d3ffffffff,3.0,0.0,0.0
8426a13ffffffff,2.0,0.0,0.0
8426a17ffffffff,6.0,0.0,0.0
8426a19ffffffff,27.0,0.0,0.0
8426a1bffffffff,7.0,0.0,0.0
8426a4bffffffff,1.0,0.0,0.0
8426a53ffffffff,5.0,0.0,0.0
8426a5bffffffff,2.0,0.0,0.0
8426a81ffffffff,10.0,0.0,0.0
8426a87ffffffff,144.0,0.0,0.0
8426a8bffffffff,129.0,0.0,0.0
8426a91ffffffff,10.0,0.0,0.0
8426a93ffffffff,5.0,0.0,0.0
8426a95ffffffff,11.0,0.0,0.0
8426a97ffffffff,92.0,1.0,0.0
8426a99ffffffff,4.0,0.0,0.0
8426a9dffffffff,8.0,0.0,0.0
8426aa1ffffffff,23.0,0.0,0.0
8426aa5ffffffff,183.0,0.0,0.0
8426aa9ffffffff,19.0,0.0,0.0
8426aabffffffff,141.0,0.0,0.0
8426ab3ffffffff,1.0,0.0,0.0
8426abbffffffff,29.0,0.0,0.0
8426abdffffffff,10.0,0.0,0.0
8426ac1ffffffff,3.0,0.0,0.0
8426ac5ffffffff,33.0,6.0,0.0
8426ac7ffffffff,4.0,1.0,0.0
8426acbffffffff,2.0,0.0,0.0
8426ad1ffffffff,8.0,2.0,0.0
8426ad7ffffffff,4.0,0.0,0.0
8426adbffffffff,5.0,0.0,0.0
8426ae7ffffffff,102.0,0.0,0.0
8426ae9ffffffff,5.0,0.0,0.0
8426c01ffffffff,2.0,0.0,0.0
8426c19ffffffff,11.0,0.0,0.0
8426c1bffffffff,2.0,0.0,0.0
8426c31ffffffff,13.0,0.0,0.0
8426c35ffffffff,2.0,0.0,0.0
8426c37ffffffff,9.0,0.0,0.0
8426c3bffffffff,21.0,0.0,0.0
8426c43ffffffff,3.0,0.0,0.0
8426c4dffffffff,7.0,0.0,0.0
8426c53ffffffff,7.0,0.0,0.0
8426c67ffffffff,2.0,0.0,0.0
8426c6bffffffff,2.0,0.0,0.0
8426c81ffffffff,2.0,0.0,0.0
8426c83ffffffff,30.0,0.0,0.0
8426c85ffffffff,15.0,0.0,0.0
8426c87ffffffff,73.0,0.0,0.0
8426c89ffffffff,44.0,0.0,0.0
8426c8bffffffff,2.0,0.0,0.0
8426c8dffffffff,2.0,0.0,0.0
8426c91ffffffff,2.0,0.0,0.0
8426c93ffffffff,21.0,0.0,0.0
8426c95ffffffff,3.0,0.0,0.0
8426c97ffffffff,10.0,0.0,0.0
8426c99ffffffff,2.0,0.0,0.0
8426c9bffffffff,17.0,0.0,0.0
8426c9dffffffff,24.0,0.0,0.0
8426ca1ffffffff,4.0,0.0,0.0
8426ca3ffffffff,6.0,0.0,0.0
8426ca5ffffffff,9.0,0.0,0.0
8426ca7ffffffff,2.0,0.0,0.0
8426cabffffffff,63.0,0.0,0.0
8426cadffffffff,6.0,0.0,0.0
8426cb1ffffffff,6.0,0.0,0.0
8426cb5ffffffff,10.0,0.0,0.0
8426cb7ffffffff,8.0,0.0,0.0
8426cb9ffffffff,52.0,0.0,0.0
8426cbbffffffff,11.0,0.0,0.0
8426cbdffffffff,183.0,0.0,0.0
8426cc1ffffffff,6.0,0.0,0.0
8426cc7ffffffff,5.0,0.0,0.0
8426cd5ffffffff,6.0,0.0,0.0
8426cd7ffffffff,12.0,0.0,0.0
8426cd9ffffffff,10.0,0.0,0.0
8426ce3ffffffff,2.0,0.0,0.0
8426ce5ffffffff,5.0,0.0,0.0
8426ce7ffffffff,2.0,0.0,0.0
8426d15ffffffff,62.0,0.0,0.0
8426d1dffffffff,3.0,0.0,0.0
8426d49ffffffff,2.0,0.0,0.0
8426d4bffffffff,2.0,0.0,0.0
8426d51ffffffff,4.0,0.0,0.0
8426d81ffffffff,7.0,0.0,0.0
8426d8dffffffff,3.0,0.0,0.0
8426d91ffffffff,2.0,0.0,0.0
8426d95ffffffff,11.0,0.0,0.0
8426d97ffffffff,2.0,0.0,0.0
8426d99ffffffff,4.0,0.0,0.0
8426d9bffffffff,6.0,0.0,0.0
8426db1ffffffff,1.0,0.0,0.0
8426dbbffffffff,33.0,0.0,0.0
8426dc3ffffffff,6.0,0.0,0.0
8426dcbffffffff,4.0,0.0,0.0
8426dd3ffffffff,3.0,0.0,0.0
8426dd7ffffffff,8.0,0.0,0.0
8426dd9ffffffff,3.0,0.0,0.0
8426ddbffffffff,15.0,0.0,0.0
8426de1ffffffff,1.0,0.0,0.0
8426de3ffffffff,13.0,0.0,0.0
8426de7ffffffff,5.0,0.0,0.0
8426de9ffffffff,2.0,0.0,0.0
8426e01ffffffff,2.0,0.0,0.0
8426e03ffffffff,1.0,0.0,0.0
8426e05ffffffff,2.0,0.0,0.0
8426e07ffffffff,11.0,0.0,0.0
8426e09ffffffff,2.0,0.0,0.0
8426e0bffffffff,1.0,0.0,0.0
8426e0dffffffff,1.0,0.0,0.0
8426e11ffffffff,1.0,0.0,0.0
8426e19ffffffff,2.0,0.0,0.0
8426e21ffffffff,18.0,0.0,0.0
8426e23ffffffff,17.0,0.0,0.0
8426e27ffffffff,2.0,0.0,0.0
8426e29ffffffff,5.0,0.0,0.0
8426e2bffffffff,6.0,0.0,0.0
8426e2dffffffff,63.0,2.0,0.0
8426e33ffffffff,13.0,3.0,0.0
8426e37ffffffff,3.0,0.0,0.0
8426e3dffffffff,17.0,0.0,0.0
8426e41ffffffff,5.0,0.0,0.0
8426e43ffffffff,44.0,0.0,0.0
8426e47ffffffff,2.0,0.0,0.0
8426e49ffffffff,1.0,0.0,0.0
8426e51ffffffff,9.0,0.0,0.0
8426e55ffffffff,2.0,0.0,0.0
8426e57ffffffff,3.0,0.0,0.0
8426e59ffffffff,23.0,4.0,0.0
8426e5bffffffff,34.0,0.0,0.0
8426e5dffffffff,68.0,0.0,0.0
8426e63ffffffff,14.0,0.0,0.0
8426e67ffffffff,44.0,0.0,0.0
8426e69ffffffff,2.0,0.0,0.0
8426e6bffffffff,2.0,0.0,0.0
8426e6dffffffff,12.0,0.0,0.0
8426e81ffffffff,1.0,0.0,0.0
8426e85ffffffff,24.0,0.0,0.0
8426e87ffffffff,2.0,0.0,0.0
8426e8bffffffff,5.0,0.0,0.0
8426e95ffffffff,6.0,0.0,0.0
8426e99ffffffff,11.0,0.0,0.0
8426e9bffffffff,2.0,0.0,0.0
8426e9dffffffff,17.0,0.0,0.0
8426ea3ffffffff,2.0,0.0,0.0
8426eadffffffff,4.0,0.0,0.0
8426eb1ffffffff,4.0,0.0,0.0
8426eb9ffffffff,2.0,0.0,0.0
8426ebbffffffff,3.0,0.0,0.0
8426ec1ffffffff,6.0,0.0,0.0
8426ec9ffffffff,22.0,0.0,0.0
8426ecbffffffff,2.0,0.0,0.0
8426ecdffffffff,5.0,0.0,0.0
8426ed1ffffffff,67.0,0.0,0.0
8426ed7ffffffff,3.0,0.0,0.0
8426ed9ffffffff,19.0,0.0,0.0
8426edbffffffff,1.0,0.0,0.0
8426eddffffffff,18.0,2.0,0.0
8426ee1ffffffff,4.0,0.0,0.0
8426eebffffffff,2.0,0.0,0.0
8426eedffffffff,12.0,0.0,0.0
8426f07ffffffff,1.0,0.0,0.0
8426f0bffffffff,6.0,0.0,0.0
8426f0dffffffff,21.0,0.0,0.0
8426f11ffffffff,29.0,0.0,0.0
8426f17ffffffff,1.0,0.0,0.0
8426f19ffffffff,10.0,0.0,0.0
8426f1dffffffff,7.0,0.0,0.0
8426f2bffffffff,6.0,0.0,0.0
8426f33ffffffff,2.0,0.0,0.0
8426f3bffffffff,5.0,0.0,0.0
8426f43ffffffff,7.0,0.0,0.0
8426f45ffffffff,4.0,0.0,0.0
8426f47ffffffff,2.0,0.0,0.0
8426f49ffffffff,10.0,0.0,0.0
8426f4bffffffff,5.0,0.0,0.0
8426f4dffffffff,1.0,0.0,0.0
8426f51ffffffff,12.0,3.0,0.0
8426f53ffffffff,7.0,0.0,0.0
8426f55ffffffff,3.0,0.0,0.0
8426f57ffffffff,10.0,0.0,0.0
8426f59ffffffff,2.0,0.0,0.0
8426f5dffffffff,2.0,0.0,0.0
8426f6dffffffff,56.0,0.0,0.0
8427035ffffffff,2.0,0.0,0.0
84270a5ffffffff,2.0,0.0,0.0
842713bffffffff,10.0,0.0,0.0
8427183ffffffff,9.0,0.0,0.0
8427189ffffffff,2.0,0.0,0.0
8427195ffffffff,2.0,0.0,0.0
842719dffffffff,4.0,0.0,0.0
84271a7ffffffff,9.0,0.0,0.0
84271abffffffff,5.0,0.0,0.0
84271b1ffffffff,1.0,0.0,0.0
84271b3ffffffff,11.0,0.0,0.0
84271b9ffffffff,1.0,0.0,0.0
84271c5ffffffff,2.0,0.0,0.0
84271c9ffffffff,131.0,0.0,0.0
8427401ffffffff,4.0,0.0,0.0
8427407ffffffff,3.0,0.0,0.0
8427411ffffffff,17.0,0.0,0.0
8427417ffffffff,8.0,0.0,0.0
8427419ffffffff,9.0,0.0,0.0
842741bffffffff,2.0,0.0,0.0
842741dffffffff,11.0,0.0,0.0
8427423ffffffff,2.0,0.0,0.0
8427431ffffffff,2.0,0.0,0.0
8427435ffffffff,36.0,0.0,0.0
8427437ffffffff,27.0,4.0,0.0
8427439ffffffff,5.0,0.0,0.0
842743dffffffff,21.0,0.0,0.0
8427453ffffffff,3.0,0.0,0.0
8427481ffffffff,222.0,0.0,0.0
8427483ffffffff,30.0,0.0,0.0
8427485ffffffff,160.0,0.0,0.0
8427487ffffffff,68.0,0.0,0.0
842748bffffffff,19.0,0.0,0.0
842748dffffffff,87.0,0.0,0.0
8427491ffffffff,28.0,0.0,0.0
8427493ffffffff,8.0,0.0,0.0
8427495ffffffff,4.0,0.0,0.0
8427497ffffffff,29.0,0.0,0.0
8427499ffffffff,402.0,0.0,0.0
842749bffffffff,42.0,0.0,0.0
842749dffffffff,45.0,0.0,0.0
84274a3ffffffff,4.0,0.0,0.0
84274abffffffff,27.0,0.0,0.0
84274b1ffffffff,85.0,0.0,0.0
84274b3ffffffff,12.0,0.0,0.0
84274b5ffffffff,75.0,0.0,0.0
84274b7ffffffff,11.0,0.0,0.0
84274b9ffffffff,30.0,0.0,0.0
84274bbffffffff,17.0,0.0,0.0
84274bdffffffff,3.0,0.0,0.0
84274c1ffffffff,50.0,0.0,0.0
84274c3ffffffff,3.0,0.0,0.0
84274c5ffffffff,2.0,0.0,0.0
84274c7ffffffff,8.0,0.0,0.0
84274c9ffffffff,1.0,0.0,0.0
84274cbffffffff,25.0,0.0,0.0
84274d1ffffffff,22.0,0.0,0.0
84274d3ffffffff,122.0,0.0,0.0
84274d5ffffffff,35.0,0.0,0.0
84274d7ffffffff,37.0,0.0,0.0
84274d9ffffffff,16.0,0.0,0.0
84274dbffffffff,142.0,0.0,0.0
84274ddffffffff,38.0,0.0,0.0
84274e3ffffffff,29.0,0.0,0.0
84274e9ffffffff,3.0,0.0,0.0
84274edffffffff,5.0,0.0,0.0
8427511ffffffff,3.0,0.0,0.0
8427513ffffffff,3.0,0.0,0.0
8427521ffffffff,5.0,0.0,0.0
8427527ffffffff,148.0,6.0,0.0
8427531ffffffff,3.0,0.0,0.0
8427535ffffffff,1.0,0.0,0.0
8427537ffffffff,2.0,2.0,0.0
8427539ffffffff,2.0,0.0,0.0
8427581ffffffff,178.0,3.0,0.0
8427583ffffffff,26.0,0.0,0.0
8427585ffffffff,9.0,0.0,0.0
8427587ffffffff,77.0,6.0,0.0
8427589ffffffff,19.0,2.0,0.0
842758bffffffff,9.0,0.0,0.0
842758dffffffff,13.0,0.0,0.0
8427591ffffffff,110.0,0.0,0.0
8427593ffffffff,143.0,12.0,0.0
8427595ffffffff,3.0,0.0,0.0
8427597ffffffff,10.0,2.0,0.0
8427599ffffffff,198.0,0.0,0.0
842759bffffffff,130.0,7.0,0.0
842759dffffffff,71.0,2.0,0.0
84275a1ffffffff,2.0,0.0,0.0
84275a3ffffffff,23.0,0.0,0.0
84275a5ffffffff,2.0,0.0,0.0
84275a7ffffffff,6.0,0.0,0.0
84275a9ffffffff,15.0,0.0,0.0
84275abffffffff,30.0,0.0,0.0
