cell_id,Buteo buteo,Buteo buteo buteo,Buteo buteo arrigonii,Buteo buteo rothschildi,Buteo buteo insularum,Buteo buteo bannermani,Buteo buteo vulpinus/menetriesi
830886fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
8308b0fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
831136fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831805fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83182cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83182efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831844fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831849fffffffff,77.0,53.0,0.0,0.0,0.0,0.0,0.0
83184bfffffffff,34.0,13.0,0.0,0.0,0.0,0.0,0.0
831859fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83185bfffffffff,128.0,39.0,0.0,0.0,0.0,0.0,0.0
831863fffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0
831868fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83186cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831870fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831876fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
831940fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831941fffffffff,8.0,2.0,0.0,0.0,0.0,0.0,0.0
831942fffffffff,6.0,2.0,0.0,0.0,0.0,0.0,0.0
83194afffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
831950fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
831951fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
831959fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83196dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e02fffffffff,3.0,2.0,0.0,0.0,0.0,0.0,0.0
831e03fffffffff,3.0,2.0,0.0,0.0,0.0,0.0,1.0
831e04fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
831e05fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
831e08fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,3.0
831e0afffffffff,21.0,0.0,0.0,0.0,0.0,0.0,17.0
831e0bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,1.0
831e0efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
