cell_id,Corvus frugilegus,Corvus frugilegus frugilegus,Corvus frugilegus pastinator
820807fffffffff,1.0,0.0,0.0
820817fffffffff,69.0,0.0,0.0
820887fffffffff,60.0,0.0,0.0
82088ffffffffff,51.0,0.0,0.0
820897fffffffff,5.0,0.0,0.0
82089ffffffffff,176.0,0.0,0.0
8208a7fffffffff,1.0,0.0,0.0
8208b7fffffffff,15.0,0.0,0.0
8208d7fffffffff,92.0,0.0,0.0
8208effffffffff,2.0,0.0,0.0
8208f7fffffffff,2.0,0.0,0.0
82094ffffffffff,6.0,0.0,0.0
82095ffffffffff,3.0,0.0,0.0
820987fffffffff,19.0,0.0,0.0
820997fffffffff,54.0,0.0,0.0
82099ffffffffff,10.0,0.0,0.0
8209a7fffffffff,55.0,0.0,0.0
8209affffffffff,2.0,0.0,0.0
820b97fffffffff,6.0,0.0,0.0
820bb7fffffffff,28.0,0.0,0.0
821007fffffffff,2.0,0.0,0.0
821017fffffffff,4.0,0.0,0.0
821037fffffffff,2.0,0.0,0.0
821097fffffffff,6.0,0.0,0.0
82109ffffffffff,2.0,0.0,0.0
8210a7fffffffff,17.0,0.0,0.0
8210b7fffffffff,2.0,0.0,0.0
8210c7fffffffff,11.0,0.0,0.0
8210dffffffffff,7.0,0.0,0.0
8210f7fffffffff,2.0,0.0,0.0
821107fffffffff,58.0,0.0,0.0
821117fffffffff,10.0,0.0,0.0
821127fffffffff,8.0,0.0,0.0
821137fffffffff,78.0,0.0,0.0
82115ffffffffff,1.0,0.0,0.0
821187fffffffff,81.0,0.0,0.0
82118ffffffffff,213.0,0.0,0.0
821197fffffffff,2.0,0.0,0.0
82119ffffffffff,4.0,0.0,0.0
8211a7fffffffff,7.0,0.0,0.0
8211affffffffff,425.0,0.0,0.0
8211b7fffffffff,22.0,0.0,0.0
821487fffffffff,2.0,0.0,0.0
8214affffffffff,151.0,0.0,0.0
8214b7fffffffff,1.0,0.0,0.0
821597fffffffff,16.0,0.0,0.0
8215b7fffffffff,2.0,0.0,0.0
821807fffffffff,504.0,0.0,0.0
82180ffffffffff,39.0,0.0,0.0
821827fffffffff,327.0,0.0,0.0
82182ffffffffff,3569.0,0.0,0.0
821847fffffffff,28.0,0.0,0.0
821867fffffffff,30.0,0.0,0.0
82186ffffffffff,111.0,0.0,0.0
821877fffffffff,512.0,0.0,0.0
82190ffffffffff,907.0,0.0,0.0
82192ffffffffff,406.0,0.0,0.0
821947fffffffff,8099.0,0.0,0.0
82194ffffffffff,5226.0,0.0,0.0
821957fffffffff,1981.0,0.0,0.0
82195ffffffffff,4937.0,0.0,0.0
82196ffffffffff,359.0,0.0,0.0
821977fffffffff,1284.0,0.0,0.0
821e07fffffffff,1740.0,0.0,0.0
821e0ffffffffff,1751.0,0.0,0.0
821e17fffffffff,436.0,0.0,0.0
821e1ffffffffff,2174.0,0.0,0.0
821e27fffffffff,347.0,0.0,0.0
821e2ffffffffff,429.0,0.0,0.0
821e37fffffffff,1930.0,0.0,0.0
821e47fffffffff,77.0,0.0,0.0
821e4ffffffffff,49.0,0.0,0.0
821e57fffffffff,195.0,0.0,0.0
821e5ffffffffff,701.0,0.0,0.0
821e67fffffffff,203.0,0.0,0.0
821e6ffffffffff,227.0,0.0,0.0
821e77fffffffff,73.0,0.0,0.0
821ea7fffffffff,2.0,0.0,0.0
821eaffffffffff,13.0,0.0,0.0
821ec7fffffffff,960.0,0.0,0.0
821ecffffffffff,394.0,0.0,0.0
821ed7fffffffff,149.0,0.0,0.0
821edffffffffff,46.0,0.0,0.0
821ee7fffffffff,195.0,0.0,0.0
