cell_id,Corvus frugilegus,Corvus frugilegus frugilegus,Corvus frugilegus pastinator
821eeffffffffff,322.0,0.0,0.0
821ef7fffffffff,274.0,0.0,0.0
821f07fffffffff,1175.0,0.0,0.0
821f0ffffffffff,92.0,0.0,0.0
821f17fffffffff,288.0,0.0,0.0
821f1ffffffffff,276.0,0.0,0.0
821f27fffffffff,443.0,0.0,0.0
821f2ffffffffff,1282.0,0.0,0.0
821f37fffffffff,223.0,0.0,0.0
821f47fffffffff,79.0,0.0,0.0
821f4ffffffffff,325.0,0.0,0.0
821f57fffffffff,476.0,0.0,0.0
821f5ffffffffff,131.0,0.0,0.0
821f67fffffffff,64.0,0.0,0.0
821f6ffffffffff,2.0,0.0,0.0
821f77fffffffff,520.0,0.0,0.0
821f87fffffffff,777.0,0.0,0.0
821f8ffffffffff,655.0,0.0,0.0
821f97fffffffff,150.0,0.0,0.0
821f9ffffffffff,48.0,0.0,0.0
821fa7fffffffff,343.0,0.0,0.0
821faffffffffff,657.0,0.0,0.0
821fb7fffffffff,289.0,0.0,0.0
82200ffffffffff,69.0,0.0,0.0
822017fffffffff,54.0,0.0,0.0
82201ffffffffff,188.0,0.0,0.0
82202ffffffffff,4.0,0.0,0.0
822037fffffffff,2.0,0.0,0.0
82204ffffffffff,23.0,0.0,0.0
822057fffffffff,1.0,0.0,0.0
82205ffffffffff,6.0,1.0,0.0
82206ffffffffff,7.0,0.0,0.0
822087fffffffff,2.0,0.0,0.0
82208ffffffffff,6.0,0.0,0.0
82209ffffffffff,2.0,0.0,0.0
8220a7fffffffff,87.0,0.0,0.0
8220affffffffff,21.0,0.0,0.0
8220b7fffffffff,17.0,0.0,0.0
8220e7fffffffff,237.0,0.0,0.0
8220effffffffff,2.0,0.0,0.0
8220f7fffffffff,30.0,0.0,0.0
82210ffffffffff,1.0,0.0,0.0
822127fffffffff,14.0,0.0,0.0
82212ffffffffff,3.0,0.0,0.0
822147fffffffff,2.0,0.0,0.0
82214ffffffffff,47.0,0.0,0.0
822157fffffffff,177.0,0.0,0.0
822177fffffffff,1.0,0.0,0.0
822187fffffffff,2.0,0.0,0.0
82218ffffffffff,4.0,0.0,0.0
82219ffffffffff,19.0,0.0,0.0
8221a7fffffffff,1.0,0.0,0.0
82240ffffffffff,6.0,0.0,0.0
822427fffffffff,19.0,0.0,0.0
82242ffffffffff,22.0,0.0,0.0
822437fffffffff,1.0,0.0,0.0
822447fffffffff,3.0,0.0,0.0
82244ffffffffff,6.0,0.0,0.0
822457fffffffff,2.0,0.0,0.0
822467fffffffff,94.0,0.0,0.0
82246ffffffffff,6.0,0.0,0.0
822477fffffffff,16.0,0.0,0.0
82248ffffffffff,78.0,0.0,0.0
8224c7fffffffff,3.0,0.0,0.0
8224d7fffffffff,7.0,0.0,0.0
8224effffffffff,2.0,0.0,0.0
822517fffffffff,27.0,0.0,0.0
82251ffffffffff,1.0,0.0,0.0
822547fffffffff,10.0,0.0,0.0
82255ffffffffff,148.0,0.0,0.0
8225a7fffffffff,1.0,0.0,0.0
8225affffffffff,3.0,0.0,0.0
822c07fffffffff,1386.0,0.0,0.0
822c0ffffffffff,514.0,0.0,0.0
822c17fffffffff,99.0,0.0,0.0
822c1ffffffffff,82.0,0.0,0.0
822c27fffffffff,119.0,0.0,0.0
822c2ffffffffff,279.0,0.0,0.0
822c37fffffffff,89.0,0.0,0.0
822c47fffffffff,1.0,0.0,0.0
822c67fffffffff,23.0,0.0,0.0
822c6ffffffffff,9.0,0.0,0.0
822c77fffffffff,48.0,0.0,0.0
822c87fffffffff,4.0,0.0,0.0
822c8ffffffffff,64.0,0.0,0.0
822c9ffffffffff,4.0,0.0,0.0
822ca7fffffffff,17.0,0.0,0.0
822caffffffffff,45.0,0.0,0.0
822cc7fffffffff,169.0,0.0,0.0
822ccffffffffff,9.0,0.0,0.0
822cd7fffffffff,51.0,0.0,0.0
822cdffffffffff,6.0,0.0,0.0
822ce7fffffffff,138.0,0.0,0.0
822cf7fffffffff,1182.0,0.0,0.0
822d07fffffffff,239.0,0.0,0.0
822d17fffffffff,157.0,0.0,0.0
822d1ffffffffff,64.0,0.0,0.0
822d27fffffffff,72.0,0.0,0.0
822d2ffffffffff,17.0,0.0,0.0
822d37fffffffff,561.0,0.0,0.0
822d47fffffffff,2.0,0.0,0.0
822d4ffffffffff,2.0,0.0,0.0
822d57fffffffff,7.0,0.0,0.0
822d5ffffffffff,68.0,0.0,0.0
822d67fffffffff,777.0,0.0,0.0
822d77fffffffff,50.0,0.0,0.0
822da7fffffffff,27.0,0.0,0.0
822daffffffffff,140.0,0.0,0.0
822db7fffffffff,180.0,0.0,0.0
822e0ffffffffff,9.0,0.0,0.0
822e47fffffffff,4.0,0.0,0.0
822e67fffffffff,16.0,0.0,0.0
822e6ffffffffff,22.0,0.0,0.0
822e77fffffffff,8.0,0.0,0.0
822ec7fffffffff,3.0,0.0,0.0
822ecffffffffff,16.0,0.0,0.0
822edffffffffff,4.0,0.0,0.0
822f5ffffffffff,19.0,0.0,0.0
823007fffffffff,2.0,0.0,0.0
82301ffffffffff,1.0,0.0,0.0
823027fffffffff,9.0,0.0,0.0
823037fffffffff,17.0,0.0,0.0
823087fffffffff,2.0,0.0,0.0
823097fffffffff,2.0,0.0,0.0
82309ffffffffff,26.0,0.0,0.0
8230c7fffffffff,41.0,0.0,0.0
8230cffffffffff,5.0,0.0,0.0
8230d7fffffffff,16.0,0.0,0.0
8230dffffffffff,21.0,0.0,0.0
8230e7fffffffff,67.0,0.0,0.0
823107fffffffff,3.0,0.0,0.0
823117fffffffff,9.0,0.0,0.0
823127fffffffff,12.0,0.0,0.0
82312ffffffffff,7.0,0.0,0.0
82316ffffffffff,8.0,0.0,0.0
823187fffffffff,62.0,0.0,0.0
82318ffffffffff,22.0,0.0,0.0
8231a7fffffffff,5.0,0.0,0.0
8231affffffffff,92.0,0.0,0.0
82392ffffffffff,554.0,0.0,0.0
823947fffffffff,12.0,0.0,0.0
823967fffffffff,16.0,0.0,0.0
82396ffffffffff,129.0,0.0,0.0
823d37fffffffff,72.0,0.0,0.0
823f67fffffffff,60.0,0.0,0.0
823f6ffffffffff,37.0,0.0,0.0
824097fffffffff,2.0,0.0,0.0
8240a7fffffffff,5.0,0.0,0.0
8240c7fffffffff,3.0,0.0,0.0
82418ffffffffff,1.0,0.0,0.0
824197fffffffff,5.0,0.0,2.0
82419ffffffffff,43.0,0.0,1.0
8241a7fffffffff,71.0,0.0,0.0
8241b7fffffffff,6.0,0.0,0.0
82426ffffffffff,19.0,0.0,0.0
824307fffffffff,2.0,0.0,0.0
824317fffffffff,2.0,0.0,0.0
824327fffffffff,44.0,0.0,0.0
824337fffffffff,13.0,0.0,0.0
824357fffffffff,2.0,0.0,0.0
824367fffffffff,228.0,0.0,0.0
824b27fffffffff,2.0,0.0,0.0
824b37fffffffff,3.0,0.0,0.0
824b67fffffffff,38.0,0.0,0.0
824b77fffffffff,235.0,0.0,0.0
824b87fffffffff,4.0,0.0,0.0
824ba7fffffffff,101.0,0.0,0.0
824bb7fffffffff,25.0,0.0,0.0
82bb0ffffffffff,106.0,0.0,0.0
82bb2ffffffffff,33.0,0.0,0.0
82bb57fffffffff,19.0,0.0,0.0
