cell_id,Turdus ruficeps,Turdus ruficeps layardi,Turdus ruficeps ruficeps,Turdus ruficeps vitiensis,Turdus ruficeps hades,Turdus ruficeps tempesti
839b41fffffffff,77.0,0.0,0.0,0.0,0.0,0.0
839b42fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
839b43fffffffff,30.0,0.0,0.0,0.0,0.0,0.0
839b4cfffffffff,18.0,0.0,0.0,0.0,0.0,0.0
839b4efffffffff,4.0,0.0,0.0,0.0,0.0,0.0
839b5dfffffffff,9.0,0.0,0.0,0.0,0.0,0.0
839b6afffffffff,29.0,0.0,0.0,0.0,0.0,0.0
839b6bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0
839b6efffffffff,2.0,0.0,0.0,0.0,0.0,0.0
