cell_id,Ceyx melanurus,Ceyx melanurus melanurus,Ceyx melanurus samarensis,Ceyx melanurus mindanensis
846842bffffffff,2.0,0.0,0.0,2.0
846856bffffffff,1.0,0.0,0.0,1.0
84694e3ffffffff,1.0,1.0,0.0,0.0
