cell_id,Ramosomyia viridifrons,Ramosomyia viridifrons viridifrons,Ramosomyia viridifrons wagneri,Ramosomyia viridifrons villadai
8249b7fffffffff,65.0,0.0,0.0,0.0
826d07fffffffff,341.0,108.0,0.0,0.0
826d17fffffffff,71.0,0.0,26.0,0.0
826d27fffffffff,180.0,17.0,0.0,0.0
826d2ffffffffff,54.0,0.0,0.0,0.0
826d37fffffffff,344.0,0.0,0.0,0.0
