cell_id,Aegolius acadicus,Aegolius acadicus acadicus,Aegolius acadicus brooksi
840c42dffffffff,1.0,0.0,0.0
840c51dffffffff,2.0,0.0,0.0
840c5a5ffffffff,1.0,0.0,0.0
840c5adffffffff,6.0,0.0,0.0
840c621ffffffff,1.0,0.0,0.0
840c71bffffffff,2.0,0.0,0.0
840c733ffffffff,2.0,0.0,0.0
840e497ffffffff,2.0,0.0,0.0
840ec91ffffffff,2.0,0.0,0.0
840ecc1ffffffff,1.0,0.0,0.0
840ecc9ffffffff,41.0,0.0,0.0
840eea7ffffffff,47.0,0.0,0.0
8412515ffffffff,2.0,2.0,0.0
8412591ffffffff,23.0,0.0,0.0
8412597ffffffff,5.0,0.0,0.0
84125d9ffffffff,4.0,4.0,0.0
84125dbffffffff,3.0,0.0,0.0
84128bdffffffff,46.0,0.0,0.0
8412901ffffffff,2.0,0.0,2.0
8412909ffffffff,2.0,0.0,0.0
8412947ffffffff,2.0,0.0,2.0
8412ad7ffffffff,2.0,0.0,0.0
8412cadffffffff,1.0,0.0,0.0
8412ccdffffffff,91.0,0.0,0.0
8412db5ffffffff,2.0,0.0,0.0
8412ddbffffffff,34.0,0.0,0.0
8412de5ffffffff,3.0,0.0,0.0
8412ec1ffffffff,7.0,0.0,0.0
8413807ffffffff,2.0,0.0,0.0
8413827ffffffff,1.0,0.0,0.0
8413829ffffffff,5.0,0.0,0.0
841382bffffffff,4.0,0.0,0.0
841382dffffffff,2.0,0.0,0.0
841383dffffffff,3.0,0.0,0.0
84138c7ffffffff,2.0,0.0,0.0
841aa07ffffffff,24.0,0.0,0.0
841aa23ffffffff,15.0,0.0,0.0
841aa2bffffffff,3.0,0.0,0.0
841aa3dffffffff,8.0,0.0,0.0
841aa45ffffffff,2.0,0.0,0.0
841aa69ffffffff,5.0,0.0,0.0
841b9a9ffffffff,3.0,0.0,0.0
841b9b7ffffffff,2.0,0.0,0.0
841b9d5ffffffff,2.0,0.0,0.0
841b9e3ffffffff,5.0,0.0,0.0
842600bffffffff,3.0,0.0,0.0
8426015ffffffff,6.0,0.0,0.0
842601dffffffff,10.0,0.0,0.0
8426035ffffffff,10.0,6.0,0.0
8426041ffffffff,4.0,0.0,0.0
842608dffffffff,2.0,0.0,0.0
8426097ffffffff,2.0,0.0,0.0
84260adffffffff,22.0,0.0,0.0
84260bbffffffff,2.0,0.0,0.0
84260cdffffffff,9.0,0.0,0.0
84260d9ffffffff,4.0,0.0,0.0
84260e1ffffffff,9.0,6.0,0.0
84260e3ffffffff,3.0,3.0,0.0
8426111ffffffff,2.0,0.0,0.0
84261adffffffff,3.0,0.0,0.0
84261e9ffffffff,4.0,0.0,0.0
842621bffffffff,7.0,0.0,0.0
8426257ffffffff,1.0,0.0,0.0
8426261ffffffff,2.0,0.0,0.0
8426291ffffffff,17.0,0.0,0.0
8426293ffffffff,8.0,0.0,0.0
84262c9ffffffff,3.0,0.0,0.0
84262cdffffffff,5.0,0.0,0.0
8426411ffffffff,2.0,0.0,0.0
8426463ffffffff,6.0,0.0,0.0
8426481ffffffff,5.0,0.0,0.0
8426489ffffffff,7.0,0.0,0.0
84264c7ffffffff,2.0,0.0,0.0
84264d1ffffffff,6.0,0.0,0.0
84264e5ffffffff,1.0,0.0,0.0
842652bffffffff,2.0,0.0,0.0
842653bffffffff,2.0,0.0,0.0
8426543ffffffff,35.0,0.0,0.0
8426551ffffffff,2.0,0.0,0.0
84265e5ffffffff,11.0,0.0,0.0
8426603ffffffff,5.0,0.0,0.0
842660bffffffff,1.0,0.0,0.0
8426623ffffffff,9.0,0.0,0.0
8426625ffffffff,7.0,0.0,0.0
842662dffffffff,1.0,0.0,0.0
8426639ffffffff,10.0,0.0,0.0
8426641ffffffff,3.0,0.0,0.0
8426649ffffffff,14.0,0.0,0.0
842664dffffffff,4.0,0.0,0.0
8426657ffffffff,9.0,0.0,0.0
84266c5ffffffff,7.0,0.0,0.0
84266d3ffffffff,2.0,0.0,0.0
84266d5ffffffff,43.0,0.0,0.0
84266dbffffffff,6.0,0.0,0.0
8426723ffffffff,2.0,0.0,0.0
842673dffffffff,3.0,0.0,0.0
8426747ffffffff,2.0,0.0,0.0
8426811ffffffff,5.0,0.0,0.0
8426813ffffffff,3.0,0.0,0.0
8426817ffffffff,2.0,0.0,0.0
8426819ffffffff,5.0,0.0,0.0
842681bffffffff,16.0,0.0,0.0
