cell_id,Asio flammeus,Asio flammeus flammeus,Asio flammeus ponapensis,Asio flammeus sandwichensis,Asio flammeus domingensis/portoricensis,Asio flammeus galapagoensis,Asio flammeus [suinda Group]
8212f7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821387fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82138ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821397fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82139ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8213b7fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
821597fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82182ffffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0
82184ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
82185ffffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
82186ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82190ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82192ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
821947fffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
82194ffffffffff,14.0,1.0,0.0,0.0,0.0,0.0,0.0
821957fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82195ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
82196ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821977fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821aa7fffffffff,138.0,5.0,0.0,0.0,0.0,0.0,0.0
821ab7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
821b87fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
821b97fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821b9ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821e07fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0
821e0ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
821e1ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821e27fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
821e2ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821e37fffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0
821ea7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821ec7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
821ee7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
821eeffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
821f0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821f57fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
821f87fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,10.0,4.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,9.0,2.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8222dffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82260ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
822617fffffffff,2.0,2.0,0.0,0.0,0.0,0.0,0.0
82261ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822627fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82262ffffffffff,12.0,1.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822647fffffffff,34.0,0.0,0.0,0.0,0.0,0.0,0.0
82264ffffffffff,272.0,13.0,0.0,0.0,0.0,0.0,0.0
822657fffffffff,47.0,2.0,0.0,0.0,0.0,0.0,0.0
82265ffffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
822667fffffffff,76.0,4.0,0.0,0.0,0.0,0.0,0.0
82266ffffffffff,213.0,2.0,0.0,0.0,0.0,0.0,0.0
822677fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
82268ffffffffff,54.0,1.0,0.0,0.0,0.0,0.0,0.0
822697fffffffff,109.0,41.0,0.0,0.0,0.0,0.0,0.0
82269ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8226a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,88.0,0.0,0.0,0.0,0.0,0.0,0.0
8226b7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8226c7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
8226d7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
8226dffffffffff,53.0,16.0,0.0,0.0,0.0,0.0,0.0
8226e7fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
8226effffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8226f7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
822707fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82270ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
82271ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
822747fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
82274ffffffffff,795.0,1.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
82275ffffffffff,135.0,1.0,0.0,0.0,0.0,0.0,0.0
822767fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,97.0,2.0,0.0,0.0,0.0,0.0,0.0
822777fffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
82278ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822797fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82279ffffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
8227a7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
822807fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
822817fffffffff,79.0,0.0,0.0,0.0,0.0,0.0,0.0
82281ffffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
822837fffffffff,541.0,17.0,0.0,0.0,0.0,0.0,0.0
822887fffffffff,29.0,2.0,0.0,0.0,0.0,0.0,0.0
82288ffffffffff,27.0,8.0,0.0,0.0,0.0,0.0,0.0
822897fffffffff,77.0,0.0,0.0,0.0,0.0,0.0,0.0
82289ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8228a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8228affffffffff,46.0,0.0,0.0,0.0,0.0,0.0,0.0
8228b7fffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0
8228c7fffffffff,11.0,6.0,0.0,0.0,0.0,0.0,0.0
8228d7fffffffff,63.0,6.0,0.0,0.0,0.0,0.0,0.0
8228dffffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
8228f7fffffffff,134.0,2.0,0.0,0.0,0.0,0.0,0.0
822917fffffffff,123.0,5.0,0.0,0.0,0.0,0.0,0.0
82291ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822987fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82298ffffffffff,73.0,2.0,0.0,0.0,0.0,0.0,0.0
822997fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8229a7fffffffff,326.0,3.0,0.0,0.0,0.0,0.0,0.0
8229affffffffff,88.0,7.0,0.0,0.0,0.0,0.0,0.0
8229b7fffffffff,27.0,5.0,0.0,0.0,0.0,0.0,0.0
822a07fffffffff,52.0,10.0,0.0,0.0,0.0,0.0,0.0
822a17fffffffff,510.0,28.0,0.0,0.0,0.0,0.0,0.0
822a37fffffffff,461.0,53.0,0.0,0.0,0.0,0.0,0.0
822a4ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
822a87fffffffff,97.0,2.0,0.0,0.0,0.0,0.0,0.0
822a8ffffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0
822a97fffffffff,27.0,3.0,0.0,0.0,0.0,0.0,0.0
822a9ffffffffff,24.0,2.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,266.0,12.0,0.0,0.0,0.0,0.0,0.0
822aaffffffffff,983.0,36.0,0.0,0.0,0.0,0.0,0.0
822ab7fffffffff,531.0,13.0,0.0,0.0,0.0,0.0,0.0
822ad7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
822b07fffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0
822b0ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,94.0,5.0,0.0,0.0,0.0,0.0,0.0
822b1ffffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
822b27fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
822b2ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
822b37fffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,238.0,18.0,0.0,0.0,0.0,0.0,0.0
822b8ffffffffff,277.0,15.0,0.0,0.0,0.0,0.0,0.0
822b97fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
822b9ffffffffff,583.0,34.0,0.0,0.0,0.0,0.0,0.0
822ba7fffffffff,66.0,0.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,518.0,0.0,0.0,0.0,0.0,0.0,0.0
822bb7fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
822c0ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822c27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822c2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822c97fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
822cd7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822d07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822da7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
822daffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
822f5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8230d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8230e7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823427fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82351ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,24.0,2.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,103.0,0.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
82395ffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,38.0,0.0,0.0,0.0,0.0,0.0,0.0
8239affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823c07fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823c17fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823c1ffffffffff,47.0,0.0,0.0,0.0,0.0,0.0,0.0
823c37fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823c57fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823c5ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
823c87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823cb7fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
823ce7fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
823cf7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
823d07fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823d17fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
823d8ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823d97fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
823d9ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823daffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
823db7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823e47fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823e6ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823f6ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8240e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82411ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82424ffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,17.0,4.0,0.0,0.0,0.0,0.0,0.0
8242cffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
8242dffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
8242effffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8243a7fffffffff,9.0,3.0,0.0,0.0,0.0,0.0,0.0
8243affffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,72.0,0.0,0.0,0.0,46.0,0.0,0.0
82441ffffffffff,17.0,3.0,0.0,0.0,1.0,0.0,0.0
824447fffffffff,36.0,1.0,0.0,0.0,0.0,0.0,0.0
82444ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
824457fffffffff,25.0,1.0,0.0,0.0,0.0,0.0,0.0
82445ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,89.0,3.0,0.0,0.0,0.0,0.0,0.0
824477fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,70.0,0.0,0.0,0.0,4.0,0.0,0.0
8244affffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,60.0,2.0,0.0,0.0,0.0,0.0,0.0
8244cffffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0
8244d7fffffffff,134.0,2.0,0.0,0.0,0.0,0.0,0.0
8244dffffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0
8244e7fffffffff,33.0,2.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
82450ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82458ffffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
8245a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82464ffffffffff,36.0,0.0,0.0,29.0,0.0,0.0,0.0
82482ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
824877fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
824887fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,115.0,0.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,76.0,16.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
8248cffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8248d7fffffffff,11.0,2.0,0.0,0.0,0.0,0.0,0.0
8248e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,68.0,3.0,0.0,0.0,0.0,0.0,0.0
8248f7fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
824997fffffffff,50.0,6.0,0.0,0.0,0.0,0.0,0.0
824b9ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
824cc7fffffffff,40.0,0.0,0.0,0.0,13.0,0.0,0.0
824ceffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
825347fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82534ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82536ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8253a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8254affffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
825d17fffffffff,6.0,0.0,0.0,5.0,0.0,0.0,0.0
825e5ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826007fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
826017fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
826037fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826087fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82608ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
826097fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
8260a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8260affffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
8260b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82611ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82618ffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
8261affffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82660ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
826667fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8266c7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8266d7fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
826c5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
826d07fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
826d2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
826d37fffffffff,13.0,9.0,0.0,0.0,0.0,0.0,0.0
826d67fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
828b67fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
828e77fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
828f5ffffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82a947fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82a967fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82a977fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82b21ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82b24ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82b25ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82b26ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,82.0,0.0,0.0,0.0,0.0,0.0,0.0
82b2effffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82b307fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0
82b30ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82b327fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82b347fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82b357fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82b35ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82c22ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
82c2cffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2effffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82c347fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82c34ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82ce8ffffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82cea7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82ceaffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82cf17fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,2.0
82cfa7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,1.0
82de77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82df47fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82df6ffffffffff,30.0,0.0,0.0,0.0,0.0,0.0,0.0
