cell_id,Toxostoma lecontei,Toxostoma lecontei lecontei/macmillanorum,Toxostoma lecontei arenicola
822987fffffffff,197.0,0.0,0.0
82298ffffffffff,54.0,0.0,0.0
822997fffffffff,2.0,0.0,0.0
8229a7fffffffff,109.0,0.0,0.0
8229affffffffff,19.0,2.0,0.0
8229b7fffffffff,287.0,20.0,0.0
824857fffffffff,6.0,0.0,0.0
82485ffffffffff,159.0,1.0,0.0
824877fffffffff,36.0,0.0,29.0
8248effffffffff,70.0,2.0,0.0
