cell_id,Petroica boodang,Petroica boodang campbelli,Petroica boodang boodang/leggii
84b915dffffffff,2.0,0.0,0.0
84b9169ffffffff,2.0,0.0,0.0
84be089ffffffff,6.0,0.0,0.0
84be08dffffffff,1.0,0.0,0.0
84be093ffffffff,3.0,0.0,0.0
84be0a9ffffffff,1.0,0.0,0.0
84be0b3ffffffff,2.0,0.0,0.0
84be0bdffffffff,1.0,0.0,0.0
84be0d3ffffffff,7.0,0.0,0.0
84be407ffffffff,2.0,0.0,0.0
84be44dffffffff,2.0,0.0,0.0
84be46bffffffff,3.0,0.0,0.0
84be569ffffffff,1.0,0.0,0.0
84be63dffffffff,1.0,0.0,0.0
84be6e9ffffffff,2.0,0.0,2.0
84be727ffffffff,1.0,0.0,1.0
84be72dffffffff,11.0,0.0,0.0
84be767ffffffff,2.0,0.0,0.0
84bea93ffffffff,2.0,0.0,0.0
84bee01ffffffff,1.0,0.0,0.0
84bef67ffffffff,2.0,0.0,0.0
84c9931ffffffff,1.0,0.0,0.0
84c9b35ffffffff,1.0,0.0,0.0
