cell_id,Rissa tridactyla,Rissa tridactyla tridactyla,Rissa tridactyla pollicaris
840d667ffffffff,2.0,0.0,0.0
840d75bffffffff,1.0,0.0,0.0
840d88bffffffff,1.0,0.0,1.0
840d89dffffffff,1.0,0.0,1.0
840e491ffffffff,4.0,0.0,0.0
840e493ffffffff,17.0,0.0,0.0
840e49bffffffff,19.0,0.0,0.0
840e805ffffffff,6.0,0.0,0.0
840ecc9ffffffff,19.0,0.0,0.0
840eea7ffffffff,3.0,0.0,0.0
8412865ffffffff,3.0,0.0,0.0
8412909ffffffff,1.0,0.0,0.0
8412947ffffffff,3.0,0.0,0.0
841295dffffffff,2.0,0.0,0.0
8412b03ffffffff,4.0,0.0,0.0
8412b33ffffffff,2.0,0.0,0.0
8412b45ffffffff,7.0,0.0,0.0
8412b47ffffffff,12.0,0.0,0.0
8412b4bffffffff,4.0,0.0,0.0
8412ccdffffffff,54.0,0.0,0.0
8412cd5ffffffff,2.0,0.0,0.0
8412cd7ffffffff,2.0,0.0,0.0
8412d17ffffffff,2.0,0.0,0.0
8412d8dffffffff,1.0,0.0,0.0
841383dffffffff,5.0,0.0,0.0
8413867ffffffff,5.0,0.0,0.0
8413931ffffffff,10.0,0.0,0.0
8413933ffffffff,3.0,0.0,0.0
8413935ffffffff,12.0,0.0,0.0
84139a5ffffffff,2.0,0.0,0.0
8414583ffffffff,2.0,0.0,2.0
8416567ffffffff,1.0,0.0,0.0
84176b9ffffffff,4.0,0.0,0.0
8418011ffffffff,2.0,0.0,0.0
841801dffffffff,1.0,1.0,0.0
8418053ffffffff,1.0,1.0,0.0
8418059ffffffff,3.0,0.0,0.0
84180cdffffffff,2.0,0.0,0.0
84182cbffffffff,7.0,0.0,0.0
8418457ffffffff,6.0,0.0,0.0
8418495ffffffff,70.0,0.0,0.0
8418497ffffffff,4.0,0.0,0.0
84184b9ffffffff,38.0,0.0,0.0
84184bdffffffff,4.0,0.0,0.0
84185b5ffffffff,2.0,0.0,0.0
84185bbffffffff,11.0,0.0,0.0
84186a7ffffffff,1.0,0.0,0.0
841873bffffffff,5.0,0.0,0.0
841876bffffffff,1.0,0.0,0.0
84190c5ffffffff,15.0,0.0,0.0
84190e5ffffffff,4.0,0.0,0.0
8419229ffffffff,1.0,1.0,0.0
8419263ffffffff,1.0,1.0,0.0
84192b1ffffffff,2.0,2.0,0.0
84192cbffffffff,2.0,0.0,0.0
8419413ffffffff,25.0,25.0,0.0
8419421ffffffff,2.0,0.0,0.0
8419423ffffffff,2.0,0.0,0.0
8419435ffffffff,1.0,0.0,0.0
8419437ffffffff,4.0,0.0,0.0
8419485ffffffff,1.0,0.0,0.0
841948dffffffff,1.0,0.0,0.0
84194a5ffffffff,1.0,0.0,0.0
84194adffffffff,2.0,0.0,0.0
84194c5ffffffff,10.0,8.0,0.0
84194e3ffffffff,2.0,2.0,0.0
8419507ffffffff,7.0,1.0,0.0
841952bffffffff,2.0,2.0,0.0
84195c7ffffffff,2.0,0.0,0.0
8419655ffffffff,2.0,0.0,0.0
8419689ffffffff,2.0,0.0,0.0
84196b9ffffffff,2.0,0.0,0.0
84196e1ffffffff,3.0,0.0,0.0
841a849ffffffff,14.0,0.0,0.0
841aa01ffffffff,8.0,0.0,0.0
841aa07ffffffff,19.0,0.0,0.0
841aa23ffffffff,46.0,0.0,0.0
841aa27ffffffff,88.0,0.0,0.0
841aa35ffffffff,18.0,0.0,0.0
841aa3dffffffff,106.0,0.0,0.0
841aa47ffffffff,3.0,0.0,0.0
841b83bffffffff,1.0,0.0,0.0
841b98dffffffff,3.0,0.0,0.0
841b999ffffffff,2.0,0.0,0.0
841d269ffffffff,2.0,0.0,0.0
841e023ffffffff,2.0,0.0,0.0
841e025ffffffff,1.0,0.0,0.0
841e059ffffffff,1.0,0.0,0.0
841e063ffffffff,6.0,0.0,0.0
841e067ffffffff,2.0,0.0,0.0
841e085ffffffff,1.0,0.0,0.0
841e0e3ffffffff,2.0,0.0,0.0
841e0e7ffffffff,3.0,1.0,0.0
841e113ffffffff,7.0,0.0,0.0
841e125ffffffff,3.0,0.0,0.0
841e131ffffffff,12.0,0.0,0.0
841e139ffffffff,8.0,0.0,0.0
841e14bffffffff,2.0,0.0,0.0
841e237ffffffff,2.0,0.0,0.0
841e239ffffffff,1.0,0.0,0.0
841e30bffffffff,2.0,0.0,0.0
841e319ffffffff,8.0,0.0,0.0
841e357ffffffff,2.0,0.0,0.0
841e5d9ffffffff,3.0,0.0,0.0
841eb5bffffffff,4.0,0.0,0.0
841ec9bffffffff,1.0,0.0,0.0
841ed13ffffffff,3.0,0.0,0.0
841edc9ffffffff,2.0,0.0,0.0
841ede7ffffffff,4.0,0.0,0.0
841f0d1ffffffff,2.0,0.0,0.0
841f0ebffffffff,5.0,0.0,0.0
841f131ffffffff,2.0,0.0,0.0
841f133ffffffff,4.0,0.0,0.0
841f1a9ffffffff,9.0,0.0,0.0
841f217ffffffff,2.0,0.0,0.0
841f283ffffffff,5.0,0.0,0.0
841f29dffffffff,7.0,0.0,0.0
841f327ffffffff,12.0,0.0,0.0
841f335ffffffff,1.0,0.0,0.0
841f337ffffffff,2.0,0.0,0.0
841f33dffffffff,8.0,0.0,0.0
841f4a1ffffffff,2.0,0.0,0.0
841f53dffffffff,4.0,0.0,0.0
841f71dffffffff,1.0,0.0,0.0
841f725ffffffff,6.0,0.0,0.0
841f727ffffffff,6.0,0.0,0.0
841f83bffffffff,2.0,0.0,0.0
841f857ffffffff,6.0,0.0,0.0
841f88bffffffff,2.0,2.0,0.0
841f8edffffffff,1.0,0.0,0.0
841f911ffffffff,2.0,0.0,0.0
841fa3dffffffff,1.0,0.0,0.0
841fab3ffffffff,2.0,0.0,0.0
841fb0dffffffff,2.0,0.0,0.0
841fb25ffffffff,2.0,0.0,0.0
841fb2dffffffff,2.0,0.0,0.0
841fb6dffffffff,4.0,0.0,0.0
8422d01ffffffff,10.0,0.0,0.0
8422d09ffffffff,2.0,0.0,0.0
8422d0bffffffff,37.0,0.0,4.0
8422db7ffffffff,43.0,0.0,39.0
8424311ffffffff,1.0,0.0,0.0
84248b1ffffffff,2.0,0.0,0.0
8426021ffffffff,1.0,0.0,0.0
8426039ffffffff,15.0,0.0,0.0
84260d9ffffffff,1.0,0.0,0.0
842614bffffffff,12.0,0.0,0.0
84262c9ffffffff,4.0,0.0,0.0
84262cdffffffff,3.0,0.0,0.0
8426401ffffffff,2.0,0.0,0.0
8426409ffffffff,1.0,0.0,0.0
842644dffffffff,11.0,0.0,0.0
842646bffffffff,8.0,0.0,0.0
8426495ffffffff,3.0,0.0,0.0
8426497ffffffff,22.0,0.0,0.0
84264b9ffffffff,18.0,0.0,0.0
84264c5ffffffff,3.0,0.0,0.0
84264c7ffffffff,1.0,0.0,0.0
84264e5ffffffff,13.0,0.0,0.0
842651dffffffff,2.0,0.0,0.0
842652dffffffff,2.0,0.0,0.0
842653bffffffff,2.0,0.0,0.0
842654bffffffff,4.0,0.0,0.0
8426563ffffffff,1.0,0.0,0.0
842656dffffffff,2.0,0.0,0.0
84265a3ffffffff,4.0,0.0,0.0
84265b5ffffffff,2.0,0.0,0.0
8426625ffffffff,26.0,0.0,0.0
842662bffffffff,4.0,0.0,0.0
8426641ffffffff,54.0,0.0,0.0
8426645ffffffff,26.0,0.0,0.0
8426649ffffffff,2.0,0.0,0.0
842664dffffffff,58.0,2.0,0.0
8426661ffffffff,2.0,0.0,0.0
8426689ffffffff,4.0,0.0,0.0
8426691ffffffff,2.0,0.0,0.0
84266c5ffffffff,2.0,0.0,0.0
842673bffffffff,3.0,0.0,0.0
8426745ffffffff,2.0,0.0,0.0
842674bffffffff,4.0,0.0,0.0
842675dffffffff,6.0,0.0,0.0
8426767ffffffff,1.0,0.0,0.0
8426853ffffffff,76.0,0.0,0.0
8426881ffffffff,58.0,0.0,0.0
8426887ffffffff,2.0,0.0,0.0
842688dffffffff,4.0,0.0,0.0
84268cdffffffff,108.0,0.0,0.0
84268d3ffffffff,3.0,0.0,0.0
84268e9ffffffff,8.0,0.0,0.0
8426969ffffffff,4.0,0.0,0.0
84269cdffffffff,2.0,0.0,0.0
8426a8bffffffff,2.0,0.0,0.0
8426aa1ffffffff,2.0,0.0,0.0
8426aa5ffffffff,48.0,0.0,0.0
8426aa7ffffffff,15.0,0.0,0.0
8426ac5ffffffff,4.0,0.0,0.0
8426adbffffffff,1.0,0.0,0.0
8426b0bffffffff,3.0,0.0,0.0
8426c53ffffffff,2.0,0.0,0.0
8426c5bffffffff,3.0,0.0,0.0
8426c93ffffffff,2.0,0.0,0.0
8426cb7ffffffff,1.0,0.0,0.0
8426cb9ffffffff,22.0,0.0,0.0
8426dbbffffffff,29.0,0.0,0.0
8426e19ffffffff,47.0,0.0,0.0
8426e2dffffffff,6.0,0.0,0.0
8426e53ffffffff,28.0,0.0,0.0
8426e5bffffffff,51.0,0.0,0.0
8426e67ffffffff,10.0,0.0,0.0
8426e85ffffffff,6.0,0.0,0.0
8426ee3ffffffff,3.0,0.0,0.0
8427025ffffffff,2.0,0.0,0.0
8427093ffffffff,7.0,0.0,0.0
84270a9ffffffff,2.0,0.0,0.0
842719dffffffff,2.0,0.0,0.0
8427435ffffffff,12.0,0.0,0.0
8427453ffffffff,1.0,0.0,0.0
8427459ffffffff,2.0,0.0,0.0
842746dffffffff,2.0,0.0,0.0
8427485ffffffff,92.0,0.0,0.0
84274a3ffffffff,14.0,0.0,0.0
84274abffffffff,7.0,0.0,0.0
84274d9ffffffff,10.0,0.0,0.0
84274e3ffffffff,7.0,0.0,0.0
8427541ffffffff,4.0,0.0,0.0
8427569ffffffff,41.0,0.0,0.0
8427583ffffffff,4.0,0.0,0.0
842758dffffffff,6.0,0.0,0.0
8427599ffffffff,13.0,0.0,0.0
842759bffffffff,2.0,0.0,0.0
84275adffffffff,1.0,0.0,0.0
84275cbffffffff,4.0,0.0,0.0
84275d1ffffffff,57.0,0.0,0.0
84275d3ffffffff,2.0,0.0,0.0
8427631ffffffff,17.0,0.0,0.0
8427691ffffffff,1.0,0.0,0.0
8427693ffffffff,9.0,0.0,0.0
84276bbffffffff,1.0,0.0,0.0
84276d3ffffffff,2.0,0.0,0.0
84276e5ffffffff,3.0,0.0,0.0
842771dffffffff,2.0,0.0,0.0
8427727ffffffff,2.0,0.0,0.0
8427a61ffffffff,2.0,2.0,0.0
8427a6dffffffff,2.0,0.0,0.0
8427a95ffffffff,32.0,0.0,0.0
8428007ffffffff,1.0,0.0,0.0
8428023ffffffff,6.0,0.0,0.0
842802bffffffff,101.0,0.0,0.0
842803dffffffff,9.0,0.0,0.0
8428069ffffffff,5.0,0.0,0.0
8428191ffffffff,5.0,0.0,0.0
84281cbffffffff,1.0,0.0,0.0
84281d5ffffffff,3.0,0.0,0.0
8428309ffffffff,14.0,0.0,0.0
842830bffffffff,4.0,0.0,0.0
8428319ffffffff,30.0,0.0,0.0
8428321ffffffff,16.0,0.0,0.0
8428333ffffffff,27.0,0.0,0.0
8428341ffffffff,96.0,0.0,0.0
8428343ffffffff,436.0,0.0,3.0
8428349ffffffff,89.0,0.0,0.0
842834bffffffff,12.0,0.0,0.0
842834dffffffff,50.0,0.0,0.0
8428351ffffffff,30.0,0.0,0.0
8428355ffffffff,13.0,0.0,0.0
8428357ffffffff,16.0,0.0,0.0
8428359ffffffff,2.0,0.0,0.0
842835dffffffff,93.0,0.0,0.0
8428881ffffffff,6.0,0.0,0.0
8428887ffffffff,3.0,0.0,0.0
84288c5ffffffff,1.0,0.0,0.0
84288d5ffffffff,2.0,0.0,0.0
84288dbffffffff,3.0,0.0,0.0
8428907ffffffff,3.0,0.0,2.0
8428923ffffffff,4.0,0.0,0.0
8428c27ffffffff,38.0,0.0,0.0
8428c35ffffffff,10.0,0.0,0.0
8428c61ffffffff,37.0,0.0,1.0
8428c6bffffffff,10.0,0.0,0.0
8428c6dffffffff,1.0,0.0,0.0
8428ca9ffffffff,3.0,0.0,0.0
8428ce5ffffffff,12.0,0.0,0.0
8428d11ffffffff,3.0,0.0,0.0
8428d1bffffffff,89.0,0.0,0.0
8428d55ffffffff,5.0,0.0,0.0
8428d57ffffffff,6.0,0.0,0.0
8428d5dffffffff,3.0,0.0,0.0
8428d89ffffffff,10.0,0.0,0.0
8428d9dffffffff,2.0,0.0,0.0
8428dc9ffffffff,4.0,0.0,0.0
8428dd1ffffffff,2.0,0.0,0.0
8428dddffffffff,2.0,0.0,0.0
8428f01ffffffff,3.0,0.0,0.0
8428f03ffffffff,5.0,0.0,0.0
8428f05ffffffff,33.0,0.0,0.0
8428f0bffffffff,34.0,0.0,0.0
8428f11ffffffff,2.0,0.0,0.0
8428f17ffffffff,2.0,0.0,0.0
8428f39ffffffff,7.0,0.0,0.0
8428f59ffffffff,1.0,0.0,0.0
8429121ffffffff,8.0,0.0,0.0
8429135ffffffff,10.0,0.0,0.0
8429139ffffffff,1.0,0.0,0.0
84291a7ffffffff,5.0,0.0,0.0
84291abffffffff,1.0,0.0,0.0
84291b5ffffffff,18.0,0.0,0.0
84291e5ffffffff,4.0,0.0,0.0
8429861ffffffff,49.0,0.0,0.0
8429869ffffffff,1.0,0.0,0.0
8429891ffffffff,6.0,0.0,0.0
84298c9ffffffff,2.0,0.0,0.0
84298d5ffffffff,7.0,0.0,0.0
8429953ffffffff,1.0,0.0,0.0
8429a01ffffffff,1.0,0.0,0.0
8429a07ffffffff,2.0,0.0,0.0
8429a09ffffffff,2.0,0.0,0.0
8429a19ffffffff,10.0,0.0,0.0
8429a41ffffffff,97.0,0.0,0.0
8429a43ffffffff,10.0,0.0,0.0
8429a49ffffffff,32.0,0.0,0.0
8429a4bffffffff,24.0,0.0,0.0
8429a4dffffffff,7.0,0.0,0.0
8429a53ffffffff,2.0,0.0,0.0
8429a55ffffffff,39.0,0.0,0.0
8429a57ffffffff,32.0,0.0,0.0
8429a59ffffffff,17.0,0.0,0.0
8429a5dffffffff,4.0,0.0,0.0
8429a61ffffffff,4.0,0.0,0.0
8429a6dffffffff,2.0,0.0,0.0
8429a97ffffffff,1.0,0.0,0.0
8429ac5ffffffff,3.0,0.0,0.0
8429ac9ffffffff,7.0,0.0,0.0
8429ad1ffffffff,23.0,0.0,0.0
8429ad3ffffffff,7.0,0.0,0.0
8429b0bffffffff,50.0,0.0,0.0
8429b55ffffffff,2.0,0.0,0.0
8429b6dffffffff,29.0,0.0,0.0
842a021ffffffff,4.0,0.0,0.0
842a025ffffffff,3.0,0.0,0.0
842a04dffffffff,1.0,0.0,0.0
842a065ffffffff,31.0,0.0,0.0
842a101ffffffff,8.0,0.0,0.0
842a103ffffffff,78.0,0.0,0.0
842a107ffffffff,7.0,0.0,0.0
842a109ffffffff,18.0,0.0,0.0
842a10bffffffff,59.0,0.0,0.0
842a111ffffffff,96.0,0.0,0.0
842a113ffffffff,5.0,0.0,0.0
842a115ffffffff,79.0,0.0,0.0
842a117ffffffff,16.0,0.0,0.0
842a119ffffffff,17.0,0.0,0.0
842a11bffffffff,41.0,0.0,0.0
842a11dffffffff,96.0,0.0,0.0
842a12bffffffff,2.0,0.0,0.0
842a133ffffffff,6.0,0.0,0.0
842a139ffffffff,31.0,2.0,0.0
842a13bffffffff,37.0,2.0,0.0
842a141ffffffff,8.0,0.0,0.0
842a151ffffffff,29.0,0.0,0.0
842a153ffffffff,2.0,0.0,0.0
842a157ffffffff,12.0,0.0,0.0
842a159ffffffff,226.0,0.0,0.0
842a15dffffffff,16.0,0.0,0.0
842a169ffffffff,4.0,0.0,0.0
842a16bffffffff,2.0,0.0,0.0
842a1a1ffffffff,120.0,0.0,0.0
842a1a5ffffffff,57.0,0.0,0.0
842a1a9ffffffff,254.0,0.0,0.0
842a1adffffffff,242.0,0.0,0.0
842a1cdffffffff,7.0,0.0,0.0
842a1e3ffffffff,4.0,0.0,0.0
842a1e7ffffffff,109.0,0.0,0.0
842a1edffffffff,6.0,0.0,0.0
842a301ffffffff,21.0,0.0,0.0
842a303ffffffff,16.0,0.0,0.0
842a309ffffffff,92.0,0.0,0.0
842a30dffffffff,5.0,0.0,0.0
842a311ffffffff,25.0,0.0,0.0
842a313ffffffff,20.0,0.0,0.0
842a315ffffffff,58.0,0.0,0.0
842a317ffffffff,6.0,0.0,0.0
842a31bffffffff,16.0,0.0,0.0
842a31dffffffff,200.0,3.0,0.0
842a321ffffffff,2.0,0.0,0.0
842a333ffffffff,11.0,0.0,0.0
842a33bffffffff,13.0,0.0,0.0
842a347ffffffff,9.0,0.0,0.0
842a349ffffffff,20.0,0.0,0.0
842a365ffffffff,1.0,0.0,0.0
842a367ffffffff,8.0,0.0,0.0
842a4c1ffffffff,1.0,0.0,0.0
842a4c9ffffffff,2.0,0.0,0.0
842a81bffffffff,2.0,0.0,0.0
842a897ffffffff,8.0,0.0,0.0
842a923ffffffff,3.0,0.0,0.0
842a925ffffffff,2.0,0.0,0.0
842a937ffffffff,3.0,0.0,0.0
842a939ffffffff,13.0,0.0,0.0
842a93bffffffff,13.0,0.0,0.0
842a94dffffffff,23.0,0.0,0.0
842a955ffffffff,14.0,0.0,0.0
842a957ffffffff,101.0,3.0,0.0
842a959ffffffff,1.0,0.0,0.0
842a997ffffffff,6.0,0.0,0.0
842aa17ffffffff,3.0,0.0,0.0
842aa39ffffffff,10.0,0.0,0.0
842aa41ffffffff,4.0,0.0,0.0
842aa4bffffffff,13.0,0.0,0.0
842aa6dffffffff,3.0,0.0,0.0
842aa81ffffffff,7.0,0.0,0.0
842aa85ffffffff,2.0,0.0,0.0
842aa9bffffffff,1.0,0.0,0.0
842aac7ffffffff,7.0,0.0,0.0
842aad1ffffffff,33.0,0.0,0.0
842aad3ffffffff,20.0,0.0,0.0
842aad9ffffffff,15.0,0.0,0.0
842aadbffffffff,40.0,0.0,0.0
842aae5ffffffff,6.0,0.0,0.0
842ab03ffffffff,16.0,0.0,0.0
842ab05ffffffff,1.0,0.0,0.0
842ab2bffffffff,32.0,0.0,0.0
842ab2dffffffff,29.0,0.0,0.0
842ab31ffffffff,2.0,0.0,0.0
842ab39ffffffff,48.0,0.0,0.0
842ab3dffffffff,20.0,0.0,0.0
842ab45ffffffff,5.0,0.0,0.0
842ab51ffffffff,1.0,0.0,0.0
842ab57ffffffff,5.0,0.0,0.0
842ab5bffffffff,2.0,0.0,0.0
842ab5dffffffff,5.0,0.0,0.0
842ab61ffffffff,24.0,0.0,0.0
842ab69ffffffff,15.0,0.0,0.0
842ab6dffffffff,1.0,0.0,0.0
842ac6dffffffff,17.0,0.0,0.0
842ad03ffffffff,44.0,1.0,0.0
842af03ffffffff,2.0,0.0,0.0
842af09ffffffff,2.0,0.0,0.0
842af0dffffffff,3.0,0.0,0.0
842af11ffffffff,9.0,0.0,0.0
842af15ffffffff,3.0,0.0,0.0
842af17ffffffff,8.0,0.0,0.0
842af43ffffffff,35.0,0.0,0.0
842af47ffffffff,8.0,0.0,0.0
842af4bffffffff,15.0,0.0,0.0
842af63ffffffff,19.0,0.0,0.0
842af6bffffffff,16.0,0.0,0.0
842b001ffffffff,1.0,0.0,0.0
842b003ffffffff,2.0,0.0,0.0
842b031ffffffff,1.0,0.0,0.0
842b033ffffffff,3.0,0.0,0.0
842b039ffffffff,3.0,0.0,0.0
842b03bffffffff,3.0,0.0,0.0
842b053ffffffff,4.0,0.0,0.0
842b059ffffffff,3.0,0.0,0.0
842b063ffffffff,2.0,0.0,0.0
842b0a1ffffffff,16.0,0.0,0.0
842b0a5ffffffff,1.0,0.0,0.0
842b0a7ffffffff,16.0,0.0,0.0
842b0c5ffffffff,16.0,0.0,0.0
842b0e3ffffffff,5.0,0.0,0.0
842b121ffffffff,20.0,0.0,0.0
842b125ffffffff,9.0,0.0,0.0
842b12dffffffff,12.0,0.0,0.0
842b14dffffffff,2.0,0.0,0.0
842b161ffffffff,2.0,0.0,0.0
842b167ffffffff,81.0,0.0,0.0
842b169ffffffff,18.0,0.0,0.0
842b187ffffffff,2.0,0.0,0.0
842b189ffffffff,31.0,0.0,0.0
842b18bffffffff,1.0,0.0,0.0
842b199ffffffff,14.0,0.0,0.0
842b19bffffffff,12.0,0.0,0.0
842b1b5ffffffff,15.0,0.0,0.0
842b1c3ffffffff,4.0,0.0,0.0
842b1d7ffffffff,28.0,0.0,0.0
842b217ffffffff,2.0,0.0,0.0
842b235ffffffff,6.0,0.0,0.0
842b23bffffffff,2.0,0.0,0.0
842b23dffffffff,1.0,0.0,0.0
842b257ffffffff,4.0,0.0,0.0
842b291ffffffff,4.0,0.0,0.0
842b2c5ffffffff,7.0,0.0,0.0
842b2e9ffffffff,2.0,0.0,0.0
842b303ffffffff,20.0,0.0,0.0
842b315ffffffff,22.0,0.0,0.0
842b333ffffffff,2.0,0.0,0.0
842b33bffffffff,4.0,0.0,0.0
842b801ffffffff,1.0,0.0,0.0
842b813ffffffff,2.0,0.0,0.0
842b81bffffffff,43.0,0.0,0.0
842b835ffffffff,4.0,0.0,0.0
842b83bffffffff,5.0,0.0,0.0
842b891ffffffff,6.0,0.0,0.0
842b8a1ffffffff,19.0,0.0,0.0
842b8a3ffffffff,2.0,0.0,0.0
842b8a7ffffffff,5.0,0.0,0.0
842b8c7ffffffff,1.0,0.0,0.0
842b8cbffffffff,16.0,0.0,0.0
842b8ddffffffff,1.0,0.0,0.0
842b8e9ffffffff,3.0,0.0,0.0
842b983ffffffff,2.0,0.0,0.0
842b985ffffffff,1.0,0.0,0.0
842b991ffffffff,19.0,0.0,0.0
842b993ffffffff,19.0,0.0,0.0
842b99bffffffff,19.0,0.0,0.0
842b99dffffffff,3.0,0.0,0.0
842b9a9ffffffff,13.0,0.0,0.0
842b9b1ffffffff,39.0,0.0,0.0
842b9b3ffffffff,387.0,7.0,0.0
842b9b5ffffffff,8.0,0.0,0.0
842b9b7ffffffff,138.0,0.0,0.0
842b9b9ffffffff,1.0,0.0,0.0
842b9bbffffffff,1.0,0.0,0.0
842b9bdffffffff,4.0,0.0,0.0
842b9cdffffffff,4.0,0.0,0.0
842b9d3ffffffff,1.0,0.0,0.0
842b9d7ffffffff,5.0,0.0,0.0
842b9d9ffffffff,1.0,0.0,0.0
842ba09ffffffff,2.0,0.0,0.0
842ba51ffffffff,2.0,0.0,0.0
842ba5bffffffff,6.0,0.0,0.0
842baa1ffffffff,36.0,0.0,0.0
842baa3ffffffff,1.0,0.0,0.0
842baa5ffffffff,1.0,0.0,0.0
842baa7ffffffff,14.0,0.0,0.0
842baadffffffff,5.0,0.0,0.0
842bab3ffffffff,2.0,0.0,0.0
842bac5ffffffff,45.0,0.0,0.0
842bacdffffffff,1.0,0.0,0.0
842bae7ffffffff,4.0,0.0,0.0
842bae9ffffffff,3.0,0.0,0.0
842c20dffffffff,2.0,0.0,0.0
842c245ffffffff,3.0,0.0,0.0
842c56dffffffff,22.0,0.0,0.0
842c93bffffffff,2.0,0.0,0.0
842cc37ffffffff,4.0,0.0,0.0
842d0e5ffffffff,1.0,0.0,0.0
842da17ffffffff,11.0,0.0,0.0
842db0bffffffff,7.0,0.0,0.0
842db0dffffffff,4.0,0.0,0.0
842db57ffffffff,2.0,2.0,0.0
842db63ffffffff,2.0,0.0,0.0
842e449ffffffff,3.0,0.0,0.0
8430d11ffffffff,1.0,0.0,0.0
84318d1ffffffff,1.0,0.0,0.0
84318d7ffffffff,2.0,0.0,0.0
8431aadffffffff,7.0,0.0,0.0
8434261ffffffff,13.0,0.0,0.0
8434265ffffffff,2.0,0.0,0.0
8434349ffffffff,14.0,0.0,0.0
843434dffffffff,20.0,0.0,0.0
84344c5ffffffff,3.0,0.0,0.0
843466bffffffff,2.0,0.0,0.0
8434691ffffffff,1.0,0.0,0.0
84346b3ffffffff,2.0,0.0,0.0
84346b5ffffffff,2.0,0.0,0.0
84351b5ffffffff,17.0,0.0,0.0
84351bdffffffff,4.0,0.0,0.0
8435a85ffffffff,1.0,0.0,0.0
8435a93ffffffff,2.0,0.0,0.0
8435a9bffffffff,2.0,0.0,0.0
8438247ffffffff,4.0,0.0,0.0
843901dffffffff,2.0,0.0,0.0
8439039ffffffff,4.0,0.0,0.0
843903bffffffff,6.0,0.0,0.0
8439063ffffffff,3.0,0.0,0.0
84390ddffffffff,6.0,0.0,0.0
8439101ffffffff,46.0,0.0,0.0
8439113ffffffff,6.0,0.0,0.0
8439117ffffffff,7.0,0.0,0.0
8439155ffffffff,4.0,0.0,0.0
8439159ffffffff,2.0,0.0,0.0
843915dffffffff,13.0,0.0,0.0
8439187ffffffff,2.0,0.0,0.0
8439195ffffffff,7.0,0.0,0.0
8439197ffffffff,2.0,0.0,0.0
84391a9ffffffff,5.0,0.0,0.0
84391b9ffffffff,8.0,0.0,0.0
84391c7ffffffff,10.0,0.0,0.0
84391e9ffffffff,13.0,0.0,0.0
8439221ffffffff,15.0,0.0,0.0
8439225ffffffff,12.0,0.0,0.0
8439227ffffffff,25.0,0.0,0.0
8439259ffffffff,1.0,0.0,0.0
