cell_id,Alectura lathami,Alectura lathami purpureicollis,Alectura lathami lathami
829c27fffffffff,3.0,0.0,0.0
82b917fffffffff,1.0,0.0,0.0
82be0ffffffffff,20.0,0.0,0.0
82be1ffffffffff,4.0,0.0,0.0
82be8ffffffffff,3.0,0.0,0.0
82bee7fffffffff,4.0,0.0,0.0
