cell_id,Lanius cristatus,Lanius cristatus cristatus/confusus,Lanius cristatus superciliosus,Lanius cristatus lucionensis
8408959ffffffff,4.0,2.0,0.0,0.0
8409a47ffffffff,2.0,0.0,0.0,0.0
840ca43ffffffff,9.0,0.0,0.0,0.0
841126dffffffff,5.0,1.0,0.0,0.0
84158adffffffff,2.0,0.0,0.0,0.0
8415929ffffffff,1.0,0.0,0.0,0.0
8415981ffffffff,4.0,4.0,0.0,0.0
841598bffffffff,23.0,23.0,0.0,0.0
841870dffffffff,3.0,0.0,0.0,0.0
841873bffffffff,5.0,0.0,0.0,0.0
84192cbffffffff,1.0,0.0,0.0,0.0
841940dffffffff,3.0,1.0,0.0,0.0
8419411ffffffff,6.0,0.0,0.0,0.0
8419415ffffffff,12.0,0.0,0.0,0.0
8419421ffffffff,1.0,0.0,0.0,0.0
84194ddffffffff,6.0,0.0,0.0,2.0
84195d3ffffffff,8.0,2.0,0.0,0.0
8419739ffffffff,6.0,0.0,0.0,0.0
841eb11ffffffff,2.0,0.0,0.0,0.0
841f229ffffffff,2.0,1.0,0.0,0.0
841fa59ffffffff,2.0,0.0,0.0,0.0
8422db7ffffffff,1.0,0.0,0.0,0.0
84240adffffffff,2.0,0.0,0.0,2.0
84240cdffffffff,2.0,0.0,0.0,0.0
84244b1ffffffff,2.0,0.0,0.0,0.0
842451dffffffff,1.0,0.0,0.0,0.0
8424567ffffffff,3.0,0.0,0.0,0.0
842460dffffffff,11.0,1.0,0.0,0.0
84248b9ffffffff,2.0,0.0,0.0,0.0
8424981ffffffff,1.0,0.0,0.0,0.0
84255a3ffffffff,4.0,3.0,0.0,0.0
84255a7ffffffff,1.0,1.0,0.0,0.0
84255bdffffffff,1.0,0.0,0.0,0.0
8425ac9ffffffff,4.0,4.0,0.0,0.0
8428023ffffffff,70.0,2.0,0.0,0.0
842830bffffffff,8.0,0.0,0.0,0.0
8428355ffffffff,5.0,0.0,0.0,0.0
8428d1bffffffff,4.0,0.0,0.0,0.0
842b0e9ffffffff,3.0,0.0,0.0,0.0
842c93bffffffff,12.0,0.0,0.0,0.0
84302b7ffffffff,1.0,1.0,0.0,0.0
8430305ffffffff,2.0,0.0,0.0,0.0
8430991ffffffff,2.0,0.0,0.0,0.0
84309b3ffffffff,12.0,0.0,0.0,0.0
84309d9ffffffff,2.0,0.0,0.0,0.0
8430e31ffffffff,2.0,0.0,0.0,0.0
84318d1ffffffff,2.0,0.0,0.0,0.0
84318d7ffffffff,2.0,0.0,0.0,0.0
8431b47ffffffff,2.0,0.0,0.0,0.0
8439255ffffffff,19.0,2.0,0.0,0.0
843946dffffffff,2.0,0.0,0.0,0.0
843c02dffffffff,2.0,0.0,0.0,0.0
843c0a9ffffffff,2.0,0.0,0.0,0.0
843c0adffffffff,2.0,0.0,0.0,0.0
843c159ffffffff,4.0,4.0,0.0,0.0
843c189ffffffff,6.0,0.0,0.0,0.0
843c193ffffffff,3.0,1.0,0.0,0.0
843c199ffffffff,15.0,6.0,0.0,0.0
843c19bffffffff,1.0,1.0,0.0,0.0
843c1abffffffff,2.0,0.0,0.0,0.0
843c1b5ffffffff,4.0,0.0,0.0,0.0
843c1b9ffffffff,1.0,1.0,0.0,0.0
843c1bdffffffff,3.0,0.0,0.0,0.0
843c1c3ffffffff,1.0,0.0,0.0,0.0
843c1d3ffffffff,4.0,0.0,0.0,0.0
843c1d7ffffffff,1.0,0.0,0.0,0.0
843c1e9ffffffff,2.0,0.0,0.0,0.0
843c329ffffffff,1.0,0.0,0.0,0.0
843c335ffffffff,3.0,0.0,0.0,0.0
843c33dffffffff,1.0,0.0,0.0,0.0
843c369ffffffff,2.0,0.0,0.0,0.0
843c527ffffffff,2.0,0.0,0.0,0.0
843c581ffffffff,3.0,0.0,0.0,0.0
843c589ffffffff,2.0,0.0,0.0,0.0
843c899ffffffff,2.0,0.0,0.0,0.0
843c8d9ffffffff,2.0,2.0,0.0,0.0
843c8dbffffffff,5.0,0.0,0.0,2.0
843c8edffffffff,5.0,0.0,0.0,0.0
843c943ffffffff,2.0,0.0,0.0,0.0
843c9d9ffffffff,2.0,0.0,0.0,0.0
843ca87ffffffff,1.0,0.0,0.0,0.0
843ca93ffffffff,2.0,0.0,0.0,0.0
843ca95ffffffff,1.0,0.0,0.0,0.0
843ca97ffffffff,1.0,0.0,0.0,0.0
843cab7ffffffff,1.0,0.0,0.0,0.0
843cab9ffffffff,2.0,0.0,0.0,0.0
843cabbffffffff,1.0,0.0,0.0,0.0
843cadbffffffff,1.0,0.0,0.0,0.0
843cc29ffffffff,3.0,0.0,0.0,3.0
843cc45ffffffff,6.0,0.0,0.0,0.0
843cc5bffffffff,3.0,0.0,0.0,0.0
843cc6bffffffff,2.0,0.0,0.0,0.0
843cd1bffffffff,3.0,0.0,0.0,3.0
843ce15ffffffff,3.0,2.0,0.0,0.0
843ce45ffffffff,3.0,0.0,0.0,0.0
843ce4dffffffff,2.0,0.0,0.0,0.0
843ce83ffffffff,4.0,0.0,0.0,0.0
843ce85ffffffff,4.0,0.0,0.0,0.0
843ce95ffffffff,2.0,0.0,0.0,0.0
843cebdffffffff,3.0,0.0,0.0,0.0
843cec1ffffffff,2.0,0.0,0.0,0.0
843cec3ffffffff,2.0,2.0,0.0,0.0
843cecbffffffff,2.0,0.0,0.0,0.0
843cf05ffffffff,3.0,0.0,0.0,0.0
843cf0dffffffff,2.0,0.0,0.0,0.0
843cf11ffffffff,1.0,0.0,0.0,1.0
