cell_id,Gallirex johnstoni,Gallirex johnstoni johnstoni,Gallirex johnstoni bredoi,Gallirex johnstoni kivuensis
826ac7fffffffff,9.0,0.0,0.0,0.0
826adffffffffff,358.0,0.0,0.0,0.0
8296d7fffffffff,6.0,0.0,0.0,0.0
