cell_id,Icterus cucullatus,Icterus cucullatus cucullatus/sennetti,Icterus cucullatus [nelsoni Group],Icterus cucullatus igneus
8448ccbffffffff,12.0,0.0,1.0,0.0
8448cd1ffffffff,2.0,0.0,0.0,0.0
8448cd3ffffffff,245.0,0.0,5.0,0.0
8448cd7ffffffff,5.0,0.0,0.0,0.0
8448cd9ffffffff,81.0,0.0,15.0,0.0
8448cdbffffffff,151.0,0.0,13.0,0.0
8448d09ffffffff,2.0,0.0,0.0,0.0
8448d43ffffffff,65.0,0.0,4.0,0.0
8448e01ffffffff,2.0,0.0,0.0,0.0
8448e09ffffffff,4.0,0.0,0.0,0.0
8448e0bffffffff,5.0,0.0,0.0,0.0
8448e11ffffffff,5.0,0.0,0.0,0.0
8448e13ffffffff,15.0,0.0,0.0,0.0
8448e15ffffffff,4.0,0.0,0.0,0.0
8448e19ffffffff,3.0,0.0,0.0,0.0
8448e1bffffffff,2.0,0.0,0.0,0.0
8448e1dffffffff,1.0,0.0,0.0,0.0
8448e21ffffffff,6.0,0.0,0.0,0.0
8448e33ffffffff,184.0,0.0,11.0,0.0
8448e35ffffffff,5.0,0.0,0.0,0.0
8448e37ffffffff,187.0,0.0,21.0,0.0
8448e43ffffffff,1.0,0.0,0.0,0.0
8448e49ffffffff,24.0,0.0,0.0,0.0
8448e4bffffffff,20.0,0.0,0.0,0.0
8448e51ffffffff,9.0,0.0,0.0,0.0
8448e53ffffffff,39.0,0.0,0.0,0.0
8448e55ffffffff,23.0,0.0,0.0,0.0
8448e57ffffffff,3.0,0.0,0.0,0.0
8448e59ffffffff,14.0,0.0,0.0,0.0
8448e5bffffffff,126.0,0.0,0.0,0.0
8448e5dffffffff,2.0,0.0,0.0,0.0
8448e81ffffffff,590.0,0.0,70.0,0.0
8448e83ffffffff,50.0,0.0,0.0,0.0
8448e85ffffffff,3167.0,0.0,352.0,0.0
8448e87ffffffff,38.0,0.0,3.0,0.0
8448e89ffffffff,95.0,0.0,12.0,0.0
8448e8dffffffff,6712.0,0.0,1128.0,0.0
8448e91ffffffff,50.0,0.0,5.0,0.0
8448e93ffffffff,6.0,0.0,0.0,0.0
8448e95ffffffff,7.0,0.0,0.0,0.0
8448e97ffffffff,48.0,0.0,22.0,0.0
8448e99ffffffff,31.0,0.0,2.0,0.0
8448e9bffffffff,7.0,0.0,0.0,0.0
8448e9dffffffff,16.0,0.0,0.0,0.0
8448ea1ffffffff,55.0,0.0,17.0,0.0
8448ea3ffffffff,60.0,0.0,8.0,0.0
8448ea5ffffffff,80.0,0.0,10.0,0.0
8448ea7ffffffff,34.0,0.0,0.0,0.0
8448ea9ffffffff,85.0,0.0,21.0,0.0
8448eabffffffff,346.0,0.0,31.0,0.0
8448eadffffffff,41.0,0.0,17.0,0.0
8448eb1ffffffff,344.0,0.0,31.0,0.0
8448eb3ffffffff,558.0,0.0,54.0,0.0
8448eb5ffffffff,197.0,0.0,15.0,0.0
8448eb7ffffffff,53.0,0.0,6.0,0.0
8448eb9ffffffff,16.0,0.0,0.0,0.0
8448ebbffffffff,96.0,0.0,9.0,0.0
8448ebdffffffff,130.0,0.0,15.0,0.0
8448ec1ffffffff,3.0,0.0,0.0,0.0
8448ec3ffffffff,80.0,0.0,8.0,0.0
8448ec5ffffffff,41.0,0.0,6.0,0.0
8448ec7ffffffff,2707.0,0.0,494.0,0.0
8448ecdffffffff,4.0,0.0,0.0,0.0
8448ed3ffffffff,77.0,0.0,11.0,0.0
8448ed5ffffffff,1.0,0.0,0.0,0.0
8448ee1ffffffff,616.0,0.0,62.0,0.0
8448ee3ffffffff,426.0,0.0,35.0,0.0
8448ee5ffffffff,43.0,0.0,5.0,0.0
8448ee7ffffffff,90.0,0.0,6.0,0.0
8448ee9ffffffff,879.0,0.0,135.0,0.0
8448eebffffffff,2501.0,0.0,479.0,0.0
8448eedffffffff,54.0,0.0,16.0,0.0
8448f25ffffffff,4.0,0.0,0.0,0.0
8448f2bffffffff,8.0,0.0,0.0,0.0
8448f2dffffffff,2.0,0.0,0.0,0.0
8448f39ffffffff,2.0,0.0,0.0,0.0
8448f5dffffffff,2.0,0.0,0.0,0.0
8448f61ffffffff,4.0,0.0,0.0,0.0
8448f65ffffffff,2.0,0.0,0.0,0.0
8448f67ffffffff,2.0,0.0,0.0,0.0
8448f6dffffffff,2.0,0.0,0.0,0.0
8449801ffffffff,165.0,0.0,0.0,0.0
8449803ffffffff,12.0,0.0,0.0,0.0
8449807ffffffff,19.0,0.0,0.0,0.0
8449809ffffffff,28.0,0.0,0.0,0.0
844980bffffffff,191.0,0.0,0.0,0.0
844980dffffffff,90.0,0.0,0.0,0.0
8449815ffffffff,50.0,0.0,0.0,0.0
8449819ffffffff,11.0,0.0,0.0,0.0
8449821ffffffff,5.0,1.0,0.0,0.0
8449823ffffffff,13.0,0.0,0.0,0.0
8449827ffffffff,9.0,0.0,0.0,0.0
844982bffffffff,3.0,0.0,0.0,0.0
8449831ffffffff,87.0,0.0,0.0,0.0
8449833ffffffff,6.0,0.0,0.0,0.0
8449839ffffffff,3.0,0.0,0.0,0.0
844983bffffffff,22.0,0.0,0.0,0.0
844983dffffffff,42.0,0.0,0.0,0.0
8449855ffffffff,19.0,0.0,0.0,0.0
8449857ffffffff,6.0,0.0,0.0,0.0
844985dffffffff,1.0,0.0,0.0,0.0
8449861ffffffff,44.0,0.0,0.0,0.0
8449863ffffffff,49.0,0.0,0.0,0.0
8449865ffffffff,16.0,0.0,0.0,0.0
8449869ffffffff,9.0,0.0,0.0,0.0
844986bffffffff,3.0,0.0,0.0,0.0
844986dffffffff,19.0,0.0,0.0,0.0
8449885ffffffff,3.0,0.0,0.0,0.0
8449889ffffffff,5.0,0.0,0.0,0.0
844988bffffffff,2.0,0.0,0.0,0.0
844988dffffffff,16.0,0.0,0.0,0.0
84498c1ffffffff,2.0,0.0,0.0,0.0
84498c7ffffffff,1.0,0.0,0.0,0.0
84498c9ffffffff,90.0,0.0,0.0,0.0
84498cdffffffff,2.0,0.0,0.0,0.0
84498dbffffffff,2.0,0.0,0.0,0.0
84498e3ffffffff,3.0,0.0,0.0,0.0
84498ebffffffff,13.0,0.0,0.0,0.0
84498edffffffff,9.0,0.0,0.0,0.0
8449905ffffffff,4.0,0.0,0.0,0.0
8449907ffffffff,11.0,0.0,0.0,0.0
8449911ffffffff,1.0,0.0,0.0,0.0
8449913ffffffff,4.0,0.0,0.0,0.0
8449929ffffffff,16.0,0.0,0.0,0.0
844992bffffffff,12.0,0.0,0.0,0.0
8449931ffffffff,7.0,0.0,0.0,0.0
8449937ffffffff,2.0,0.0,0.0,0.0
844993dffffffff,9.0,0.0,0.0,0.0
8449941ffffffff,20.0,0.0,0.0,0.0
8449943ffffffff,8.0,0.0,0.0,0.0
8449949ffffffff,3.0,0.0,0.0,0.0
844994bffffffff,292.0,0.0,0.0,0.0
8449951ffffffff,20.0,0.0,0.0,0.0
8449953ffffffff,28.0,0.0,0.0,0.0
8449957ffffffff,2.0,0.0,0.0,0.0
8449959ffffffff,258.0,14.0,0.0,0.0
844995bffffffff,135.0,6.0,0.0,0.0
844995dffffffff,13.0,0.0,0.0,0.0
8449961ffffffff,10.0,0.0,0.0,0.0
8449963ffffffff,15.0,0.0,0.0,0.0
8449965ffffffff,25.0,0.0,0.0,0.0
8449967ffffffff,2.0,0.0,0.0,0.0
8449969ffffffff,1.0,0.0,0.0,0.0
8449981ffffffff,41.0,1.0,0.0,0.0
8449985ffffffff,2.0,0.0,0.0,0.0
8449987ffffffff,93.0,0.0,0.0,0.0
84499a3ffffffff,4.0,0.0,0.0,0.0
84499abffffffff,14.0,0.0,0.0,0.0
84499b1ffffffff,24.0,0.0,0.0,0.0
84499b5ffffffff,9.0,0.0,0.0,0.0
84499bdffffffff,3.0,0.0,0.0,0.0
84499c1ffffffff,11.0,0.0,0.0,0.0
84499c5ffffffff,31.0,0.0,0.0,0.0
84499cdffffffff,29.0,0.0,0.0,0.0
84499dbffffffff,4.0,0.0,0.0,0.0
84499e3ffffffff,12.0,0.0,0.0,0.0
84499e7ffffffff,1.0,0.0,0.0,0.0
84499e9ffffffff,4.0,0.0,0.0,0.0
84499ebffffffff,49.0,0.0,0.0,0.0
8449a21ffffffff,4.0,0.0,0.0,0.0
8449a23ffffffff,3.0,0.0,0.0,0.0
8449a27ffffffff,2.0,0.0,0.0,0.0
8449a2bffffffff,10.0,0.0,0.0,0.0
8449a31ffffffff,4.0,0.0,0.0,0.0
8449a3dffffffff,3.0,0.0,0.0,0.0
8449a81ffffffff,15.0,0.0,0.0,0.0
8449a83ffffffff,29.0,0.0,0.0,0.0
8449a85ffffffff,146.0,0.0,3.0,0.0
8449a87ffffffff,1.0,0.0,0.0,0.0
8449a89ffffffff,23.0,0.0,0.0,0.0
8449a8bffffffff,17.0,0.0,0.0,0.0
8449a8dffffffff,119.0,0.0,0.0,0.0
8449a91ffffffff,252.0,27.0,2.0,0.0
8449a93ffffffff,142.0,6.0,0.0,0.0
8449a95ffffffff,1.0,0.0,0.0,0.0
8449a97ffffffff,178.0,0.0,0.0,0.0
8449a9bffffffff,29.0,0.0,0.0,0.0
8449aa1ffffffff,56.0,2.0,0.0,0.0
8449aa3ffffffff,296.0,0.0,0.0,0.0
8449aa5ffffffff,5.0,0.0,0.0,0.0
8449aa7ffffffff,6.0,0.0,0.0,0.0
8449aa9ffffffff,20.0,0.0,0.0,0.0
8449aabffffffff,16.0,0.0,0.0,0.0
8449ab1ffffffff,85.0,0.0,0.0,0.0
8449ab3ffffffff,10.0,0.0,0.0,0.0
8449ab5ffffffff,77.0,0.0,0.0,0.0
8449ab7ffffffff,6.0,0.0,0.0,0.0
8449ab9ffffffff,1.0,0.0,0.0,0.0
8449abbffffffff,12.0,0.0,0.0,0.0
8449abdffffffff,19.0,0.0,0.0,0.0
8449ac7ffffffff,3.0,0.0,0.0,0.0
8449ad5ffffffff,11.0,0.0,0.0,0.0
8449ae3ffffffff,7.0,0.0,0.0,0.0
8449b03ffffffff,4.0,0.0,0.0,0.0
8449b15ffffffff,4.0,0.0,0.0,0.0
8449b1dffffffff,1.0,0.0,0.0,0.0
8449b21ffffffff,6.0,0.0,0.0,0.0
8449b2bffffffff,4.0,0.0,0.0,0.0
8449b2dffffffff,13.0,0.0,0.0,0.0
8449b31ffffffff,26.0,0.0,0.0,0.0
8449b33ffffffff,223.0,0.0,0.0,0.0
8449b35ffffffff,16.0,0.0,0.0,0.0
8449b37ffffffff,68.0,0.0,0.0,0.0
8449b3bffffffff,16.0,0.0,0.0,0.0
8449b51ffffffff,2.0,0.0,0.0,0.0
8449b53ffffffff,1.0,0.0,0.0,0.0
8449b55ffffffff,13.0,0.0,0.0,0.0
8449b67ffffffff,2.0,0.0,0.0,0.0
846d201ffffffff,3.0,0.0,0.0,0.0
846d203ffffffff,3.0,0.0,0.0,0.0
846d209ffffffff,24.0,0.0,0.0,0.0
846d20bffffffff,15.0,0.0,0.0,0.0
846d20dffffffff,58.0,0.0,0.0,0.0
846d219ffffffff,9.0,0.0,0.0,0.0
846d21bffffffff,2.0,0.0,0.0,0.0
846d21dffffffff,9.0,0.0,0.0,0.0
846d22bffffffff,3.0,0.0,0.0,0.0
846d241ffffffff,5.0,0.0,0.0,0.0
846d243ffffffff,15.0,0.0,0.0,0.0
846d247ffffffff,11.0,0.0,0.0,0.0
846d24bffffffff,47.0,0.0,0.0,0.0
846d251ffffffff,64.0,0.0,0.0,5.0
846d253ffffffff,56.0,0.0,0.0,0.0
846d255ffffffff,53.0,0.0,0.0,0.0
846d257ffffffff,44.0,0.0,0.0,0.0
846d25dffffffff,84.0,0.0,0.0,0.0
846d261ffffffff,1.0,0.0,0.0,0.0
846d267ffffffff,2.0,0.0,0.0,0.0
846d26bffffffff,6.0,0.0,0.0,0.0
846d305ffffffff,15.0,0.0,0.0,0.0
846d309ffffffff,1.0,0.0,0.0,0.0
846d321ffffffff,1.0,0.0,0.0,0.0
846d323ffffffff,4.0,0.0,0.0,0.0
846d32bffffffff,245.0,2.0,0.0,0.0
846d335ffffffff,35.0,8.0,0.0,0.0
846d337ffffffff,5.0,0.0,0.0,0.0
846d339ffffffff,4.0,0.0,0.0,0.0
846d33dffffffff,11.0,0.0,0.0,0.0
846d341ffffffff,73.0,24.0,0.0,0.0
846d343ffffffff,3.0,0.0,0.0,0.0
846d345ffffffff,2.0,0.0,0.0,0.0
846d347ffffffff,5.0,0.0,0.0,0.0
846d34bffffffff,8.0,0.0,0.0,0.0
846d34dffffffff,159.0,3.0,0.0,0.0
846d35bffffffff,51.0,0.0,0.0,0.0
846d35dffffffff,16.0,1.0,0.0,0.0
846d365ffffffff,2.0,0.0,0.0,0.0
846d36dffffffff,4.0,0.0,0.0,0.0
