cell_id,Artamus cinereus,Artamus cinereus normani/inkermani,Artamus cinereus [cinereus Group]
8494313ffffffff,1.0,0.0,0.0
8494511ffffffff,2.0,0.0,2.0
84945e3ffffffff,2.0,0.0,2.0
84948c9ffffffff,2.0,0.0,2.0
8494cddffffffff,2.0,0.0,2.0
8494ed3ffffffff,4.0,0.0,4.0
8494edbffffffff,4.0,0.0,4.0
8494ee1ffffffff,2.0,0.0,2.0
849c4c3ffffffff,2.0,0.0,2.0
849c6a1ffffffff,1.0,0.0,1.0
849c6d1ffffffff,2.0,0.0,2.0
849c743ffffffff,2.0,2.0,0.0
849d257ffffffff,2.0,0.0,0.0
84a7027ffffffff,2.0,0.0,2.0
84a7125ffffffff,2.0,0.0,2.0
84a712dffffffff,2.0,0.0,2.0
84a7163ffffffff,2.0,0.0,2.0
84a71bbffffffff,1.0,0.0,1.0
84a726dffffffff,4.0,0.0,0.0
84a730bffffffff,1.0,0.0,1.0
84b8839ffffffff,1.0,0.0,1.0
84b8857ffffffff,1.0,0.0,1.0
84b8a9dffffffff,2.0,0.0,2.0
84b995bffffffff,1.0,0.0,0.0
84be0dbffffffff,1.0,0.0,0.0
84be465ffffffff,2.0,0.0,0.0
84be533ffffffff,3.0,0.0,0.0
84be539ffffffff,1.0,0.0,0.0
84be53bffffffff,2.0,0.0,0.0
84be547ffffffff,2.0,0.0,0.0
84be883ffffffff,1.0,0.0,0.0
84bee07ffffffff,2.0,0.0,0.0
84beee9ffffffff,2.0,0.0,0.0
84bef07ffffffff,2.0,0.0,0.0
84bef21ffffffff,7.0,0.0,0.0
84c9931ffffffff,5.0,0.0,5.0
84c9b33ffffffff,2.0,0.0,2.0
84c9b3dffffffff,2.0,0.0,2.0
