cell_id,Calidris ptilocnemis,Calidris ptilocnemis ptilocnemis,Calidris ptilocnemis quarta,Calidris ptilocnemis tschuktschorum,Calidris ptilocnemis couesi,Calidris ptilocnemis quarta/tschuktschorum/couesi
840c143ffffffff,93.0,0.0,0.0,0.0,0.0,0.0
840c145ffffffff,156.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,43.0,0.0,0.0,0.0,0.0,0.0
840c14dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,125.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,54.0,0.0,0.0,0.0,0.0,0.0
840c441ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c455ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
840c461ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c503ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
840c507ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c511ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c515ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c51dffffffff,188.0,7.0,0.0,0.0,0.0,5.0
840c523ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c537ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c555ffffffff,28.0,2.0,0.0,0.0,0.0,2.0
840c5a1ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,112.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,102.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
840c809ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
840ca43ffffffff,810.0,0.0,0.0,0.0,0.0,0.0
840ca53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ca55ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840ca99ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
840cad3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cad7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840caddffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cc33ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cc37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840cd8dffffffff,294.0,0.0,0.0,0.0,0.0,0.0
840cdcbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cdebffffffff,56.0,0.0,0.0,0.0,0.0,0.0
840ce33ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ce85ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840ced3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840cee5ffffffff,74.0,1.0,0.0,0.0,0.0,0.0
840cee7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840ceedffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840cf45ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8412829ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
841286dffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8412907ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412909ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8412947ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
84129c1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84129cdffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8412b01ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412b03ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
8412b07ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412b39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8412b43ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8412b47ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8412b4bffffffff,15.0,0.0,0.0,0.0,0.0,0.0
8412b63ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
841391dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8413931ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8413933ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84139e1ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
84139edffffffff,38.0,2.0,0.0,0.0,0.0,0.0
8416013ffffffff,14.0,0.0,0.0,10.0,0.0,0.0
8416507ffffffff,228.0,0.0,0.0,0.0,100.0,0.0
8416531ffffffff,4.0,0.0,0.0,0.0,4.0,0.0
8416539ffffffff,5.0,0.0,0.0,0.0,4.0,0.0
841653bffffffff,55.0,0.0,0.0,0.0,40.0,0.0
8416581ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
841d243ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84225a5ffffffff,755.0,0.0,0.0,0.0,279.0,0.0
8422c0dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8422d01ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8422d05ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8422d09ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
8422d0bffffffff,86.0,0.0,0.0,0.0,0.0,0.0
8422db7ffffffff,3275.0,2112.0,0.0,27.0,2.0,109.0
8422dbdffffffff,104.0,18.0,0.0,0.0,0.0,0.0
8422e87ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8422e8bffffffff,1.0,0.0,0.0,0.0,1.0,0.0
8422e99ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8422e9bffffffff,30.0,0.0,0.0,0.0,0.0,0.0
8422ee3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
842802bffffffff,372.0,0.0,0.0,0.0,0.0,11.0
842819dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84281b3ffffffff,17.0,0.0,0.0,0.0,0.0,0.0
84281cbffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8428355ffffffff,1002.0,0.0,0.0,0.0,0.0,0.0
8428c23ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8428c25ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8428c61ffffffff,368.0,0.0,0.0,0.0,0.0,8.0
8428d8dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428dc9ffffffff,41.0,0.0,0.0,0.0,0.0,0.0
8428dddffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8428debffffffff,97.0,0.0,0.0,0.0,0.0,0.0
8428e65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8428e67ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8428f11ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
8428f17ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8428f19ffffffff,59.0,0.0,0.0,0.0,0.0,3.0
8428f51ffffffff,75.0,0.0,0.0,0.0,0.0,0.0
8428f59ffffffff,109.0,0.0,0.0,0.0,0.0,0.0
