cell_id,Corvus cornix,Corvus cornix [cornix Group],Corvus cornix capellanus
831950fffffffff,786.0,0.0,0.0
831951fffffffff,2.0,0.0,0.0
831952fffffffff,427.0,3.0,0.0
831953fffffffff,43.0,0.0,0.0
831954fffffffff,7.0,0.0,0.0
831955fffffffff,5.0,0.0,0.0
831956fffffffff,521.0,0.0,0.0
83195efffffffff,1.0,0.0,0.0
831972fffffffff,20.0,0.0,0.0
831976fffffffff,20.0,0.0,0.0
831e00fffffffff,30.0,0.0,0.0
831e01fffffffff,82.0,0.0,0.0
831e02fffffffff,1518.0,48.0,0.0
831e03fffffffff,937.0,9.0,0.0
831e04fffffffff,1210.0,51.0,0.0
831e05fffffffff,349.0,2.0,0.0
831e06fffffffff,2334.0,58.0,0.0
831e08fffffffff,198.0,0.0,0.0
831e09fffffffff,6.0,0.0,0.0
831e0afffffffff,1146.0,1.0,0.0
831e0bfffffffff,45.0,0.0,0.0
831e0cfffffffff,162.0,0.0,0.0
831e0dfffffffff,4.0,0.0,0.0
831e0efffffffff,687.0,2.0,0.0
831e10fffffffff,95.0,1.0,0.0
831e11fffffffff,210.0,6.0,0.0
831e12fffffffff,1175.0,0.0,0.0
831e13fffffffff,1241.0,32.0,0.0
831e14fffffffff,14.0,0.0,0.0
831e15fffffffff,363.0,11.0,0.0
831e16fffffffff,53.0,1.0,0.0
831e18fffffffff,88.0,1.0,0.0
831e19fffffffff,216.0,5.0,0.0
831e1afffffffff,20.0,0.0,0.0
831e1bfffffffff,2777.0,0.0,0.0
831e1cfffffffff,374.0,20.0,0.0
831e1dfffffffff,448.0,18.0,0.0
831e1efffffffff,56.0,0.0,0.0
831e20fffffffff,98.0,0.0,0.0
831e21fffffffff,66.0,0.0,0.0
831e22fffffffff,444.0,6.0,0.0
831e23fffffffff,157.0,0.0,0.0
831e24fffffffff,133.0,0.0,0.0
831e25fffffffff,48.0,0.0,0.0
831e26fffffffff,91.0,0.0,0.0
831e28fffffffff,60.0,0.0,0.0
831e29fffffffff,16.0,0.0,0.0
831e2afffffffff,83.0,0.0,0.0
831e2bfffffffff,15.0,0.0,0.0
831e2cfffffffff,13.0,0.0,0.0
831e2dfffffffff,27.0,0.0,0.0
831e2efffffffff,242.0,0.0,0.0
831e30fffffffff,353.0,6.0,0.0
831e31fffffffff,195.0,0.0,0.0
831e32fffffffff,6.0,0.0,0.0
831e33fffffffff,243.0,3.0,0.0
831e34fffffffff,167.0,0.0,0.0
831e35fffffffff,759.0,0.0,0.0
831e36fffffffff,46.0,5.0,0.0
831e41fffffffff,2.0,0.0,0.0
831e42fffffffff,169.0,0.0,0.0
831e46fffffffff,20.0,0.0,0.0
831e49fffffffff,6.0,0.0,0.0
831e4afffffffff,12.0,0.0,0.0
831e4bfffffffff,16.0,0.0,0.0
831e4cfffffffff,2.0,0.0,0.0
831e4dfffffffff,49.0,0.0,0.0
831e50fffffffff,4.0,0.0,0.0
831e51fffffffff,264.0,0.0,0.0
831e52fffffffff,61.0,0.0,0.0
831e53fffffffff,1.0,0.0,0.0
831e54fffffffff,1.0,0.0,0.0
831e55fffffffff,13.0,0.0,0.0
831e56fffffffff,2.0,0.0,0.0
831e58fffffffff,48.0,0.0,0.0
831e5afffffffff,339.0,0.0,0.0
831e5cfffffffff,138.0,0.0,0.0
831e5dfffffffff,50.0,0.0,0.0
831e5efffffffff,432.0,0.0,0.0
831e61fffffffff,13.0,0.0,0.0
831e62fffffffff,3.0,0.0,0.0
831e63fffffffff,414.0,0.0,0.0
831e64fffffffff,26.0,0.0,0.0
831e65fffffffff,6.0,0.0,0.0
831e69fffffffff,21.0,0.0,0.0
831e6afffffffff,35.0,0.0,0.0
831e6bfffffffff,129.0,0.0,0.0
831e6dfffffffff,93.0,0.0,0.0
831e6efffffffff,19.0,0.0,0.0
831e72fffffffff,9.0,0.0,0.0
831e74fffffffff,18.0,0.0,0.0
831e75fffffffff,2.0,0.0,0.0
831e76fffffffff,21.0,0.0,0.0
831e80fffffffff,1036.0,1.0,0.0
831e81fffffffff,25.0,0.0,0.0
831e82fffffffff,157.0,0.0,0.0
831e83fffffffff,205.0,0.0,0.0
831e84fffffffff,213.0,0.0,0.0
831e85fffffffff,41.0,2.0,0.0
831e86fffffffff,241.0,0.0,0.0
831e88fffffffff,4.0,0.0,0.0
831e8afffffffff,3.0,0.0,0.0
831e8bfffffffff,5.0,0.0,0.0
831e8cfffffffff,6.0,0.0,0.0
831e8dfffffffff,24.0,1.0,0.0
831e8efffffffff,13.0,0.0,0.0
831e90fffffffff,5.0,0.0,0.0
831e92fffffffff,39.0,0.0,0.0
831e94fffffffff,73.0,3.0,0.0
831e96fffffffff,29.0,0.0,0.0
831e99fffffffff,1.0,0.0,0.0
831e9afffffffff,89.0,1.0,0.0
831e9bfffffffff,45.0,1.0,0.0
831e9dfffffffff,54.0,0.0,0.0
831ea0fffffffff,308.0,0.0,0.0
831ea1fffffffff,218.0,5.0,0.0
831ea2fffffffff,333.0,0.0,0.0
831ea3fffffffff,33.0,0.0,0.0
831ea4fffffffff,168.0,0.0,0.0
831ea5fffffffff,244.0,0.0,0.0
831ea6fffffffff,21.0,0.0,0.0
831ea8fffffffff,220.0,0.0,0.0
831ea9fffffffff,42.0,0.0,0.0
831eaafffffffff,1.0,0.0,0.0
831eabfffffffff,155.0,12.0,0.0
831eacfffffffff,113.0,3.0,0.0
831eadfffffffff,74.0,0.0,0.0
831eaefffffffff,72.0,0.0,0.0
831eb0fffffffff,265.0,14.0,0.0
831eb1fffffffff,75.0,0.0,0.0
831eb2fffffffff,144.0,2.0,0.0
831eb3fffffffff,135.0,6.0,0.0
831eb4fffffffff,13.0,0.0,0.0
831eb5fffffffff,162.0,0.0,0.0
831ec0fffffffff,759.0,0.0,0.0
831ec1fffffffff,495.0,0.0,0.0
831ec2fffffffff,996.0,0.0,0.0
831ec3fffffffff,465.0,0.0,0.0
831ec4fffffffff,567.0,0.0,0.0
831ec5fffffffff,27.0,0.0,0.0
831ec6fffffffff,36.0,0.0,0.0
831ec8fffffffff,103.0,0.0,0.0
831ec9fffffffff,4219.0,0.0,0.0
831ecafffffffff,639.0,0.0,0.0
831ecbfffffffff,206.0,0.0,0.0
831eccfffffffff,101.0,0.0,0.0
831ecdfffffffff,499.0,0.0,0.0
831ecefffffffff,476.0,0.0,0.0
831ed0fffffffff,118.0,0.0,0.0
831ed1fffffffff,327.0,0.0,0.0
831ed2fffffffff,70.0,0.0,0.0
831ed3fffffffff,147.0,0.0,0.0
831ed4fffffffff,229.0,0.0,0.0
831ed5fffffffff,138.0,0.0,0.0
831ed6fffffffff,70.0,0.0,0.0
831ed8fffffffff,1.0,0.0,0.0
831ed9fffffffff,637.0,0.0,0.0
831edafffffffff,1299.0,0.0,0.0
831edbfffffffff,23.0,0.0,0.0
831edcfffffffff,433.0,0.0,0.0
831eddfffffffff,2.0,0.0,0.0
831edefffffffff,460.0,0.0,0.0
831ee1fffffffff,2.0,0.0,0.0
831ee2fffffffff,38.0,0.0,0.0
831ee3fffffffff,83.0,0.0,0.0
831ee5fffffffff,1.0,0.0,0.0
831ee6fffffffff,371.0,0.0,0.0
831ee8fffffffff,100.0,0.0,0.0
831ee9fffffffff,179.0,0.0,0.0
831eeafffffffff,48.0,0.0,0.0
831eebfffffffff,342.0,0.0,0.0
831eecfffffffff,51.0,0.0,0.0
831eedfffffffff,65.0,0.0,0.0
831eeefffffffff,69.0,0.0,0.0
831ef0fffffffff,66.0,0.0,0.0
831ef1fffffffff,102.0,0.0,0.0
831ef2fffffffff,148.0,0.0,0.0
831ef3fffffffff,19.0,0.0,0.0
831ef4fffffffff,61.0,0.0,0.0
831ef5fffffffff,193.0,0.0,0.0
831ef6fffffffff,54.0,0.0,0.0
831f00fffffffff,472.0,287.0,0.0
831f01fffffffff,164.0,0.0,0.0
831f02fffffffff,23.0,0.0,0.0
831f03fffffffff,149.0,1.0,0.0
831f04fffffffff,116.0,20.0,0.0
831f05fffffffff,2669.0,127.0,0.0
831f06fffffffff,31.0,0.0,0.0
831f08fffffffff,1.0,0.0,0.0
831f09fffffffff,32.0,0.0,0.0
831f0afffffffff,9.0,0.0,0.0
831f0bfffffffff,47.0,0.0,0.0
831f0cfffffffff,9.0,0.0,0.0
831f0dfffffffff,19.0,0.0,0.0
831f0efffffffff,103.0,0.0,0.0
831f11fffffffff,2.0,0.0,0.0
831f15fffffffff,7.0,0.0,0.0
831f18fffffffff,866.0,15.0,0.0
831f19fffffffff,585.0,5.0,0.0
831f1afffffffff,41.0,0.0,0.0
831f1bfffffffff,313.0,0.0,0.0
831f1cfffffffff,257.0,10.0,0.0
831f1dfffffffff,763.0,9.0,0.0
831f1efffffffff,21.0,0.0,0.0
831f20fffffffff,37.0,4.0,0.0
831f21fffffffff,238.0,20.0,0.0
831f22fffffffff,217.0,24.0,0.0
831f23fffffffff,497.0,148.0,0.0
831f24fffffffff,144.0,18.0,0.0
831f25fffffffff,227.0,1.0,0.0
831f26fffffffff,157.0,18.0,0.0
831f28fffffffff,203.0,0.0,0.0
831f29fffffffff,285.0,0.0,0.0
831f2afffffffff,1060.0,734.0,0.0
831f2cfffffffff,52.0,0.0,0.0
831f2dfffffffff,176.0,0.0,0.0
831f2efffffffff,317.0,12.0,0.0
831f30fffffffff,4.0,0.0,0.0
831f31fffffffff,226.0,120.0,0.0
831f33fffffffff,92.0,0.0,0.0
831f35fffffffff,194.0,67.0,0.0
831f40fffffffff,149.0,0.0,0.0
831f41fffffffff,46.0,0.0,0.0
831f42fffffffff,28.0,0.0,0.0
831f44fffffffff,5.0,0.0,0.0
831f45fffffffff,17.0,0.0,0.0
831f46fffffffff,14.0,0.0,0.0
831f48fffffffff,11.0,0.0,0.0
831f49fffffffff,4.0,0.0,0.0
831f4afffffffff,6.0,0.0,0.0
831f4bfffffffff,5.0,0.0,0.0
831f4cfffffffff,19.0,0.0,0.0
831f4efffffffff,814.0,0.0,0.0
831f50fffffffff,10.0,0.0,0.0
831f51fffffffff,284.0,0.0,0.0
831f52fffffffff,145.0,0.0,0.0
831f53fffffffff,493.0,0.0,0.0
831f54fffffffff,34.0,0.0,0.0
831f55fffffffff,27.0,0.0,0.0
831f56fffffffff,68.0,0.0,0.0
831f58fffffffff,11.0,0.0,0.0
831f59fffffffff,36.0,0.0,0.0
831f5afffffffff,17.0,0.0,0.0
831f5bfffffffff,8.0,0.0,0.0
831f5cfffffffff,37.0,0.0,0.0
831f5dfffffffff,12.0,0.0,0.0
831f5efffffffff,72.0,0.0,0.0
831f60fffffffff,236.0,0.0,0.0
831f61fffffffff,31.0,0.0,0.0
831f62fffffffff,14.0,0.0,0.0
831f63fffffffff,10.0,0.0,0.0
831f64fffffffff,39.0,3.0,0.0
831f65fffffffff,62.0,0.0,0.0
831f66fffffffff,9.0,0.0,0.0
831f68fffffffff,6.0,0.0,0.0
831f6afffffffff,16.0,0.0,0.0
831f6bfffffffff,3.0,0.0,0.0
831f6cfffffffff,15.0,0.0,0.0
831f6efffffffff,29.0,0.0,0.0
831f70fffffffff,10.0,0.0,0.0
831f71fffffffff,746.0,0.0,0.0
831f72fffffffff,1643.0,0.0,0.0
831f73fffffffff,36.0,2.0,0.0
831f75fffffffff,69.0,0.0,0.0
831f89fffffffff,3.0,0.0,0.0
831f8afffffffff,30.0,0.0,0.0
831f8bfffffffff,19.0,0.0,0.0
831f98fffffffff,592.0,0.0,0.0
831f99fffffffff,368.0,0.0,0.0
831f9afffffffff,189.0,0.0,0.0
831f9bfffffffff,140.0,0.0,0.0
831f9cfffffffff,12.0,0.0,0.0
831f9dfffffffff,294.0,10.0,0.0
831f9efffffffff,16.0,0.0,0.0
83200afffffffff,4.0,0.0,0.0
83200efffffffff,1.0,0.0,0.0
832012fffffffff,2.0,0.0,0.0
832013fffffffff,2.0,0.0,0.0
832016fffffffff,4.0,0.0,0.0
832018fffffffff,46.0,0.0,0.0
83201afffffffff,39.0,0.0,0.0
83201bfffffffff,16.0,0.0,0.0
83202dfffffffff,3.0,0.0,0.0
832045fffffffff,4.0,0.0,0.0
832068fffffffff,15.0,0.0,0.0
83206cfffffffff,3.0,0.0,0.0
83206dfffffffff,2.0,0.0,0.0
832084fffffffff,1.0,0.0,0.0
83208dfffffffff,1.0,0.0,0.0
8320a1fffffffff,4.0,0.0,0.0
8320a2fffffffff,18.0,0.0,0.0
8320a5fffffffff,5.0,0.0,0.0
8320a6fffffffff,3.0,0.0,0.0
8320a8fffffffff,2.0,0.0,0.0
8320a9fffffffff,4.0,0.0,0.0
8320acfffffffff,2.0,0.0,0.0
8320adfffffffff,18.0,0.0,0.0
8320aefffffffff,8.0,0.0,0.0
8320b1fffffffff,7.0,0.0,0.0
8320b3fffffffff,6.0,0.0,0.0
8320e2fffffffff,1.0,0.0,0.0
8320e4fffffffff,1.0,0.0,0.0
8320e6fffffffff,14.0,0.0,0.0
8320f2fffffffff,2.0,0.0,0.0
8320f5fffffffff,11.0,0.0,0.0
83210cfffffffff,1.0,0.0,0.0
832123fffffffff,60.0,0.0,0.0
832126fffffffff,2.0,0.0,0.0
83212bfffffffff,2.0,0.0,0.0
83212cfffffffff,2.0,0.0,0.0
83212dfffffffff,2.0,0.0,0.0
832141fffffffff,2.0,0.0,0.0
832148fffffffff,20.0,0.0,0.0
832149fffffffff,3.0,0.0,0.0
83214afffffffff,23.0,0.0,0.0
83214bfffffffff,1.0,0.0,0.0
832150fffffffff,17.0,0.0,0.0
832152fffffffff,64.0,0.0,0.0
832153fffffffff,49.0,0.0,0.0
832156fffffffff,5.0,0.0,0.0
832165fffffffff,2.0,0.0,0.0
832171fffffffff,1.0,0.0,0.0
832184fffffffff,1.0,0.0,0.0
832198fffffffff,2.0,0.0,0.0
83255afffffffff,5.0,0.0,0.0
832c00fffffffff,270.0,0.0,0.0
832c01fffffffff,152.0,0.0,0.0
832c02fffffffff,4.0,0.0,0.0
832c03fffffffff,110.0,0.0,0.0
832c04fffffffff,1611.0,0.0,0.0
832c05fffffffff,177.0,0.0,0.0
832c06fffffffff,149.0,0.0,0.0
832c08fffffffff,6.0,0.0,0.0
832c09fffffffff,38.0,0.0,0.0
832c0afffffffff,11.0,0.0,0.0
832c0bfffffffff,349.0,0.0,0.0
832c0cfffffffff,140.0,0.0,0.0
832c0dfffffffff,4.0,0.0,0.0
832c0efffffffff,5.0,0.0,0.0
832c10fffffffff,18.0,0.0,0.0
832c11fffffffff,16.0,0.0,0.0
832c12fffffffff,11.0,0.0,0.0
832c13fffffffff,56.0,0.0,0.0
832c14fffffffff,5.0,0.0,0.0
832c15fffffffff,62.0,0.0,0.0
832c16fffffffff,4.0,0.0,0.0
832c18fffffffff,27.0,0.0,0.0
832c19fffffffff,138.0,0.0,0.0
832c1afffffffff,17.0,0.0,0.0
832c1bfffffffff,21.0,0.0,0.0
832c1cfffffffff,8.0,0.0,0.0
832c1dfffffffff,58.0,0.0,0.0
832c1efffffffff,78.0,0.0,0.0
832c20fffffffff,322.0,0.0,0.0
832c21fffffffff,521.0,0.0,0.0
832c22fffffffff,43.0,0.0,0.0
832c23fffffffff,40.0,0.0,0.0
832c24fffffffff,22.0,0.0,0.0
832c26fffffffff,63.0,0.0,0.0
832c28fffffffff,223.0,0.0,0.0
832c2afffffffff,794.0,0.0,0.0
832c2bfffffffff,27.0,0.0,0.0
832c2cfffffffff,19.0,0.0,0.0
832c2efffffffff,191.0,0.0,0.0
832c30fffffffff,36.0,0.0,0.0
832c31fffffffff,17.0,0.0,0.0
832c32fffffffff,5.0,0.0,0.0
832c33fffffffff,61.0,0.0,0.0
832c34fffffffff,5.0,0.0,0.0
832c35fffffffff,9.0,0.0,0.0
832c36fffffffff,3.0,0.0,0.0
832c42fffffffff,12.0,0.0,0.0
832c56fffffffff,4.0,0.0,0.0
832c60fffffffff,6.0,0.0,0.0
832c62fffffffff,69.0,0.0,0.0
832c66fffffffff,14.0,0.0,0.0
832c6afffffffff,5.0,0.0,0.0
832c6dfffffffff,2.0,0.0,0.0
832c6efffffffff,2.0,0.0,0.0
832c70fffffffff,14.0,0.0,0.0
832c72fffffffff,31.0,0.0,0.0
832c76fffffffff,41.0,0.0,0.0
832c81fffffffff,4.0,0.0,0.0
832c83fffffffff,16.0,0.0,0.0
832c85fffffffff,2.0,0.0,0.0
832c88fffffffff,6.0,0.0,0.0
832c89fffffffff,4.0,0.0,0.0
832c8cfffffffff,5.0,0.0,0.0
832c8dfffffffff,32.0,0.0,0.0
832c8efffffffff,3.0,1.0,0.0
832c99fffffffff,2.0,0.0,0.0
