cell_id,Acrocephalus stentoreus,Acrocephalus stentoreus stentoreus/levantinus,Acrocephalus stentoreus [brunnescens Group]
833d93fffffffff,7.0,0.0,0.0
833d96fffffffff,58.0,0.0,0.0
833d98fffffffff,44.0,0.0,0.0
833d99fffffffff,2.0,0.0,0.0
833d9afffffffff,9.0,0.0,0.0
833d9bfffffffff,8.0,0.0,0.0
833d9efffffffff,27.0,0.0,0.0
833da0fffffffff,7.0,0.0,0.0
833da1fffffffff,797.0,0.0,0.0
833da2fffffffff,18.0,0.0,0.0
833da3fffffffff,705.0,0.0,0.0
833da5fffffffff,15.0,0.0,0.0
833da6fffffffff,3.0,0.0,0.0
833da9fffffffff,2.0,0.0,0.0
833daafffffffff,8.0,0.0,0.0
833dacfffffffff,109.0,0.0,0.0
833daefffffffff,4.0,0.0,0.0
833db1fffffffff,3.0,0.0,0.0
833db2fffffffff,54.0,0.0,0.0
833db3fffffffff,16.0,0.0,0.0
833db4fffffffff,1.0,0.0,0.0
833db5fffffffff,7.0,0.0,0.0
833db6fffffffff,32.0,0.0,0.0
833e58fffffffff,115.0,0.0,0.0
833e5bfffffffff,22.0,0.0,0.0
833e5cfffffffff,14.0,0.0,0.0
833e5dfffffffff,1.0,0.0,0.0
833e60fffffffff,7.0,0.0,0.0
833e62fffffffff,49.0,0.0,0.0
833e64fffffffff,3.0,0.0,0.0
833e65fffffffff,2.0,0.0,0.0
833e66fffffffff,2.0,0.0,0.0
833e68fffffffff,20.0,0.0,0.0
833e6cfffffffff,2.0,0.0,0.0
833e70fffffffff,2.0,0.0,0.0
833e71fffffffff,17.0,0.0,0.0
833e75fffffffff,1.0,0.0,0.0
833ee9fffffffff,17.0,0.0,0.0
833f59fffffffff,4.0,0.0,0.0
834040fffffffff,14.0,0.0,0.0
834043fffffffff,12.0,0.0,0.0
834071fffffffff,7.0,0.0,0.0
834206fffffffff,1.0,0.0,0.0
834225fffffffff,15.0,0.0,0.0
834233fffffffff,3.0,0.0,0.0
834249fffffffff,24.0,0.0,0.0
83424dfffffffff,1.0,0.0,0.0
834254fffffffff,7.0,0.0,0.0
83425afffffffff,6.0,0.0,0.0
834269fffffffff,72.0,0.0,0.0
8342c0fffffffff,440.0,0.0,0.0
8342c1fffffffff,94.0,0.0,0.0
8342c2fffffffff,206.0,0.0,0.0
8342c3fffffffff,61.0,0.0,0.0
8342c4fffffffff,123.0,0.0,0.0
8342c5fffffffff,45.0,0.0,0.0
8342c6fffffffff,120.0,0.0,0.0
8342c8fffffffff,12.0,0.0,0.0
8342c9fffffffff,3.0,0.0,0.0
8342cafffffffff,191.0,0.0,0.0
8342cbfffffffff,6.0,0.0,0.0
8342ccfffffffff,185.0,0.0,0.0
8342cdfffffffff,45.0,0.0,0.0
8342cefffffffff,1071.0,0.0,0.0
8342d1fffffffff,14.0,0.0,0.0
8342d5fffffffff,5.0,0.0,0.0
8342d9fffffffff,54.0,0.0,0.0
8342dbfffffffff,633.0,0.0,0.0
8342dcfffffffff,168.0,0.0,0.0
8342ddfffffffff,299.0,0.0,0.0
8342e0fffffffff,6.0,0.0,0.0
8342e2fffffffff,3.0,0.0,0.0
8342e3fffffffff,6.0,0.0,0.0
8342e4fffffffff,3.0,0.0,0.0
8342e8fffffffff,3.0,0.0,0.0
8342e9fffffffff,2.0,0.0,0.0
8342eafffffffff,22.0,0.0,0.0
834304fffffffff,2.0,0.0,0.0
834305fffffffff,2.0,0.0,0.0
834310fffffffff,5.0,0.0,0.0
834313fffffffff,6.0,0.0,0.0
83431efffffffff,36.0,0.0,0.0
834324fffffffff,13.0,0.0,0.0
834325fffffffff,8.0,0.0,0.0
834331fffffffff,7.0,0.0,0.0
834334fffffffff,3.0,0.0,0.0
834350fffffffff,10.0,0.0,0.0
834360fffffffff,105.0,0.0,0.0
834361fffffffff,8.0,0.0,0.0
834363fffffffff,2.0,0.0,0.0
834388fffffffff,3.0,0.0,0.0
83438cfffffffff,70.0,0.0,30.0
834393fffffffff,1.0,0.0,0.0
834396fffffffff,5.0,0.0,5.0
834398fffffffff,53.0,0.0,19.0
8343a0fffffffff,204.0,0.0,6.0
8343a1fffffffff,489.0,0.0,33.0
8343a3fffffffff,107.0,0.0,1.0
8343a6fffffffff,4.0,0.0,1.0
8343a8fffffffff,101.0,0.0,12.0
8343a9fffffffff,12.0,0.0,0.0
8343aafffffffff,10.0,0.0,0.0
8343acfffffffff,320.0,0.0,57.0
8343adfffffffff,19.0,0.0,0.0
8343aefffffffff,951.0,0.0,55.0
835211fffffffff,9.0,0.0,0.0
835215fffffffff,11.0,0.0,0.0
83521cfffffffff,5.0,0.0,0.0
83521efffffffff,9.0,0.0,0.0
83524cfffffffff,2.0,0.0,0.0
83524dfffffffff,66.0,0.0,15.0
835269fffffffff,11.0,0.0,4.0
8352d4fffffffff,5.0,0.0,0.0
835312fffffffff,4.0,0.0,0.0
835345fffffffff,66.0,0.0,0.0
83534cfffffffff,4.0,0.0,0.0
83534dfffffffff,94.0,0.0,6.0
835355fffffffff,3.0,0.0,0.0
835363fffffffff,25.0,0.0,0.0
835368fffffffff,4.0,0.0,0.0
83536afffffffff,101.0,0.0,18.0
83536bfffffffff,58.0,0.0,0.0
83536efffffffff,64.0,0.0,0.0
835373fffffffff,1.0,0.0,0.0
8353adfffffffff,13.0,0.0,0.0
8353b4fffffffff,5.0,0.0,0.0
836002fffffffff,531.0,0.0,0.0
836004fffffffff,349.0,0.0,0.0
836006fffffffff,606.0,0.0,0.0
836010fffffffff,42.0,0.0,0.0
836011fffffffff,236.0,0.0,0.0
836012fffffffff,7.0,0.0,0.0
836013fffffffff,18.0,0.0,0.0
836014fffffffff,2141.0,0.0,0.0
836015fffffffff,1050.0,0.0,0.0
836016fffffffff,751.0,0.0,0.0
83601efffffffff,538.0,0.0,0.0
836022fffffffff,1609.0,0.0,0.0
836026fffffffff,293.0,0.0,0.0
836030fffffffff,149.0,0.0,0.0
836031fffffffff,1426.0,0.0,0.0
836032fffffffff,329.0,0.0,0.0
836033fffffffff,586.0,0.0,0.0
836034fffffffff,23.0,0.0,0.0
836035fffffffff,77.0,0.0,0.0
836036fffffffff,189.0,0.0,0.0
836080fffffffff,6.0,0.0,0.0
836081fffffffff,2.0,0.0,0.0
836084fffffffff,24.0,0.0,0.0
836085fffffffff,15.0,0.0,0.0
836086fffffffff,5.0,0.0,0.0
836088fffffffff,173.0,0.0,0.0
83608afffffffff,9.0,0.0,0.0
83608bfffffffff,1622.0,0.0,0.0
83608cfffffffff,9.0,0.0,0.0
83608dfffffffff,4.0,0.0,0.0
83608efffffffff,279.0,0.0,0.0
836090fffffffff,87.0,0.0,0.0
836091fffffffff,27.0,0.0,0.0
836092fffffffff,10.0,0.0,0.0
836093fffffffff,8.0,0.0,0.0
836094fffffffff,9.0,0.0,0.0
836095fffffffff,3.0,0.0,0.0
836096fffffffff,154.0,0.0,0.0
836098fffffffff,36.0,0.0,0.0
836099fffffffff,71.0,0.0,0.0
83609dfffffffff,15.0,0.0,0.0
83609efffffffff,394.0,0.0,0.0
8360a0fffffffff,17.0,0.0,0.0
8360a1fffffffff,18.0,0.0,0.0
8360a2fffffffff,186.0,0.0,0.0
8360a3fffffffff,23.0,0.0,0.0
8360a5fffffffff,20.0,0.0,0.0
8360a6fffffffff,28.0,0.0,0.0
8360a8fffffffff,121.0,0.0,0.0
8360a9fffffffff,465.0,0.0,0.0
8360aafffffffff,39.0,0.0,0.0
8360abfffffffff,81.0,0.0,0.0
8360acfffffffff,71.0,0.0,0.0
8360adfffffffff,74.0,0.0,0.0
8360aefffffffff,26.0,0.0,0.0
8360b0fffffffff,19.0,0.0,0.0
8360b1fffffffff,589.0,0.0,0.0
8360b2fffffffff,5.0,0.0,0.0
8360b3fffffffff,13.0,0.0,0.0
8360b4fffffffff,9.0,0.0,0.0
8360b5fffffffff,31.0,0.0,0.0
8360b6fffffffff,5.0,0.0,0.0
8360f6fffffffff,6.0,0.0,0.0
836100fffffffff,3.0,0.0,0.0
836102fffffffff,54.0,0.0,0.0
836106fffffffff,289.0,0.0,3.0
836110fffffffff,2.0,0.0,2.0
836111fffffffff,3.0,0.0,0.0
836113fffffffff,2.0,0.0,0.0
836115fffffffff,1.0,0.0,0.0
83611afffffffff,1.0,0.0,0.0
83611bfffffffff,25.0,0.0,0.0
83611cfffffffff,136.0,0.0,0.0
83611efffffffff,18.0,0.0,0.0
836188fffffffff,110.0,0.0,0.0
836189fffffffff,1525.0,0.0,0.0
83618afffffffff,6.0,0.0,0.0
83618bfffffffff,12.0,0.0,0.0
83618cfffffffff,877.0,0.0,0.0
83618dfffffffff,60.0,0.0,0.0
83618efffffffff,112.0,0.0,0.0
836198fffffffff,19.0,0.0,0.0
836199fffffffff,4.0,0.0,0.0
83619afffffffff,80.0,0.0,0.0
83619bfffffffff,1.0,0.0,0.0
83619dfffffffff,2.0,0.0,0.0
83619efffffffff,1.0,0.0,0.0
8361a9fffffffff,7.0,0.0,0.0
8361abfffffffff,101.0,0.0,0.0
8361adfffffffff,5.0,0.0,0.0
836324fffffffff,1.0,0.0,0.0
836326fffffffff,18.0,0.0,0.0
836330fffffffff,42.0,0.0,6.0
836332fffffffff,140.0,0.0,25.0
83640afffffffff,11.0,0.0,0.0
83640bfffffffff,16.0,0.0,0.0
83648cfffffffff,2.0,0.0,0.0
836492fffffffff,1.0,0.0,0.0
836498fffffffff,16.0,0.0,4.0
83649bfffffffff,1.0,0.0,0.0
83649dfffffffff,4.0,0.0,0.0
8364e4fffffffff,548.0,0.0,0.0
836843fffffffff,2.0,0.0,0.0
836845fffffffff,2.0,0.0,0.0
836846fffffffff,2.0,0.0,0.0
83684efffffffff,47.0,0.0,3.0
836856fffffffff,8.0,0.0,0.0
836858fffffffff,17.0,0.0,3.0
83685cfffffffff,1.0,0.0,0.0
83685dfffffffff,21.0,0.0,0.0
83685efffffffff,51.0,0.0,0.0
836865fffffffff,2.0,0.0,2.0
836871fffffffff,2.0,0.0,0.0
836875fffffffff,3.0,0.0,0.0
836892fffffffff,3.0,0.0,0.0
8368c3fffffffff,13.0,0.0,0.0
8368c8fffffffff,9.0,0.0,0.0
8368cefffffffff,1.0,0.0,0.0
8368d0fffffffff,5.0,0.0,1.0
8368d2fffffffff,2.0,0.0,2.0
836941fffffffff,385.0,0.0,20.0
836943fffffffff,9.0,0.0,0.0
836945fffffffff,2.0,0.0,0.0
83694bfffffffff,7.0,0.0,0.0
83694efffffffff,365.0,0.0,16.0
836958fffffffff,6.0,0.0,0.0
83695dfffffffff,10.0,0.0,0.0
836968fffffffff,2.0,0.0,0.0
83696cfffffffff,32.0,0.0,0.0
83696dfffffffff,2.0,0.0,0.0
838c10fffffffff,66.0,0.0,10.0
838c12fffffffff,3.0,0.0,0.0
838c13fffffffff,2.0,0.0,0.0
838d80fffffffff,5.0,0.0,2.0
838d8cfffffffff,2.0,0.0,0.0
838d8dfffffffff,2.0,0.0,0.0
839500fffffffff,28.0,0.0,0.0
