cell_id,Pitta sordida,Pitta sordida cucullata,Pitta sordida mulleri/bangkana,Pitta sordida sordida/palawanensis,Pitta sordida sanghirana
843c159ffffffff,28.0,0.0,0.0,0.0,0.0
843c19bffffffff,12.0,0.0,0.0,0.0,0.0
843c1c3ffffffff,3.0,0.0,0.0,0.0,0.0
843c527ffffffff,6.0,0.0,0.0,0.0,0.0
843c581ffffffff,22.0,0.0,0.0,0.0,0.0
843c58dffffffff,2.0,0.0,0.0,0.0,0.0
843c5a1ffffffff,54.0,0.0,0.0,0.0,0.0
843c5abffffffff,4.0,0.0,0.0,0.0,0.0
843c5adffffffff,1.0,0.0,0.0,0.0,0.0
843cc05ffffffff,1.0,0.0,0.0,0.0,0.0
843cc07ffffffff,2.0,0.0,0.0,0.0,0.0
843cc0bffffffff,7.0,0.0,0.0,0.0,0.0
843cc29ffffffff,1.0,0.0,0.0,0.0,0.0
843cc2bffffffff,2.0,0.0,0.0,0.0,0.0
843cc41ffffffff,9.0,0.0,0.0,0.0,0.0
843cc45ffffffff,60.0,0.0,0.0,0.0,0.0
843cc47ffffffff,9.0,0.0,0.0,0.0,0.0
843cc5bffffffff,8.0,0.0,0.0,0.0,0.0
843cc5dffffffff,9.0,0.0,0.0,0.0,0.0
843cc6bffffffff,29.0,0.0,0.0,0.0,0.0
843cd91ffffffff,2.0,0.0,0.0,0.0,0.0
843cdcdffffffff,2.0,0.0,0.0,0.0,0.0
843ce03ffffffff,1.0,0.0,0.0,0.0,0.0
843ce15ffffffff,12.0,0.0,0.0,0.0,0.0
843ce2bffffffff,1.0,0.0,0.0,0.0,0.0
843ce55ffffffff,17.0,0.0,0.0,0.0,0.0
843ce57ffffffff,16.0,0.0,0.0,0.0,0.0
843ce8bffffffff,2.0,0.0,0.0,0.0,0.0
843cebbffffffff,1.0,1.0,0.0,0.0,0.0
843cec1ffffffff,6.0,0.0,0.0,0.0,0.0
843cec3ffffffff,7.0,0.0,0.0,0.0,0.0
843cec9ffffffff,25.0,0.0,0.0,0.0,0.0
843cf31ffffffff,3.0,0.0,0.0,0.0,0.0
843cf3dffffffff,4.0,0.0,0.0,0.0,0.0
843d107ffffffff,25.0,0.0,0.0,0.0,0.0
843d137ffffffff,17.0,0.0,0.0,0.0,0.0
843d13dffffffff,7.0,0.0,0.0,0.0,0.0
843da97ffffffff,1.0,0.0,0.0,0.0,0.0
843da99ffffffff,2.0,0.0,0.0,0.0,0.0
843da9dffffffff,3.0,0.0,0.0,0.0,0.0
843dad1ffffffff,44.0,0.0,0.0,0.0,0.0
843dad9ffffffff,1.0,0.0,0.0,0.0,0.0
843daddffffffff,68.0,0.0,0.0,0.0,0.0
844049bffffffff,3.0,0.0,0.0,0.0,0.0
84404ddffffffff,11.0,1.0,0.0,0.0,0.0
8440619ffffffff,7.0,0.0,0.0,0.0,0.0
846414dffffffff,2.0,0.0,0.0,0.0,0.0
8464165ffffffff,4.0,0.0,0.0,0.0,0.0
846416dffffffff,50.0,13.0,0.0,0.0,0.0
84641bdffffffff,2.0,0.0,0.0,0.0,0.0
846430bffffffff,2.0,0.0,0.0,0.0,0.0
8464313ffffffff,4.0,1.0,0.0,0.0,0.0
8464319ffffffff,7.0,0.0,0.0,0.0,0.0
8464323ffffffff,10.0,8.0,0.0,0.0,0.0
846433dffffffff,3.0,1.0,0.0,0.0,0.0
8464359ffffffff,3.0,1.0,0.0,0.0,0.0
