cell_id,Pitta sordida,Pitta sordida cucullata,Pitta sordida mulleri/bangkana,Pitta sordida sordida/palawanensis,Pitta sordida sanghirana
846435bffffffff,1.0,0.0,0.0,0.0,0.0
84648c1ffffffff,7.0,0.0,0.0,0.0,0.0
84648c9ffffffff,3.0,0.0,0.0,0.0,0.0
84649d7ffffffff,2.0,0.0,0.0,0.0,0.0
8464a1bffffffff,2.0,0.0,0.0,0.0,0.0
8464a4bffffffff,30.0,2.0,0.0,0.0,0.0
8464a57ffffffff,3.0,0.0,0.0,0.0,0.0
8465005ffffffff,18.0,0.0,0.0,0.0,0.0
8465009ffffffff,8.0,0.0,0.0,0.0,0.0
8465033ffffffff,14.0,0.0,0.0,0.0,0.0
8465051ffffffff,48.0,0.0,0.0,0.0,0.0
8465057ffffffff,7.0,0.0,0.0,0.0,0.0
8465063ffffffff,1.0,0.0,0.0,0.0,0.0
8465183ffffffff,1.0,0.0,0.0,0.0,0.0
8465189ffffffff,70.0,9.0,0.0,0.0,0.0
84651b3ffffffff,2.0,0.0,0.0,0.0,0.0
84651c1ffffffff,9.0,0.0,0.0,0.0,0.0
84651c3ffffffff,11.0,0.0,0.0,0.0,0.0
84651c7ffffffff,3.0,0.0,0.0,0.0,0.0
84651dbffffffff,1.0,0.0,0.0,0.0,0.0
846520dffffffff,27.0,0.0,0.0,0.0,0.0
8465229ffffffff,3.0,0.0,0.0,0.0,0.0
8465263ffffffff,1.0,0.0,0.0,0.0,0.0
846526bffffffff,3.0,0.0,0.0,0.0,0.0
8465295ffffffff,1.0,0.0,0.0,0.0,0.0
8465313ffffffff,1.0,0.0,0.0,0.0,0.0
8465815ffffffff,1.0,0.0,0.0,0.0,0.0
846589bffffffff,2.0,0.0,0.0,0.0,0.0
84658a3ffffffff,2.0,0.0,0.0,0.0,0.0
84658e3ffffffff,57.0,17.0,0.0,0.0,0.0
84658e9ffffffff,1.0,0.0,0.0,0.0,0.0
8465993ffffffff,12.0,0.0,0.0,0.0,0.0
84659c1ffffffff,2.0,0.0,0.0,0.0,0.0
8465b09ffffffff,1.0,0.0,0.0,0.0,0.0
8468025ffffffff,26.0,0.0,0.0,0.0,0.0
8468111ffffffff,1.0,0.0,0.0,0.0,0.0
8468129ffffffff,3.0,0.0,0.0,0.0,0.0
846812bffffffff,2.0,0.0,0.0,0.0,0.0
8468153ffffffff,5.0,0.0,0.0,0.0,0.0
8468157ffffffff,5.0,0.0,0.0,0.0,0.0
8468185ffffffff,6.0,0.0,0.0,0.0,0.0
8468189ffffffff,214.0,0.0,5.0,0.0,0.0
846818bffffffff,1.0,0.0,0.0,0.0,0.0
846818dffffffff,49.0,0.0,1.0,0.0,0.0
846819dffffffff,7.0,0.0,2.0,0.0,0.0
84681a9ffffffff,4.0,0.0,0.0,0.0,0.0
84681c3ffffffff,146.0,0.0,0.0,0.0,0.0
84681c5ffffffff,7.0,0.0,0.0,0.0,0.0
84681c7ffffffff,4.0,0.0,0.0,0.0,0.0
84681d5ffffffff,113.0,0.0,2.0,0.0,0.0
84681d7ffffffff,2.0,0.0,0.0,0.0,0.0
84681edffffffff,24.0,0.0,0.0,0.0,0.0
8468281ffffffff,149.0,0.0,0.0,27.0,0.0
8468285ffffffff,188.0,0.0,0.0,30.0,0.0
84682d1ffffffff,23.0,0.0,0.0,0.0,0.0
846841bffffffff,3.0,0.0,0.0,0.0,0.0
846842bffffffff,2.0,0.0,0.0,2.0,0.0
8468433ffffffff,2.0,0.0,0.0,0.0,0.0
8468439ffffffff,4.0,0.0,0.0,4.0,0.0
8468447ffffffff,10.0,0.0,0.0,0.0,0.0
8468461ffffffff,7.0,0.0,0.0,0.0,0.0
84684e5ffffffff,38.0,0.0,0.0,2.0,0.0
8468589ffffffff,6.0,0.0,0.0,4.0,0.0
846858bffffffff,3.0,0.0,0.0,0.0,0.0
846858dffffffff,2.0,0.0,0.0,0.0,0.0
846859dffffffff,2.0,0.0,0.0,2.0,0.0
84685c3ffffffff,34.0,0.0,0.0,7.0,0.0
84685d5ffffffff,5.0,0.0,0.0,1.0,0.0
84685d7ffffffff,2.0,0.0,0.0,0.0,0.0
84685e9ffffffff,4.0,0.0,0.0,4.0,0.0
8468629ffffffff,2.0,0.0,0.0,0.0,0.0
8468665ffffffff,2.0,0.0,0.0,0.0,0.0
84686e9ffffffff,2.0,0.0,0.0,0.0,0.0
846871dffffffff,2.0,0.0,0.0,0.0,0.0
8468753ffffffff,2.0,0.0,0.0,0.0,0.0
846875bffffffff,2.0,0.0,0.0,0.0,0.0
8468889ffffffff,3.0,0.0,0.0,0.0,0.0
84688adffffffff,1.0,0.0,0.0,0.0,0.0
8468985ffffffff,1.0,0.0,0.0,0.0,0.0
84689a3ffffffff,2.0,0.0,0.0,0.0,0.0
8468b55ffffffff,1.0,0.0,0.0,0.0,0.0
8468b57ffffffff,1.0,0.0,1.0,0.0,0.0
8469411ffffffff,3.0,0.0,0.0,0.0,0.0
8469419ffffffff,4.0,0.0,0.0,0.0,0.0
846941dffffffff,6.0,0.0,0.0,0.0,0.0
8469433ffffffff,27.0,0.0,0.0,0.0,0.0
8469439ffffffff,18.0,0.0,0.0,5.0,0.0
846943bffffffff,4.0,0.0,0.0,0.0,0.0
8469451ffffffff,8.0,0.0,0.0,0.0,0.0
8469459ffffffff,1.0,0.0,0.0,0.0,0.0
84694a5ffffffff,2.0,0.0,0.0,0.0,0.0
84694b7ffffffff,2.0,0.0,0.0,0.0,0.0
84694e1ffffffff,68.0,0.0,0.0,8.0,0.0
84694e5ffffffff,8.0,0.0,0.0,0.0,0.0
84694e9ffffffff,7.0,0.0,0.0,0.0,0.0
84694edffffffff,206.0,0.0,0.0,25.0,0.0
8469589ffffffff,6.0,0.0,0.0,0.0,0.0
846958bffffffff,1.0,0.0,0.0,0.0,0.0
8469593ffffffff,10.0,0.0,0.0,0.0,0.0
84695e3ffffffff,9.0,0.0,0.0,0.0,0.0
84695e7ffffffff,1.0,0.0,0.0,0.0,0.0
84696c1ffffffff,3.0,0.0,0.0,0.0,0.0
84696c5ffffffff,1.0,0.0,0.0,0.0,0.0
84696c9ffffffff,5.0,0.0,0.0,0.0,0.0
84699a5ffffffff,3.0,0.0,0.0,0.0,0.0
8473b61ffffffff,17.0,0.0,0.0,0.0,0.0
848c92dffffffff,1.0,0.0,0.0,0.0,0.0
848c965ffffffff,3.0,0.0,0.0,0.0,0.0
848c967ffffffff,2.0,0.0,0.0,0.0,0.0
848cad5ffffffff,18.0,0.0,0.0,0.0,0.0
848caddffffffff,13.0,0.0,1.0,0.0,0.0
848cb2bffffffff,2.0,0.0,0.0,0.0,0.0
