cell_id,Falco columbarius,Falco columbarius [aesalon Group],Falco columbarius pallidus,Falco columbarius columbarius,Falco columbarius richardsonii,Falco columbarius suckleyi
821ec7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821ecffffffffff,7.0,1.0,0.0,0.0,0.0,0.0
821edffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821f07fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
821f0ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821f1ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
821f27fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
821f37fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
821f77fffffffff,21.0,2.0,0.0,0.0,0.0,0.0
821f87fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
821f8ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
821f9ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8220e7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822157fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8222d7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8222effffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82255ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
822607fffffffff,14.0,0.0,0.0,3.0,0.0,0.0
82260ffffffffff,13.0,0.0,0.0,5.0,0.0,0.0
822617fffffffff,7.0,0.0,0.0,0.0,2.0,0.0
82261ffffffffff,5.0,0.0,0.0,0.0,5.0,0.0
822627fffffffff,10.0,0.0,0.0,0.0,3.0,0.0
82262ffffffffff,17.0,0.0,0.0,0.0,0.0,0.0
822637fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
822647fffffffff,27.0,0.0,0.0,2.0,3.0,0.0
82264ffffffffff,356.0,0.0,0.0,5.0,1.0,0.0
822657fffffffff,46.0,0.0,0.0,2.0,0.0,0.0
82265ffffffffff,95.0,0.0,0.0,1.0,20.0,0.0
822667fffffffff,151.0,0.0,0.0,12.0,14.0,0.0
82266ffffffffff,278.0,0.0,0.0,14.0,9.0,0.0
822677fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
822687fffffffff,63.0,0.0,0.0,19.0,9.0,0.0
82268ffffffffff,125.0,0.0,0.0,35.0,9.0,5.0
822697fffffffff,143.0,0.0,0.0,14.0,30.0,34.0
82269ffffffffff,21.0,0.0,0.0,0.0,5.0,1.0
8226a7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8226affffffffff,85.0,0.0,0.0,36.0,23.0,0.0
8226b7fffffffff,12.0,0.0,0.0,4.0,4.0,0.0
8226c7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8226cffffffffff,10.0,0.0,0.0,0.0,2.0,0.0
8226d7fffffffff,44.0,0.0,0.0,0.0,40.0,0.0
8226dffffffffff,13.0,0.0,0.0,3.0,9.0,0.0
8226e7fffffffff,51.0,0.0,0.0,5.0,22.0,0.0
8226effffffffff,20.0,0.0,0.0,1.0,1.0,0.0
8226f7fffffffff,46.0,0.0,0.0,11.0,19.0,0.0
822707fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
82270ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
822717fffffffff,2.0,0.0,0.0,1.0,1.0,0.0
82271ffffffffff,23.0,0.0,0.0,3.0,4.0,0.0
822747fffffffff,68.0,0.0,0.0,41.0,0.0,0.0
82274ffffffffff,181.0,0.0,0.0,0.0,0.0,0.0
822757fffffffff,94.0,0.0,0.0,42.0,19.0,0.0
82275ffffffffff,768.0,0.0,0.0,16.0,10.0,0.0
822767fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
82276ffffffffff,42.0,0.0,0.0,7.0,0.0,0.0
822777fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
822787fffffffff,13.0,0.0,0.0,10.0,3.0,0.0
82278ffffffffff,7.0,0.0,0.0,2.0,0.0,0.0
822797fffffffff,4.0,0.0,0.0,0.0,1.0,0.0
82279ffffffffff,7.0,0.0,0.0,4.0,3.0,0.0
8227a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8227affffffffff,4.0,0.0,0.0,0.0,3.0,0.0
8227b7fffffffff,11.0,0.0,0.0,0.0,10.0,0.0
822807fffffffff,32.0,0.0,0.0,0.0,13.0,8.0
822817fffffffff,67.0,0.0,0.0,11.0,2.0,21.0
82281ffffffffff,85.0,0.0,0.0,21.0,8.0,6.0
822837fffffffff,827.0,0.0,0.0,96.0,67.0,129.0
822887fffffffff,23.0,0.0,0.0,0.0,1.0,0.0
82288ffffffffff,49.0,0.0,0.0,34.0,5.0,8.0
822897fffffffff,68.0,0.0,0.0,21.0,37.0,0.0
82289ffffffffff,22.0,0.0,0.0,5.0,0.0,8.0
8228affffffffff,18.0,0.0,0.0,0.0,2.0,0.0
8228b7fffffffff,42.0,0.0,0.0,3.0,12.0,0.0
8228c7fffffffff,91.0,0.0,0.0,29.0,0.0,39.0
8228d7fffffffff,239.0,0.0,0.0,122.0,13.0,94.0
8228dffffffffff,41.0,0.0,0.0,27.0,0.0,14.0
8228f7fffffffff,78.0,0.0,0.0,13.0,3.0,19.0
822917fffffffff,21.0,0.0,0.0,7.0,1.0,4.0
82291ffffffffff,24.0,0.0,0.0,2.0,0.0,8.0
822987fffffffff,8.0,0.0,0.0,3.0,2.0,3.0
82298ffffffffff,14.0,0.0,0.0,6.0,0.0,1.0
822997fffffffff,48.0,0.0,0.0,4.0,7.0,4.0
82299ffffffffff,15.0,0.0,0.0,0.0,0.0,1.0
8229a7fffffffff,300.0,0.0,0.0,63.0,64.0,22.0
8229affffffffff,103.0,0.0,0.0,28.0,28.0,14.0
8229b7fffffffff,25.0,0.0,0.0,0.0,11.0,0.0
822a07fffffffff,67.0,0.0,0.0,13.0,0.0,0.0
822a17fffffffff,1107.0,0.0,0.0,49.0,0.0,0.0
822a1ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822a27fffffffff,4.0,0.0,0.0,4.0,0.0,0.0
822a37fffffffff,544.0,0.0,0.0,61.0,0.0,0.0
822a87fffffffff,121.0,0.0,0.0,5.0,0.0,0.0
822a8ffffffffff,145.0,0.0,0.0,4.0,0.0,0.0
822a97fffffffff,167.0,0.0,0.0,2.0,0.0,0.0
822a9ffffffffff,49.0,0.0,0.0,0.0,0.0,0.0
822aa7fffffffff,282.0,0.0,0.0,77.0,0.0,1.0
822aaffffffffff,890.0,0.0,0.0,81.0,0.0,0.0
822ab7fffffffff,371.0,0.0,0.0,32.0,0.0,0.0
822ac7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
822ad7fffffffff,68.0,0.0,0.0,0.0,0.0,0.0
822af7fffffffff,104.0,0.0,0.0,2.0,0.0,0.0
822b07fffffffff,6.0,0.0,0.0,4.0,0.0,0.0
822b0ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
822b17fffffffff,73.0,0.0,0.0,2.0,0.0,0.0
822b1ffffffffff,121.0,0.0,0.0,63.0,0.0,0.0
822b27fffffffff,11.0,0.0,0.0,2.0,0.0,0.0
822b37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822b87fffffffff,33.0,0.0,0.0,5.0,0.0,0.0
822b8ffffffffff,175.0,0.0,0.0,37.0,0.0,0.0
822b97fffffffff,13.0,0.0,0.0,5.0,0.0,0.0
822b9ffffffffff,263.0,0.0,0.0,31.0,0.0,0.0
822ba7fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
822baffffffffff,130.0,0.0,0.0,85.0,0.0,0.0
822bb7fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
822c07fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
822c0ffffffffff,24.0,0.0,1.0,0.0,0.0,0.0
822c27fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822c4ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
822ce7fffffffff,5.0,0.0,3.0,0.0,0.0,0.0
822cf7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822d07fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
822d67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822da7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,17.0,0.0,0.0,0.0,0.0,0.0
822e0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
822f5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82309ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82318ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82346ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8235affffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,28.0,13.0,0.0,0.0,0.0,0.0
82390ffffffffff,12.0,1.0,0.0,0.0,0.0,0.0
823917fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,48.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,16.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,24.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,4.0,2.0,0.0,0.0,0.0,0.0
823957fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82395ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,56.0,22.0,0.0,0.0,0.0,0.0
823c1ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
823ccffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823d07fffffffff,11.0,0.0,0.0,0.0,0.0,0.0
823d37fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
823da7fffffffff,23.0,0.0,0.0,0.0,0.0,0.0
823e6ffffffffff,3.0,1.0,0.0,0.0,0.0,0.0
823f37fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82416ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824257fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8242c7fffffffff,128.0,4.0,0.0,0.0,0.0,0.0
8242cffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8243a7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8243affffffffff,5.0,0.0,0.0,0.0,0.0,0.0
824417fffffffff,330.0,0.0,0.0,68.0,0.0,0.0
82441ffffffffff,36.0,0.0,0.0,16.0,0.0,0.0
824437fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
824447fffffffff,62.0,0.0,0.0,7.0,7.0,0.0
82444ffffffffff,23.0,0.0,0.0,0.0,4.0,0.0
824457fffffffff,31.0,0.0,0.0,3.0,0.0,0.0
82445ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824467fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82446ffffffffff,78.0,0.0,0.0,12.0,0.0,0.0
824477fffffffff,10.0,0.0,0.0,1.0,0.0,0.0
824487fffffffff,10.0,0.0,0.0,0.0,0.0,0.0
8244a7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8244affffffffff,75.0,0.0,0.0,35.0,3.0,0.0
8244b7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8244c7fffffffff,245.0,0.0,0.0,1.0,2.0,0.0
8244cffffffffff,280.0,0.0,0.0,13.0,0.0,0.0
8244d7fffffffff,75.0,0.0,0.0,0.0,0.0,0.0
8244dffffffffff,218.0,0.0,0.0,5.0,0.0,0.0
8244e7fffffffff,73.0,0.0,0.0,5.0,0.0,0.0
8244effffffffff,16.0,0.0,0.0,0.0,0.0,0.0
8244f7fffffffff,214.0,0.0,0.0,18.0,2.0,0.0
824507fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82450ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0
82451ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824527fffffffff,47.0,0.0,0.0,8.0,0.0,0.0
82452ffffffffff,41.0,0.0,0.0,0.0,2.0,0.0
82458ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82459ffffffffff,16.0,0.0,0.0,7.0,0.0,0.0
8245b7fffffffff,6.0,0.0,0.0,4.0,2.0,0.0
824807fffffffff,4.0,0.0,0.0,0.0,0.0,4.0
82480ffffffffff,2.0,0.0,0.0,2.0,0.0,0.0
824817fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824827fffffffff,2.0,0.0,0.0,2.0,0.0,0.0
82482ffffffffff,2.0,0.0,0.0,0.0,0.0,2.0
824847fffffffff,1.0,0.0,0.0,1.0,0.0,0.0
82484ffffffffff,2.0,0.0,0.0,1.0,0.0,0.0
824857fffffffff,1.0,0.0,0.0,0.0,1.0,0.0
82485ffffffffff,22.0,0.0,0.0,2.0,9.0,2.0
824877fffffffff,4.0,0.0,0.0,2.0,0.0,0.0
824887fffffffff,21.0,0.0,0.0,7.0,0.0,0.0
82488ffffffffff,14.0,0.0,0.0,2.0,0.0,0.0
824897fffffffff,73.0,0.0,0.0,5.0,24.0,0.0
82489ffffffffff,54.0,0.0,0.0,3.0,19.0,0.0
8248a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,2.0,0.0,0.0,0.0,2.0,0.0
8248b7fffffffff,135.0,0.0,0.0,78.0,33.0,0.0
8248c7fffffffff,20.0,0.0,0.0,2.0,10.0,0.0
8248cffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8248d7fffffffff,22.0,0.0,0.0,3.0,13.0,0.0
8248dffffffffff,52.0,0.0,0.0,8.0,25.0,2.0
8248e7fffffffff,10.0,0.0,0.0,0.0,10.0,0.0
8248effffffffff,115.0,0.0,0.0,6.0,40.0,1.0
8248f7fffffffff,26.0,0.0,0.0,0.0,19.0,0.0
824987fffffffff,9.0,0.0,0.0,0.0,6.0,1.0
824997fffffffff,67.0,0.0,0.0,20.0,4.0,0.0
824b9ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824ba7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
824bb7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
824c87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
824c8ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
824c9ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
824cb7fffffffff,22.0,0.0,0.0,0.0,0.0,0.0
824cc7fffffffff,49.0,0.0,0.0,29.0,0.0,0.0
824cd7fffffffff,32.0,0.0,0.0,8.0,0.0,0.0
824ceffffffffff,31.0,0.0,0.0,4.0,0.0,0.0
824cf7fffffffff,5.0,0.0,0.0,0.0,0.0,0.0
82534ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0
825d17fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
825e4ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
825e5ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
825e67fffffffff,26.0,0.0,0.0,2.0,0.0,0.0
825e77fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
825f0ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
825f4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
825f5ffffffffff,7.0,0.0,0.0,4.0,0.0,0.0
825f77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826617fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,21.0,0.0,0.0,0.0,0.0,0.0
826627fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82662ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8266a7fffffffff,25.0,0.0,0.0,1.0,0.0,0.0
8266b7fffffffff,15.0,0.0,0.0,2.0,0.0,0.0
8266d7fffffffff,32.0,0.0,0.0,0.0,0.0,0.0
8266dffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
826737fffffffff,5.0,0.0,0.0,4.0,0.0,0.0
826747fffffffff,37.0,0.0,0.0,2.0,0.0,0.0
82674ffffffffff,10.0,0.0,0.0,2.0,0.0,0.0
826757fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
82675ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82679ffffffffff,20.0,0.0,0.0,0.0,0.0,0.0
826d07fffffffff,4.0,0.0,0.0,1.0,0.0,0.0
826d2ffffffffff,15.0,0.0,0.0,0.0,2.0,0.0
826d37fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
826d67fffffffff,11.0,0.0,0.0,0.0,4.0,0.0
826d6ffffffffff,101.0,0.0,0.0,3.0,0.0,0.0
826d77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82800ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828adffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
828b67fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828e67fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
828f0ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
828f2ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828f57fffffffff,20.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
