cell_id,Selasphorus flammula,Selasphorus flammula flammula,Selasphorus flammula torridus,Selasphorus flammula simoni
8466b41ffffffff,4184.0,0.0,83.0,0.0
8466b43ffffffff,9.0,0.0,0.0,0.0
8466b45ffffffff,3227.0,0.0,67.0,0.0
8466b4dffffffff,3792.0,0.0,0.0,0.0
8466b51ffffffff,639.0,0.0,27.0,0.0
8466b5bffffffff,2.0,0.0,0.0,0.0
8466b5dffffffff,6.0,0.0,0.0,0.0
84679a7ffffffff,8.0,0.0,0.0,0.0
846d691ffffffff,87.0,0.0,0.0,0.0
846d693ffffffff,5.0,0.0,0.0,0.0
846d69bffffffff,705.0,0.0,0.0,0.0
