cell_id,Cyanocitta stelleri,Cyanocitta stelleri [stelleri Group],Cyanocitta stelleri annectens,Cyanocitta stelleri [diademata Group],Cyanocitta stelleri [coronata Group]
8312a3fffffffff,29.0,0.0,0.0,0.0,0.0
8312a8fffffffff,1.0,0.0,0.0,0.0,0.0
8312a9fffffffff,80.0,0.0,4.0,0.0,0.0
8312aafffffffff,16.0,0.0,0.0,0.0,0.0
8312abfffffffff,5.0,0.0,0.0,0.0,0.0
8312adfffffffff,160.0,0.0,13.0,0.0,0.0
8312b0fffffffff,1179.0,13.0,0.0,0.0,0.0
8312b1fffffffff,14.0,0.0,0.0,0.0,0.0
8312b2fffffffff,5.0,0.0,0.0,0.0,0.0
8312b3fffffffff,1.0,0.0,0.0,0.0,0.0
8312b4fffffffff,260.0,23.0,0.0,0.0,0.0
8312b5fffffffff,44.0,0.0,0.0,0.0,0.0
8312b6fffffffff,45.0,0.0,0.0,0.0,0.0
8312c0fffffffff,406.0,0.0,1.0,0.0,0.0
8312c1fffffffff,79.0,0.0,2.0,0.0,0.0
8312c2fffffffff,284.0,0.0,8.0,0.0,0.0
8312c3fffffffff,91.0,0.0,0.0,0.0,0.0
8312c4fffffffff,4.0,0.0,0.0,0.0,0.0
8312c8fffffffff,89.0,0.0,7.0,0.0,0.0
8312cafffffffff,567.0,0.0,5.0,0.0,0.0
8312cbfffffffff,679.0,0.0,22.0,0.0,0.0
8312cefffffffff,66.0,0.0,0.0,0.0,0.0
8312d0fffffffff,101.0,0.0,0.0,0.0,0.0
8312d1fffffffff,860.0,0.0,0.0,0.0,0.0
8312d2fffffffff,84.0,0.0,0.0,0.0,0.0
8312d3fffffffff,990.0,0.0,0.0,0.0,0.0
8312d4fffffffff,8.0,0.0,0.0,0.0,0.0
8312d5fffffffff,43.0,0.0,0.0,0.0,0.0
8312d6fffffffff,181.0,0.0,0.0,0.0,0.0
8312d8fffffffff,1002.0,0.0,10.0,0.0,0.0
8312d9fffffffff,233.0,0.0,0.0,0.0,0.0
8312dafffffffff,165.0,0.0,0.0,0.0,0.0
8312dbfffffffff,203.0,0.0,0.0,0.0,0.0
8312dcfffffffff,1560.0,0.0,0.0,0.0,0.0
8312ddfffffffff,1058.0,0.0,2.0,0.0,0.0
8312defffffffff,1239.0,0.0,0.0,0.0,0.0
8312e2fffffffff,6.0,0.0,0.0,0.0,0.0
8312e3fffffffff,2.0,0.0,0.0,0.0,0.0
8312f0fffffffff,6.0,0.0,0.0,0.0,0.0
8312f1fffffffff,79.0,0.0,11.0,0.0,0.0
8312f2fffffffff,108.0,0.0,2.0,0.0,0.0
8312f3fffffffff,26.0,0.0,0.0,0.0,0.0
8312f4fffffffff,5.0,0.0,0.0,0.0,0.0
8312f5fffffffff,5.0,0.0,0.0,0.0,0.0
8312f6fffffffff,449.0,0.0,5.0,0.0,0.0
831390fffffffff,1.0,0.0,0.0,0.0,0.0
831391fffffffff,304.0,0.0,0.0,0.0,0.0
831393fffffffff,178.0,0.0,0.0,0.0,0.0
831396fffffffff,8.0,0.0,0.0,0.0,0.0
831398fffffffff,4.0,0.0,0.0,0.0,0.0
831399fffffffff,1.0,0.0,0.0,0.0,0.0
83139afffffffff,9.0,2.0,0.0,0.0,0.0
83139bfffffffff,15.0,0.0,0.0,0.0,0.0
83139efffffffff,2184.0,0.0,0.0,0.0,0.0
831d24fffffffff,45.0,2.0,0.0,0.0,0.0
831d25fffffffff,7.0,0.0,0.0,0.0,0.0
832680fffffffff,879.0,0.0,0.0,330.0,0.0
832681fffffffff,18454.0,0.0,0.0,3734.0,0.0
832682fffffffff,51.0,0.0,0.0,10.0,0.0
832683fffffffff,1238.0,0.0,0.0,346.0,0.0
832684fffffffff,65.0,0.0,0.0,0.0,0.0
832685fffffffff,2164.0,0.0,0.0,372.0,0.0
832688fffffffff,1286.0,0.0,0.0,268.0,0.0
832689fffffffff,5.0,0.0,0.0,2.0,0.0
83268afffffffff,423.0,0.0,0.0,69.0,0.0
83268bfffffffff,607.0,0.0,0.0,69.0,0.0
83268cfffffffff,7586.0,0.0,0.0,1380.0,0.0
83268efffffffff,2412.0,0.0,0.0,525.0,0.0
832690fffffffff,446.0,0.0,0.0,32.0,0.0
832691fffffffff,9.0,0.0,0.0,2.0,0.0
832692fffffffff,132.0,0.0,0.0,18.0,0.0
832693fffffffff,34.0,0.0,0.0,0.0,0.0
832694fffffffff,112.0,0.0,0.0,9.0,0.0
832695fffffffff,73.0,0.0,0.0,14.0,0.0
832696fffffffff,3749.0,0.0,0.0,1644.0,0.0
832698fffffffff,1185.0,0.0,0.0,156.0,0.0
832699fffffffff,1849.0,0.0,0.0,240.0,0.0
83269afffffffff,52.0,0.0,0.0,15.0,0.0
83269bfffffffff,128.0,0.0,0.0,77.0,0.0
83269cfffffffff,1335.0,0.0,0.0,374.0,0.0
83269dfffffffff,1452.0,0.0,0.0,246.0,0.0
83269efffffffff,183.0,0.0,0.0,11.0,0.0
8326a1fffffffff,8.0,0.0,0.0,0.0,0.0
8326a2fffffffff,109.0,0.0,0.0,13.0,0.0
8326a3fffffffff,6.0,0.0,0.0,0.0,0.0
8326aafffffffff,617.0,0.0,0.0,40.0,0.0
8326b0fffffffff,40.0,0.0,0.0,0.0,0.0
8326b2fffffffff,21.0,0.0,0.0,0.0,0.0
8326b4fffffffff,9.0,0.0,0.0,0.0,0.0
8326b5fffffffff,6.0,0.0,0.0,0.0,0.0
8326b6fffffffff,285.0,0.0,11.0,0.0,0.0
832791fffffffff,2.0,0.0,0.0,0.0,0.0
832792fffffffff,465.0,0.0,0.0,0.0,0.0
832793fffffffff,9.0,0.0,0.0,0.0,0.0
83279afffffffff,153.0,0.0,5.0,0.0,0.0
83279efffffffff,7.0,0.0,0.0,0.0,0.0
832800fffffffff,487.0,138.0,0.0,0.0,0.0
832802fffffffff,7424.0,1164.0,0.0,0.0,0.0
832803fffffffff,626.0,109.0,0.0,0.0,0.0
832806fffffffff,2962.0,168.0,0.0,0.0,0.0
832810fffffffff,1988.0,0.0,0.0,0.0,0.0
832811fffffffff,4700.0,0.0,0.0,0.0,0.0
832812fffffffff,523.0,9.0,0.0,0.0,0.0
832813fffffffff,613.0,39.0,0.0,0.0,0.0
832814fffffffff,8783.0,0.0,0.0,0.0,0.0
832815fffffffff,605.0,0.0,0.0,0.0,0.0
832816fffffffff,96.0,0.0,0.0,0.0,0.0
832818fffffffff,2171.0,792.0,0.0,0.0,0.0
832819fffffffff,1082.0,357.0,0.0,0.0,0.0
83281afffffffff,2054.0,269.0,0.0,0.0,0.0
83281bfffffffff,6421.0,1122.0,0.0,0.0,0.0
83281cfffffffff,3509.0,361.0,0.0,0.0,0.0
83281dfffffffff,717.0,62.0,0.0,0.0,0.0
83281efffffffff,5982.0,1092.0,0.0,0.0,0.0
832830fffffffff,32147.0,1045.0,0.0,0.0,0.0
832831fffffffff,2627.0,196.0,0.0,0.0,0.0
832832fffffffff,7101.0,56.0,0.0,0.0,0.0
832833fffffffff,607.0,0.0,0.0,0.0,0.0
832834fffffffff,30953.0,3893.0,0.0,0.0,0.0
832835fffffffff,14.0,2.0,0.0,0.0,0.0
832836fffffffff,488.0,6.0,0.0,0.0,0.0
832880fffffffff,464.0,0.0,0.0,0.0,0.0
832881fffffffff,690.0,4.0,0.0,0.0,0.0
832882fffffffff,19.0,0.0,2.0,0.0,0.0
832883fffffffff,464.0,0.0,0.0,0.0,0.0
832884fffffffff,1534.0,0.0,0.0,0.0,0.0
832885fffffffff,21.0,0.0,0.0,0.0,0.0
832886fffffffff,331.0,0.0,5.0,0.0,0.0
832888fffffffff,141.0,0.0,0.0,0.0,0.0
832889fffffffff,1767.0,0.0,0.0,0.0,0.0
83288afffffffff,366.0,0.0,0.0,0.0,0.0
83288bfffffffff,27.0,0.0,0.0,0.0,0.0
83288cfffffffff,1091.0,0.0,0.0,0.0,0.0
83288dfffffffff,142.0,0.0,0.0,0.0,0.0
83288efffffffff,836.0,0.0,0.0,0.0,0.0
832890fffffffff,56.0,0.0,0.0,0.0,0.0
832891fffffffff,49.0,0.0,0.0,0.0,0.0
832892fffffffff,569.0,0.0,0.0,0.0,0.0
832893fffffffff,216.0,0.0,0.0,0.0,0.0
832894fffffffff,52.0,0.0,0.0,0.0,0.0
832895fffffffff,2.0,0.0,0.0,0.0,0.0
832896fffffffff,248.0,0.0,22.0,0.0,0.0
832898fffffffff,544.0,0.0,0.0,0.0,0.0
832899fffffffff,93.0,0.0,0.0,0.0,0.0
83289afffffffff,186.0,0.0,6.0,0.0,0.0
83289bfffffffff,298.0,0.0,1.0,0.0,0.0
83289cfffffffff,135.0,0.0,0.0,0.0,0.0
83289dfffffffff,63.0,0.0,0.0,0.0,0.0
83289efffffffff,396.0,0.0,0.0,0.0,0.0
8328a1fffffffff,14.0,0.0,0.0,0.0,0.0
8328a8fffffffff,61.0,0.0,0.0,0.0,0.0
8328a9fffffffff,6327.0,43.0,0.0,0.0,0.0
8328aafffffffff,473.0,0.0,0.0,0.0,0.0
8328abfffffffff,459.0,0.0,1.0,0.0,0.0
8328acfffffffff,232.0,0.0,0.0,0.0,0.0
8328adfffffffff,656.0,64.0,0.0,0.0,0.0
8328aefffffffff,113.0,0.0,0.0,0.0,0.0
8328b0fffffffff,4.0,0.0,0.0,0.0,0.0
8328b1fffffffff,10.0,0.0,0.0,0.0,0.0
8328b2fffffffff,36.0,0.0,0.0,0.0,0.0
8328b3fffffffff,22.0,0.0,0.0,0.0,0.0
8328b5fffffffff,16.0,0.0,0.0,0.0,0.0
8328b6fffffffff,386.0,0.0,0.0,73.0,0.0
8328c2fffffffff,2729.0,278.0,0.0,0.0,0.0
8328c6fffffffff,2867.0,121.0,0.0,0.0,0.0
8328cafffffffff,39.0,16.0,0.0,0.0,0.0
8328d0fffffffff,3962.0,327.0,0.0,0.0,0.0
8328d1fffffffff,13864.0,781.0,0.0,0.0,0.0
8328d2fffffffff,1081.0,0.0,0.0,0.0,0.0
8328d3fffffffff,3521.0,56.0,2.0,0.0,0.0
8328d4fffffffff,5282.0,307.0,0.0,0.0,0.0
8328d5fffffffff,34845.0,1683.0,0.0,0.0,0.0
8328d6fffffffff,4246.0,0.0,0.0,0.0,0.0
8328d8fffffffff,2171.0,133.0,0.0,0.0,0.0
8328d9fffffffff,716.0,100.0,0.0,0.0,0.0
8328dafffffffff,1079.0,0.0,0.0,0.0,0.0
8328dbfffffffff,12.0,0.0,0.0,0.0,0.0
8328dcfffffffff,7086.0,408.0,0.0,0.0,0.0
8328ddfffffffff,2250.0,175.0,0.0,0.0,0.0
8328defffffffff,8335.0,564.0,6.0,0.0,0.0
8328f0fffffffff,26570.0,6172.0,0.0,0.0,0.0
8328f1fffffffff,5936.0,207.0,0.0,0.0,0.0
8328f2fffffffff,3201.0,23.0,0.0,0.0,0.0
8328f3fffffffff,3894.0,165.0,0.0,0.0,0.0
8328f4fffffffff,11496.0,410.0,0.0,0.0,0.0
8328f5fffffffff,12058.0,740.0,0.0,0.0,0.0
8328f6fffffffff,1331.0,86.0,0.0,0.0,0.0
832912fffffffff,86.0,0.0,0.0,0.0,0.0
832913fffffffff,32.0,0.0,0.0,0.0,0.0
83291afffffffff,4735.0,2100.0,0.0,0.0,0.0
832980fffffffff,147.0,0.0,0.0,0.0,0.0
832981fffffffff,51.0,0.0,0.0,0.0,0.0
832984fffffffff,133.0,0.0,0.0,0.0,0.0
832985fffffffff,45.0,0.0,0.0,0.0,0.0
832986fffffffff,57.0,0.0,0.0,0.0,0.0
832988fffffffff,9.0,0.0,0.0,0.0,0.0
832989fffffffff,8485.0,312.0,0.0,0.0,0.0
83298cfffffffff,4437.0,59.0,0.0,0.0,0.0
83298dfffffffff,6632.0,177.0,0.0,0.0,0.0
832990fffffffff,1416.0,0.0,0.0,154.0,0.0
832991fffffffff,81.0,0.0,0.0,13.0,0.0
832992fffffffff,192.0,0.0,0.0,16.0,0.0
832993fffffffff,36.0,0.0,0.0,9.0,0.0
832994fffffffff,1305.0,0.0,0.0,62.0,0.0
832995fffffffff,217.0,0.0,0.0,33.0,0.0
832996fffffffff,18.0,0.0,0.0,5.0,0.0
832998fffffffff,9.0,0.0,0.0,0.0,0.0
83299cfffffffff,6.0,0.0,0.0,4.0,0.0
83299efffffffff,67.0,0.0,0.0,8.0,0.0
8329a0fffffffff,7986.0,203.0,0.0,0.0,0.0
8329a1fffffffff,4944.0,239.0,0.0,0.0,0.0
8329a3fffffffff,6.0,0.0,0.0,0.0,0.0
8329a4fffffffff,2593.0,0.0,0.0,0.0,0.0
8329a6fffffffff,1772.0,1.0,0.0,0.0,0.0
8329a8fffffffff,7.0,0.0,0.0,0.0,0.0
8329a9fffffffff,1653.0,131.0,0.0,0.0,0.0
8329aafffffffff,3467.0,22.0,0.0,0.0,0.0
8329abfffffffff,4057.0,247.0,0.0,0.0,0.0
8329acfffffffff,3104.0,0.0,0.0,0.0,0.0
8329adfffffffff,2408.0,12.0,0.0,0.0,0.0
8329aefffffffff,2029.0,0.0,0.0,0.0,0.0
8329b0fffffffff,125.0,0.0,0.0,0.0,0.0
8329b2fffffffff,3945.0,0.0,0.0,460.0,0.0
8329b6fffffffff,541.0,0.0,0.0,72.0,0.0
834524fffffffff,412.0,0.0,0.0,0.0,51.0
834525fffffffff,38.0,0.0,0.0,0.0,11.0
834526fffffffff,64.0,0.0,0.0,0.0,49.0
834535fffffffff,64.0,0.0,0.0,0.0,29.0
834802fffffffff,2.0,0.0,0.0,0.0,0.0
834811fffffffff,1.0,0.0,0.0,0.0,0.0
834814fffffffff,236.0,0.0,0.0,0.0,0.0
834815fffffffff,4.0,0.0,0.0,0.0,0.0
834818fffffffff,9.0,0.0,0.0,0.0,0.0
834819fffffffff,205.0,0.0,0.0,0.0,0.0
83481bfffffffff,3.0,0.0,0.0,0.0,0.0
83481cfffffffff,9.0,0.0,0.0,0.0,0.0
83481dfffffffff,19.0,0.0,0.0,0.0,0.0
834832fffffffff,11.0,0.0,0.0,0.0,0.0
834833fffffffff,239.0,0.0,0.0,0.0,0.0
834836fffffffff,2.0,0.0,0.0,0.0,0.0
834859fffffffff,427.0,0.0,0.0,0.0,0.0
8348a0fffffffff,1.0,0.0,0.0,0.0,0.0
8348a2fffffffff,19.0,0.0,0.0,0.0,0.0
8348a6fffffffff,37.0,0.0,0.0,0.0,0.0
8348c0fffffffff,649.0,0.0,0.0,88.0,0.0
8348c1fffffffff,518.0,0.0,0.0,93.0,0.0
8348c2fffffffff,134.0,0.0,0.0,10.0,0.0
8348c3fffffffff,655.0,0.0,0.0,98.0,0.0
8348c5fffffffff,6514.0,0.0,0.0,1339.0,0.0
8348c6fffffffff,35.0,0.0,0.0,0.0,0.0
8348c8fffffffff,6.0,0.0,0.0,0.0,0.0
8348c9fffffffff,4581.0,0.0,0.0,1788.0,0.0
8348cafffffffff,102.0,0.0,0.0,4.0,0.0
8348cbfffffffff,5.0,0.0,0.0,0.0,0.0
8348ccfffffffff,1512.0,0.0,0.0,342.0,0.0
8348cdfffffffff,1565.0,0.0,0.0,269.0,0.0
8348cefffffffff,92.0,0.0,0.0,7.0,0.0
8348d1fffffffff,189.0,0.0,0.0,7.0,0.0
8348d4fffffffff,290.0,0.0,0.0,4.0,0.0
8348d5fffffffff,474.0,0.0,0.0,88.0,0.0
8348d8fffffffff,9159.0,0.0,0.0,1692.0,0.0
8348d9fffffffff,73.0,0.0,0.0,6.0,0.0
8348dafffffffff,619.0,0.0,0.0,74.0,0.0
8348dbfffffffff,662.0,0.0,0.0,76.0,0.0
8348dcfffffffff,558.0,0.0,0.0,23.0,0.0
8348ddfffffffff,197.0,0.0,0.0,20.0,0.0
8348defffffffff,9.0,0.0,0.0,3.0,0.0
8348e0fffffffff,12.0,0.0,0.0,0.0,0.0
8348e1fffffffff,13.0,0.0,0.0,0.0,0.0
8348e2fffffffff,6.0,0.0,0.0,0.0,0.0
8348e3fffffffff,18.0,0.0,0.0,6.0,0.0
8348e4fffffffff,102.0,0.0,0.0,0.0,0.0
8348e5fffffffff,1.0,0.0,0.0,0.0,0.0
8348e6fffffffff,252.0,0.0,0.0,0.0,0.0
8348e8fffffffff,7772.0,0.0,0.0,1363.0,0.0
8348eafffffffff,445.0,0.0,0.0,282.0,0.0
8348ebfffffffff,374.0,0.0,0.0,68.0,0.0
8348eefffffffff,3297.0,0.0,0.0,605.0,0.0
8348f2fffffffff,173.0,0.0,0.0,18.0,0.0
8348f3fffffffff,5.0,0.0,0.0,0.0,0.0
8348f5fffffffff,2.0,0.0,0.0,0.0,0.0
834980fffffffff,54.0,0.0,0.0,0.0,4.0
834982fffffffff,42.0,0.0,0.0,0.0,1.0
834985fffffffff,17.0,0.0,0.0,0.0,0.0
834986fffffffff,138.0,0.0,0.0,0.0,0.0
834989fffffffff,19.0,0.0,0.0,0.0,0.0
83498dfffffffff,2.0,0.0,0.0,0.0,0.0
834990fffffffff,25.0,0.0,0.0,0.0,0.0
834991fffffffff,37.0,0.0,0.0,0.0,3.0
834994fffffffff,40.0,0.0,0.0,0.0,0.0
834995fffffffff,1187.0,0.0,0.0,0.0,93.0
834996fffffffff,523.0,0.0,0.0,0.0,86.0
83499bfffffffff,4.0,0.0,0.0,0.0,0.0
83499cfffffffff,9.0,0.0,0.0,0.0,0.0
8349b0fffffffff,5.0,0.0,0.0,0.0,0.0
8349b1fffffffff,26.0,0.0,0.0,0.0,1.0
8349b2fffffffff,25.0,0.0,0.0,0.0,4.0
8349b3fffffffff,17.0,0.0,0.0,0.0,0.0
8349b5fffffffff,1.0,0.0,0.0,0.0,0.0
8349b6fffffffff,1.0,0.0,0.0,0.0,0.0
836d20fffffffff,10.0,0.0,0.0,0.0,2.0
836d21fffffffff,107.0,0.0,0.0,0.0,47.0
836d23fffffffff,1114.0,0.0,0.0,0.0,439.0
836d28fffffffff,2514.0,0.0,0.0,0.0,1327.0
836d29fffffffff,1570.0,0.0,0.0,0.0,724.0
836d2afffffffff,112.0,0.0,0.0,0.0,63.0
836d2bfffffffff,41.0,0.0,0.0,0.0,28.0
836d2cfffffffff,7.0,0.0,0.0,0.0,3.0
836d2dfffffffff,90.0,0.0,0.0,0.0,46.0
836d2efffffffff,72.0,0.0,0.0,0.0,0.0
836d30fffffffff,334.0,0.0,0.0,0.0,56.0
836d32fffffffff,1964.0,0.0,0.0,0.0,525.0
836d33fffffffff,489.0,0.0,0.0,0.0,165.0
836d36fffffffff,13.0,0.0,0.0,0.0,0.0
836d60fffffffff,60.0,0.0,0.0,0.0,0.0
836d64fffffffff,646.0,0.0,0.0,0.0,257.0
836d65fffffffff,44.0,0.0,0.0,0.0,19.0
836d66fffffffff,119.0,0.0,0.0,0.0,34.0
