cell_id,Eumyias indigo,Eumyias indigo ruficrissa/cerviniventris,Eumyias indigo indigo
82650ffffffffff,7.0,0.0,0.0
82652ffffffffff,8.0,0.0,0.0
826557fffffffff,85.0,0.0,0.0
826817fffffffff,1304.0,192.0,0.0
82689ffffffffff,5.0,2.0,0.0
8268a7fffffffff,1.0,1.0,0.0
828c17fffffffff,216.0,0.0,47.0
828c1ffffffffff,5.0,0.0,0.0
828cd7fffffffff,52.0,3.0,0.0
828d87fffffffff,22.0,0.0,3.0
828d8ffffffffff,18.0,0.0,6.0
828da7fffffffff,115.0,0.0,46.0
