cell_id,Butorides virescens,Butorides virescens virescens/bahamensis,Butorides virescens anthonyi,Butorides virescens frazari
83276bfffffffff,11.0,0.0,0.0,0.0
83276cfffffffff,7.0,5.0,0.0,0.0
83276dfffffffff,26.0,20.0,0.0,0.0
83276efffffffff,9.0,0.0,0.0,0.0
832770fffffffff,2.0,0.0,0.0,0.0
832771fffffffff,6.0,0.0,0.0,0.0
832773fffffffff,10.0,0.0,0.0,0.0
832792fffffffff,2.0,0.0,0.0,0.0
8327a0fffffffff,11.0,0.0,0.0,0.0
8327a3fffffffff,2.0,0.0,0.0,0.0
8327adfffffffff,1.0,0.0,0.0,0.0
832802fffffffff,57.0,0.0,0.0,0.0
832806fffffffff,17.0,0.0,0.0,0.0
832810fffffffff,6.0,0.0,0.0,0.0
832813fffffffff,29.0,0.0,1.0,0.0
832814fffffffff,10.0,0.0,0.0,0.0
832815fffffffff,7.0,0.0,0.0,0.0
832816fffffffff,4.0,0.0,0.0,0.0
832818fffffffff,2.0,0.0,0.0,0.0
83281afffffffff,4.0,0.0,0.0,0.0
83281cfffffffff,8.0,0.0,0.0,0.0
83281dfffffffff,1.0,0.0,0.0,0.0
83281efffffffff,66.0,0.0,0.0,0.0
832830fffffffff,200.0,0.0,1.0,0.0
832831fffffffff,2.0,0.0,0.0,0.0
832832fffffffff,57.0,0.0,0.0,0.0
832834fffffffff,49.0,0.0,0.0,0.0
832835fffffffff,8.0,0.0,0.0,0.0
832836fffffffff,1267.0,0.0,4.0,0.0
832884fffffffff,16.0,0.0,0.0,0.0
832885fffffffff,15.0,0.0,0.0,0.0
83288dfffffffff,2.0,0.0,0.0,0.0
832893fffffffff,1.0,0.0,0.0,0.0
8328a1fffffffff,10.0,0.0,0.0,0.0
8328a4fffffffff,2.0,0.0,0.0,0.0
8328a9fffffffff,19.0,0.0,0.0,0.0
8328acfffffffff,1.0,0.0,0.0,0.0
8328adfffffffff,1.0,0.0,0.0,0.0
8328aefffffffff,15.0,0.0,0.0,0.0
8328b2fffffffff,4.0,0.0,0.0,0.0
8328b6fffffffff,3.0,0.0,0.0,0.0
8328c2fffffffff,13.0,0.0,0.0,0.0
8328d1fffffffff,35.0,0.0,0.0,0.0
8328d3fffffffff,25.0,0.0,0.0,0.0
8328d5fffffffff,84.0,0.0,3.0,0.0
8328d6fffffffff,1.0,0.0,0.0,0.0
8328d8fffffffff,2.0,0.0,0.0,0.0
8328dcfffffffff,10.0,0.0,0.0,0.0
8328defffffffff,20.0,0.0,0.0,0.0
8328f0fffffffff,56.0,0.0,0.0,0.0
8328f1fffffffff,17.0,0.0,0.0,0.0
8328f2fffffffff,24.0,0.0,0.0,0.0
8328f3fffffffff,2.0,0.0,0.0,0.0
8328f4fffffffff,2.0,0.0,0.0,0.0
8328f5fffffffff,23.0,0.0,0.0,0.0
832913fffffffff,2.0,0.0,0.0,0.0
832984fffffffff,4.0,0.0,0.0,0.0
832985fffffffff,10.0,0.0,0.0,0.0
832986fffffffff,2.0,0.0,0.0,0.0
832989fffffffff,8.0,0.0,0.0,0.0
83298bfffffffff,2.0,0.0,0.0,0.0
83298cfffffffff,10.0,0.0,0.0,0.0
83298dfffffffff,2.0,0.0,0.0,0.0
832993fffffffff,1.0,0.0,0.0,0.0
832995fffffffff,60.0,0.0,0.0,0.0
8329a0fffffffff,56.0,0.0,0.0,0.0
8329a1fffffffff,7.0,0.0,1.0,0.0
8329a2fffffffff,12.0,0.0,0.0,0.0
8329a4fffffffff,6.0,0.0,0.0,0.0
8329a5fffffffff,3.0,0.0,0.0,0.0
8329a6fffffffff,49.0,0.0,5.0,0.0
8329aafffffffff,5.0,0.0,0.0,0.0
8329acfffffffff,3.0,0.0,0.0,0.0
8329adfffffffff,9.0,0.0,0.0,0.0
8329aefffffffff,1.0,0.0,0.0,0.0
8329b2fffffffff,5.0,0.0,0.0,0.0
8329b5fffffffff,14.0,0.0,5.0,0.0
832a06fffffffff,5.0,0.0,0.0,0.0
832a10fffffffff,99.0,13.0,0.0,0.0
832a12fffffffff,751.0,0.0,0.0,0.0
832a13fffffffff,596.0,0.0,0.0,0.0
832a14fffffffff,57.0,3.0,0.0,0.0
832a15fffffffff,9.0,1.0,0.0,0.0
832a16fffffffff,43.0,0.0,0.0,0.0
832a1afffffffff,7.0,0.0,0.0,0.0
832a30fffffffff,41.0,1.0,0.0,0.0
832a31fffffffff,73.0,1.0,0.0,0.0
832a32fffffffff,54.0,1.0,0.0,0.0
832a33fffffffff,52.0,1.0,0.0,0.0
832a36fffffffff,8.0,0.0,0.0,0.0
832a80fffffffff,4.0,4.0,0.0,0.0
832a84fffffffff,39.0,2.0,0.0,0.0
832a85fffffffff,7.0,0.0,0.0,0.0
832a86fffffffff,5.0,0.0,0.0,0.0
832a88fffffffff,15.0,0.0,0.0,0.0
832a89fffffffff,13.0,0.0,0.0,0.0
832a8afffffffff,14.0,0.0,0.0,0.0
832a8bfffffffff,24.0,0.0,0.0,0.0
832a8cfffffffff,26.0,0.0,0.0,0.0
832a8dfffffffff,21.0,2.0,0.0,0.0
832a8efffffffff,9.0,0.0,0.0,0.0
832a90fffffffff,6.0,0.0,0.0,0.0
832a91fffffffff,3.0,0.0,0.0,0.0
832a93fffffffff,3.0,0.0,0.0,0.0
832a94fffffffff,7.0,0.0,0.0,0.0
832a95fffffffff,19.0,0.0,0.0,0.0
832a99fffffffff,4.0,0.0,0.0,0.0
832a9bfffffffff,9.0,0.0,0.0,0.0
832a9efffffffff,28.0,0.0,0.0,0.0
832aa0fffffffff,21.0,0.0,0.0,0.0
832aa1fffffffff,41.0,0.0,0.0,0.0
832aa2fffffffff,6.0,0.0,0.0,0.0
832aa3fffffffff,8.0,0.0,0.0,0.0
832aa4fffffffff,79.0,0.0,0.0,0.0
832aa5fffffffff,8.0,0.0,0.0,0.0
832aa6fffffffff,18.0,0.0,0.0,0.0
832aa8fffffffff,196.0,10.0,0.0,0.0
832aa9fffffffff,86.0,3.0,0.0,0.0
832aaafffffffff,74.0,0.0,0.0,0.0
832aabfffffffff,6.0,1.0,0.0,0.0
832aacfffffffff,805.0,6.0,0.0,0.0
832aadfffffffff,225.0,14.0,0.0,0.0
832aaefffffffff,42.0,8.0,0.0,0.0
832ab0fffffffff,22.0,8.0,0.0,0.0
832ab1fffffffff,13.0,0.0,0.0,0.0
832ab2fffffffff,228.0,52.0,0.0,0.0
832ab3fffffffff,31.0,0.0,0.0,0.0
832ab4fffffffff,80.0,16.0,0.0,0.0
832ab5fffffffff,140.0,48.0,0.0,0.0
832ab6fffffffff,44.0,6.0,0.0,0.0
832ac6fffffffff,2.0,0.0,0.0,0.0
832ad0fffffffff,4.0,0.0,0.0,0.0
832ad1fffffffff,15.0,0.0,0.0,0.0
832ad2fffffffff,1.0,0.0,0.0,0.0
832ad3fffffffff,12.0,6.0,0.0,0.0
832ad4fffffffff,1.0,0.0,0.0,0.0
832ad5fffffffff,14.0,0.0,0.0,0.0
832ad6fffffffff,26.0,0.0,0.0,0.0
832af0fffffffff,7.0,0.0,0.0,0.0
832af1fffffffff,12.0,0.0,0.0,0.0
832af3fffffffff,7.0,0.0,0.0,0.0
832af6fffffffff,47.0,0.0,0.0,0.0
832b00fffffffff,13.0,0.0,0.0,0.0
832b01fffffffff,4.0,0.0,0.0,0.0
832b03fffffffff,24.0,0.0,0.0,0.0
832b06fffffffff,2.0,0.0,0.0,0.0
832b0afffffffff,65.0,0.0,0.0,0.0
832b0cfffffffff,22.0,0.0,0.0,0.0
832b0efffffffff,4.0,0.0,0.0,0.0
832b10fffffffff,24.0,0.0,0.0,0.0
832b11fffffffff,5.0,0.0,0.0,0.0
832b12fffffffff,19.0,0.0,0.0,0.0
832b16fffffffff,60.0,0.0,0.0,0.0
832b18fffffffff,8.0,0.0,0.0,0.0
832b19fffffffff,19.0,0.0,0.0,0.0
832b1afffffffff,20.0,0.0,0.0,0.0
832b1cfffffffff,5.0,0.0,0.0,0.0
832b1dfffffffff,8.0,0.0,0.0,0.0
832b23fffffffff,4.0,0.0,0.0,0.0
832b30fffffffff,3.0,0.0,0.0,0.0
832b31fffffffff,12.0,0.0,0.0,0.0
832b33fffffffff,2.0,0.0,0.0,0.0
832b81fffffffff,60.0,8.0,0.0,0.0
832b82fffffffff,1.0,0.0,0.0,0.0
832b83fffffffff,69.0,2.0,0.0,0.0
832b88fffffffff,20.0,0.0,0.0,0.0
832b89fffffffff,72.0,0.0,0.0,0.0
832b8afffffffff,42.0,0.0,0.0,0.0
832b8bfffffffff,23.0,0.0,0.0,0.0
832b8cfffffffff,19.0,0.0,0.0,0.0
832b8dfffffffff,33.0,0.0,0.0,0.0
832b8efffffffff,32.0,18.0,0.0,0.0
832b91fffffffff,32.0,0.0,0.0,0.0
832b93fffffffff,21.0,0.0,0.0,0.0
832b94fffffffff,7.0,0.0,0.0,0.0
832b98fffffffff,107.0,71.0,0.0,0.0
832b99fffffffff,40.0,12.0,0.0,0.0
832b9afffffffff,16.0,1.0,0.0,0.0
832b9bfffffffff,59.0,5.0,0.0,0.0
832b9cfffffffff,13.0,0.0,0.0,0.0
832b9dfffffffff,159.0,72.0,0.0,0.0
832b9efffffffff,151.0,2.0,0.0,0.0
832ba5fffffffff,1.0,0.0,0.0,0.0
832ba8fffffffff,18.0,0.0,0.0,0.0
832ba9fffffffff,10.0,0.0,0.0,0.0
832baafffffffff,136.0,0.0,0.0,0.0
832babfffffffff,12.0,0.0,0.0,0.0
832bacfffffffff,6.0,0.0,0.0,0.0
832baefffffffff,22.0,0.0,0.0,0.0
833434fffffffff,19.0,0.0,0.0,0.0
8335a8fffffffff,7.0,0.0,0.0,0.0
8335a9fffffffff,7.0,0.0,0.0,0.0
833911fffffffff,35.0,0.0,0.0,0.0
833933fffffffff,14.0,0.0,0.0,0.0
833968fffffffff,3.0,0.0,0.0,0.0
834412fffffffff,20.0,3.0,0.0,0.0
834414fffffffff,5.0,5.0,0.0,0.0
83441afffffffff,18.0,2.0,0.0,0.0
83441efffffffff,17.0,0.0,0.0,0.0
834424fffffffff,8.0,8.0,0.0,0.0
834440fffffffff,36.0,0.0,0.0,0.0
834442fffffffff,1.0,0.0,0.0,0.0
834443fffffffff,2.0,0.0,0.0,0.0
834445fffffffff,52.0,0.0,0.0,0.0
834446fffffffff,7.0,0.0,0.0,0.0
834448fffffffff,27.0,0.0,0.0,0.0
834449fffffffff,5.0,0.0,0.0,0.0
83444bfffffffff,5.0,0.0,0.0,0.0
83444cfffffffff,27.0,0.0,0.0,0.0
83444efffffffff,2.0,0.0,0.0,0.0
834450fffffffff,11.0,0.0,0.0,0.0
834451fffffffff,4.0,0.0,0.0,0.0
834455fffffffff,28.0,0.0,0.0,0.0
834456fffffffff,64.0,0.0,0.0,0.0
83445cfffffffff,3.0,0.0,0.0,0.0
83445efffffffff,4.0,4.0,0.0,0.0
834463fffffffff,18.0,0.0,0.0,0.0
834469fffffffff,8.0,0.0,0.0,0.0
83446cfffffffff,20.0,1.0,0.0,0.0
83446dfffffffff,6.0,1.0,0.0,0.0
83446efffffffff,8.0,1.0,0.0,0.0
834471fffffffff,2.0,0.0,0.0,0.0
834473fffffffff,9.0,0.0,0.0,0.0
834480fffffffff,1.0,0.0,0.0,0.0
834485fffffffff,1.0,0.0,0.0,0.0
834486fffffffff,3.0,0.0,0.0,0.0
8344a1fffffffff,3.0,3.0,0.0,0.0
8344a3fffffffff,7.0,0.0,0.0,0.0
8344a5fffffffff,10.0,0.0,0.0,0.0
8344a8fffffffff,12.0,7.0,0.0,0.0
8344a9fffffffff,21.0,0.0,0.0,0.0
8344abfffffffff,11.0,2.0,0.0,0.0
8344acfffffffff,17.0,0.0,0.0,0.0
8344adfffffffff,5.0,2.0,0.0,0.0
8344aefffffffff,2.0,2.0,0.0,0.0
8344c0fffffffff,13.0,0.0,0.0,0.0
8344c1fffffffff,12.0,0.0,0.0,0.0
8344c2fffffffff,25.0,0.0,0.0,0.0
8344c3fffffffff,15.0,0.0,0.0,0.0
8344c4fffffffff,6.0,0.0,0.0,0.0
8344c6fffffffff,3.0,0.0,0.0,0.0
8344c8fffffffff,8.0,0.0,0.0,0.0
8344c9fffffffff,24.0,0.0,0.0,0.0
8344cafffffffff,13.0,0.0,0.0,0.0
8344cbfffffffff,10.0,0.0,0.0,0.0
8344ccfffffffff,22.0,0.0,0.0,0.0
8344cdfffffffff,3.0,0.0,0.0,0.0
8344d0fffffffff,18.0,0.0,0.0,0.0
8344d2fffffffff,6.0,0.0,0.0,0.0
8344d5fffffffff,61.0,0.0,0.0,0.0
8344d8fffffffff,10.0,0.0,0.0,0.0
8344d9fffffffff,11.0,0.0,0.0,0.0
8344dafffffffff,6.0,0.0,0.0,0.0
8344ddfffffffff,13.0,0.0,0.0,0.0
8344defffffffff,4.0,0.0,0.0,0.0
8344e0fffffffff,16.0,0.0,0.0,0.0
8344e2fffffffff,2.0,0.0,0.0,0.0
8344e3fffffffff,11.0,0.0,0.0,0.0
8344e4fffffffff,2.0,0.0,0.0,0.0
8344e5fffffffff,8.0,0.0,0.0,0.0
8344e6fffffffff,27.0,0.0,0.0,0.0
8344e8fffffffff,7.0,0.0,0.0,0.0
8344eafffffffff,4.0,0.0,0.0,0.0
8344ebfffffffff,3.0,0.0,0.0,0.0
8344edfffffffff,9.0,0.0,0.0,0.0
8344eefffffffff,7.0,0.0,0.0,0.0
8344f0fffffffff,126.0,2.0,0.0,0.0
8344f1fffffffff,17.0,0.0,0.0,0.0
8344f3fffffffff,3.0,0.0,0.0,0.0
8344f4fffffffff,67.0,2.0,0.0,0.0
8344f5fffffffff,2.0,0.0,0.0,0.0
834501fffffffff,6.0,6.0,0.0,0.0
834505fffffffff,19.0,0.0,0.0,0.0
834508fffffffff,2.0,2.0,0.0,0.0
834509fffffffff,396.0,396.0,0.0,0.0
83450afffffffff,26.0,26.0,0.0,0.0
83450bfffffffff,76.0,76.0,0.0,0.0
83450cfffffffff,6.0,6.0,0.0,0.0
83450dfffffffff,22.0,22.0,0.0,0.0
83451dfffffffff,9.0,9.0,0.0,0.0
834520fffffffff,2.0,2.0,0.0,0.0
834524fffffffff,4.0,0.0,0.0,0.0
834525fffffffff,8.0,8.0,0.0,0.0
834526fffffffff,5.0,0.0,0.0,0.0
834528fffffffff,3.0,0.0,0.0,0.0
83452afffffffff,96.0,15.0,0.0,0.0
83452cfffffffff,1.0,0.0,0.0,0.0
83452efffffffff,26.0,2.0,0.0,0.0
834564fffffffff,1.0,1.0,0.0,0.0
834569fffffffff,1.0,0.0,0.0,0.0
834572fffffffff,389.0,389.0,0.0,0.0
83458dfffffffff,2.0,0.0,0.0,0.0
8345a3fffffffff,2.0,0.0,0.0,0.0
8345b2fffffffff,5.0,5.0,0.0,0.0
834814fffffffff,3.0,0.0,0.0,0.0
83481afffffffff,2.0,0.0,0.0,0.0
83482efffffffff,2.0,0.0,0.0,0.0
834833fffffffff,1.0,1.0,0.0,0.0
834836fffffffff,1.0,0.0,0.0,0.0
83484afffffffff,1.0,0.0,0.0,0.0
834859fffffffff,6.0,0.0,0.0,0.0
83485bfffffffff,19.0,0.0,4.0,0.0
834872fffffffff,2.0,0.0,0.0,2.0
834880fffffffff,1.0,0.0,0.0,0.0
834882fffffffff,1.0,0.0,0.0,0.0
83488efffffffff,2.0,0.0,0.0,0.0
834890fffffffff,3.0,0.0,0.0,0.0
834891fffffffff,3.0,0.0,0.0,0.0
834893fffffffff,1.0,0.0,0.0,0.0
834895fffffffff,4.0,0.0,0.0,0.0
834898fffffffff,7.0,2.0,0.0,0.0
83489afffffffff,8.0,0.0,0.0,0.0
83489cfffffffff,8.0,0.0,0.0,0.0
83489efffffffff,20.0,0.0,0.0,0.0
8348b1fffffffff,1.0,0.0,0.0,0.0
8348b2fffffffff,6.0,0.0,0.0,0.0
8348b3fffffffff,10.0,0.0,0.0,0.0
8348c0fffffffff,21.0,0.0,0.0,0.0
8348c3fffffffff,9.0,0.0,0.0,0.0
8348d1fffffffff,2.0,0.0,0.0,0.0
8348d3fffffffff,2.0,0.0,0.0,0.0
8348d8fffffffff,6.0,0.0,0.0,0.0
8348dafffffffff,2.0,0.0,0.0,0.0
8348e3fffffffff,2.0,0.0,0.0,0.0
8348e8fffffffff,40.0,0.0,21.0,0.0
8348e9fffffffff,8.0,0.0,0.0,0.0
8348eafffffffff,6.0,0.0,0.0,0.0
8348ebfffffffff,16.0,0.0,2.0,0.0
8348ecfffffffff,3.0,0.0,0.0,0.0
8348edfffffffff,5.0,0.0,0.0,0.0
8348eefffffffff,2.0,0.0,0.0,0.0
8348f2fffffffff,1.0,0.0,0.0,0.0
8348f3fffffffff,2.0,0.0,0.0,0.0
834982fffffffff,11.0,10.0,0.0,0.0
834986fffffffff,32.0,32.0,0.0,0.0
834992fffffffff,1.0,1.0,0.0,0.0
834995fffffffff,48.0,48.0,0.0,0.0
834996fffffffff,27.0,0.0,0.0,0.0
8349a8fffffffff,4.0,4.0,0.0,0.0
8349a9fffffffff,26.0,26.0,0.0,0.0
8349aafffffffff,6.0,6.0,0.0,0.0
8349abfffffffff,2.0,2.0,0.0,0.0
8349b3fffffffff,8.0,7.0,0.0,0.0
834c83fffffffff,10.0,0.0,0.0,0.0
834c88fffffffff,7.0,0.0,0.0,0.0
834cc5fffffffff,2.0,0.0,0.0,0.0
834ce8fffffffff,30.0,0.0,0.0,0.0
834ceafffffffff,13.0,0.0,0.0,0.0
834cebfffffffff,2.0,0.0,0.0,0.0
834ceefffffffff,5.0,0.0,0.0,0.0
834cf3fffffffff,4.0,0.0,0.0,0.0
834d49fffffffff,1.0,0.0,0.0,0.0
835e5cfffffffff,1.0,0.0,0.0,0.0
835e70fffffffff,3.0,1.0,0.0,0.0
835e72fffffffff,2.0,0.0,0.0,0.0
835f4bfffffffff,6.0,0.0,0.0,0.0
835f58fffffffff,4.0,0.0,0.0,0.0
835f5bfffffffff,10.0,2.0,0.0,0.0
836606fffffffff,5.0,0.0,0.0,0.0
83660bfffffffff,2.0,0.0,0.0,0.0
836610fffffffff,2.0,0.0,0.0,0.0
836611fffffffff,6.0,0.0,0.0,0.0
836613fffffffff,6.0,0.0,0.0,0.0
836616fffffffff,2.0,0.0,0.0,0.0
836618fffffffff,5.0,0.0,0.0,0.0
83661afffffffff,2.0,0.0,0.0,0.0
836620fffffffff,3.0,0.0,0.0,0.0
836622fffffffff,14.0,1.0,0.0,0.0
836631fffffffff,5.0,0.0,0.0,0.0
83665afffffffff,2.0,0.0,0.0,0.0
836674fffffffff,1.0,0.0,0.0,0.0
8366a5fffffffff,19.0,0.0,0.0,0.0
8366a6fffffffff,2.0,0.0,0.0,0.0
8366b0fffffffff,1.0,0.0,0.0,0.0
8366b4fffffffff,8.0,0.0,0.0,0.0
8366b5fffffffff,3.0,0.0,0.0,0.0
8366b6fffffffff,1.0,0.0,0.0,0.0
8366c0fffffffff,3.0,0.0,0.0,0.0
8366c6fffffffff,2.0,0.0,0.0,0.0
8366ddfffffffff,2.0,0.0,0.0,0.0
8366defffffffff,1.0,0.0,0.0,0.0
8366e4fffffffff,11.0,0.0,0.0,0.0
8366f1fffffffff,2.0,0.0,0.0,0.0
8366f5fffffffff,39.0,0.0,0.0,0.0
836725fffffffff,1.0,0.0,0.0,0.0
836726fffffffff,2.0,0.0,0.0,0.0
836741fffffffff,1.0,0.0,0.0,0.0
836744fffffffff,19.0,0.0,0.0,0.0
836745fffffffff,2.0,0.0,0.0,0.0
836746fffffffff,7.0,0.0,0.0,0.0
83674cfffffffff,8.0,0.0,0.0,0.0
836752fffffffff,4.0,0.0,0.0,0.0
83675bfffffffff,1.0,0.0,0.0,0.0
83675cfffffffff,4.0,0.0,0.0,0.0
836783fffffffff,4.0,0.0,0.0,0.0
83678bfffffffff,3.0,0.0,0.0,0.0
83679afffffffff,3.0,0.0,0.0,0.0
83679bfffffffff,8.0,0.0,0.0,0.0
8367a0fffffffff,9.0,0.0,0.0,0.0
836d04fffffffff,1.0,1.0,0.0,0.0
836d05fffffffff,4.0,1.0,0.0,0.0
836d06fffffffff,4.0,4.0,0.0,0.0
836d14fffffffff,2.0,2.0,0.0,0.0
836d15fffffffff,15.0,15.0,0.0,0.0
836d20fffffffff,3.0,1.0,0.0,0.0
836d23fffffffff,8.0,0.0,0.0,0.0
836d24fffffffff,5.0,4.0,0.0,0.0
836d25fffffffff,16.0,14.0,0.0,0.0
836d26fffffffff,2.0,2.0,0.0,0.0
836d28fffffffff,5.0,0.0,0.0,0.0
836d2afffffffff,22.0,4.0,0.0,0.0
836d2bfffffffff,5.0,0.0,0.0,0.0
836d30fffffffff,4.0,4.0,0.0,0.0
836d31fffffffff,31.0,31.0,0.0,0.0
836d32fffffffff,13.0,11.0,0.0,0.0
836d34fffffffff,3.0,0.0,0.0,0.0
836d35fffffffff,6.0,1.0,0.0,0.0
836d61fffffffff,1.0,0.0,0.0,0.0
836d63fffffffff,7.0,0.0,0.0,0.0
836d65fffffffff,5.0,0.0,0.0,0.0
836d66fffffffff,3.0,0.0,0.0,0.0
836d68fffffffff,10.0,0.0,0.0,0.0
836d69fffffffff,20.0,0.0,0.0,0.0
836d6dfffffffff,6.0,0.0,0.0,0.0
836d75fffffffff,1.0,0.0,0.0,0.0
836d76fffffffff,6.0,0.0,0.0,0.0
