cell_id,Aphelocoma wollweberi,Aphelocoma wollweberi [wollweberi Group],Aphelocoma wollweberi couchii,Aphelocoma wollweberi potosina
8229b7fffffffff,68.0,17.0,0.0,0.0
824817fffffffff,4.0,0.0,0.0,0.0
8248a7fffffffff,1.0,0.0,1.0,0.0
8248affffffffff,57.0,0.0,53.0,0.0
8248c7fffffffff,62.0,31.0,0.0,0.0
8248cffffffffff,155.0,44.0,0.0,0.0
8248effffffffff,167.0,41.0,0.0,0.0
824987fffffffff,4.0,0.0,0.0,0.0
824997fffffffff,4.0,0.0,0.0,1.0
82499ffffffffff,6.0,0.0,1.0,0.0
