cell_id,Numida meleagris,Numida meleagris sabyi,Numida meleagris galeatus,Numida meleagris meleagris/somaliensis,Numida meleagris reichenowi,Numida meleagris [mitratus Group]
84458e5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
84458e7ffffffff,42.0,0.0,0.0,0.0,0.0,0.0
84458ebffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84458edffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8445901ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8445903ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445907ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8445909ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8445911ffffffff,121.0,0.0,0.0,0.0,0.0,0.0
8445917ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8445967ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8445989ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
844598bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
84459c3ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
84459c5ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84459d9ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
84459dbffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8445a33ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844898dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84489e3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844b86dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844ba29ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
844bb11ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844bb55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844c883ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
844c887ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
844c893ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844c897ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844c89bffffffff,14.0,0.0,0.0,0.0,0.0,0.0
844c8abffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844c8b9ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844c933ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844c937ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844c985ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
844c98dffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844c9abffffffff,26.0,0.0,0.0,0.0,0.0,0.0
844c9adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844c9e5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844cc0bffffffff,29.0,0.0,0.0,0.0,0.0,0.0
844cc51ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
844cc53ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844cc55ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844cc59ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844cc5bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844cc61ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
844cc65ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844cc67ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844cd09ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844cd0dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
844cd29ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
844cd2dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844cd43ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
844cd49ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844cd5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844cd67ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844ce8bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
844ce95ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844cea9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844ceadffffffff,30.0,0.0,0.0,0.0,0.0,0.0
844ceb9ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
844cee5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
844cee7ffffffff,175.0,0.0,0.0,0.0,0.0,0.0
844cf25ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
844cf27ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
844cf31ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
844cf33ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
844cf35ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
844cf37ffffffff,73.0,0.0,0.0,0.0,0.0,0.0
8452113ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
845215bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84521c5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
845281dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84528a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84528abffffffff,2.0,0.0,0.0,2.0,0.0,0.0
84528adffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84529b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84529b9ffffffff,9.0,0.0,0.0,2.0,0.0,0.0
8452b1dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84540abffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8454187ffffffff,11.0,0.0,4.0,0.0,0.0,0.0
8454199ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84541a3ffffffff,15.0,0.0,1.0,0.0,0.0,0.0
84541a5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84541b5ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454499ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8454941ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8454949ffffffff,78.0,0.0,0.0,0.0,0.0,0.0
845494bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454a93ffffffff,7.0,0.0,2.0,0.0,0.0,0.0
8454a9bffffffff,8.0,0.0,0.0,0.0,0.0,0.0
8454ad1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8454ad5ffffffff,26.0,0.0,2.0,0.0,0.0,0.0
8454addffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454b01ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8454b05ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8454b07ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8454e41ffffffff,102.0,0.0,1.0,0.0,0.0,0.0
8454e43ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8454e4bffffffff,14.0,0.0,2.0,0.0,0.0,0.0
8454e4dffffffff,55.0,0.0,18.0,0.0,0.0,0.0
8454e51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454e59ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454e5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454e5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8454e8bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8454f11ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8454f49ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8454f51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84574d9ffffffff,19.0,0.0,0.0,0.0,0.0,0.0
84574dbffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8458517ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8458581ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8458585ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8458839ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8458943ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8458945ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
845894dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8458969ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8458a4dffffffff,12.0,0.0,0.0,0.0,0.0,0.0
8458a69ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8458b51ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8458b5dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
8458c8bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8458cd9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8458d4dffffffff,1.0,0.0,1.0,0.0,0.0,0.0
8458e39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8458e95ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8458f6bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8459933ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8459985ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84599e5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
84599e7ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
84599edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
845d101ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
845d115ffffffff,65.0,0.0,0.0,0.0,0.0,0.0
845d131ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
845d145ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
845e591ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
845e59bffffffff,29.0,0.0,0.0,0.0,0.0,0.0
8464a4bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84658e3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8467259ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846725bffffffff,84.0,0.0,0.0,0.0,0.0,0.0
846725dffffffff,9.0,0.0,0.0,0.0,0.0,0.0
8467263ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846a109ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846a459ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846a491ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846a4a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846a4a9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846a4b3ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
846a581ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846a583ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846a5a7ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
846a5a9ffffffff,100.0,0.0,0.0,0.0,0.0,0.0
846a5abffffffff,11.0,0.0,0.0,0.0,0.0,0.0
846a5adffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846a693ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
846a697ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
846ac03ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac11ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846ac15ffffffff,27.0,0.0,0.0,4.0,0.0,0.0
846ac1dffffffff,12.0,0.0,0.0,5.0,0.0,0.0
846ac23ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac31ffffffff,19.0,0.0,0.0,2.0,0.0,0.0
846ac33ffffffff,13.0,0.0,0.0,0.0,0.0,0.0
846ac35ffffffff,39.0,0.0,0.0,2.0,0.0,0.0
846ac37ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac39ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac3dffffffff,406.0,0.0,0.0,36.0,0.0,0.0
846ac53ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac5bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846ac89ffffffff,64.0,0.0,0.0,2.0,0.0,0.0
846ac93ffffffff,22.0,0.0,0.0,0.0,0.0,0.0
846ac9bffffffff,9.0,0.0,0.0,0.0,0.0,0.0
846acadffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846acc3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846acc7ffffffff,5.0,0.0,0.0,1.0,0.0,0.0
846accbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846acd1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846acd5ffffffff,12.0,0.0,0.0,4.0,0.0,0.0
846ace3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846ace5ffffffff,469.0,0.0,0.0,32.0,0.0,0.0
846ad8bffffffff,36.0,0.0,0.0,0.0,0.0,0.0
846adc1ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
846adc9ffffffff,62.0,0.0,0.0,3.0,0.0,0.0
846adcbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846add5ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
846add7ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
846ae0bffffffff,3.0,0.0,0.0,0.0,0.0,0.0
846ae85ffffffff,337.0,0.0,0.0,38.0,0.0,0.0
846ae87ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
846ae9bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846aea1ffffffff,35.0,0.0,0.0,2.0,0.0,0.0
846aea3ffffffff,70.0,0.0,0.0,4.0,0.0,0.0
846aea5ffffffff,4.0,0.0,0.0,3.0,0.0,0.0
846aea9ffffffff,61.0,0.0,0.0,4.0,0.0,0.0
846aeabffffffff,35.0,0.0,0.0,1.0,0.0,0.0
846aeb5ffffffff,9.0,0.0,0.0,0.0,0.0,0.0
846aeb7ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
846aecbffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846aed3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
846aee1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
846aee3ffffffff,434.0,0.0,0.0,31.0,0.0,0.0
846aee9ffffffff,1.0,0.0,0.0,1.0,0.0,0.0
846b127ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
846b205ffffffff,2.0,0.0,0.0,2.0,0.0,0.0
846bb61ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84750d3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847518dffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8475201ffffffff,137.0,0.0,7.0,0.0,0.0,0.0
8475203ffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8475205ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8475207ffffffff,241.0,0.0,36.0,0.0,0.0,0.0
847520bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847522dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8475293ffffffff,23.0,0.0,2.0,0.0,0.0,0.0
847529bffffffff,56.0,0.0,5.0,0.0,0.0,0.0
84752abffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84752adffffffff,1.0,0.0,0.0,0.0,0.0,0.0
84752d3ffffffff,4.0,0.0,1.0,0.0,0.0,0.0
84752dbffffffff,2.0,0.0,0.0,0.0,0.0,0.0
84752edffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8475307ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8475313ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847532bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8475361ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8475a65ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a401ffffffff,176.0,0.0,0.0,0.0,0.0,0.0
847a403ffffffff,39.0,0.0,0.0,0.0,0.0,0.0
847a405ffffffff,44.0,0.0,0.0,0.0,0.0,0.0
847a407ffffffff,237.0,0.0,0.0,0.0,0.0,0.0
847a40bffffffff,89.0,0.0,0.0,0.0,0.0,0.0
847a40dffffffff,51.0,0.0,0.0,0.0,0.0,0.0
847a413ffffffff,59.0,0.0,0.0,0.0,0.0,0.0
847a415ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a419ffffffff,12.0,0.0,0.0,0.0,0.0,0.0
847a41bffffffff,24.0,0.0,0.0,0.0,0.0,0.0
847a41dffffffff,152.0,0.0,0.0,0.0,0.0,0.0
847a43bffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a451ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a453ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a457ffffffff,102.0,0.0,0.0,0.0,0.0,0.0
847a459ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
847a45dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a481ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
847a483ffffffff,18.0,0.0,0.0,0.0,0.0,0.0
847a485ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a487ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a489ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a495ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a4b1ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
847a4b7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
847a4c1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a4d1ffffffff,38.0,0.0,0.0,0.0,0.0,0.0
847a4d3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a4d9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a4dbffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a4e3ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a4e9ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a537ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a5c1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a5c9ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a5e3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a601ffffffff,7.0,0.0,0.0,0.0,0.0,0.0
847a603ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a605ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
847a609ffffffff,198.0,0.0,0.0,0.0,0.0,0.0
847a60bffffffff,49.0,0.0,0.0,0.0,0.0,0.0
847a611ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
847a615ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
847a619ffffffff,24.0,0.0,0.0,0.0,0.0,0.0
847a61bffffffff,5.0,0.0,0.0,0.0,0.0,0.0
847a61dffffffff,264.0,0.0,0.0,0.0,0.0,0.0
847a633ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a63bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a641ffffffff,49.0,0.0,0.0,0.0,0.0,0.0
847a643ffffffff,47.0,0.0,0.0,0.0,0.0,0.0
847a647ffffffff,23.0,0.0,0.0,0.0,0.0,0.0
847a651ffffffff,10.0,0.0,0.0,0.0,0.0,0.0
847a655ffffffff,16.0,0.0,0.0,0.0,0.0,0.0
847a657ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
847a659ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
847a65dffffffff,30.0,0.0,0.0,0.0,0.0,0.0
847a669ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a66bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
847a681ffffffff,316.0,0.0,0.0,0.0,0.0,0.0
847a683ffffffff,354.0,0.0,0.0,0.0,0.0,0.0
847a685ffffffff,4.0,0.0,0.0,0.0,0.0,0.0
847a687ffffffff,25.0,0.0,0.0,0.0,0.0,0.0
847a689ffffffff,14.0,0.0,0.0,0.0,0.0,0.0
847a68bffffffff,139.0,0.0,0.0,0.0,0.0,0.0
847a69dffffffff,17.0,0.0,0.0,0.0,0.0,0.0
847a6a1ffffffff,414.0,0.0,0.0,0.0,0.0,0.0
847a6a5ffffffff,33.0,0.0,0.0,0.0,0.0,0.0
847a6a7ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
847a6a9ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
