cell_id,Piranga flava,Piranga flava [hepatica Group],Piranga flava [lutea Group],Piranga flava [flava Group]
8348c6fffffffff,46.0,1.0,0.0,0.0
8348c8fffffffff,2.0,0.0,0.0,0.0
8348c9fffffffff,199.0,15.0,0.0,0.0
8348cafffffffff,24.0,0.0,0.0,0.0
8348ccfffffffff,131.0,26.0,0.0,0.0
8348cdfffffffff,311.0,61.0,0.0,0.0
8348cefffffffff,21.0,0.0,0.0,0.0
8348d0fffffffff,2.0,0.0,0.0,0.0
8348d1fffffffff,76.0,6.0,0.0,0.0
8348d2fffffffff,1.0,0.0,0.0,0.0
8348d3fffffffff,77.0,6.0,0.0,0.0
8348d4fffffffff,190.0,9.0,0.0,0.0
8348d5fffffffff,27.0,5.0,0.0,0.0
8348d8fffffffff,784.0,0.0,0.0,0.0
8348dafffffffff,60.0,0.0,0.0,0.0
8348dcfffffffff,44.0,8.0,0.0,0.0
8348ddfffffffff,113.0,0.0,0.0,0.0
8348defffffffff,9.0,0.0,0.0,0.0
8348e0fffffffff,34.0,0.0,0.0,0.0
8348e1fffffffff,47.0,0.0,0.0,0.0
8348e2fffffffff,14.0,0.0,0.0,0.0
8348e3fffffffff,245.0,26.0,0.0,0.0
8348e4fffffffff,199.0,0.0,0.0,0.0
8348e5fffffffff,10.0,0.0,0.0,0.0
8348e6fffffffff,82.0,0.0,0.0,0.0
8348e8fffffffff,10262.0,1244.0,0.0,0.0
8348eafffffffff,114.0,60.0,0.0,0.0
8348ebfffffffff,411.0,62.0,0.0,0.0
8348ecfffffffff,1315.0,190.0,0.0,0.0
8348eefffffffff,10103.0,1193.0,0.0,0.0
8348f2fffffffff,1286.0,78.0,0.0,0.0
8348f3fffffffff,7.0,0.0,0.0,0.0
834980fffffffff,320.0,2.0,0.0,0.0
834981fffffffff,4.0,0.0,0.0,0.0
834982fffffffff,86.0,0.0,0.0,0.0
834983fffffffff,137.0,0.0,0.0,0.0
834985fffffffff,74.0,8.0,0.0,0.0
834986fffffffff,305.0,42.0,0.0,0.0
834988fffffffff,112.0,0.0,0.0,0.0
834989fffffffff,9.0,0.0,0.0,0.0
83498afffffffff,2.0,0.0,0.0,0.0
83498cfffffffff,37.0,0.0,0.0,0.0
83498dfffffffff,15.0,2.0,0.0,0.0
83498efffffffff,15.0,0.0,0.0,0.0
834990fffffffff,40.0,1.0,0.0,0.0
834991fffffffff,65.0,7.0,0.0,0.0
834994fffffffff,69.0,0.0,0.0,0.0
834995fffffffff,708.0,43.0,0.0,0.0
834996fffffffff,347.0,44.0,0.0,0.0
834998fffffffff,50.0,0.0,0.0,0.0
83499bfffffffff,11.0,0.0,0.0,0.0
83499cfffffffff,113.0,0.0,0.0,0.0
83499dfffffffff,37.0,0.0,0.0,0.0
83499efffffffff,1.0,0.0,0.0,0.0
8349a2fffffffff,3.0,3.0,0.0,0.0
8349a8fffffffff,404.0,25.0,0.0,0.0
8349a9fffffffff,143.0,14.0,0.0,0.0
8349aafffffffff,342.0,19.0,0.0,0.0
8349abfffffffff,361.0,5.0,0.0,0.0
8349aefffffffff,1.0,0.0,0.0,0.0
8349b0fffffffff,12.0,0.0,0.0,0.0
8349b1fffffffff,36.0,10.0,0.0,0.0
8349b2fffffffff,99.0,0.0,0.0,0.0
8349b3fffffffff,348.0,8.0,0.0,0.0
8349b5fffffffff,8.0,0.0,0.0,0.0
8349b6fffffffff,14.0,1.0,0.0,0.0
835f03fffffffff,18.0,0.0,0.0,5.0
835f1cfffffffff,2.0,0.0,0.0,0.0
835f22fffffffff,16.0,0.0,0.0,16.0
835f29fffffffff,47.0,0.0,0.0,0.0
835f2dfffffffff,45.0,0.0,0.0,0.0
835f40fffffffff,3.0,0.0,0.0,0.0
835f4afffffffff,6.0,0.0,1.0,0.0
835f4bfffffffff,3.0,0.0,0.0,0.0
835f58fffffffff,83.0,0.0,0.0,0.0
835f71fffffffff,10.0,0.0,6.0,0.0
835f75fffffffff,5.0,0.0,1.0,0.0
836601fffffffff,80.0,0.0,20.0,0.0
836608fffffffff,375.0,0.0,13.0,0.0
836609fffffffff,3.0,0.0,0.0,0.0
83660afffffffff,6.0,0.0,0.0,0.0
83660bfffffffff,45.0,0.0,0.0,0.0
83660cfffffffff,54.0,0.0,0.0,0.0
83660dfffffffff,34.0,0.0,0.0,0.0
836612fffffffff,30.0,0.0,0.0,0.0
836613fffffffff,24.0,0.0,2.0,0.0
836616fffffffff,40.0,0.0,0.0,0.0
836618fffffffff,106.0,0.0,9.0,0.0
836619fffffffff,464.0,0.0,6.0,0.0
83661bfffffffff,1201.0,0.0,72.0,0.0
83661dfffffffff,69.0,0.0,2.0,0.0
83661efffffffff,4.0,0.0,0.0,0.0
836620fffffffff,30.0,0.0,13.0,0.0
836621fffffffff,11.0,0.0,0.0,0.0
836622fffffffff,19.0,0.0,3.0,0.0
836623fffffffff,14.0,0.0,8.0,0.0
836629fffffffff,32.0,0.0,6.0,0.0
83662afffffffff,2.0,0.0,0.0,0.0
83662bfffffffff,41.0,0.0,1.0,0.0
83662dfffffffff,3.0,0.0,0.0,0.0
83662efffffffff,21.0,0.0,0.0,0.0
836631fffffffff,2.0,0.0,0.0,0.0
836645fffffffff,2.0,0.0,0.0,0.0
836656fffffffff,6.0,0.0,0.0,0.0
83666bfffffffff,2.0,0.0,0.0,0.0
8366a0fffffffff,690.0,0.0,64.0,0.0
8366a1fffffffff,2.0,0.0,0.0,0.0
8366a2fffffffff,7.0,0.0,0.0,0.0
8366a3fffffffff,17.0,0.0,5.0,0.0
8366a5fffffffff,2505.0,0.0,330.0,0.0
8366b0fffffffff,6.0,0.0,0.0,0.0
8366b4fffffffff,641.0,0.0,0.0,0.0
8366b5fffffffff,357.0,0.0,35.0,0.0
8366c0fffffffff,11.0,0.0,0.0,0.0
8366c2fffffffff,23.0,0.0,0.0,0.0
8366c4fffffffff,193.0,0.0,0.0,0.0
8366c6fffffffff,571.0,0.0,15.0,0.0
8366d0fffffffff,7.0,0.0,0.0,0.0
8366d1fffffffff,6.0,0.0,2.0,0.0
8366d5fffffffff,120.0,0.0,6.0,0.0
8366dafffffffff,1.0,0.0,0.0,0.0
8366e0fffffffff,101.0,0.0,9.0,0.0
8366e2fffffffff,47.0,0.0,0.0,0.0
8366e4fffffffff,105.0,0.0,7.0,0.0
8366e5fffffffff,84.0,0.0,0.0,0.0
8366e6fffffffff,2362.0,0.0,162.0,0.0
8366f0fffffffff,47.0,0.0,0.0,0.0
8366f1fffffffff,1182.0,0.0,79.0,0.0
8366f3fffffffff,2.0,0.0,0.0,0.0
8366f5fffffffff,365.0,0.0,21.0,0.0
836741fffffffff,486.0,0.0,72.0,0.0
836742fffffffff,34.0,0.0,0.0,0.0
836743fffffffff,47.0,0.0,5.0,0.0
83674cfffffffff,330.0,0.0,28.0,0.0
83674dfffffffff,1.0,0.0,0.0,0.0
83674efffffffff,109.0,0.0,2.0,0.0
836751fffffffff,55.0,0.0,2.0,0.0
836753fffffffff,6.0,0.0,2.0,0.0
83675afffffffff,28.0,0.0,3.0,0.0
83675cfffffffff,28.0,0.0,6.0,0.0
83675efffffffff,36.0,0.0,3.0,0.0
836790fffffffff,6.0,6.0,0.0,0.0
83679afffffffff,66.0,0.0,0.0,0.0
8367b2fffffffff,29.0,0.0,0.0,0.0
836d04fffffffff,42.0,0.0,0.0,0.0
836d05fffffffff,56.0,24.0,0.0,0.0
836d20fffffffff,37.0,2.0,0.0,0.0
836d21fffffffff,32.0,5.0,0.0,0.0
836d23fffffffff,356.0,134.0,0.0,0.0
836d28fffffffff,75.0,10.0,0.0,0.0
836d29fffffffff,12.0,0.0,0.0,0.0
836d2afffffffff,10.0,1.0,0.0,0.0
836d2bfffffffff,4.0,0.0,0.0,0.0
836d2cfffffffff,7.0,0.0,0.0,0.0
836d2dfffffffff,184.0,2.0,0.0,0.0
836d2efffffffff,114.0,6.0,0.0,0.0
836d30fffffffff,243.0,27.0,0.0,0.0
836d31fffffffff,20.0,0.0,0.0,0.0
836d32fffffffff,998.0,119.0,0.0,0.0
836d33fffffffff,259.0,17.0,0.0,0.0
836d36fffffffff,48.0,0.0,0.0,0.0
836d60fffffffff,188.0,0.0,0.0,0.0
836d61fffffffff,2.0,0.0,0.0,0.0
836d64fffffffff,940.0,2.0,0.0,0.0
836d65fffffffff,680.0,34.0,0.0,0.0
836d66fffffffff,223.0,0.0,0.0,0.0
836d68fffffffff,660.0,0.0,0.0,0.0
836d69fffffffff,3995.0,0.0,0.0,0.0
836d74fffffffff,30.0,0.0,0.0,0.0
838000fffffffff,2.0,0.0,0.0,0.0
838005fffffffff,2.0,0.0,0.0,0.0
83800cfffffffff,2.0,0.0,0.0,0.0
838010fffffffff,2.0,0.0,0.0,0.0
838011fffffffff,3.0,0.0,0.0,2.0
838013fffffffff,2.0,0.0,0.0,0.0
838016fffffffff,7.0,0.0,0.0,0.0
83801cfffffffff,1.0,0.0,0.0,0.0
838022fffffffff,1.0,0.0,0.0,1.0
83802cfffffffff,2.0,0.0,0.0,0.0
838036fffffffff,2.0,0.0,0.0,0.0
83804cfffffffff,4.0,0.0,0.0,0.0
838100fffffffff,6.0,0.0,0.0,0.0
838102fffffffff,46.0,0.0,0.0,4.0
838106fffffffff,10.0,0.0,0.0,6.0
838109fffffffff,3.0,0.0,0.0,3.0
838118fffffffff,3.0,0.0,0.0,0.0
83811cfffffffff,1.0,0.0,0.0,1.0
838124fffffffff,70.0,0.0,0.0,11.0
83812dfffffffff,8.0,0.0,0.0,6.0
838170fffffffff,2.0,0.0,0.0,2.0
838171fffffffff,18.0,0.0,0.0,2.0
838172fffffffff,5.0,0.0,0.0,0.0
838180fffffffff,2.0,0.0,0.0,0.0
8381adfffffffff,10.0,0.0,0.0,3.0
838adafffffffff,1.0,0.0,0.0,1.0
838adbfffffffff,1.0,0.0,0.0,1.0
838b06fffffffff,2.0,0.0,0.0,0.0
838b20fffffffff,213.0,0.0,10.0,2.0
838b21fffffffff,3.0,0.0,1.0,1.0
838b22fffffffff,14.0,0.0,0.0,1.0
838b24fffffffff,6.0,0.0,0.0,0.0
838b25fffffffff,71.0,0.0,0.0,4.0
838b2cfffffffff,45.0,0.0,1.0,0.0
838b36fffffffff,2.0,0.0,0.0,0.0
838b61fffffffff,59.0,0.0,6.0,0.0
838b62fffffffff,3.0,0.0,0.0,0.0
838b63fffffffff,4.0,0.0,0.0,0.0
838b66fffffffff,3.0,0.0,0.0,0.0
838b6cfffffffff,452.0,0.0,48.0,0.0
838b74fffffffff,65.0,0.0,0.0,0.0
838b75fffffffff,3.0,0.0,0.0,0.0
838b9dfffffffff,2.0,0.0,0.0,0.0
838bb5fffffffff,76.0,0.0,0.0,32.0
838e64fffffffff,22.0,0.0,2.0,0.0
838e65fffffffff,3.0,0.0,0.0,0.0
838f08fffffffff,10.0,0.0,0.0,0.0
838f09fffffffff,20.0,0.0,0.0,0.0
838f0dfffffffff,492.0,0.0,121.0,0.0
838f28fffffffff,1.0,0.0,1.0,0.0
838f2afffffffff,115.0,0.0,15.0,0.0
838f2bfffffffff,4.0,0.0,0.0,0.0
838f2cfffffffff,4.0,0.0,0.0,0.0
838f2efffffffff,1.0,0.0,1.0,0.0
838f40fffffffff,57.0,0.0,13.0,0.0
838f42fffffffff,6.0,0.0,2.0,0.0
838f43fffffffff,10.0,0.0,0.0,0.0
838f46fffffffff,10.0,0.0,2.0,0.0
838f4afffffffff,12.0,0.0,0.0,0.0
838f50fffffffff,216.0,0.0,3.0,0.0
838f51fffffffff,242.0,0.0,40.0,0.0
838f53fffffffff,10.0,0.0,0.0,0.0
838f54fffffffff,240.0,0.0,44.0,0.0
838f55fffffffff,493.0,0.0,93.0,0.0
838f58fffffffff,45.0,0.0,0.0,0.0
838f5bfffffffff,26.0,0.0,0.0,0.0
838f5cfffffffff,7.0,0.0,0.0,0.0
838f5efffffffff,3.0,0.0,0.0,0.0
838f70fffffffff,9.0,0.0,4.0,0.0
838f72fffffffff,135.0,0.0,75.0,0.0
838f73fffffffff,12.0,0.0,2.0,0.0
838f74fffffffff,15.0,0.0,2.0,0.0
838f76fffffffff,69.0,0.0,14.0,0.0
83a800fffffffff,2.0,0.0,0.0,2.0
83a805fffffffff,3.0,0.0,0.0,3.0
83a806fffffffff,2.0,0.0,0.0,0.0
83a80bfffffffff,3.0,0.0,0.0,0.0
83a810fffffffff,14.0,0.0,0.0,10.0
83a811fffffffff,8.0,0.0,0.0,4.0
83a812fffffffff,39.0,0.0,0.0,13.0
83a813fffffffff,11.0,0.0,0.0,5.0
83a815fffffffff,7.0,0.0,0.0,3.0
83a818fffffffff,2.0,0.0,0.0,0.0
83a81cfffffffff,3.0,0.0,0.0,3.0
83a81efffffffff,217.0,0.0,0.0,17.0
83a820fffffffff,3.0,0.0,0.0,0.0
83a822fffffffff,6.0,0.0,0.0,0.0
83a824fffffffff,8.0,0.0,0.0,4.0
83a835fffffffff,2.0,0.0,0.0,0.0
83a840fffffffff,3.0,0.0,0.0,0.0
83a841fffffffff,1.0,0.0,0.0,1.0
83a844fffffffff,2.0,0.0,0.0,0.0
83a845fffffffff,3.0,0.0,0.0,0.0
83a84dfffffffff,3.0,0.0,0.0,0.0
83a859fffffffff,9.0,0.0,0.0,4.0
83a860fffffffff,15.0,0.0,0.0,0.0
83a864fffffffff,2.0,0.0,0.0,0.0
83a865fffffffff,8.0,0.0,0.0,0.0
83a866fffffffff,2.0,0.0,0.0,0.0
83a86dfffffffff,1.0,0.0,0.0,0.0
83a875fffffffff,8.0,0.0,0.0,0.0
83a880fffffffff,8.0,0.0,0.0,8.0
83a881fffffffff,74.0,0.0,0.0,26.0
83a882fffffffff,1.0,0.0,0.0,1.0
83a883fffffffff,5.0,0.0,0.0,1.0
83a884fffffffff,13.0,0.0,0.0,5.0
83a885fffffffff,1.0,0.0,0.0,1.0
83a886fffffffff,1.0,0.0,0.0,0.0
83a888fffffffff,2.0,0.0,0.0,2.0
83a88afffffffff,14.0,0.0,0.0,0.0
83a88dfffffffff,8.0,0.0,0.0,6.0
83a88efffffffff,30.0,0.0,0.0,14.0
83a891fffffffff,2.0,0.0,0.0,0.0
83a895fffffffff,1.0,0.0,0.0,1.0
83a8a0fffffffff,1.0,0.0,0.0,0.0
83a8a1fffffffff,34.0,0.0,0.0,15.0
83a8a2fffffffff,34.0,0.0,0.0,11.0
83a8a3fffffffff,20.0,0.0,0.0,10.0
83a8a8fffffffff,2.0,0.0,0.0,0.0
83a8a9fffffffff,25.0,0.0,0.0,5.0
83a8aafffffffff,3.0,0.0,0.0,1.0
83a8acfffffffff,32.0,0.0,0.0,10.0
83a8aefffffffff,29.0,0.0,0.0,16.0
83a8c1fffffffff,2.0,0.0,0.0,0.0
83a8c2fffffffff,25.0,0.0,0.0,9.0
83a8d1fffffffff,13.0,0.0,0.0,1.0
83a8d3fffffffff,40.0,0.0,0.0,7.0
83a8d4fffffffff,3.0,0.0,0.0,3.0
83a8d5fffffffff,2.0,0.0,0.0,2.0
83a8dafffffffff,2.0,0.0,0.0,1.0
83a8defffffffff,34.0,0.0,0.0,6.0
83a8f0fffffffff,1.0,0.0,0.0,0.0
83a8f4fffffffff,4.0,0.0,0.0,4.0
83a8f5fffffffff,2.0,0.0,0.0,2.0
83a901fffffffff,4.0,0.0,0.0,0.0
83a905fffffffff,2.0,0.0,0.0,0.0
83a90cfffffffff,3.0,0.0,0.0,0.0
83a90efffffffff,1.0,0.0,0.0,1.0
83a919fffffffff,87.0,0.0,0.0,32.0
83a929fffffffff,1.0,0.0,0.0,0.0
83a92afffffffff,4.0,0.0,0.0,4.0
83a92cfffffffff,100.0,0.0,0.0,2.0
83a92dfffffffff,7.0,0.0,0.0,1.0
83a92efffffffff,9.0,0.0,0.0,3.0
83a941fffffffff,22.0,0.0,0.0,0.0
83a942fffffffff,2.0,0.0,0.0,0.0
83a944fffffffff,29.0,0.0,0.0,0.0
83a945fffffffff,8.0,0.0,0.0,0.0
83a946fffffffff,66.0,0.0,0.0,0.0
83a948fffffffff,7.0,0.0,0.0,0.0
83a949fffffffff,2.0,0.0,0.0,0.0
83a94afffffffff,1.0,0.0,0.0,0.0
83a94bfffffffff,5.0,0.0,0.0,0.0
83a94cfffffffff,17.0,0.0,0.0,0.0
83a94dfffffffff,14.0,0.0,0.0,0.0
83a94efffffffff,16.0,0.0,0.0,0.0
83a950fffffffff,27.0,0.0,0.0,0.0
83a951fffffffff,4.0,0.0,0.0,0.0
83a953fffffffff,8.0,0.0,0.0,0.0
83a955fffffffff,23.0,0.0,0.0,0.0
83a956fffffffff,2.0,0.0,0.0,0.0
83a959fffffffff,2.0,0.0,0.0,0.0
83a95afffffffff,1.0,0.0,0.0,0.0
83a95dfffffffff,3.0,0.0,0.0,0.0
83a960fffffffff,2.0,0.0,0.0,0.0
83a961fffffffff,14.0,0.0,0.0,0.0
83a962fffffffff,78.0,0.0,0.0,0.0
83a963fffffffff,14.0,0.0,0.0,0.0
83a964fffffffff,78.0,0.0,0.0,0.0
83a965fffffffff,7.0,0.0,0.0,0.0
83a966fffffffff,8.0,0.0,0.0,5.0
83a968fffffffff,25.0,0.0,0.0,0.0
83a969fffffffff,1.0,0.0,0.0,0.0
83a96afffffffff,40.0,0.0,0.0,0.0
83a96bfffffffff,28.0,0.0,0.0,0.0
83a96cfffffffff,2.0,0.0,0.0,0.0
83a96efffffffff,32.0,0.0,0.0,0.0
83a971fffffffff,65.0,0.0,0.0,0.0
83a973fffffffff,8.0,0.0,0.0,0.0
83a974fffffffff,9.0,0.0,0.0,0.0
83a975fffffffff,9.0,0.0,0.0,0.0
83a976fffffffff,8.0,0.0,0.0,5.0
83b209fffffffff,9.0,0.0,0.0,0.0
83b240fffffffff,2.0,0.0,0.0,0.0
83b241fffffffff,4.0,0.0,0.0,0.0
83b242fffffffff,36.0,0.0,0.0,0.0
83b243fffffffff,107.0,0.0,0.0,0.0
83b244fffffffff,2.0,0.0,0.0,0.0
83b245fffffffff,2.0,0.0,0.0,0.0
83b246fffffffff,14.0,0.0,0.0,0.0
83b24dfffffffff,5.0,0.0,0.0,0.0
83b250fffffffff,7.0,0.0,0.0,0.0
83b251fffffffff,104.0,0.0,0.0,0.0
83b253fffffffff,1.0,0.0,0.0,0.0
83b254fffffffff,5.0,0.0,0.0,0.0
83b255fffffffff,8.0,0.0,0.0,0.0
83b256fffffffff,3.0,0.0,0.0,0.0
83b258fffffffff,89.0,0.0,0.0,0.0
83b25afffffffff,4.0,0.0,0.0,0.0
83b25cfffffffff,140.0,0.0,0.0,0.0
83b25dfffffffff,85.0,0.0,0.0,0.0
83b25efffffffff,92.0,0.0,0.0,0.0
83b262fffffffff,6.0,0.0,0.0,0.0
83b263fffffffff,1.0,0.0,0.0,0.0
83b265fffffffff,2.0,0.0,0.0,0.0
83b266fffffffff,3.0,0.0,0.0,0.0
83b268fffffffff,11.0,0.0,0.0,0.0
83b269fffffffff,4.0,0.0,0.0,0.0
83b26dfffffffff,28.0,0.0,0.0,0.0
83b270fffffffff,100.0,0.0,0.0,0.0
83b271fffffffff,14.0,0.0,0.0,0.0
83b272fffffffff,19.0,0.0,0.0,0.0
83b274fffffffff,63.0,0.0,0.0,0.0
83b275fffffffff,23.0,0.0,0.0,0.0
83b276fffffffff,8.0,0.0,0.0,0.0
83b324fffffffff,7.0,0.0,0.0,0.0
83b325fffffffff,2.0,0.0,0.0,0.0
83b32dfffffffff,17.0,0.0,1.0,0.0
83b340fffffffff,14.0,0.0,0.0,0.0
83b341fffffffff,3.0,0.0,0.0,0.0
83b342fffffffff,393.0,0.0,0.0,0.0
83b343fffffffff,36.0,0.0,0.0,0.0
83b344fffffffff,14.0,0.0,0.0,0.0
83b345fffffffff,4.0,0.0,0.0,0.0
83b346fffffffff,14.0,0.0,0.0,0.0
83b348fffffffff,18.0,0.0,0.0,0.0
83b349fffffffff,14.0,0.0,0.0,0.0
83b34afffffffff,5.0,0.0,0.0,0.0
83b34bfffffffff,92.0,0.0,0.0,0.0
83b34cfffffffff,18.0,0.0,0.0,0.0
83b34dfffffffff,71.0,0.0,0.0,0.0
83b34efffffffff,10.0,0.0,0.0,0.0
83b351fffffffff,115.0,0.0,0.0,0.0
83b358fffffffff,73.0,0.0,0.0,0.0
83b35afffffffff,81.0,0.0,0.0,0.0
83b35bfffffffff,148.0,0.0,0.0,0.0
83b35cfffffffff,180.0,0.0,0.0,0.0
83b35dfffffffff,10.0,0.0,0.0,0.0
83b35efffffffff,398.0,0.0,0.0,0.0
83b360fffffffff,5.0,0.0,0.0,0.0
83b361fffffffff,12.0,0.0,0.0,0.0
83b362fffffffff,16.0,0.0,0.0,1.0
83b363fffffffff,11.0,0.0,0.0,0.0
83b365fffffffff,4.0,0.0,0.0,0.0
83b366fffffffff,21.0,0.0,0.0,5.0
83b368fffffffff,7.0,0.0,0.0,0.0
83b369fffffffff,4.0,0.0,0.0,0.0
83b36afffffffff,7.0,0.0,0.0,0.0
83b36bfffffffff,6.0,0.0,0.0,0.0
83b36dfffffffff,20.0,0.0,0.0,0.0
83b371fffffffff,4.0,0.0,0.0,0.0
83c21bfffffffff,5.0,0.0,0.0,0.0
83c289fffffffff,3.0,0.0,0.0,0.0
83c2c0fffffffff,9.0,0.0,0.0,0.0
83c2c1fffffffff,149.0,0.0,0.0,1.0
83c2c2fffffffff,29.0,0.0,0.0,0.0
83c2c3fffffffff,18.0,0.0,0.0,0.0
83c2c4fffffffff,5.0,0.0,0.0,0.0
83c2c5fffffffff,165.0,0.0,0.0,0.0
83c2c6fffffffff,2.0,0.0,0.0,0.0
83c2c8fffffffff,25.0,0.0,0.0,0.0
83c2c9fffffffff,10.0,0.0,0.0,0.0
83c2cafffffffff,167.0,0.0,0.0,2.0
83c2cbfffffffff,137.0,0.0,0.0,0.0
83c2ccfffffffff,23.0,0.0,0.0,0.0
83c2cdfffffffff,33.0,0.0,0.0,0.0
83c2cefffffffff,299.0,0.0,0.0,0.0
83c2d0fffffffff,19.0,0.0,0.0,0.0
83c2d1fffffffff,5.0,0.0,0.0,0.0
83c2d3fffffffff,24.0,0.0,0.0,0.0
83c2d4fffffffff,40.0,0.0,0.0,2.0
83c2d5fffffffff,19.0,0.0,0.0,0.0
83c2d6fffffffff,12.0,0.0,0.0,3.0
83c2d8fffffffff,59.0,0.0,0.0,0.0
83c2d9fffffffff,59.0,0.0,0.0,2.0
83c2dafffffffff,2.0,0.0,0.0,0.0
83c2dbfffffffff,4.0,0.0,0.0,0.0
83c2ddfffffffff,6.0,0.0,0.0,0.0
83c2defffffffff,8.0,0.0,0.0,2.0
83c2e0fffffffff,10.0,0.0,0.0,0.0
83c2e1fffffffff,6.0,0.0,0.0,0.0
83c2e2fffffffff,276.0,0.0,0.0,0.0
83c2e3fffffffff,1029.0,0.0,0.0,8.0
83c2e6fffffffff,2.0,0.0,0.0,0.0
83c2e8fffffffff,1.0,0.0,0.0,0.0
83c2e9fffffffff,1.0,0.0,0.0,0.0
83c2eafffffffff,14.0,0.0,0.0,0.0
83c2ebfffffffff,4.0,0.0,0.0,0.0
83c2eefffffffff,72.0,0.0,0.0,0.0
83c2f1fffffffff,106.0,0.0,0.0,0.0
83c2f2fffffffff,121.0,0.0,0.0,2.0
83c2f3fffffffff,327.0,0.0,0.0,1.0
