cell_id,Troglodytes musculus,Troglodytes musculus [intermedius Group],Troglodytes musculus [audax Group],Troglodytes musculus carabayae,Troglodytes musculus [musculus Group]
835f12fffffffff,109.0,0.0,0.0,0.0,0.0
835f13fffffffff,52.0,0.0,0.0,0.0,0.0
835f14fffffffff,8.0,0.0,0.0,0.0,0.0
835f16fffffffff,7.0,0.0,0.0,0.0,0.0
835f1cfffffffff,175.0,0.0,0.0,0.0,0.0
835f1dfffffffff,22.0,0.0,0.0,0.0,0.0
835f1efffffffff,18.0,0.0,0.0,0.0,0.0
835f22fffffffff,17.0,0.0,0.0,0.0,0.0
835f28fffffffff,3.0,0.0,0.0,0.0,0.0
835f29fffffffff,190.0,0.0,0.0,0.0,0.0
835f2bfffffffff,198.0,0.0,0.0,0.0,0.0
835f2dfffffffff,67.0,0.0,0.0,0.0,0.0
835f40fffffffff,109.0,0.0,0.0,0.0,0.0
835f41fffffffff,62.0,0.0,0.0,0.0,0.0
835f42fffffffff,37.0,0.0,0.0,0.0,0.0
835f43fffffffff,15.0,0.0,0.0,0.0,0.0
835f45fffffffff,1.0,0.0,0.0,0.0,0.0
835f46fffffffff,6.0,0.0,0.0,0.0,0.0
835f48fffffffff,44.0,0.0,0.0,0.0,0.0
835f49fffffffff,38.0,0.0,0.0,0.0,0.0
835f4afffffffff,72.0,0.0,0.0,0.0,0.0
835f4bfffffffff,96.0,0.0,0.0,0.0,0.0
835f4efffffffff,14.0,0.0,0.0,0.0,0.0
835f50fffffffff,50.0,0.0,0.0,0.0,0.0
835f54fffffffff,14.0,0.0,0.0,0.0,0.0
835f56fffffffff,5.0,0.0,0.0,0.0,0.0
835f58fffffffff,2602.0,0.0,0.0,0.0,0.0
835f59fffffffff,82.0,0.0,0.0,0.0,0.0
835f5bfffffffff,1053.0,0.0,0.0,0.0,0.0
835f5dfffffffff,17.0,0.0,0.0,0.0,0.0
835f66fffffffff,2.0,0.0,0.0,0.0,0.0
835f68fffffffff,17.0,0.0,0.0,0.0,0.0
835f70fffffffff,2.0,0.0,0.0,0.0,0.0
835f71fffffffff,49.0,0.0,0.0,0.0,0.0
835f75fffffffff,81.0,0.0,0.0,0.0,0.0
835f76fffffffff,4.0,0.0,0.0,0.0,0.0
836600fffffffff,18.0,0.0,0.0,0.0,0.0
836601fffffffff,29.0,0.0,0.0,0.0,0.0
836602fffffffff,455.0,0.0,0.0,0.0,0.0
836603fffffffff,35.0,0.0,0.0,0.0,0.0
836604fffffffff,116.0,0.0,0.0,0.0,0.0
836605fffffffff,6.0,0.0,0.0,0.0,0.0
836606fffffffff,264.0,0.0,0.0,0.0,0.0
836608fffffffff,2431.0,0.0,0.0,0.0,0.0
836609fffffffff,278.0,0.0,0.0,0.0,0.0
83660afffffffff,145.0,0.0,0.0,0.0,0.0
83660bfffffffff,1860.0,0.0,0.0,0.0,0.0
83660cfffffffff,473.0,0.0,0.0,0.0,0.0
83660dfffffffff,252.0,0.0,0.0,0.0,0.0
83660efffffffff,58.0,0.0,0.0,0.0,0.0
836610fffffffff,1690.0,0.0,0.0,0.0,0.0
836611fffffffff,491.0,0.0,0.0,0.0,0.0
836612fffffffff,98.0,0.0,0.0,0.0,0.0
836613fffffffff,789.0,0.0,0.0,0.0,0.0
836615fffffffff,35.0,0.0,0.0,0.0,0.0
836616fffffffff,1196.0,0.0,0.0,0.0,0.0
836618fffffffff,1729.0,0.0,0.0,0.0,0.0
836619fffffffff,4897.0,0.0,0.0,0.0,0.0
83661afffffffff,224.0,0.0,0.0,0.0,0.0
83661bfffffffff,5557.0,0.0,0.0,0.0,0.0
83661cfffffffff,191.0,0.0,0.0,0.0,0.0
83661dfffffffff,688.0,0.0,0.0,0.0,0.0
83661efffffffff,235.0,0.0,0.0,0.0,0.0
836620fffffffff,2032.0,0.0,0.0,0.0,0.0
836621fffffffff,454.0,0.0,0.0,0.0,0.0
836622fffffffff,2066.0,0.0,0.0,0.0,0.0
836623fffffffff,53.0,0.0,0.0,0.0,0.0
836625fffffffff,603.0,0.0,0.0,0.0,0.0
836628fffffffff,7.0,0.0,0.0,0.0,0.0
836629fffffffff,417.0,0.0,0.0,0.0,0.0
83662afffffffff,16.0,0.0,0.0,0.0,0.0
83662bfffffffff,242.0,0.0,0.0,0.0,0.0
83662cfffffffff,121.0,0.0,0.0,0.0,0.0
83662dfffffffff,173.0,0.0,0.0,0.0,0.0
83662efffffffff,130.0,0.0,0.0,0.0,0.0
836631fffffffff,701.0,0.0,0.0,0.0,0.0
836641fffffffff,368.0,0.0,0.0,0.0,0.0
836643fffffffff,2.0,0.0,0.0,0.0,0.0
836644fffffffff,5.0,0.0,0.0,0.0,0.0
836645fffffffff,4.0,0.0,0.0,0.0,0.0
836648fffffffff,10.0,0.0,0.0,0.0,0.0
83664cfffffffff,2.0,0.0,0.0,0.0,0.0
83664efffffffff,12.0,0.0,0.0,0.0,0.0
836650fffffffff,30.0,0.0,0.0,0.0,0.0
836651fffffffff,1.0,0.0,0.0,0.0,0.0
836652fffffffff,308.0,0.0,0.0,0.0,0.0
836653fffffffff,8.0,0.0,0.0,0.0,0.0
836654fffffffff,97.0,0.0,0.0,0.0,0.0
836656fffffffff,565.0,0.0,0.0,0.0,0.0
83665afffffffff,508.0,0.0,0.0,0.0,0.0
83665bfffffffff,163.0,0.0,0.0,0.0,0.0
83665cfffffffff,3.0,0.0,0.0,0.0,0.0
83665efffffffff,11.0,0.0,0.0,0.0,0.0
836660fffffffff,2.0,0.0,0.0,0.0,0.0
836662fffffffff,5.0,0.0,0.0,0.0,0.0
836663fffffffff,103.0,0.0,0.0,0.0,0.0
836664fffffffff,51.0,0.0,0.0,0.0,0.0
836666fffffffff,2.0,0.0,0.0,0.0,0.0
83666afffffffff,4.0,0.0,0.0,0.0,0.0
83666bfffffffff,4.0,0.0,0.0,0.0,0.0
83666cfffffffff,5.0,0.0,0.0,0.0,0.0
83666efffffffff,7.0,0.0,0.0,0.0,0.0
836670fffffffff,39.0,0.0,0.0,0.0,0.0
836672fffffffff,177.0,0.0,0.0,0.0,0.0
836673fffffffff,48.0,0.0,0.0,0.0,0.0
836674fffffffff,8.0,0.0,0.0,0.0,0.0
836675fffffffff,101.0,0.0,0.0,0.0,0.0
836676fffffffff,22.0,0.0,0.0,0.0,0.0
836684fffffffff,95.0,0.0,0.0,0.0,0.0
8366a0fffffffff,3758.0,0.0,0.0,0.0,0.0
8366a1fffffffff,906.0,0.0,0.0,0.0,0.0
8366a2fffffffff,285.0,0.0,0.0,0.0,0.0
8366a3fffffffff,507.0,0.0,0.0,0.0,0.0
8366a5fffffffff,10371.0,0.0,0.0,0.0,0.0
8366a6fffffffff,621.0,0.0,0.0,0.0,0.0
8366adfffffffff,1.0,0.0,0.0,0.0,0.0
8366aefffffffff,46.0,0.0,0.0,0.0,0.0
8366b0fffffffff,2456.0,0.0,0.0,0.0,0.0
8366b1fffffffff,119.0,0.0,0.0,0.0,0.0
8366b4fffffffff,12167.0,0.0,0.0,0.0,0.0
8366b5fffffffff,9094.0,0.0,0.0,0.0,0.0
8366b6fffffffff,407.0,0.0,0.0,0.0,0.0
8366c0fffffffff,577.0,0.0,0.0,0.0,0.0
8366c1fffffffff,32.0,0.0,0.0,0.0,0.0
8366c2fffffffff,1889.0,0.0,0.0,0.0,0.0
8366c3fffffffff,34.0,0.0,0.0,0.0,0.0
8366c4fffffffff,1233.0,0.0,0.0,0.0,0.0
8366c5fffffffff,151.0,0.0,0.0,0.0,0.0
8366c6fffffffff,2427.0,0.0,0.0,0.0,0.0
8366c9fffffffff,5.0,0.0,0.0,0.0,0.0
8366cdfffffffff,11.0,0.0,0.0,0.0,0.0
8366cefffffffff,136.0,0.0,0.0,0.0,0.0
8366d0fffffffff,1291.0,0.0,0.0,0.0,0.0
8366d1fffffffff,362.0,0.0,0.0,0.0,0.0
8366d2fffffffff,432.0,0.0,0.0,0.0,0.0
8366d3fffffffff,8369.0,0.0,0.0,0.0,0.0
8366d4fffffffff,205.0,0.0,0.0,0.0,0.0
8366d5fffffffff,407.0,0.0,0.0,0.0,0.0
8366d6fffffffff,18.0,0.0,0.0,0.0,0.0
8366d8fffffffff,45.0,0.0,0.0,0.0,0.0
8366dafffffffff,452.0,0.0,0.0,0.0,0.0
8366dbfffffffff,16.0,0.0,0.0,0.0,0.0
8366dcfffffffff,1325.0,0.0,0.0,0.0,0.0
8366ddfffffffff,69.0,0.0,0.0,0.0,0.0
8366defffffffff,3129.0,0.0,0.0,0.0,0.0
8366e0fffffffff,5676.0,0.0,0.0,0.0,0.0
8366e1fffffffff,1273.0,0.0,0.0,0.0,0.0
8366e2fffffffff,478.0,0.0,0.0,0.0,0.0
8366e3fffffffff,396.0,0.0,0.0,0.0,0.0
8366e4fffffffff,9377.0,0.0,0.0,0.0,0.0
8366e5fffffffff,5953.0,0.0,0.0,0.0,0.0
8366e6fffffffff,15140.0,0.0,0.0,0.0,0.0
8366e8fffffffff,17.0,0.0,0.0,0.0,0.0
8366e9fffffffff,32.0,0.0,0.0,0.0,0.0
8366eafffffffff,11.0,0.0,0.0,0.0,0.0
8366ecfffffffff,455.0,0.0,0.0,0.0,0.0
8366eefffffffff,373.0,0.0,0.0,0.0,0.0
8366f0fffffffff,1458.0,0.0,0.0,0.0,0.0
8366f1fffffffff,7836.0,0.0,0.0,0.0,0.0
8366f3fffffffff,112.0,0.0,0.0,0.0,0.0
8366f5fffffffff,5800.0,0.0,0.0,0.0,0.0
836740fffffffff,7.0,0.0,0.0,0.0,0.0
836741fffffffff,5588.0,0.0,0.0,0.0,0.0
836742fffffffff,606.0,0.0,0.0,0.0,0.0
836743fffffffff,1240.0,0.0,0.0,0.0,0.0
836748fffffffff,1.0,0.0,0.0,0.0,0.0
83674afffffffff,144.0,0.0,0.0,0.0,0.0
83674cfffffffff,2936.0,0.0,0.0,0.0,0.0
83674dfffffffff,20.0,0.0,0.0,0.0,0.0
83674efffffffff,1077.0,0.0,0.0,0.0,0.0
836750fffffffff,2.0,0.0,0.0,0.0,0.0
836751fffffffff,370.0,0.0,0.0,0.0,0.0
836752fffffffff,324.0,0.0,0.0,0.0,0.0
836753fffffffff,334.0,0.0,0.0,0.0,0.0
836755fffffffff,3245.0,0.0,0.0,0.0,0.0
836756fffffffff,48.0,0.0,0.0,0.0,0.0
836758fffffffff,45.0,0.0,0.0,0.0,0.0
836759fffffffff,86.0,0.0,0.0,0.0,0.0
83675afffffffff,356.0,0.0,0.0,0.0,0.0
83675bfffffffff,20.0,0.0,0.0,0.0,0.0
83675cfffffffff,1419.0,0.0,0.0,0.0,0.0
83675dfffffffff,55.0,0.0,0.0,0.0,0.0
83675efffffffff,219.0,0.0,0.0,0.0,0.0
83676bfffffffff,44.0,0.0,0.0,0.0,0.0
83678bfffffffff,26.0,0.0,0.0,0.0,0.0
836790fffffffff,77.0,0.0,0.0,0.0,0.0
836791fffffffff,16.0,0.0,0.0,0.0,0.0
836792fffffffff,40.0,0.0,0.0,0.0,0.0
836793fffffffff,41.0,0.0,0.0,0.0,0.0
836794fffffffff,80.0,0.0,0.0,0.0,0.0
836795fffffffff,8.0,0.0,0.0,0.0,0.0
836796fffffffff,261.0,0.0,0.0,0.0,0.0
83679afffffffff,3619.0,0.0,0.0,0.0,0.0
83679bfffffffff,1554.0,0.0,0.0,0.0,0.0
8367b2fffffffff,50.0,0.0,0.0,0.0,0.0
836d04fffffffff,18.0,0.0,0.0,0.0,0.0
836d05fffffffff,246.0,0.0,0.0,0.0,0.0
836d20fffffffff,52.0,0.0,0.0,0.0,0.0
836d21fffffffff,380.0,0.0,0.0,0.0,0.0
836d22fffffffff,47.0,0.0,0.0,0.0,0.0
836d23fffffffff,1063.0,0.0,0.0,0.0,0.0
836d25fffffffff,25.0,0.0,0.0,0.0,0.0
836d26fffffffff,2.0,0.0,0.0,0.0,0.0
836d28fffffffff,2261.0,0.0,0.0,0.0,0.0
836d29fffffffff,3098.0,0.0,0.0,0.0,0.0
836d2afffffffff,451.0,0.0,0.0,0.0,0.0
836d2bfffffffff,2929.0,0.0,0.0,0.0,0.0
836d2cfffffffff,653.0,0.0,0.0,0.0,0.0
836d2dfffffffff,5452.0,0.0,0.0,0.0,0.0
836d2efffffffff,321.0,0.0,0.0,0.0,0.0
836d30fffffffff,64.0,0.0,0.0,0.0,0.0
836d31fffffffff,182.0,0.0,0.0,0.0,0.0
836d34fffffffff,85.0,0.0,0.0,0.0,0.0
836d35fffffffff,2011.0,0.0,0.0,0.0,0.0
836d36fffffffff,8.0,0.0,0.0,0.0,0.0
836d60fffffffff,219.0,0.0,0.0,0.0,0.0
836d61fffffffff,230.0,0.0,0.0,0.0,0.0
836d63fffffffff,2.0,0.0,0.0,0.0,0.0
836d64fffffffff,3187.0,0.0,0.0,0.0,0.0
836d65fffffffff,2632.0,0.0,0.0,0.0,0.0
836d66fffffffff,677.0,0.0,0.0,0.0,0.0
836d68fffffffff,2690.0,0.0,0.0,0.0,0.0
836d69fffffffff,27268.0,0.0,0.0,0.0,0.0
836d6afffffffff,3.0,0.0,0.0,0.0,0.0
836d6bfffffffff,179.0,0.0,0.0,0.0,0.0
836d6cfffffffff,90.0,0.0,0.0,0.0,0.0
836d6dfffffffff,2957.0,0.0,0.0,0.0,0.0
836d6efffffffff,222.0,0.0,0.0,0.0,0.0
836d74fffffffff,1701.0,0.0,0.0,0.0,0.0
836d75fffffffff,86.0,0.0,0.0,0.0,0.0
836d76fffffffff,6.0,0.0,0.0,0.0,0.0
838000fffffffff,4.0,0.0,0.0,0.0,0.0
838002fffffffff,26.0,0.0,0.0,0.0,0.0
838003fffffffff,2.0,0.0,0.0,0.0,0.0
838005fffffffff,5.0,0.0,0.0,0.0,0.0
838006fffffffff,11.0,0.0,0.0,0.0,0.0
838008fffffffff,8.0,0.0,0.0,0.0,0.0
83800cfffffffff,7.0,0.0,0.0,0.0,0.0
838010fffffffff,603.0,0.0,0.0,0.0,0.0
838011fffffffff,68.0,0.0,0.0,0.0,0.0
838013fffffffff,2.0,0.0,0.0,0.0,0.0
838014fffffffff,156.0,0.0,0.0,0.0,0.0
838015fffffffff,4.0,0.0,0.0,0.0,0.0
838016fffffffff,63.0,0.0,0.0,0.0,0.0
83801cfffffffff,5.0,0.0,0.0,0.0,0.0
838021fffffffff,2.0,0.0,0.0,0.0,0.0
838023fffffffff,4.0,0.0,0.0,0.0,0.0
838024fffffffff,4.0,0.0,0.0,0.0,0.0
838026fffffffff,4.0,0.0,0.0,0.0,0.0
838029fffffffff,7.0,0.0,0.0,0.0,0.0
83802bfffffffff,4.0,0.0,0.0,0.0,0.0
83802cfffffffff,2.0,0.0,0.0,0.0,0.0
838030fffffffff,222.0,0.0,0.0,0.0,0.0
838032fffffffff,19.0,0.0,0.0,0.0,0.0
838034fffffffff,5.0,0.0,0.0,0.0,0.0
838035fffffffff,11.0,0.0,0.0,0.0,0.0
838036fffffffff,108.0,0.0,0.0,0.0,0.0
838040fffffffff,6.0,0.0,0.0,0.0,0.0
838044fffffffff,148.0,0.0,0.0,0.0,0.0
838046fffffffff,249.0,0.0,0.0,0.0,0.0
838048fffffffff,5.0,0.0,0.0,0.0,0.0
83804cfffffffff,10.0,0.0,0.0,0.0,0.0
838054fffffffff,16.0,0.0,0.0,0.0,0.0
838055fffffffff,9.0,0.0,0.0,0.0,0.0
838062fffffffff,2.0,0.0,0.0,0.0,0.0
838063fffffffff,2.0,0.0,0.0,0.0,0.0
838065fffffffff,17.0,0.0,0.0,0.0,0.0
838066fffffffff,11.0,0.0,0.0,0.0,0.0
838068fffffffff,1.0,0.0,0.0,0.0,0.0
83806afffffffff,38.0,0.0,0.0,0.0,0.0
83806bfffffffff,28.0,0.0,0.0,0.0,0.0
83806dfffffffff,2.0,0.0,0.0,0.0,0.0
838071fffffffff,15.0,0.0,0.0,0.0,0.0
838073fffffffff,23.0,0.0,0.0,0.0,0.0
838074fffffffff,16.0,0.0,0.0,0.0,0.0
838075fffffffff,3.0,0.0,0.0,0.0,0.0
8380a4fffffffff,1.0,0.0,0.0,0.0,0.0
838100fffffffff,18.0,0.0,0.0,0.0,0.0
838101fffffffff,6.0,0.0,0.0,0.0,0.0
838102fffffffff,432.0,0.0,0.0,0.0,0.0
838104fffffffff,28.0,0.0,0.0,0.0,0.0
838105fffffffff,3.0,0.0,0.0,0.0,0.0
838106fffffffff,121.0,0.0,0.0,0.0,0.0
838109fffffffff,6.0,0.0,0.0,0.0,0.0
83810efffffffff,6.0,0.0,0.0,0.0,0.0
838110fffffffff,7.0,0.0,0.0,0.0,0.0
838111fffffffff,5.0,0.0,0.0,0.0,0.0
838113fffffffff,6.0,0.0,0.0,0.0,0.0
838114fffffffff,14.0,0.0,0.0,0.0,0.0
838115fffffffff,2.0,0.0,0.0,0.0,0.0
838116fffffffff,37.0,0.0,0.0,0.0,0.0
838118fffffffff,4.0,0.0,0.0,0.0,0.0
838119fffffffff,12.0,0.0,0.0,0.0,0.0
83811afffffffff,43.0,0.0,0.0,0.0,0.0
83811cfffffffff,3.0,0.0,0.0,0.0,0.0
83811efffffffff,20.0,0.0,0.0,0.0,0.0
838120fffffffff,2.0,0.0,0.0,0.0,0.0
838121fffffffff,71.0,0.0,0.0,0.0,0.0
838122fffffffff,6.0,0.0,0.0,0.0,0.0
838123fffffffff,7.0,0.0,0.0,0.0,0.0
838124fffffffff,392.0,0.0,0.0,0.0,0.0
838125fffffffff,5.0,0.0,0.0,0.0,0.0
838126fffffffff,6.0,0.0,0.0,0.0,0.0
838129fffffffff,2.0,0.0,0.0,0.0,0.0
83812bfffffffff,7.0,0.0,0.0,0.0,0.0
83812cfffffffff,2.0,0.0,0.0,0.0,0.0
83812dfffffffff,50.0,0.0,0.0,0.0,0.0
838130fffffffff,112.0,0.0,0.0,0.0,0.0
838131fffffffff,10.0,0.0,0.0,0.0,0.0
838132fffffffff,113.0,0.0,0.0,0.0,0.0
838133fffffffff,306.0,0.0,0.0,0.0,0.0
838134fffffffff,20.0,0.0,0.0,0.0,0.0
838136fffffffff,143.0,0.0,0.0,0.0,0.0
838140fffffffff,9.0,0.0,0.0,0.0,0.0
838142fffffffff,15.0,0.0,0.0,0.0,0.0
838143fffffffff,14.0,0.0,0.0,0.0,0.0
838144fffffffff,2.0,0.0,0.0,0.0,0.0
838145fffffffff,8.0,0.0,0.0,0.0,0.0
838146fffffffff,7.0,0.0,0.0,0.0,0.0
83814afffffffff,172.0,0.0,0.0,0.0,0.0
83814dfffffffff,101.0,0.0,0.0,0.0,0.0
83814efffffffff,77.0,0.0,0.0,0.0,0.0
838150fffffffff,6.0,0.0,0.0,0.0,0.0
838151fffffffff,4.0,0.0,0.0,0.0,0.0
838152fffffffff,2.0,0.0,0.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0,0.0,0.0
83815afffffffff,1.0,0.0,0.0,0.0,0.0
83815cfffffffff,9.0,0.0,0.0,0.0,0.0
83815dfffffffff,86.0,0.0,0.0,0.0,0.0
83815efffffffff,2.0,0.0,0.0,0.0,0.0
838162fffffffff,2.0,0.0,0.0,0.0,0.0
838163fffffffff,6.0,0.0,0.0,0.0,0.0
838170fffffffff,2.0,0.0,0.0,0.0,0.0
838171fffffffff,144.0,0.0,0.0,0.0,0.0
838172fffffffff,2.0,0.0,0.0,0.0,0.0
838175fffffffff,2.0,0.0,0.0,0.0,0.0
838180fffffffff,107.0,0.0,0.0,0.0,0.0
838181fffffffff,138.0,0.0,0.0,0.0,0.0
838183fffffffff,145.0,0.0,0.0,0.0,0.0
838185fffffffff,281.0,0.0,0.0,0.0,0.0
838188fffffffff,46.0,0.0,0.0,0.0,0.0
83818afffffffff,11.0,0.0,0.0,0.0,0.0
83818bfffffffff,42.0,0.0,0.0,0.0,0.0
83818cfffffffff,7.0,0.0,0.0,0.0,0.0
83818dfffffffff,2.0,0.0,0.0,0.0,0.0
83818efffffffff,84.0,0.0,0.0,0.0,0.0
838199fffffffff,12.0,0.0,0.0,0.0,0.0
83819dfffffffff,52.0,0.0,0.0,0.0,0.0
8381a1fffffffff,13.0,0.0,0.0,0.0,0.0
8381a3fffffffff,2.0,0.0,0.0,0.0,0.0
8381a8fffffffff,4.0,0.0,0.0,0.0,0.0
8381a9fffffffff,14.0,0.0,0.0,0.0,0.0
8381aafffffffff,6.0,0.0,0.0,0.0,0.0
8381acfffffffff,3.0,0.0,0.0,0.0,0.0
8381adfffffffff,148.0,0.0,0.0,0.0,0.0
838a00fffffffff,31.0,0.0,0.0,0.0,0.0
838a01fffffffff,7.0,0.0,0.0,0.0,0.0
838a04fffffffff,2.0,0.0,0.0,0.0,0.0
838a05fffffffff,44.0,0.0,0.0,0.0,0.0
838a10fffffffff,10.0,0.0,0.0,0.0,0.0
838a12fffffffff,2.0,0.0,0.0,0.0,0.0
838a15fffffffff,11.0,0.0,0.0,0.0,0.0
838a1afffffffff,12.0,0.0,0.0,0.0,0.0
838a1bfffffffff,4.0,0.0,0.0,0.0,0.0
838a21fffffffff,20.0,0.0,0.0,0.0,0.0
838a23fffffffff,4.0,0.0,0.0,0.0,0.0
838a24fffffffff,9.0,0.0,0.0,0.0,0.0
838a25fffffffff,5.0,0.0,0.0,0.0,0.0
838a2cfffffffff,1.0,0.0,0.0,0.0,0.0
838a2efffffffff,6.0,0.0,0.0,0.0,0.0
838a31fffffffff,20.0,0.0,0.0,0.0,0.0
838a33fffffffff,4.0,0.0,0.0,0.0,0.0
838a41fffffffff,2.0,0.0,0.0,0.0,0.0
838a45fffffffff,575.0,0.0,0.0,0.0,0.0
838a4bfffffffff,5.0,0.0,0.0,0.0,0.0
838a52fffffffff,2.0,0.0,0.0,0.0,0.0
838a5afffffffff,1.0,0.0,0.0,0.0,0.0
838a63fffffffff,9.0,0.0,0.0,0.0,0.0
838a68fffffffff,9.0,0.0,0.0,0.0,0.0
838a69fffffffff,73.0,0.0,0.0,0.0,0.0
838a6dfffffffff,583.0,0.0,0.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0,0.0,0.0
838a80fffffffff,8.0,0.0,0.0,0.0,0.0
838a82fffffffff,5.0,0.0,0.0,0.0,0.0
838a85fffffffff,1.0,0.0,0.0,0.0,0.0
838a8cfffffffff,41.0,0.0,0.0,0.0,0.0
838a8dfffffffff,11.0,0.0,0.0,0.0,0.0
838a8efffffffff,1.0,0.0,0.0,0.0,0.0
838a90fffffffff,2.0,0.0,0.0,0.0,0.0
838a91fffffffff,2.0,0.0,0.0,0.0,0.0
838a92fffffffff,22.0,0.0,0.0,0.0,0.0
838a9cfffffffff,33.0,0.0,0.0,0.0,0.0
838a9dfffffffff,2.0,0.0,0.0,0.0,0.0
838a9efffffffff,3.0,0.0,0.0,0.0,0.0
838aa8fffffffff,17.0,0.0,0.0,0.0,0.0
838aa9fffffffff,21.0,0.0,0.0,0.0,0.0
838aaafffffffff,18.0,0.0,0.0,0.0,0.0
838aabfffffffff,67.0,0.0,0.0,0.0,0.0
838aadfffffffff,4.0,0.0,0.0,0.0,0.0
838ad1fffffffff,18.0,0.0,0.0,0.0,0.0
838ad8fffffffff,21.0,0.0,0.0,0.0,0.0
838adafffffffff,87.0,0.0,0.0,0.0,0.0
838adbfffffffff,62.0,0.0,0.0,0.0,0.0
838adcfffffffff,37.0,0.0,0.0,0.0,0.0
838adefffffffff,11.0,0.0,0.0,0.0,0.0
838ae5fffffffff,8.0,0.0,0.0,0.0,0.0
838ae8fffffffff,4.0,0.0,0.0,0.0,0.0
838af0fffffffff,47.0,0.0,0.0,0.0,0.0
838af2fffffffff,212.0,0.0,0.0,0.0,0.0
838af4fffffffff,101.0,0.0,0.0,0.0,0.0
838af6fffffffff,681.0,0.0,0.0,0.0,0.0
838b00fffffffff,6.0,0.0,0.0,0.0,0.0
838b04fffffffff,13.0,0.0,0.0,0.0,0.0
838b05fffffffff,12.0,0.0,0.0,0.0,0.0
838b06fffffffff,6.0,0.0,0.0,0.0,0.0
838b0cfffffffff,23.0,0.0,0.0,0.0,0.0
838b0dfffffffff,28.0,0.0,0.0,0.0,0.0
838b0efffffffff,1.0,0.0,0.0,0.0,0.0
838b10fffffffff,3.0,0.0,0.0,0.0,0.0
838b11fffffffff,2.0,0.0,0.0,0.0,0.0
838b12fffffffff,4.0,0.0,0.0,0.0,0.0
838b1cfffffffff,2.0,0.0,0.0,0.0,0.0
838b1dfffffffff,3.0,0.0,0.0,0.0,0.0
838b1efffffffff,4.0,0.0,0.0,0.0,0.0
838b20fffffffff,559.0,0.0,0.0,0.0,0.0
838b21fffffffff,132.0,0.0,0.0,0.0,0.0
838b22fffffffff,1002.0,0.0,0.0,0.0,0.0
838b23fffffffff,18.0,0.0,0.0,0.0,0.0
838b24fffffffff,29.0,0.0,0.0,0.0,0.0
838b25fffffffff,89.0,0.0,0.0,0.0,0.0
838b26fffffffff,58.0,0.0,0.0,0.0,0.0
838b29fffffffff,5.0,0.0,0.0,0.0,0.0
838b2afffffffff,93.0,0.0,0.0,0.0,0.0
838b2bfffffffff,7.0,0.0,0.0,0.0,0.0
