cell_id,Hydrobates leucorhous,Hydrobates leucorhous leucorhous,Hydrobates leucorhous chapmani
841d655ffffffff,3.0,0.0,0.0
841d659ffffffff,5.0,2.0,0.0
841d65bffffffff,3.0,0.0,0.0
841d65dffffffff,3.0,0.0,0.0
841d661ffffffff,7.0,0.0,0.0
841d663ffffffff,8.0,0.0,0.0
841d6c9ffffffff,2.0,0.0,0.0
841d733ffffffff,1.0,0.0,0.0
841db2dffffffff,5.0,0.0,0.0
841f14bffffffff,2.0,0.0,0.0
841f217ffffffff,7.0,0.0,0.0
841f257ffffffff,1.0,0.0,0.0
841f333ffffffff,2.0,0.0,0.0
841f351ffffffff,3.0,2.0,0.0
84225a5ffffffff,1.0,0.0,0.0
84225bdffffffff,3.0,0.0,0.0
84229b3ffffffff,2.0,0.0,0.0
8422d01ffffffff,1.0,0.0,0.0
8422d05ffffffff,6.0,0.0,0.0
8422e99ffffffff,1.0,0.0,0.0
8422ed5ffffffff,4.0,0.0,0.0
8428001ffffffff,4.0,0.0,0.0
8428003ffffffff,50.0,10.0,0.0
8428007ffffffff,9.0,0.0,0.0
8428009ffffffff,11.0,3.0,0.0
842800dffffffff,3.0,0.0,0.0
8428017ffffffff,3.0,0.0,0.0
8428023ffffffff,10.0,0.0,0.0
8428031ffffffff,52.0,4.0,0.0
8428033ffffffff,44.0,9.0,0.0
8428037ffffffff,2.0,0.0,0.0
8428039ffffffff,58.0,3.0,0.0
842803bffffffff,31.0,6.0,0.0
842803dffffffff,19.0,0.0,0.0
8428041ffffffff,11.0,0.0,0.0
8428043ffffffff,2.0,0.0,0.0
8428045ffffffff,6.0,0.0,0.0
8428047ffffffff,28.0,0.0,0.0
8428049ffffffff,2.0,0.0,0.0
842804bffffffff,2.0,0.0,0.0
842804dffffffff,17.0,0.0,0.0
8428055ffffffff,2.0,0.0,0.0
8428057ffffffff,2.0,0.0,0.0
842806bffffffff,9.0,0.0,0.0
84280a1ffffffff,5.0,0.0,0.0
84280a3ffffffff,5.0,0.0,0.0
84280a7ffffffff,5.0,0.0,0.0
84280a9ffffffff,2.0,0.0,0.0
84280adffffffff,5.0,0.0,0.0
84280e5ffffffff,4.0,0.0,0.0
84280e7ffffffff,2.0,0.0,0.0
84280edffffffff,4.0,0.0,0.0
8428191ffffffff,66.0,0.0,0.0
8428193ffffffff,7.0,4.0,0.0
8428195ffffffff,9.0,0.0,0.0
8428197ffffffff,13.0,1.0,0.0
8428199ffffffff,69.0,6.0,0.0
84281b3ffffffff,4.0,0.0,0.0
84281c3ffffffff,3.0,0.0,0.0
84281cbffffffff,8.0,4.0,0.0
84281d1ffffffff,22.0,0.0,0.0
84281d3ffffffff,24.0,0.0,0.0
84281d7ffffffff,8.0,0.0,0.0
84281d9ffffffff,62.0,5.0,0.0
84281dbffffffff,22.0,2.0,0.0
84281ddffffffff,8.0,0.0,0.0
8428221ffffffff,1.0,0.0,0.0
8428225ffffffff,7.0,0.0,0.0
8428227ffffffff,4.0,0.0,0.0
8428319ffffffff,25.0,0.0,0.0
8428355ffffffff,350.0,36.0,0.0
8428c01ffffffff,46.0,0.0,0.0
8428c03ffffffff,13.0,0.0,0.0
8428c07ffffffff,28.0,0.0,0.0
8428c09ffffffff,11.0,0.0,0.0
8428c0bffffffff,25.0,0.0,0.0
8428c0dffffffff,322.0,0.0,0.0
8428c2bffffffff,2.0,0.0,0.0
8428c31ffffffff,2.0,0.0,0.0
8428c33ffffffff,5.0,0.0,0.0
8428c35ffffffff,2.0,0.0,0.0
8428c39ffffffff,2.0,0.0,0.0
8428c3dffffffff,7.0,0.0,0.0
8428c41ffffffff,76.0,0.0,0.0
8428c43ffffffff,9.0,0.0,0.0
8428c47ffffffff,81.0,0.0,0.0
8428c49ffffffff,46.0,0.0,0.0
8428c4bffffffff,20.0,0.0,0.0
8428c4dffffffff,13.0,0.0,0.0
8428c55ffffffff,19.0,0.0,0.0
8428c61ffffffff,19.0,0.0,0.0
8428c63ffffffff,8.0,0.0,0.0
8428c6bffffffff,352.0,0.0,0.0
8428c83ffffffff,4.0,0.0,0.0
8428c85ffffffff,1.0,0.0,0.0
8428c87ffffffff,1.0,0.0,0.0
8428c8bffffffff,5.0,0.0,0.0
8428c95ffffffff,4.0,0.0,0.0
8428c9bffffffff,4.0,0.0,0.0
8428ca3ffffffff,2.0,0.0,0.0
8428ca9ffffffff,2.0,0.0,0.0
8428cabffffffff,1.0,0.0,0.0
8428cadffffffff,2.0,0.0,0.0
8428cb5ffffffff,2.0,0.0,0.0
8428cb7ffffffff,2.0,0.0,0.0
8428cbbffffffff,3.0,0.0,0.0
8428cc1ffffffff,1.0,0.0,0.0
8428cc3ffffffff,6.0,0.0,0.0
8428cd3ffffffff,3.0,0.0,0.0
8428cdbffffffff,3.0,0.0,0.0
8428ce5ffffffff,28.0,0.0,0.0
8428ce7ffffffff,3.0,0.0,0.0
8428dd9ffffffff,16.0,0.0,0.0
8428ddbffffffff,1.0,0.0,0.0
8428e05ffffffff,14.0,0.0,0.0
8428e09ffffffff,3.0,0.0,0.0
8428e0bffffffff,2.0,0.0,0.0
8428e1dffffffff,4.0,0.0,0.0
8428e21ffffffff,99.0,8.0,0.0
8428e23ffffffff,13.0,2.0,0.0
8428e25ffffffff,4.0,0.0,0.0
8428e27ffffffff,44.0,5.0,0.0
8428e29ffffffff,81.0,0.0,0.0
8428e2bffffffff,17.0,0.0,0.0
8428e2dffffffff,2.0,0.0,0.0
8428e35ffffffff,24.0,0.0,0.0
8428e41ffffffff,3.0,0.0,0.0
8428e4bffffffff,10.0,0.0,0.0
8428e55ffffffff,3.0,0.0,0.0
8428e57ffffffff,5.0,0.0,0.0
8428e61ffffffff,72.0,8.0,0.0
8428e63ffffffff,12.0,0.0,0.0
8428e65ffffffff,18.0,0.0,0.0
8428e67ffffffff,63.0,0.0,0.0
8428e69ffffffff,67.0,7.0,0.0
8428f11ffffffff,10.0,0.0,0.0
8428f19ffffffff,1.0,0.0,0.0
8428f51ffffffff,25.0,0.0,0.0
8428f59ffffffff,4.0,0.0,0.0
8428f5bffffffff,7.0,0.0,0.0
8429101ffffffff,216.0,19.0,64.0
8429103ffffffff,202.0,25.0,28.0
8429105ffffffff,25.0,15.0,9.0
8429107ffffffff,28.0,9.0,8.0
8429109ffffffff,23.0,5.0,7.0
842910bffffffff,9.0,0.0,0.0
842910dffffffff,75.0,9.0,6.0
8429117ffffffff,2.0,1.0,0.0
8429121ffffffff,176.0,11.0,71.0
8429125ffffffff,15.0,0.0,1.0
8429127ffffffff,4.0,0.0,0.0
8429129ffffffff,171.0,17.0,53.0
842912bffffffff,24.0,4.0,6.0
842912dffffffff,169.0,3.0,8.0
8429131ffffffff,4.0,0.0,0.0
8429139ffffffff,247.0,30.0,52.0
842913bffffffff,27.0,6.0,4.0
842913dffffffff,24.0,0.0,1.0
8429145ffffffff,2.0,1.0,0.0
8429161ffffffff,97.0,0.0,0.0
8429165ffffffff,87.0,1.0,17.0
8429167ffffffff,45.0,7.0,32.0
8429169ffffffff,2.0,2.0,0.0
842916bffffffff,2.0,0.0,2.0
842916dffffffff,180.0,10.0,36.0
84291e9ffffffff,2.0,0.0,0.0
84291edffffffff,1.0,0.0,0.0
8429317ffffffff,1.0,0.0,0.0
8429a49ffffffff,2.0,0.0,0.0
8429a4bffffffff,144.0,5.0,46.0
8429a51ffffffff,2.0,0.0,0.0
8429a55ffffffff,4.0,0.0,3.0
8429a57ffffffff,8.0,0.0,0.0
8429a59ffffffff,18.0,0.0,0.0
8429a5bffffffff,66.0,0.0,23.0
8429a5dffffffff,37.0,1.0,12.0
842a001ffffffff,5.0,0.0,0.0
842a003ffffffff,2.0,0.0,0.0
842a005ffffffff,31.0,0.0,0.0
842a007ffffffff,8.0,0.0,0.0
842a009ffffffff,4.0,0.0,0.0
842a00bffffffff,94.0,0.0,0.0
842a01dffffffff,3.0,0.0,0.0
842a02bffffffff,3.0,0.0,0.0
842a041ffffffff,55.0,7.0,0.0
842a043ffffffff,95.0,0.0,0.0
842a045ffffffff,11.0,0.0,0.0
842a047ffffffff,7.0,0.0,0.0
842a04dffffffff,16.0,0.0,0.0
842a051ffffffff,298.0,37.0,0.0
842a055ffffffff,264.0,13.0,0.0
842a057ffffffff,2.0,0.0,0.0
842a059ffffffff,91.0,15.0,0.0
842a05dffffffff,46.0,0.0,0.0
842a06dffffffff,3.0,0.0,0.0
842a1c5ffffffff,1.0,0.0,0.0
842a211ffffffff,1.0,0.0,0.0
842a213ffffffff,2.0,0.0,0.0
842a219ffffffff,2.0,0.0,0.0
842a21dffffffff,4.0,0.0,0.0
842a233ffffffff,4.0,0.0,0.0
842a241ffffffff,4.0,0.0,0.0
842a243ffffffff,17.0,0.0,0.0
842a249ffffffff,28.0,0.0,0.0
842a24bffffffff,11.0,0.0,0.0
842a24dffffffff,2.0,0.0,0.0
842a251ffffffff,44.0,0.0,0.0
842a255ffffffff,25.0,0.0,0.0
842a257ffffffff,5.0,0.0,0.0
842a259ffffffff,88.0,0.0,0.0
842a25dffffffff,63.0,0.0,0.0
842a261ffffffff,2.0,0.0,0.0
842a26dffffffff,3.0,0.0,0.0
842a301ffffffff,12.0,6.0,0.0
842a30bffffffff,7.0,0.0,0.0
842a311ffffffff,11.0,1.0,0.0
842a313ffffffff,16.0,8.0,0.0
842a315ffffffff,6.0,0.0,0.0
842a317ffffffff,1.0,0.0,0.0
842a31dffffffff,42.0,3.0,0.0
842a349ffffffff,5.0,0.0,0.0
842a35bffffffff,2.0,0.0,0.0
842a4c1ffffffff,1.0,0.0,0.0
842a4c7ffffffff,2.0,0.0,0.0
842a4c9ffffffff,9.0,0.0,0.0
842a4cbffffffff,2.0,0.0,0.0
842a4ebffffffff,1.0,0.0,0.0
842a767ffffffff,1.0,1.0,0.0
842ac61ffffffff,146.0,0.0,0.0
842ac69ffffffff,946.0,9.0,0.0
842ac6bffffffff,2.0,0.0,0.0
842ac6dffffffff,82.0,0.0,0.0
842af11ffffffff,4.0,0.0,0.0
842af13ffffffff,6.0,6.0,0.0
842af15ffffffff,1.0,0.0,0.0
842af19ffffffff,15.0,0.0,0.0
842af1dffffffff,8.0,0.0,0.0
842af55ffffffff,1.0,0.0,0.0
842af57ffffffff,31.0,0.0,0.0
842b001ffffffff,7.0,0.0,0.0
842b007ffffffff,5.0,0.0,0.0
842b053ffffffff,2.0,0.0,0.0
842b059ffffffff,2.0,0.0,0.0
842b067ffffffff,2.0,0.0,0.0
842b0a1ffffffff,8.0,0.0,0.0
842b0a5ffffffff,13.0,0.0,0.0
842b0a7ffffffff,773.0,0.0,0.0
842b0a9ffffffff,5.0,0.0,0.0
842b0b5ffffffff,7.0,0.0,0.0
842b0b7ffffffff,41.0,0.0,0.0
842b0c5ffffffff,21.0,0.0,0.0
842b0c7ffffffff,30.0,0.0,0.0
842b0e3ffffffff,4.0,0.0,0.0
842b0e9ffffffff,3.0,0.0,0.0
842b181ffffffff,15.0,0.0,0.0
842b183ffffffff,162.0,7.0,0.0
842b187ffffffff,138.0,0.0,0.0
842b189ffffffff,14.0,0.0,0.0
842b18bffffffff,245.0,0.0,0.0
842b191ffffffff,2.0,0.0,0.0
842b199ffffffff,18.0,0.0,0.0
842b19bffffffff,102.0,0.0,0.0
842b19dffffffff,52.0,0.0,0.0
842b1b1ffffffff,2.0,0.0,0.0
842b1b5ffffffff,1861.0,7.0,0.0
842b1b9ffffffff,26.0,0.0,0.0
842b1bbffffffff,1.0,0.0,0.0
842b1bdffffffff,2.0,0.0,0.0
842b1c3ffffffff,7.0,0.0,0.0
842b1cbffffffff,2.0,0.0,0.0
842b1d1ffffffff,5.0,0.0,0.0
842b1d3ffffffff,1.0,0.0,0.0
842b1d5ffffffff,249.0,0.0,0.0
842b1d7ffffffff,101.0,0.0,0.0
842b1ddffffffff,1.0,0.0,0.0
842b207ffffffff,3.0,0.0,0.0
842b211ffffffff,13.0,0.0,0.0
842b213ffffffff,3.0,0.0,0.0
842b215ffffffff,3.0,0.0,0.0
842b219ffffffff,20.0,0.0,0.0
842b22bffffffff,4.0,0.0,0.0
842b231ffffffff,1.0,0.0,0.0
842b24bffffffff,3.0,0.0,0.0
842b255ffffffff,6.0,0.0,0.0
842b257ffffffff,16.0,0.0,0.0
842b291ffffffff,13.0,0.0,0.0
842b297ffffffff,2.0,0.0,0.0
842b2a3ffffffff,2.0,0.0,0.0
842b2a7ffffffff,10.0,0.0,0.0
842b2a9ffffffff,6.0,0.0,0.0
842b2abffffffff,91.0,0.0,0.0
842b2b1ffffffff,1.0,0.0,0.0
842b2c5ffffffff,1.0,0.0,0.0
842b2cdffffffff,12.0,0.0,0.0
842b2e1ffffffff,11.0,0.0,0.0
842b2e3ffffffff,2.0,0.0,0.0
842b2e7ffffffff,30.0,0.0,0.0
842b2e9ffffffff,2.0,0.0,0.0
842b2ebffffffff,13.0,0.0,0.0
842b2edffffffff,3.0,0.0,0.0
842b303ffffffff,1.0,0.0,0.0
842b30dffffffff,2.0,0.0,0.0
842b315ffffffff,3.0,0.0,0.0
842b31dffffffff,1.0,0.0,0.0
842b32bffffffff,2.0,0.0,0.0
842b345ffffffff,3.0,0.0,0.0
842e2e7ffffffff,3.0,0.0,0.0
842e81dffffffff,6.0,0.0,0.0
842f5d1ffffffff,3.0,0.0,0.0
842f5d9ffffffff,2.0,0.0,0.0
842f61bffffffff,2.0,0.0,0.0
842f6e7ffffffff,2.0,0.0,0.0
8432f3dffffffff,1.0,0.0,0.0
843434dffffffff,2.0,0.0,0.0
84346d3ffffffff,1.0,0.0,0.0
84351a3ffffffff,9.0,0.0,0.0
84351a7ffffffff,2.0,0.0,0.0
84351b5ffffffff,3.0,0.0,0.0
8435a93ffffffff,2.0,0.0,0.0
8435ae3ffffffff,2.0,0.0,0.0
8439101ffffffff,14.0,0.0,0.0
8439105ffffffff,9.0,0.0,0.0
8439115ffffffff,5.0,0.0,0.0
8439117ffffffff,4.0,0.0,0.0
84391a1ffffffff,4.0,0.0,0.0
84391a9ffffffff,19.0,0.0,0.0
84391abffffffff,1.0,0.0,0.0
84391e1ffffffff,23.0,0.0,0.0
84391e9ffffffff,6.0,0.0,0.0
8439205ffffffff,1.0,0.0,0.0
8439229ffffffff,2.0,0.0,0.0
8439335ffffffff,2.0,0.0,0.0
8439337ffffffff,26.0,0.0,0.0
8439339ffffffff,34.0,0.0,0.0
843933bffffffff,37.0,0.0,0.0
84449abffffffff,2.0,0.0,0.0
8446005ffffffff,3.0,0.0,0.0
8446095ffffffff,2.0,0.0,0.0
8446365ffffffff,2.0,0.0,0.0
8447a37ffffffff,2.0,0.0,0.0
8447aa3ffffffff,2.0,0.0,0.0
8447ab1ffffffff,3.0,0.0,0.0
8447ab3ffffffff,2.0,0.0,0.0
8447ab5ffffffff,2.0,0.0,0.0
8447abdffffffff,2.0,0.0,0.0
8448059ffffffff,1.0,0.0,0.0
8448217ffffffff,2.0,0.0,0.0
8448239ffffffff,2.0,0.0,0.0
844823bffffffff,6.0,0.0,0.0
844829bffffffff,1.0,0.0,0.0
84482d9ffffffff,1.0,0.0,0.0
8448347ffffffff,2.0,0.0,0.0
844836bffffffff,2.0,0.0,0.0
8448401ffffffff,7.0,0.0,0.0
8448409ffffffff,2.0,0.0,0.0
844840dffffffff,1.0,0.0,0.0
8448433ffffffff,6.0,0.0,0.0
8448483ffffffff,8.0,4.0,3.0
844849dffffffff,14.0,6.0,2.0
84484a1ffffffff,5.0,0.0,0.0
84484b1ffffffff,95.0,6.0,30.0
84484b3ffffffff,104.0,2.0,26.0
84484b7ffffffff,48.0,1.0,14.0
84484b9ffffffff,8.0,1.0,5.0
84484bbffffffff,27.0,0.0,9.0
84484d5ffffffff,3.0,0.0,0.0
84490d7ffffffff,1.0,0.0,0.0
8449135ffffffff,1.0,0.0,0.0
844918bffffffff,1.0,0.0,0.0
8449529ffffffff,4.0,0.0,0.0
8449563ffffffff,4.0,0.0,0.0
8449ad9ffffffff,1.0,0.0,0.0
844a499ffffffff,1.0,1.0,0.0
844a4dbffffffff,2.0,1.0,0.0
844da05ffffffff,1.0,0.0,0.0
844da23ffffffff,1.0,0.0,0.0
844da2bffffffff,1.0,0.0,0.0
8450343ffffffff,2.0,0.0,0.0
8450823ffffffff,2.0,0.0,0.0
8450a37ffffffff,2.0,0.0,0.0
845498dffffffff,1.0,0.0,0.0
8454ac3ffffffff,4.0,0.0,0.0
8456459ffffffff,2.0,0.0,0.0
8456593ffffffff,3.0,0.0,0.0
84574ddffffffff,3.0,0.0,0.0
845ca87ffffffff,1.0,0.0,0.0
845cab9ffffffff,2.0,0.0,0.0
845e36dffffffff,1.0,0.0,0.0
845e429ffffffff,9.0,0.0,0.0
845e431ffffffff,2.0,0.0,0.0
845e5c1ffffffff,7.0,0.0,0.0
845e5cbffffffff,10.0,0.0,0.0
845f13dffffffff,3.0,0.0,0.0
845f1a5ffffffff,1.0,0.0,0.0
845f1e7ffffffff,2.0,0.0,0.0
845fa99ffffffff,1.0,0.0,0.0
845fac3ffffffff,1.0,0.0,0.0
8466b05ffffffff,1.0,0.0,0.0
8466b65ffffffff,11.0,0.0,0.0
8466b6bffffffff,2.0,0.0,0.0
8466b6dffffffff,8.0,0.0,0.0
846d41dffffffff,1.0,0.0,0.0
846d491ffffffff,21.0,2.0,0.0
846d499ffffffff,12.0,0.0,0.0
846d49dffffffff,5.0,4.0,0.0
846d4d3ffffffff,4.0,0.0,0.0
846d4d9ffffffff,2.0,0.0,0.0
846d4dbffffffff,11.0,0.0,0.0
846d685ffffffff,6.0,0.0,0.0
846d695ffffffff,1.0,0.0,0.0
846d6a9ffffffff,6.0,0.0,0.0
846d6b3ffffffff,12.0,0.0,0.0
846d6bbffffffff,1.0,0.0,0.0
8478b31ffffffff,3.0,0.0,0.0
84798a7ffffffff,3.0,0.0,0.0
847c601ffffffff,3.0,0.0,0.0
847c63dffffffff,2.0,0.0,0.0
847ca11ffffffff,1.0,0.0,0.0
847ca53ffffffff,1.0,0.0,0.0
847ca9bffffffff,1.0,0.0,0.0
847cac1ffffffff,1.0,0.0,0.0
847cdd5ffffffff,1.0,0.0,0.0
847cf35ffffffff,1.0,0.0,0.0
847cf3dffffffff,1.0,0.0,0.0
847d6a7ffffffff,2.0,0.0,0.0
847d815ffffffff,1.0,0.0,0.0
847d81dffffffff,1.0,0.0,0.0
847d8e3ffffffff,1.0,0.0,0.0
8480b57ffffffff,2.0,0.0,0.0
8481999ffffffff,4.0,0.0,0.0
8488185ffffffff,3.0,0.0,0.0
8488d5dffffffff,3.0,0.0,0.0
84891ddffffffff,3.0,0.0,0.0
84981d9ffffffff,1.0,0.0,0.0
8498317ffffffff,1.0,0.0,0.0
84ac167ffffffff,2.0,0.0,0.0
