cell_id,Heterophasia pulchella,Heterophasia pulchella nigroaurita,Heterophasia pulchella pulchella
823c47fffffffff,60.0,0.0,0.0
823c57fffffffff,2222.0,0.0,0.0
823c5ffffffffff,1530.0,2.0,0.0
823ceffffffffff,301.0,0.0,0.0
824047fffffffff,3.0,0.0,0.0
82404ffffffffff,370.0,0.0,1.0
82405ffffffffff,48.0,0.0,0.0
82406ffffffffff,7.0,0.0,0.0
