cell_id,Passerculus sandwichensis,Passerculus sandwichensis [sandwichensis Group],Passerculus sandwichensis princeps,Passerculus sandwichensis [guttatus Group],Passerculus sandwichensis sanctorum,Passerculus sandwichensis rostratus/atratus
840c141ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c143ffffffff,15.0,0.0,0.0,0.0,0.0,0.0
840c147ffffffff,9.0,4.0,0.0,0.0,0.0,0.0
840c14bffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c1e1ffffffff,21.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,34.0,0.0,0.0,0.0,0.0,0.0
840c42dffffffff,4.0,0.0,0.0,0.0,0.0,0.0
840c465ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
840c46dffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c51dffffffff,4.0,1.0,0.0,0.0,0.0,0.0
840c527ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c54bffffffff,10.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,26.0,0.0,0.0,0.0,0.0,0.0
840c5a7ffffffff,11.0,0.0,0.0,0.0,0.0,0.0
840c5adffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c625ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c65dffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c683ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c68bffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c697ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c699ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c6a5ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c70dffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c71bffffffff,2.0,0.0,0.0,0.0,0.0,0.0
840c733ffffffff,8.0,0.0,0.0,0.0,0.0,0.0
840c735ffffffff,6.0,0.0,0.0,0.0,0.0,0.0
840c739ffffffff,2.0,0.0,0.0,0.0,0.0,0.0
