cell_id,Zimmerius viridiflavus,Zimmerius viridiflavus flavidifrons,Zimmerius viridiflavus viridiflavus,Zimmerius viridiflavus [undescribed form]
828b6ffffffffff,1.0,0.0,0.0,0.0
828e67fffffffff,555.0,0.0,0.0,0.0
828f0ffffffffff,510.0,329.0,0.0,0.0
828f47fffffffff,781.0,0.0,8.0,128.0
828f4ffffffffff,145.0,0.0,0.0,0.0
828f57fffffffff,26.0,0.0,0.0,2.0
828f5ffffffffff,141.0,0.0,6.0,0.0
828f77fffffffff,991.0,21.0,9.0,257.0
