cell_id,Galerida cristata,Galerida cristata [cristata Group],Galerida cristata macrorhyncha/randonii
831096fffffffff,4.0,0.0,0.0
831126fffffffff,2.0,0.0,0.0
831592fffffffff,4.0,0.0,0.0
83159cfffffffff,3.0,0.0,0.0
8315b3fffffffff,4.0,0.0,0.0
831849fffffffff,10.0,0.0,0.0
83184afffffffff,2.0,0.0,0.0
83184bfffffffff,58.0,0.0,0.0
83184dfffffffff,6.0,0.0,0.0
83185bfffffffff,20.0,0.0,0.0
83186afffffffff,17.0,0.0,0.0
83186bfffffffff,1.0,0.0,0.0
83186cfffffffff,8.0,0.0,0.0
831948fffffffff,22.0,0.0,0.0
83194bfffffffff,2.0,0.0,0.0
83194dfffffffff,12.0,0.0,0.0
831969fffffffff,2.0,0.0,0.0
831e01fffffffff,1.0,0.0,0.0
831e02fffffffff,177.0,5.0,0.0
831e03fffffffff,73.0,3.0,0.0
831e04fffffffff,22.0,0.0,0.0
831e06fffffffff,109.0,0.0,0.0
831e08fffffffff,33.0,0.0,0.0
831e0afffffffff,414.0,0.0,0.0
831e0cfffffffff,35.0,0.0,0.0
831e0efffffffff,231.0,9.0,0.0
831e10fffffffff,19.0,0.0,0.0
831e11fffffffff,20.0,1.0,0.0
831e12fffffffff,61.0,1.0,0.0
831e13fffffffff,221.0,0.0,0.0
831e15fffffffff,5.0,0.0,0.0
831e16fffffffff,2.0,0.0,0.0
831e18fffffffff,3.0,0.0,0.0
831e19fffffffff,24.0,0.0,0.0
831e1afffffffff,2.0,0.0,0.0
831e1bfffffffff,89.0,0.0,0.0
831e1cfffffffff,92.0,5.0,0.0
831e1dfffffffff,95.0,4.0,0.0
831e1efffffffff,7.0,1.0,0.0
831e20fffffffff,5.0,0.0,0.0
831e22fffffffff,21.0,0.0,0.0
831e23fffffffff,1.0,0.0,0.0
831e24fffffffff,14.0,5.0,0.0
831e25fffffffff,14.0,3.0,0.0
831e26fffffffff,1.0,0.0,0.0
831e29fffffffff,4.0,2.0,0.0
831e35fffffffff,52.0,0.0,0.0
831e41fffffffff,4.0,0.0,0.0
831e42fffffffff,55.0,0.0,0.0
831e46fffffffff,3.0,0.0,0.0
831e49fffffffff,2.0,0.0,0.0
831e4bfffffffff,30.0,0.0,0.0
831e4cfffffffff,2.0,0.0,0.0
831e4dfffffffff,31.0,0.0,0.0
831e51fffffffff,159.0,0.0,0.0
831e53fffffffff,2.0,0.0,0.0
831e55fffffffff,19.0,0.0,0.0
831e58fffffffff,4.0,0.0,0.0
831e59fffffffff,2.0,0.0,0.0
831e5afffffffff,57.0,0.0,0.0
831e5cfffffffff,52.0,0.0,0.0
831e5dfffffffff,64.0,0.0,0.0
831e5efffffffff,214.0,0.0,0.0
831e63fffffffff,4.0,0.0,0.0
831e65fffffffff,2.0,0.0,0.0
831e69fffffffff,14.0,0.0,0.0
831e6afffffffff,2.0,0.0,0.0
831e6bfffffffff,23.0,0.0,0.0
831e6efffffffff,4.0,0.0,0.0
831e80fffffffff,16.0,0.0,0.0
831e81fffffffff,4.0,0.0,0.0
831e82fffffffff,27.0,0.0,0.0
831e83fffffffff,93.0,1.0,0.0
831e84fffffffff,3.0,0.0,0.0
831e85fffffffff,2.0,0.0,0.0
831e86fffffffff,103.0,5.0,0.0
831e88fffffffff,3.0,0.0,0.0
831e8afffffffff,11.0,0.0,0.0
831e8bfffffffff,3.0,1.0,0.0
831e8cfffffffff,2.0,0.0,0.0
831e8dfffffffff,1.0,1.0,0.0
831e9afffffffff,25.0,0.0,0.0
831e9bfffffffff,7.0,0.0,0.0
831e9dfffffffff,1.0,0.0,0.0
831ea0fffffffff,12.0,0.0,0.0
831ea2fffffffff,1.0,0.0,0.0
831ea5fffffffff,1.0,0.0,0.0
831ea8fffffffff,56.0,0.0,0.0
831ea9fffffffff,7.0,0.0,0.0
831eabfffffffff,3.0,0.0,0.0
831eacfffffffff,17.0,0.0,0.0
831eaefffffffff,41.0,0.0,0.0
831eb1fffffffff,27.0,1.0,0.0
831eb5fffffffff,11.0,0.0,0.0
831ec0fffffffff,142.0,1.0,0.0
831ec1fffffffff,385.0,1.0,0.0
831ec2fffffffff,620.0,6.0,0.0
831ec3fffffffff,258.0,0.0,0.0
831ec4fffffffff,268.0,0.0,0.0
831ec5fffffffff,10.0,0.0,0.0
831ec6fffffffff,34.0,0.0,0.0
831ec8fffffffff,73.0,2.0,0.0
831ec9fffffffff,260.0,0.0,0.0
831ecafffffffff,765.0,1.0,0.0
831ecbfffffffff,303.0,1.0,0.0
831eccfffffffff,121.0,0.0,0.0
831ecdfffffffff,85.0,0.0,0.0
831ecefffffffff,406.0,1.0,0.0
831ed0fffffffff,20.0,1.0,0.0
831ed1fffffffff,236.0,0.0,0.0
831ed2fffffffff,6.0,0.0,0.0
831ed3fffffffff,22.0,0.0,0.0
831ed4fffffffff,75.0,0.0,0.0
831ed5fffffffff,52.0,0.0,0.0
831ed6fffffffff,77.0,13.0,0.0
831ed9fffffffff,747.0,0.0,0.0
831edafffffffff,793.0,0.0,0.0
831edbfffffffff,6.0,0.0,0.0
831edcfffffffff,340.0,0.0,0.0
831edefffffffff,216.0,0.0,0.0
831ee2fffffffff,2.0,0.0,0.0
831ee3fffffffff,9.0,0.0,0.0
831ee5fffffffff,1.0,0.0,0.0
831ee6fffffffff,60.0,0.0,0.0
831ee8fffffffff,10.0,0.0,0.0
831ee9fffffffff,93.0,0.0,0.0
831eeafffffffff,36.0,0.0,0.0
831eebfffffffff,203.0,1.0,0.0
831eecfffffffff,5.0,0.0,0.0
831eedfffffffff,42.0,0.0,0.0
831eeefffffffff,3.0,0.0,0.0
831ef1fffffffff,22.0,0.0,0.0
831ef2fffffffff,30.0,0.0,0.0
831ef3fffffffff,8.0,0.0,0.0
831ef5fffffffff,2.0,0.0,0.0
831ef6fffffffff,6.0,0.0,0.0
831f01fffffffff,2.0,0.0,0.0
831f03fffffffff,6.0,0.0,0.0
831f0bfffffffff,7.0,1.0,0.0
831f18fffffffff,6.0,0.0,0.0
831f19fffffffff,3.0,2.0,0.0
831f1cfffffffff,7.0,0.0,0.0
831f1dfffffffff,9.0,0.0,0.0
831f20fffffffff,2.0,0.0,0.0
831f24fffffffff,17.0,0.0,0.0
831f2afffffffff,2.0,0.0,0.0
831f42fffffffff,3.0,0.0,0.0
831f4bfffffffff,4.0,0.0,0.0
831f4efffffffff,5.0,0.0,0.0
831f51fffffffff,3.0,0.0,0.0
831f56fffffffff,24.0,4.0,0.0
