cell_id,Elanus caeruleus,Elanus caeruleus caeruleus,Elanus caeruleus [vociferus Group]
8342c5fffffffff,481.0,0.0,0.0
8342c6fffffffff,170.0,0.0,0.0
8342c8fffffffff,57.0,0.0,0.0
8342c9fffffffff,30.0,0.0,0.0
8342cafffffffff,190.0,0.0,0.0
8342cbfffffffff,51.0,0.0,0.0
8342ccfffffffff,557.0,0.0,0.0
8342cdfffffffff,136.0,0.0,0.0
8342cefffffffff,1450.0,0.0,0.0
8342d1fffffffff,22.0,0.0,0.0
8342d9fffffffff,89.0,0.0,0.0
8342dbfffffffff,569.0,0.0,0.0
8342dcfffffffff,170.0,0.0,0.0
8342ddfffffffff,477.0,0.0,0.0
8342e0fffffffff,14.0,0.0,0.0
8342e2fffffffff,53.0,0.0,0.0
8342e3fffffffff,34.0,0.0,0.0
8342e4fffffffff,15.0,0.0,0.0
8342e8fffffffff,3.0,0.0,0.0
8342e9fffffffff,12.0,0.0,0.0
8342eafffffffff,30.0,0.0,0.0
8342ebfffffffff,80.0,0.0,0.0
83431efffffffff,29.0,0.0,0.0
834323fffffffff,4.0,0.0,0.0
834324fffffffff,2.0,0.0,0.0
83438cfffffffff,20.0,0.0,0.0
8343a0fffffffff,5.0,0.0,0.0
8343a1fffffffff,64.0,0.0,2.0
8343a9fffffffff,6.0,0.0,0.0
8343acfffffffff,26.0,0.0,3.0
834b12fffffffff,2.0,0.0,0.0
834b30fffffffff,3.0,0.0,0.0
834b32fffffffff,4.0,0.0,1.0
834b34fffffffff,4.0,0.0,0.0
834b36fffffffff,2.0,0.0,0.0
834b84fffffffff,133.0,0.0,0.0
834b86fffffffff,587.0,0.0,30.0
834ba0fffffffff,2572.0,0.0,131.0
834ba1fffffffff,1287.0,0.0,81.0
834ba2fffffffff,3216.0,0.0,238.0
834ba3fffffffff,761.0,0.0,7.0
834ba5fffffffff,936.0,0.0,67.0
834ba6fffffffff,374.0,0.0,15.0
834bb1fffffffff,3831.0,0.0,145.0
834bb5fffffffff,3803.0,0.0,409.0
835202fffffffff,3.0,0.0,0.0
835211fffffffff,9.0,0.0,0.0
83521cfffffffff,15.0,0.0,0.0
83521efffffffff,3.0,0.0,0.0
835284fffffffff,2.0,0.0,0.0
835285fffffffff,2.0,0.0,0.0
835298fffffffff,4.0,0.0,0.0
835299fffffffff,4.0,0.0,0.0
83529bfffffffff,25.0,4.0,0.0
8352dcfffffffff,2.0,0.0,0.0
835305fffffffff,2.0,0.0,0.0
835345fffffffff,9.0,0.0,0.0
835362fffffffff,2.0,0.0,0.0
835363fffffffff,21.0,0.0,0.0
8353a4fffffffff,2.0,0.0,0.0
835408fffffffff,7.0,0.0,0.0
835410fffffffff,88.0,32.0,0.0
835411fffffffff,6.0,1.0,0.0
835413fffffffff,21.0,6.0,0.0
835415fffffffff,3.0,2.0,0.0
835418fffffffff,1.0,0.0,0.0
835419fffffffff,4.0,0.0,0.0
83541afffffffff,9.0,0.0,0.0
83541bfffffffff,17.0,2.0,0.0
83541efffffffff,16.0,4.0,0.0
835440fffffffff,9.0,0.0,0.0
835444fffffffff,6.0,0.0,0.0
8354a9fffffffff,134.0,15.0,0.0
8354acfffffffff,3.0,0.0,0.0
8354adfffffffff,27.0,4.0,0.0
8354c4fffffffff,2.0,0.0,0.0
8354e4fffffffff,5.0,3.0,0.0
8354e5fffffffff,7.0,4.0,0.0
8354eafffffffff,2.0,0.0,0.0
8354eefffffffff,2.0,0.0,0.0
8354f4fffffffff,22.0,3.0,0.0
8354f5fffffffff,10.0,0.0,0.0
8354f6fffffffff,7.0,0.0,0.0
835851fffffffff,6.0,2.0,0.0
835858fffffffff,5.0,0.0,0.0
83585dfffffffff,2.0,0.0,0.0
835886fffffffff,2.0,0.0,0.0
835888fffffffff,2.0,0.0,0.0
835890fffffffff,23.0,0.0,0.0
835891fffffffff,1.0,0.0,0.0
835894fffffffff,5.0,0.0,0.0
835896fffffffff,23.0,2.0,0.0
8358a4fffffffff,5.0,0.0,0.0
8358b3fffffffff,2.0,0.0,0.0
8358b5fffffffff,2.0,0.0,0.0
8358d1fffffffff,3.0,0.0,0.0
8358e2fffffffff,11.0,2.0,0.0
8358e4fffffffff,8.0,0.0,0.0
8358e6fffffffff,6.0,0.0,0.0
8358f5fffffffff,13.0,3.0,0.0
835998fffffffff,12.0,1.0,0.0
83599afffffffff,24.0,0.0,0.0
83599bfffffffff,1.0,0.0,0.0
83599efffffffff,19.0,2.0,0.0
836002fffffffff,111.0,0.0,0.0
836004fffffffff,13.0,0.0,0.0
836006fffffffff,218.0,0.0,0.0
836008fffffffff,31.0,0.0,0.0
836010fffffffff,98.0,0.0,0.0
836011fffffffff,178.0,0.0,0.0
836012fffffffff,72.0,0.0,0.0
836013fffffffff,28.0,0.0,0.0
836014fffffffff,2535.0,0.0,0.0
836015fffffffff,855.0,0.0,0.0
836016fffffffff,2745.0,0.0,0.0
83601efffffffff,135.0,0.0,0.0
836022fffffffff,106.0,0.0,0.0
836026fffffffff,234.0,0.0,0.0
836030fffffffff,409.0,0.0,0.0
836031fffffffff,854.0,0.0,0.0
836032fffffffff,582.0,0.0,0.0
836033fffffffff,1372.0,0.0,0.0
836034fffffffff,179.0,0.0,0.0
836035fffffffff,430.0,0.0,0.0
836036fffffffff,390.0,0.0,0.0
836080fffffffff,40.0,0.0,0.0
836081fffffffff,75.0,0.0,0.0
836082fffffffff,15.0,0.0,0.0
836084fffffffff,251.0,0.0,0.0
836085fffffffff,45.0,0.0,0.0
836086fffffffff,21.0,0.0,0.0
836088fffffffff,975.0,0.0,0.0
836089fffffffff,15.0,0.0,0.0
83608afffffffff,123.0,0.0,0.0
83608bfffffffff,1285.0,0.0,0.0
83608cfffffffff,95.0,0.0,0.0
83608dfffffffff,64.0,0.0,0.0
83608efffffffff,1218.0,0.0,0.0
836090fffffffff,255.0,0.0,0.0
836091fffffffff,111.0,0.0,0.0
836092fffffffff,362.0,0.0,0.0
836093fffffffff,136.0,0.0,0.0
836094fffffffff,190.0,0.0,0.0
836095fffffffff,18.0,0.0,0.0
836096fffffffff,516.0,0.0,0.0
836098fffffffff,101.0,0.0,0.0
836099fffffffff,158.0,0.0,0.0
83609afffffffff,35.0,0.0,0.0
83609bfffffffff,25.0,0.0,0.0
83609cfffffffff,64.0,0.0,0.0
83609dfffffffff,121.0,0.0,0.0
83609efffffffff,508.0,0.0,0.0
8360a0fffffffff,262.0,0.0,0.0
8360a1fffffffff,161.0,0.0,0.0
8360a2fffffffff,1363.0,0.0,0.0
8360a3fffffffff,90.0,0.0,0.0
8360a4fffffffff,13.0,0.0,0.0
8360a5fffffffff,157.0,0.0,0.0
8360a6fffffffff,400.0,0.0,0.0
8360a8fffffffff,252.0,0.0,0.0
8360a9fffffffff,249.0,0.0,0.0
8360aafffffffff,47.0,0.0,0.0
8360abfffffffff,21.0,0.0,0.0
8360acfffffffff,103.0,0.0,0.0
8360adfffffffff,75.0,0.0,0.0
8360aefffffffff,39.0,0.0,0.0
8360b0fffffffff,37.0,0.0,0.0
8360b1fffffffff,1322.0,0.0,0.0
8360b2fffffffff,51.0,0.0,0.0
8360b3fffffffff,65.0,0.0,0.0
8360b4fffffffff,86.0,0.0,0.0
8360b5fffffffff,126.0,0.0,0.0
8360b6fffffffff,16.0,0.0,0.0
8360f6fffffffff,2.0,0.0,0.0
836100fffffffff,4.0,0.0,2.0
836102fffffffff,173.0,0.0,4.0
836103fffffffff,2.0,0.0,0.0
836106fffffffff,44.0,0.0,2.0
836110fffffffff,1.0,0.0,0.0
836111fffffffff,23.0,0.0,0.0
836115fffffffff,3.0,0.0,0.0
836119fffffffff,2.0,0.0,0.0
83611afffffffff,27.0,0.0,0.0
83611bfffffffff,157.0,0.0,0.0
83611cfffffffff,7.0,0.0,0.0
83611efffffffff,37.0,0.0,0.0
836188fffffffff,545.0,0.0,0.0
836189fffffffff,1452.0,0.0,0.0
83618afffffffff,40.0,0.0,0.0
83618bfffffffff,151.0,0.0,0.0
83618cfffffffff,1010.0,0.0,0.0
83618dfffffffff,138.0,0.0,0.0
83618efffffffff,326.0,0.0,0.0
836198fffffffff,21.0,0.0,0.0
836199fffffffff,25.0,0.0,0.0
83619afffffffff,95.0,0.0,0.0
83619bfffffffff,32.0,0.0,0.0
83619dfffffffff,3.0,0.0,0.0
83619efffffffff,8.0,0.0,0.0
8361a9fffffffff,74.0,0.0,0.0
8361abfffffffff,188.0,0.0,0.0
8361adfffffffff,6.0,0.0,0.0
836412fffffffff,2.0,0.0,0.0
836414fffffffff,1.0,0.0,0.0
836416fffffffff,18.0,0.0,0.0
836426fffffffff,3.0,0.0,0.0
836430fffffffff,4.0,0.0,4.0
836431fffffffff,2.0,0.0,2.0
836432fffffffff,28.0,0.0,12.0
836433fffffffff,1.0,0.0,0.0
836434fffffffff,36.0,0.0,30.0
836435fffffffff,8.0,0.0,4.0
836480fffffffff,22.0,0.0,19.0
836481fffffffff,2.0,0.0,0.0
836482fffffffff,184.0,0.0,70.0
836484fffffffff,95.0,0.0,77.0
836485fffffffff,6.0,0.0,0.0
836486fffffffff,11.0,0.0,11.0
83648bfffffffff,2.0,0.0,2.0
83648cfffffffff,30.0,0.0,2.0
83648dfffffffff,16.0,0.0,4.0
836490fffffffff,55.0,0.0,19.0
836491fffffffff,95.0,0.0,25.0
836492fffffffff,9.0,0.0,0.0
836494fffffffff,2.0,0.0,0.0
836495fffffffff,10.0,0.0,4.0
836498fffffffff,75.0,0.0,15.0
836499fffffffff,3.0,0.0,0.0
83649bfffffffff,20.0,0.0,2.0
83649dfffffffff,2.0,0.0,0.0
8364a0fffffffff,136.0,0.0,123.0
8364a2fffffffff,423.0,0.0,256.0
8364a3fffffffff,12.0,0.0,2.0
8364a4fffffffff,412.0,0.0,188.0
8364a5fffffffff,81.0,0.0,42.0
8364a6fffffffff,48.0,0.0,39.0
8364abfffffffff,16.0,0.0,4.0
8364b0fffffffff,8.0,0.0,4.0
8364b1fffffffff,132.0,0.0,121.0
8364b2fffffffff,10.0,0.0,0.0
8364b3fffffffff,4.0,0.0,0.0
8364b4fffffffff,81.0,0.0,16.0
8364b5fffffffff,29.0,0.0,21.0
8364b6fffffffff,117.0,0.0,2.0
836500fffffffff,2.0,0.0,1.0
836501fffffffff,74.0,0.0,0.0
836502fffffffff,3.0,0.0,0.0
836503fffffffff,6.0,0.0,0.0
836504fffffffff,4.0,0.0,0.0
836505fffffffff,94.0,0.0,0.0
836508fffffffff,4.0,0.0,0.0
83650cfffffffff,2.0,0.0,0.0
83650dfffffffff,11.0,0.0,0.0
836511fffffffff,6.0,0.0,3.0
836518fffffffff,48.0,0.0,11.0
836519fffffffff,2.0,0.0,0.0
83651bfffffffff,34.0,0.0,13.0
83651dfffffffff,24.0,0.0,0.0
83651efffffffff,5.0,0.0,5.0
836520fffffffff,536.0,0.0,0.0
836521fffffffff,4.0,0.0,0.0
836522fffffffff,37.0,0.0,9.0
836523fffffffff,108.0,0.0,9.0
836525fffffffff,7.0,0.0,0.0
836526fffffffff,254.0,0.0,3.0
83652efffffffff,2.0,0.0,0.0
836531fffffffff,8.0,0.0,0.0
836580fffffffff,42.0,0.0,0.0
836582fffffffff,215.0,0.0,0.0
836583fffffffff,142.0,0.0,0.0
836584fffffffff,323.0,0.0,0.0
836585fffffffff,7.0,0.0,0.0
836586fffffffff,45.0,0.0,0.0
836588fffffffff,5.0,0.0,5.0
836589fffffffff,24.0,0.0,20.0
