cell_id,Thryothorus ludovicianus,Thryothorus ludovicianus [ludovicianus Group],Thryothorus ludovicianus [berlandieri Group],Thryothorus ludovicianus albinucha/subfulvus
822607fffffffff,65.0,1.0,0.0,0.0
82260ffffffffff,2567.0,12.0,0.0,0.0
82261ffffffffff,43.0,0.0,0.0,0.0
82262ffffffffff,133.0,0.0,0.0,0.0
822647fffffffff,24149.0,0.0,0.0,0.0
82264ffffffffff,31564.0,0.0,0.0,0.0
822657fffffffff,33418.0,0.0,0.0,0.0
82265ffffffffff,24274.0,0.0,0.0,0.0
822667fffffffff,17601.0,0.0,0.0,0.0
82266ffffffffff,29421.0,0.0,0.0,0.0
822677fffffffff,3169.0,0.0,0.0,0.0
82268ffffffffff,2.0,0.0,0.0,0.0
8226c7fffffffff,6398.0,0.0,0.0,0.0
8226cffffffffff,24744.0,0.0,0.0,0.0
8226d7fffffffff,68.0,0.0,0.0,0.0
8226dffffffffff,1254.0,0.0,0.0,0.0
8226e7fffffffff,12865.0,0.0,0.0,0.0
8226effffffffff,12069.0,0.0,0.0,0.0
8226f7fffffffff,363.0,0.0,0.0,0.0
822747fffffffff,36.0,0.0,0.0,0.0
82274ffffffffff,22998.0,0.0,0.0,0.0
82275ffffffffff,1920.0,0.0,0.0,0.0
82276ffffffffff,50.0,0.0,0.0,0.0
822a07fffffffff,4362.0,25.0,0.0,0.0
822a17fffffffff,158969.0,1717.0,0.0,0.0
822a37fffffffff,91621.0,410.0,0.0,0.0
822a87fffffffff,38389.0,214.0,0.0,0.0
822a8ffffffffff,110255.0,384.0,0.0,0.0
822a97fffffffff,52294.0,0.0,0.0,0.0
822a9ffffffffff,19784.0,83.0,0.0,0.0
822aa7fffffffff,46393.0,9.0,0.0,0.0
822aaffffffffff,344101.0,9009.0,0.0,0.0
822ab7fffffffff,52900.0,33.0,0.0,0.0
822ac7fffffffff,1.0,0.0,0.0,0.0
822ad7fffffffff,27105.0,48.0,0.0,0.0
822af7fffffffff,51377.0,0.0,0.0,0.0
822b07fffffffff,17.0,0.0,0.0,0.0
822b17fffffffff,1.0,0.0,0.0,0.0
822b1ffffffffff,1733.0,0.0,0.0,0.0
822b87fffffffff,232.0,0.0,0.0,0.0
822b8ffffffffff,12738.0,0.0,0.0,0.0
822b9ffffffffff,16561.0,415.0,0.0,0.0
822baffffffffff,1985.0,0.0,0.0,0.0
824417fffffffff,12698.0,123.0,0.0,0.0
82441ffffffffff,26794.0,603.0,0.0,0.0
824447fffffffff,29810.0,0.0,0.0,0.0
82444ffffffffff,11391.0,0.0,0.0,0.0
824457fffffffff,24910.0,0.0,0.0,0.0
82445ffffffffff,8129.0,0.0,0.0,0.0
824467fffffffff,305.0,0.0,0.0,0.0
82446ffffffffff,44572.0,0.0,0.0,0.0
824477fffffffff,1313.0,0.0,0.0,0.0
8244a7fffffffff,363.0,0.0,0.0,0.0
8244affffffffff,32285.0,923.0,0.0,0.0
8244c7fffffffff,49499.0,0.0,0.0,0.0
8244cffffffffff,43880.0,5.0,0.0,0.0
8244d7fffffffff,52853.0,0.0,0.0,0.0
8244dffffffffff,60236.0,688.0,0.0,0.0
8244e7fffffffff,20968.0,710.0,0.0,0.0
8244effffffffff,11692.0,0.0,0.0,0.0
8244f7fffffffff,57066.0,571.0,0.0,0.0
824507fffffffff,2.0,0.0,0.0,2.0
82450ffffffffff,3629.0,0.0,0.0,1725.0
824527fffffffff,3.0,0.0,0.0,0.0
82452ffffffffff,3313.0,0.0,0.0,1088.0
824577fffffffff,61.0,0.0,0.0,32.0
824887fffffffff,2837.0,0.0,0.0,0.0
82488ffffffffff,1415.0,0.0,0.0,0.0
824897fffffffff,14924.0,0.0,0.0,0.0
82489ffffffffff,67657.0,0.0,0.0,0.0
8248a7fffffffff,2047.0,0.0,0.0,0.0
8248affffffffff,76.0,0.0,0.0,0.0
8248b7fffffffff,19614.0,0.0,747.0,0.0
8248c7fffffffff,1.0,0.0,0.0,0.0
8248f7fffffffff,3.0,0.0,0.0,0.0
82499ffffffffff,55.0,0.0,9.0,0.0
826d27fffffffff,4.0,0.0,0.0,0.0
