cell_id,Amazona oratrix,Amazona oratrix tresmariae,Amazona oratrix [oratrix Group]
821faffffffffff,2.0,0.0,0.0
8229a7fffffffff,2065.0,0.0,0.0
8248a7fffffffff,9.0,0.0,0.0
8248b7fffffffff,856.0,0.0,0.0
