cell_id,Passerella iliaca,Passerella iliaca [unalaschcensis Group],Passerella iliaca [megarhyncha Group],Passerella iliaca [schistacea Group],Passerella iliaca iliaca/zaboria,Passerella iliaca [unalaschcensis Group] x zaboria
840c141ffffffff,3.0,0.0,0.0,0.0,1.0,0.0
840c143ffffffff,4.0,0.0,0.0,0.0,1.0,0.0
840c147ffffffff,2.0,0.0,0.0,0.0,1.0,0.0
840c14bffffffff,3.0,0.0,0.0,0.0,3.0,0.0
840c14dffffffff,2.0,0.0,0.0,0.0,2.0,0.0
840c1b1ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
840c251ffffffff,1.0,0.0,0.0,0.0,0.0,0.0
840c415ffffffff,72.0,21.0,0.0,0.0,9.0,0.0
840c427ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840c42dffffffff,7.0,2.0,0.0,0.0,0.0,0.0
840c441ffffffff,2.0,1.0,0.0,0.0,0.0,0.0
840c44bffffffff,4.0,4.0,0.0,0.0,0.0,0.0
840c461ffffffff,5.0,5.0,0.0,0.0,0.0,0.0
840c465ffffffff,9.0,5.0,0.0,0.0,0.0,0.0
840c501ffffffff,4.0,4.0,0.0,0.0,0.0,0.0
840c503ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
840c51dffffffff,25.0,14.0,0.0,0.0,2.0,0.0
840c521ffffffff,2.0,2.0,0.0,0.0,0.0,0.0
840c527ffffffff,3.0,0.0,0.0,0.0,0.0,0.0
840c5a5ffffffff,3.0,3.0,0.0,0.0,0.0,0.0
840c5adffffffff,30.0,16.0,0.0,0.0,11.0,0.0
840c621ffffffff,4.0,0.0,0.0,0.0,4.0,0.0
840c625ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
840c665ffffffff,1.0,0.0,0.0,0.0,1.0,0.0
840c699ffffffff,1.0,1.0,0.0,0.0,0.0,0.0
840c70dffffffff,1.0,0.0,0.0,0.0,1.0,0.0
840c71bffffffff,5.0,0.0,0.0,0.0,5.0,0.0
