cell_id,Alauda arvensis,Alauda arvensis [arvensis Group],Alauda arvensis [pekinensis Group],Alauda arvensis japonica/intermedia
830124fffffffff,2.0,0.0,0.0,0.0
830130fffffffff,5.0,1.0,0.0,0.0
830135fffffffff,1.0,0.0,0.0,0.0
830802fffffffff,3.0,0.0,0.0,0.0
830806fffffffff,34.0,0.0,0.0,0.0
830814fffffffff,2.0,0.0,0.0,0.0
830815fffffffff,8.0,2.0,0.0,0.0
830819fffffffff,2.0,0.0,0.0,0.0
83081efffffffff,2.0,0.0,0.0,0.0
830833fffffffff,2.0,0.0,0.0,0.0
830836fffffffff,32.0,3.0,0.0,0.0
830880fffffffff,56.0,29.0,0.0,0.0
830882fffffffff,4.0,3.0,0.0,0.0
830883fffffffff,43.0,1.0,0.0,0.0
830884fffffffff,41.0,5.0,0.0,0.0
830885fffffffff,6.0,0.0,0.0,0.0
830886fffffffff,283.0,121.0,0.0,0.0
830888fffffffff,41.0,9.0,0.0,0.0
830889fffffffff,7.0,0.0,0.0,0.0
83088afffffffff,50.0,18.0,0.0,0.0
83088bfffffffff,5.0,0.0,0.0,0.0
83088dfffffffff,2.0,0.0,0.0,0.0
83088efffffffff,17.0,15.0,0.0,0.0
830890fffffffff,14.0,0.0,0.0,0.0
830893fffffffff,75.0,0.0,0.0,0.0
830895fffffffff,87.0,60.0,0.0,0.0
830896fffffffff,86.0,53.0,0.0,0.0
830898fffffffff,96.0,0.0,0.0,0.0
830899fffffffff,272.0,38.0,0.0,0.0
83089afffffffff,419.0,2.0,0.0,0.0
83089bfffffffff,45.0,0.0,0.0,0.0
83089cfffffffff,11.0,0.0,0.0,0.0
83089dfffffffff,203.0,4.0,0.0,0.0
83089efffffffff,193.0,2.0,0.0,0.0
8308a3fffffffff,4.0,0.0,0.0,0.0
8308a4fffffffff,28.0,9.0,0.0,0.0
8308a6fffffffff,21.0,4.0,0.0,0.0
8308b0fffffffff,50.0,9.0,0.0,0.0
8308b1fffffffff,66.0,2.0,0.0,0.0
8308b2fffffffff,2.0,0.0,0.0,0.0
8308b3fffffffff,35.0,2.0,0.0,0.0
