cell_id,Pericrocotus speciosus,Pericrocotus speciosus [speciosus Group],Pericrocotus speciosus leytensis/novus,Pericrocotus speciosus [marchesae Group],Pericrocotus speciosus exul/siebersi
843c021ffffffff,3.0,0.0,0.0,0.0,0.0
843c025ffffffff,3.0,0.0,0.0,0.0,0.0
843c027ffffffff,5.0,0.0,0.0,0.0,0.0
843c029ffffffff,186.0,26.0,0.0,0.0,0.0
843c02dffffffff,149.0,2.0,0.0,0.0,0.0
843c031ffffffff,2.0,0.0,0.0,0.0,0.0
843c063ffffffff,5.0,0.0,0.0,0.0,0.0
843c065ffffffff,13.0,0.0,0.0,0.0,0.0
843c067ffffffff,124.0,0.0,0.0,0.0,0.0
843c069ffffffff,4.0,2.0,0.0,0.0,0.0
843c0a3ffffffff,13.0,0.0,0.0,0.0,0.0
843c0a5ffffffff,441.0,0.0,0.0,0.0,0.0
843c0a7ffffffff,2.0,0.0,0.0,0.0,0.0
843c0abffffffff,2.0,0.0,0.0,0.0,0.0
843c0adffffffff,34.0,0.0,0.0,0.0,0.0
843c0b5ffffffff,76.0,5.0,0.0,0.0,0.0
843c0b7ffffffff,65.0,5.0,0.0,0.0,0.0
843c0bdffffffff,41.0,4.0,0.0,0.0,0.0
843c159ffffffff,163.0,1.0,0.0,0.0,0.0
843c15bffffffff,9.0,0.0,0.0,0.0,0.0
843c18bffffffff,2.0,0.0,0.0,0.0,0.0
843c199ffffffff,898.0,0.0,0.0,0.0,0.0
843c19bffffffff,55.0,0.0,0.0,0.0,0.0
843c1c3ffffffff,48.0,0.0,0.0,0.0,0.0
843c1c9ffffffff,8.0,0.0,0.0,0.0,0.0
843c1d1ffffffff,16.0,0.0,0.0,0.0,0.0
843c1d3ffffffff,142.0,0.0,0.0,0.0,0.0
843c1d7ffffffff,26.0,0.0,0.0,0.0,0.0
843c1dbffffffff,44.0,0.0,0.0,0.0,0.0
843c303ffffffff,2.0,0.0,0.0,0.0,0.0
843c307ffffffff,15.0,3.0,0.0,0.0,0.0
843c315ffffffff,10.0,0.0,0.0,0.0,0.0
843c317ffffffff,2.0,0.0,0.0,0.0,0.0
843c333ffffffff,6.0,0.0,0.0,0.0,0.0
843c337ffffffff,7.0,0.0,0.0,0.0,0.0
843c33bffffffff,59.0,0.0,0.0,0.0,0.0
843c341ffffffff,6.0,0.0,0.0,0.0,0.0
843c345ffffffff,4.0,0.0,0.0,0.0,0.0
843c369ffffffff,23.0,0.0,0.0,0.0,0.0
843c36bffffffff,8.0,0.0,0.0,0.0,0.0
843c521ffffffff,56.0,0.0,0.0,0.0,0.0
843c525ffffffff,55.0,0.0,0.0,0.0,0.0
843c527ffffffff,308.0,0.0,0.0,0.0,0.0
843c529ffffffff,1.0,0.0,0.0,0.0,0.0
843c533ffffffff,9.0,0.0,0.0,0.0,0.0
