cell_id,Caprimulgus affinis,Caprimulgus affinis [monticolus Group],Caprimulgus affinis [affinis Group]
823c17fffffffff,7.0,0.0,0.0
823c1ffffffffff,29.0,0.0,0.0
823c37fffffffff,7.0,0.0,0.0
823c57fffffffff,5.0,0.0,0.0
823c87fffffffff,9.0,0.0,0.0
823c97fffffffff,39.0,0.0,0.0
823ca7fffffffff,28.0,0.0,0.0
823caffffffffff,50.0,0.0,0.0
823cb7fffffffff,269.0,0.0,0.0
823ce7fffffffff,36.0,0.0,0.0
823ceffffffffff,13.0,0.0,0.0
823d17fffffffff,33.0,0.0,0.0
823d87fffffffff,212.0,0.0,0.0
823d97fffffffff,106.0,0.0,0.0
823d9ffffffffff,1179.0,0.0,0.0
823da7fffffffff,1.0,0.0,0.0
823daffffffffff,57.0,2.0,0.0
823db7fffffffff,295.0,0.0,0.0
824047fffffffff,2.0,0.0,0.0
82404ffffffffff,3.0,0.0,0.0
82411ffffffffff,88.0,0.0,0.0
82416ffffffffff,1.0,0.0,0.0
824177fffffffff,11.0,0.0,0.0
8241a7fffffffff,7.0,0.0,0.0
82426ffffffffff,9.0,0.0,0.0
8242c7fffffffff,158.0,0.0,0.0
8242cffffffffff,58.0,0.0,0.0
8242d7fffffffff,1.0,0.0,0.0
8242dffffffffff,33.0,0.0,0.0
8242e7fffffffff,3.0,0.0,0.0
8242effffffffff,5.0,0.0,0.0
824b87fffffffff,284.0,0.0,0.0
824ba7fffffffff,6841.0,0.0,0.0
824bb7fffffffff,6519.0,6.0,0.0
826007fffffffff,376.0,0.0,0.0
826017fffffffff,16.0,0.0,0.0
82601ffffffffff,85.0,0.0,0.0
826027fffffffff,4.0,0.0,0.0
826037fffffffff,209.0,0.0,0.0
826087fffffffff,9.0,0.0,0.0
82608ffffffffff,73.0,0.0,0.0
826097fffffffff,415.0,0.0,0.0
82609ffffffffff,269.0,0.0,0.0
8260a7fffffffff,23.0,0.0,0.0
8260affffffffff,106.0,0.0,0.0
8260b7fffffffff,63.0,0.0,0.0
8260f7fffffffff,2.0,0.0,0.0
82618ffffffffff,293.0,0.0,0.0
82619ffffffffff,3.0,0.0,0.0
826487fffffffff,84.0,2.0,0.0
826497fffffffff,2.0,0.0,0.0
82649ffffffffff,7.0,0.0,0.0
8264a7fffffffff,83.0,1.0,0.0
8264b7fffffffff,13.0,0.0,0.0
826507fffffffff,45.0,0.0,0.0
82650ffffffffff,8.0,0.0,0.0
82651ffffffffff,4.0,0.0,0.0
826527fffffffff,195.0,0.0,0.0
82652ffffffffff,5.0,0.0,0.0
826557fffffffff,8.0,0.0,0.0
826587fffffffff,12.0,0.0,0.0
826597fffffffff,149.0,0.0,0.0
82659ffffffffff,8.0,0.0,0.0
826897fffffffff,6.0,0.0,0.0
8268cffffffffff,2.0,0.0,0.0
8268d7fffffffff,68.0,0.0,0.0
828c17fffffffff,59.0,0.0,0.0
828c8ffffffffff,2.0,0.0,0.0
828caffffffffff,56.0,0.0,1.0
828cd7fffffffff,4.0,0.0,2.0
828cf7fffffffff,4.0,0.0,0.0
828d87fffffffff,13.0,0.0,0.0
828d8ffffffffff,26.0,0.0,0.0
828d97fffffffff,2.0,0.0,0.0
828da7fffffffff,73.0,0.0,2.0
828db7fffffffff,113.0,0.0,3.0
829407fffffffff,3.0,0.0,0.0
829427fffffffff,14.0,0.0,1.0
82942ffffffffff,55.0,0.0,0.0
829437fffffffff,8.0,0.0,0.0
829507fffffffff,15.0,0.0,0.0
82951ffffffffff,10.0,0.0,1.0
82955ffffffffff,12.0,0.0,0.0
8295a7fffffffff,122.0,0.0,1.0
8295affffffffff,12.0,0.0,1.0
