cell_id,Corypha somalica,Corypha somalica ashi,Corypha somalica somalica/rochei
8452d85ffffffff,1.0,0.0,0.0
8452d93ffffffff,2.0,0.0,0.0
8452de7ffffffff,2.0,0.0,0.0
8463945ffffffff,1.0,0.0,0.0
