cell_id,Menelikornis leucotis,Menelikornis leucotis leucotis,Menelikornis leucotis donaldsoni
825287fffffffff,11.0,0.0,0.0
825297fffffffff,9.0,0.0,0.0
82529ffffffffff,96.0,0.0,0.0
826a4ffffffffff,7.0,0.0,0.0
826a67fffffffff,4.0,0.0,0.0
826a6ffffffffff,10.0,0.0,0.0
827ac7fffffffff,4.0,0.0,0.0
827acffffffffff,387.0,0.0,0.0
827adffffffffff,6.0,0.0,0.0
827aeffffffffff,22.0,0.0,0.0
