cell_id,Corvus corone,Corvus corone corone,Corvus corone orientalis
831844fffffffff,222.0,16.0,0.0
831845fffffffff,245.0,0.0,0.0
831846fffffffff,149.0,10.0,0.0
831849fffffffff,4573.0,0.0,0.0
83184afffffffff,1082.0,0.0,0.0
83184bfffffffff,4349.0,0.0,0.0
83184cfffffffff,14.0,4.0,0.0
83184dfffffffff,196.0,0.0,0.0
831859fffffffff,473.0,0.0,0.0
83185bfffffffff,2858.0,0.0,0.0
831860fffffffff,134.0,0.0,0.0
831861fffffffff,17.0,0.0,0.0
831862fffffffff,565.0,0.0,0.0
831863fffffffff,136.0,0.0,0.0
831864fffffffff,7.0,0.0,0.0
831865fffffffff,92.0,0.0,0.0
831866fffffffff,97.0,0.0,0.0
831868fffffffff,110.0,0.0,0.0
831869fffffffff,49.0,0.0,0.0
83186afffffffff,289.0,0.0,0.0
83186bfffffffff,41.0,0.0,0.0
83186cfffffffff,485.0,0.0,0.0
83186dfffffffff,94.0,6.0,0.0
83186efffffffff,107.0,0.0,0.0
831870fffffffff,611.0,4.0,0.0
831871fffffffff,106.0,0.0,0.0
831872fffffffff,19.0,0.0,0.0
831873fffffffff,180.0,0.0,0.0
831874fffffffff,334.0,5.0,0.0
831875fffffffff,92.0,0.0,0.0
831876fffffffff,521.0,0.0,0.0
831908fffffffff,57.0,0.0,0.0
831909fffffffff,464.0,0.0,0.0
83190bfffffffff,61.0,0.0,0.0
83190cfffffffff,43.0,0.0,0.0
83190dfffffffff,595.0,5.0,0.0
83190efffffffff,9.0,0.0,0.0
831928fffffffff,59.0,0.0,0.0
831929fffffffff,75.0,1.0,0.0
83192afffffffff,5.0,0.0,0.0
83192bfffffffff,734.0,2.0,0.0
83192cfffffffff,17.0,0.0,0.0
831940fffffffff,1987.0,0.0,0.0
831941fffffffff,4697.0,191.0,0.0
831942fffffffff,5624.0,131.0,0.0
831943fffffffff,3772.0,28.0,0.0
831946fffffffff,1109.0,0.0,0.0
831948fffffffff,3457.0,1.0,0.0
831949fffffffff,53.0,2.0,0.0
83194afffffffff,7382.0,0.0,0.0
83194bfffffffff,222.0,7.0,0.0
83194cfffffffff,2326.0,0.0,0.0
83194dfffffffff,1833.0,214.0,0.0
83194efffffffff,5275.0,33.0,0.0
831950fffffffff,365.0,0.0,0.0
831951fffffffff,1631.0,0.0,0.0
831953fffffffff,663.0,0.0,0.0
831954fffffffff,239.0,2.0,0.0
831955fffffffff,1086.0,12.0,0.0
831956fffffffff,60.0,0.0,0.0
831958fffffffff,1574.0,0.0,0.0
831959fffffffff,4041.0,0.0,0.0
83195afffffffff,546.0,2.0,0.0
83195bfffffffff,1305.0,2.0,0.0
83195cfffffffff,3621.0,0.0,0.0
83195dfffffffff,6271.0,99.0,0.0
83195efffffffff,475.0,0.0,0.0
831968fffffffff,1252.0,0.0,0.0
831969fffffffff,3709.0,0.0,0.0
83196bfffffffff,1073.0,0.0,0.0
83196cfffffffff,27.0,0.0,0.0
83196dfffffffff,1239.0,0.0,0.0
831972fffffffff,2724.0,0.0,0.0
831973fffffffff,1565.0,1.0,0.0
831976fffffffff,430.0,7.0,0.0
831e02fffffffff,104.0,0.0,0.0
831e03fffffffff,33.0,0.0,0.0
831e04fffffffff,40.0,0.0,0.0
831e05fffffffff,8.0,0.0,0.0
831e06fffffffff,459.0,0.0,0.0
831e08fffffffff,2.0,0.0,0.0
831e0afffffffff,5.0,0.0,0.0
831e0cfffffffff,2.0,0.0,0.0
831e0efffffffff,19.0,0.0,0.0
831e10fffffffff,27.0,0.0,0.0
831e11fffffffff,5.0,0.0,0.0
831e12fffffffff,19.0,0.0,0.0
831e13fffffffff,24.0,0.0,0.0
831e14fffffffff,141.0,0.0,0.0
831e15fffffffff,198.0,0.0,0.0
831e16fffffffff,67.0,0.0,0.0
831e18fffffffff,1.0,0.0,0.0
831e1cfffffffff,5.0,0.0,0.0
831e1dfffffffff,7.0,0.0,0.0
831e1efffffffff,2.0,0.0,0.0
831e22fffffffff,51.0,0.0,0.0
831e26fffffffff,7.0,0.0,0.0
831e30fffffffff,420.0,0.0,0.0
831e31fffffffff,24.0,0.0,0.0
831e32fffffffff,322.0,0.0,0.0
831e33fffffffff,337.0,0.0,0.0
831e34fffffffff,1327.0,0.0,0.0
831e35fffffffff,278.0,0.0,0.0
831e36fffffffff,506.0,0.0,0.0
831ea0fffffffff,5.0,0.0,0.0
831ea4fffffffff,10.0,0.0,0.0
831ea5fffffffff,5.0,0.0,0.0
831eb4fffffffff,314.0,0.0,0.0
831eb5fffffffff,2.0,0.0,0.0
831f00fffffffff,223.0,60.0,0.0
831f01fffffffff,6.0,0.0,0.0
831f02fffffffff,381.0,0.0,0.0
831f03fffffffff,10.0,0.0,0.0
831f04fffffffff,17.0,0.0,0.0
831f05fffffffff,31.0,0.0,0.0
831f06fffffffff,383.0,0.0,0.0
831f0dfffffffff,4.0,0.0,0.0
831f0efffffffff,1.0,0.0,0.0
831f10fffffffff,354.0,1.0,0.0
831f11fffffffff,209.0,0.0,0.0
831f12fffffffff,895.0,0.0,0.0
831f13fffffffff,785.0,0.0,0.0
831f14fffffffff,443.0,0.0,0.0
831f15fffffffff,319.0,0.0,0.0
831f16fffffffff,206.0,0.0,0.0
831f18fffffffff,35.0,0.0,0.0
831f19fffffffff,5.0,0.0,0.0
831f1afffffffff,1426.0,0.0,0.0
831f1bfffffffff,200.0,0.0,0.0
831f1cfffffffff,91.0,0.0,0.0
831f1dfffffffff,20.0,0.0,0.0
831f1efffffffff,70.0,0.0,0.0
831f20fffffffff,2.0,0.0,0.0
831f22fffffffff,7.0,1.0,0.0
831f23fffffffff,9.0,0.0,0.0
831f24fffffffff,17.0,11.0,0.0
831f26fffffffff,8.0,0.0,0.0
831f28fffffffff,2.0,0.0,0.0
831f2afffffffff,64.0,15.0,0.0
831f30fffffffff,16.0,0.0,0.0
831f31fffffffff,195.0,25.0,0.0
831f32fffffffff,81.0,0.0,0.0
831f33fffffffff,890.0,0.0,0.0
831f35fffffffff,64.0,9.0,0.0
831f72fffffffff,33.0,0.0,0.0
831f80fffffffff,849.0,1.0,0.0
831f81fffffffff,603.0,0.0,0.0
831f82fffffffff,939.0,31.0,0.0
831f83fffffffff,4300.0,607.0,0.0
831f84fffffffff,96.0,39.0,0.0
831f85fffffffff,510.0,0.0,0.0
831f86fffffffff,23.0,0.0,0.0
831f88fffffffff,1168.0,0.0,0.0
831f89fffffffff,614.0,0.0,0.0
831f8afffffffff,157.0,3.0,0.0
831f8bfffffffff,142.0,0.0,0.0
831f8cfffffffff,568.0,0.0,0.0
831f8dfffffffff,2264.0,1.0,0.0
831f8efffffffff,1544.0,15.0,0.0
831f90fffffffff,81.0,4.0,0.0
831f91fffffffff,895.0,162.0,0.0
831f92fffffffff,70.0,3.0,0.0
831f93fffffffff,208.0,17.0,0.0
831f94fffffffff,57.0,0.0,0.0
831f95fffffffff,52.0,3.0,0.0
831f96fffffffff,35.0,0.0,0.0
831f98fffffffff,72.0,0.0,0.0
831f99fffffffff,6.0,0.0,0.0
831f9afffffffff,139.0,0.0,0.0
831f9bfffffffff,14.0,0.0,0.0
831f9cfffffffff,655.0,13.0,0.0
831f9dfffffffff,172.0,6.0,0.0
831f9efffffffff,207.0,8.0,0.0
831fa0fffffffff,345.0,5.0,0.0
831fa1fffffffff,504.0,0.0,0.0
831fa2fffffffff,71.0,2.0,0.0
831fa3fffffffff,338.0,0.0,0.0
831fa4fffffffff,1200.0,24.0,0.0
831fa5fffffffff,757.0,5.0,0.0
831fa6fffffffff,131.0,8.0,0.0
831fa8fffffffff,892.0,0.0,0.0
831fa9fffffffff,494.0,0.0,0.0
831faafffffffff,1173.0,0.0,0.0
831fabfffffffff,327.0,0.0,0.0
831facfffffffff,704.0,0.0,0.0
831fadfffffffff,387.0,0.0,0.0
831faefffffffff,2403.0,0.0,0.0
831fb0fffffffff,360.0,2.0,0.0
831fb1fffffffff,311.0,16.0,0.0
831fb2fffffffff,131.0,1.0,0.0
831fb3fffffffff,22.0,4.0,0.0
831fb4fffffffff,1885.0,24.0,0.0
831fb5fffffffff,110.0,8.0,0.0
831fb6fffffffff,162.0,0.0,0.0
83200afffffffff,46.0,0.0,0.0
83200efffffffff,19.0,0.0,0.0
832010fffffffff,24.0,0.0,0.0
832012fffffffff,21.0,0.0,0.0
832013fffffffff,12.0,0.0,0.0
832014fffffffff,2.0,0.0,0.0
832016fffffffff,23.0,0.0,0.0
832018fffffffff,108.0,0.0,0.0
832019fffffffff,19.0,0.0,0.0
83201afffffffff,123.0,0.0,0.0
83201bfffffffff,54.0,0.0,0.0
83201dfffffffff,27.0,0.0,0.0
832029fffffffff,1.0,0.0,0.0
83202dfffffffff,2.0,0.0,0.0
832033fffffffff,10.0,0.0,0.0
832036fffffffff,6.0,0.0,0.0
832045fffffffff,1.0,0.0,0.0
832048fffffffff,10.0,0.0,0.0
832049fffffffff,24.0,0.0,0.0
83204afffffffff,38.0,0.0,1.0
83204bfffffffff,45.0,0.0,0.0
83204dfffffffff,23.0,0.0,0.0
832059fffffffff,10.0,0.0,0.0
83205bfffffffff,24.0,0.0,0.0
83205cfffffffff,2.0,0.0,0.0
83205efffffffff,10.0,0.0,0.0
832068fffffffff,4.0,0.0,0.0
83206afffffffff,2.0,0.0,0.0
83206bfffffffff,8.0,0.0,0.0
832080fffffffff,19.0,0.0,0.0
832082fffffffff,2.0,0.0,0.0
832083fffffffff,39.0,0.0,0.0
832084fffffffff,6.0,0.0,0.0
832088fffffffff,1.0,0.0,0.0
83208dfffffffff,3.0,0.0,0.0
832099fffffffff,3.0,0.0,0.0
8320a0fffffffff,5.0,0.0,0.0
8320a1fffffffff,17.0,0.0,0.0
8320a2fffffffff,70.0,0.0,0.0
8320a4fffffffff,6.0,0.0,0.0
8320a5fffffffff,27.0,0.0,0.0
8320a6fffffffff,33.0,0.0,0.0
8320a8fffffffff,3.0,0.0,0.0
8320a9fffffffff,23.0,0.0,0.0
8320acfffffffff,4.0,0.0,0.0
8320adfffffffff,85.0,0.0,0.0
8320aefffffffff,9.0,0.0,0.0
8320b1fffffffff,12.0,0.0,0.0
8320b3fffffffff,5.0,0.0,0.0
8320c4fffffffff,2.0,0.0,0.0
8320c8fffffffff,9.0,0.0,0.0
8320c9fffffffff,5.0,0.0,0.0
8320ccfffffffff,2.0,0.0,0.0
8320cdfffffffff,2.0,0.0,0.0
8320d3fffffffff,1.0,0.0,0.0
8320d5fffffffff,2.0,0.0,0.0
8320d6fffffffff,4.0,0.0,0.0
8320e0fffffffff,31.0,0.0,0.0
8320e1fffffffff,15.0,0.0,0.0
8320e2fffffffff,87.0,0.0,0.0
8320e3fffffffff,34.0,0.0,0.0
8320e4fffffffff,24.0,0.0,0.0
8320e5fffffffff,2.0,0.0,0.0
8320e6fffffffff,294.0,0.0,0.0
8320e8fffffffff,4.0,0.0,0.0
8320eafffffffff,2.0,0.0,0.0
8320ecfffffffff,2.0,0.0,0.0
8320eefffffffff,14.0,0.0,0.0
8320f0fffffffff,4.0,0.0,0.0
8320f1fffffffff,21.0,0.0,0.0
8320f2fffffffff,1.0,0.0,0.0
8320f4fffffffff,9.0,0.0,0.0
8320f5fffffffff,76.0,0.0,0.0
832150fffffffff,2.0,0.0,0.0
832152fffffffff,5.0,0.0,0.0
832153fffffffff,5.0,0.0,0.0
832182fffffffff,1.0,0.0,0.0
832186fffffffff,1.0,0.0,0.0
83218bfffffffff,3.0,0.0,0.0
832198fffffffff,11.0,0.0,0.0
8321a2fffffffff,2.0,0.0,0.0
8321b5fffffffff,2.0,0.0,0.0
832403fffffffff,2.0,0.0,0.0
832404fffffffff,12.0,0.0,0.0
832405fffffffff,4.0,0.0,0.0
83240afffffffff,7.0,0.0,0.0
832421fffffffff,9.0,0.0,0.0
832423fffffffff,6.0,0.0,0.0
832425fffffffff,5.0,0.0,0.0
832426fffffffff,2.0,0.0,0.0
832428fffffffff,9.0,0.0,0.0
832429fffffffff,5.0,0.0,0.0
83242bfffffffff,2.0,0.0,0.0
83242cfffffffff,21.0,0.0,0.0
83242dfffffffff,14.0,0.0,0.0
83242efffffffff,6.0,0.0,0.0
832431fffffffff,4.0,0.0,0.0
832446fffffffff,8.0,0.0,0.0
83244bfffffffff,13.0,0.0,0.0
832452fffffffff,4.0,0.0,0.0
83245afffffffff,2.0,0.0,0.0
832460fffffffff,88.0,0.0,0.0
832461fffffffff,5.0,0.0,0.0
832462fffffffff,4.0,0.0,0.0
832464fffffffff,6.0,0.0,0.0
832466fffffffff,21.0,0.0,0.0
83246cfffffffff,1.0,0.0,0.0
832471fffffffff,3.0,0.0,0.0
832475fffffffff,37.0,0.0,0.0
832476fffffffff,2.0,0.0,0.0
832488fffffffff,5.0,0.0,0.0
832489fffffffff,1.0,0.0,0.0
83248afffffffff,5.0,0.0,0.0
83248bfffffffff,58.0,0.0,0.0
83248efffffffff,2.0,0.0,0.0
832492fffffffff,2.0,0.0,0.0
83249dfffffffff,4.0,0.0,0.0
8324c0fffffffff,2.0,0.0,0.0
8324c6fffffffff,2.0,0.0,0.0
8324d6fffffffff,9.0,0.0,0.0
8324e9fffffffff,1.0,0.0,0.0
832500fffffffff,9.0,0.0,0.0
832502fffffffff,2.0,0.0,0.0
832503fffffffff,2.0,0.0,0.0
832509fffffffff,5.0,0.0,0.0
83250bfffffffff,2.0,0.0,0.0
832510fffffffff,14.0,0.0,0.0
832511fffffffff,2.0,0.0,0.0
832512fffffffff,91.0,0.0,0.0
832513fffffffff,33.0,0.0,0.0
832515fffffffff,6.0,0.0,0.0
832516fffffffff,27.0,0.0,0.0
83251bfffffffff,4.0,0.0,0.0
83251efffffffff,1.0,0.0,0.0
832535fffffffff,2.0,0.0,0.0
832540fffffffff,123.0,0.0,0.0
832541fffffffff,12.0,0.0,0.0
832542fffffffff,11.0,0.0,0.0
832545fffffffff,2.0,0.0,0.0
832546fffffffff,82.0,0.0,0.0
832550fffffffff,3.0,0.0,0.0
832551fffffffff,2.0,0.0,0.0
832553fffffffff,10.0,0.0,0.0
832556fffffffff,5.0,0.0,0.0
832559fffffffff,14.0,0.0,0.0
83255afffffffff,452.0,0.0,0.0
83255bfffffffff,79.0,0.0,0.0
83256efffffffff,2.0,0.0,0.0
832571fffffffff,58.0,0.0,0.0
832573fffffffff,18.0,0.0,0.0
832592fffffffff,2.0,0.0,0.0
832596fffffffff,5.0,0.0,0.0
8325a4fffffffff,8.0,0.0,0.0
8325acfffffffff,25.0,0.0,0.0
8325aefffffffff,23.0,0.0,0.0
8325b0fffffffff,49.0,0.0,0.0
8325b2fffffffff,2.0,0.0,0.0
8325b4fffffffff,2.0,0.0,0.0
8325b6fffffffff,7.0,0.0,0.0
832c51fffffffff,4.0,0.0,0.0
832e08fffffffff,1.0,0.0,0.0
832e0afffffffff,14.0,0.0,0.0
832e0cfffffffff,64.0,0.0,0.0
832e0dfffffffff,87.0,0.0,0.0
832e0efffffffff,4.0,0.0,0.0
832e12fffffffff,66.0,0.0,3.0
832e13fffffffff,97.0,0.0,1.0
832e18fffffffff,2.0,0.0,0.0
832e19fffffffff,17.0,0.0,0.0
832e1afffffffff,14.0,0.0,0.0
832e1bfffffffff,132.0,0.0,0.0
832e1dfffffffff,2.0,0.0,0.0
832e1efffffffff,25.0,0.0,0.0
832e29fffffffff,59.0,0.0,0.0
832e2bfffffffff,15.0,0.0,0.0
832e2dfffffffff,33.0,0.0,0.0
832e44fffffffff,111.0,0.0,0.0
832e60fffffffff,151.0,0.0,0.0
832e61fffffffff,671.0,0.0,0.0
832e62fffffffff,15.0,0.0,0.0
832e63fffffffff,48.0,0.0,0.0
832e64fffffffff,2.0,0.0,0.0
832e65fffffffff,3.0,0.0,0.0
832e66fffffffff,9.0,0.0,0.0
832e68fffffffff,525.0,0.0,0.0
832e69fffffffff,33.0,0.0,0.0
832e6afffffffff,2.0,0.0,0.0
832e6bfffffffff,43.0,0.0,0.0
832e6cfffffffff,30.0,0.0,0.0
832e6dfffffffff,112.0,0.0,0.0
832e6efffffffff,11.0,0.0,0.0
832e70fffffffff,11.0,0.0,0.0
832e71fffffffff,12.0,0.0,0.0
832e72fffffffff,10.0,0.0,0.0
832e74fffffffff,116.0,0.0,0.0
832e75fffffffff,191.0,0.0,0.0
832e76fffffffff,14.0,0.0,0.0
832e88fffffffff,18.0,0.0,0.0
832e89fffffffff,2.0,0.0,0.0
832e8afffffffff,9.0,0.0,0.0
832e8cfffffffff,2.0,0.0,0.0
832e99fffffffff,3.0,0.0,0.0
832ea3fffffffff,3.0,0.0,0.0
832ea8fffffffff,4.0,0.0,0.0
832ea9fffffffff,12.0,0.0,0.0
832eacfffffffff,477.0,0.0,10.0
832eadfffffffff,319.0,0.0,6.0
832ec1fffffffff,4.0,0.0,0.0
832ec8fffffffff,2.0,0.0,0.0
832ec9fffffffff,16.0,0.0,0.0
832ecbfffffffff,19.0,0.0,0.0
832ecdfffffffff,7.0,0.0,0.0
832ed9fffffffff,1.0,0.0,0.0
832edbfffffffff,2.0,0.0,0.0
832eebfffffffff,1.0,0.0,0.0
832ef2fffffffff,2.0,0.0,0.0
832ef4fffffffff,13.0,0.0,0.0
832ef5fffffffff,10.0,0.0,0.0
832ef6fffffffff,36.0,0.0,0.0
832f58fffffffff,34.0,0.0,0.0
832f59fffffffff,7.0,0.0,0.0
832f5afffffffff,897.0,0.0,0.0
832f5bfffffffff,428.0,0.0,0.0
832f5dfffffffff,1.0,0.0,0.0
833016fffffffff,2.0,0.0,0.0
833025fffffffff,34.0,0.0,0.0
833030fffffffff,11.0,0.0,5.0
833036fffffffff,2.0,0.0,0.0
833083fffffffff,3.0,0.0,0.0
833092fffffffff,4.0,0.0,0.0
833096fffffffff,2.0,0.0,0.0
833098fffffffff,3.0,0.0,0.0
83309bfffffffff,1.0,0.0,0.0
8330a3fffffffff,2.0,0.0,0.0
8330c0fffffffff,22.0,0.0,0.0
8330c1fffffffff,19.0,0.0,0.0
8330c5fffffffff,1.0,0.0,0.0
8330cefffffffff,4.0,0.0,0.0
8330d1fffffffff,7.0,0.0,0.0
8330d8fffffffff,9.0,0.0,0.0
8330d9fffffffff,80.0,0.0,0.0
8330dafffffffff,8.0,0.0,0.0
8330dbfffffffff,8.0,0.0,0.0
8330ddfffffffff,2.0,0.0,0.0
8330e0fffffffff,19.0,0.0,0.0
8330e1fffffffff,40.0,0.0,0.0
8330e2fffffffff,1.0,0.0,0.0
8330e3fffffffff,69.0,0.0,0.0
8330e4fffffffff,1.0,0.0,0.0
8330e5fffffffff,52.0,0.0,0.0
8330e8fffffffff,3.0,0.0,0.0
8330ecfffffffff,4.0,0.0,0.0
8330eefffffffff,3.0,0.0,0.0
833101fffffffff,1.0,0.0,0.0
833105fffffffff,1.0,0.0,1.0
833110fffffffff,5.0,0.0,0.0
833113fffffffff,11.0,0.0,0.0
833118fffffffff,2.0,0.0,0.0
83311bfffffffff,4.0,0.0,0.0
833126fffffffff,35.0,0.0,0.0
83312cfffffffff,2.0,0.0,0.0
833135fffffffff,2.0,0.0,0.0
833145fffffffff,1.0,0.0,0.0
833150fffffffff,1.0,0.0,0.0
833155fffffffff,2.0,0.0,0.0
833159fffffffff,4.0,0.0,0.0
83315bfffffffff,24.0,0.0,0.0
83316cfffffffff,69.0,0.0,0.0
83316dfffffffff,11.0,0.0,0.0
83316efffffffff,34.0,0.0,2.0
833181fffffffff,79.0,0.0,0.0
833185fffffffff,299.0,0.0,0.0
833188fffffffff,10.0,0.0,0.0
83318cfffffffff,5.0,0.0,0.0
83318dfffffffff,15.0,0.0,0.0
833192fffffffff,2.0,0.0,0.0
8331a1fffffffff,3.0,0.0,0.0
8331a3fffffffff,12.0,0.0,0.0
8331a8fffffffff,29.0,0.0,0.0
8331aafffffffff,870.0,0.0,0.0
8331aefffffffff,17.0,0.0,0.0
8331b4fffffffff,2.0,0.0,0.0
833824fffffffff,1.0,0.0,0.0
833825fffffffff,28.0,0.0,0.0
833900fffffffff,331.0,0.0,0.0
833901fffffffff,830.0,0.0,0.0
833902fffffffff,541.0,0.0,0.0
833903fffffffff,2.0,0.0,0.0
833904fffffffff,3677.0,0.0,0.0
833905fffffffff,1480.0,0.0,0.0
833906fffffffff,2786.0,0.0,0.0
833908fffffffff,480.0,0.0,0.0
833909fffffffff,312.0,0.0,0.0
83390afffffffff,40.0,0.0,0.0
83390bfffffffff,241.0,0.0,0.0
83390cfffffffff,758.0,0.0,0.0
83390dfffffffff,304.0,0.0,0.0
83390efffffffff,21.0,0.0,0.0
833910fffffffff,319.0,0.0,0.0
833911fffffffff,1903.0,0.0,0.0
833915fffffffff,5036.0,0.0,0.0
833920fffffffff,3172.0,0.0,0.0
833921fffffffff,603.0,0.0,0.0
833922fffffffff,2480.0,0.0,0.0
833923fffffffff,2641.0,0.0,0.0
833924fffffffff,648.0,0.0,0.0
833925fffffffff,4197.0,0.0,0.0
833926fffffffff,4.0,0.0,0.0
833928fffffffff,2179.0,0.0,0.0
833929fffffffff,3913.0,0.0,0.0
83392afffffffff,4690.0,0.0,0.0
83392bfffffffff,2191.0,0.0,0.0
83392cfffffffff,2794.0,0.0,0.0
83392dfffffffff,5201.0,0.0,0.0
83392efffffffff,3555.0,0.0,0.0
833931fffffffff,1968.0,0.0,0.0
833933fffffffff,7441.0,0.0,0.0
833944fffffffff,683.0,0.0,0.0
833945fffffffff,261.0,1.0,0.0
833946fffffffff,9.0,0.0,0.0
833954fffffffff,62.0,0.0,0.0
833956fffffffff,162.0,0.0,0.0
833960fffffffff,270.0,6.0,0.0
833961fffffffff,62.0,0.0,0.0
833962fffffffff,776.0,0.0,0.0
833963fffffffff,213.0,12.0,0.0
833964fffffffff,65.0,3.0,0.0
833965fffffffff,26.0,4.0,0.0
833966fffffffff,174.0,3.0,0.0
833968fffffffff,424.0,0.0,0.0
833969fffffffff,174.0,7.0,0.0
83396cfffffffff,993.0,10.0,0.0
83396dfffffffff,255.0,3.0,0.0
83396efffffffff,82.0,0.0,0.0
833970fffffffff,717.0,0.0,0.0
833971fffffffff,1712.0,0.0,0.0
833972fffffffff,365.0,0.0,0.0
833973fffffffff,91.0,0.0,0.0
833974fffffffff,2971.0,0.0,0.0
833975fffffffff,2628.0,2.0,0.0
833976fffffffff,1780.0,0.0,0.0
833c68fffffffff,5.0,0.0,0.0
833c6afffffffff,14.0,0.0,0.0
833c6bfffffffff,2.0,0.0,0.0
833d00fffffffff,5.0,0.0,0.0
833d04fffffffff,337.0,0.0,0.0
833d06fffffffff,4.0,0.0,0.0
833d22fffffffff,2.0,0.0,0.0
833d25fffffffff,1.0,0.0,0.0
833d2cfffffffff,1.0,0.0,0.0
833d34fffffffff,9.0,0.0,0.0
833d35fffffffff,16.0,0.0,0.0
834009fffffffff,16.0,0.0,0.0
83400dfffffffff,1.0,0.0,0.0
83401dfffffffff,1.0,0.0,0.0
83404cfffffffff,4.0,0.0,0.0
83404dfffffffff,3.0,0.0,0.0
834052fffffffff,2.0,0.0,0.0
834058fffffffff,40.0,0.0,0.0
83405bfffffffff,4.0,0.0,0.0
83405cfffffffff,7.0,0.0,0.0
834065fffffffff,1.0,0.0,0.0
83406bfffffffff,2.0,0.0,0.0
834089fffffffff,5.0,0.0,0.0
83408dfffffffff,2.0,0.0,0.0
834090fffffffff,2.0,0.0,0.0
834096fffffffff,2.0,0.0,0.0
83409dfffffffff,1.0,0.0,0.0
8340a6fffffffff,4.0,0.0,0.0
8340a8fffffffff,3.0,0.0,0.0
8340aefffffffff,5.0,0.0,0.0
8340b5fffffffff,2.0,0.0,0.0
8340c0fffffffff,5.0,0.0,0.0
8340c1fffffffff,10.0,0.0,1.0
8340c2fffffffff,48.0,0.0,1.0
8340c3fffffffff,4.0,0.0,0.0
8340c4fffffffff,2.0,0.0,0.0
8340c5fffffffff,28.0,0.0,0.0
8340c6fffffffff,5.0,0.0,0.0
8340cefffffffff,5.0,0.0,0.0
8340dafffffffff,3.0,0.0,0.0
8340dcfffffffff,12.0,0.0,1.0
8340e1fffffffff,5.0,0.0,0.0
8340e8fffffffff,3.0,0.0,0.0
8340ecfffffffff,2.0,0.0,0.0
8340eefffffffff,2.0,0.0,0.0
834191fffffffff,6.0,0.0,0.0
83419afffffffff,2.0,0.0,0.0
83419dfffffffff,23.0,0.0,0.0
83419efffffffff,2.0,0.0,0.0
834269fffffffff,2.0,0.0,0.0
834b60fffffffff,16.0,0.0,0.0
834b61fffffffff,3.0,0.0,0.0
834b62fffffffff,67.0,0.0,0.0
834b64fffffffff,34.0,0.0,0.0
834b65fffffffff,58.0,0.0,0.0
834b66fffffffff,106.0,0.0,0.0
834b6dfffffffff,12.0,0.0,0.0
834b70fffffffff,1.0,0.0,0.0
834b71fffffffff,7.0,0.0,0.0
834b73fffffffff,1.0,0.0,0.0
834b75fffffffff,346.0,0.0,9.0
