cell_id,Melanochlora sultanea,Melanochlora sultanea [sultanea Group],Melanochlora sultanea gayeti
823c07fffffffff,2.0,0.0,0.0
823c0ffffffffff,7.0,3.0,0.0
823c1ffffffffff,21.0,0.0,0.0
823c5ffffffffff,33.0,4.0,0.0
823cc7fffffffff,1.0,0.0,0.0
823cdffffffffff,4.0,0.0,0.0
823ce7fffffffff,3.0,2.0,0.0
823ceffffffffff,2.0,0.0,0.0
824147fffffffff,2.0,0.0,0.0
824187fffffffff,8.0,2.0,0.0
8241b7fffffffff,1.0,0.0,0.0
826417fffffffff,4.0,4.0,0.0
826507fffffffff,160.0,3.0,0.0
82651ffffffffff,18.0,0.0,0.0
