cell_id,Strix huhula,Strix huhula [undescribed cloud-forest form]
825f2ffffffffff,7.0,0.0
825f4ffffffffff,4.0,0.0
8266c7fffffffff,1.0,0.0
8266d7fffffffff,1.0,0.0
8266dffffffffff,24.0,6.0
8266e7fffffffff,55.0,0.0
828007fffffffff,1.0,0.0
828a47fffffffff,3.0,0.0
828f77fffffffff,13.0,0.0
82a837fffffffff,19.0,0.0
82a947fffffffff,10.0,0.0
82b347fffffffff,18.0,0.0
