cell_id,Branta hutchinsii,Branta hutchinsii leucopareia,Branta hutchinsii hutchinsii,Branta hutchinsii minima,Branta hutchinsii taverneri
831823fffffffff,3.0,0.0,3.0,0.0,0.0
83190bfffffffff,42.0,0.0,40.0,0.0,0.0
83190efffffffff,2.0,0.0,0.0,0.0,0.0
831941fffffffff,2.0,0.0,2.0,0.0,0.0
831942fffffffff,2.0,0.0,0.0,0.0,0.0
831943fffffffff,1.0,0.0,1.0,0.0,0.0
83194afffffffff,7.0,0.0,2.0,1.0,0.0
83194cfffffffff,1.0,0.0,0.0,1.0,0.0
83194dfffffffff,12.0,0.0,0.0,0.0,0.0
831951fffffffff,1.0,0.0,1.0,0.0,0.0
831954fffffffff,6.0,0.0,2.0,2.0,2.0
831968fffffffff,7.0,0.0,0.0,0.0,0.0
831969fffffffff,2.0,0.0,0.0,0.0,0.0
83196bfffffffff,9.0,0.0,0.0,0.0,0.0
83196dfffffffff,3.0,0.0,0.0,0.0,0.0
831973fffffffff,4.0,0.0,4.0,0.0,0.0
831aa3fffffffff,2.0,0.0,0.0,0.0,0.0
831b25fffffffff,2.0,0.0,0.0,0.0,0.0
831d26fffffffff,3.0,0.0,0.0,0.0,0.0
831e06fffffffff,5.0,0.0,0.0,0.0,0.0
831e22fffffffff,1.0,0.0,0.0,0.0,0.0
831e23fffffffff,1.0,0.0,0.0,0.0,0.0
831e24fffffffff,1.0,0.0,0.0,0.0,0.0
831e30fffffffff,3.0,0.0,0.0,0.0,0.0
831e34fffffffff,2.0,0.0,0.0,0.0,0.0
831f0bfffffffff,1.0,0.0,0.0,0.0,0.0
831f13fffffffff,6.0,0.0,0.0,0.0,0.0
831f14fffffffff,2.0,0.0,0.0,0.0,0.0
831f22fffffffff,1.0,0.0,0.0,1.0,0.0
831f23fffffffff,1.0,0.0,0.0,0.0,0.0
831f2efffffffff,2.0,0.0,0.0,0.0,0.0
831f82fffffffff,8.0,0.0,0.0,0.0,0.0
831f8cfffffffff,1.0,0.0,0.0,0.0,0.0
831f8dfffffffff,7.0,0.0,0.0,0.0,0.0
831fa5fffffffff,3.0,0.0,0.0,0.0,0.0
831fa6fffffffff,3.0,0.0,0.0,0.0,0.0
831fa8fffffffff,6.0,0.0,0.0,0.0,0.0
831facfffffffff,2.0,0.0,0.0,0.0,0.0
831fb4fffffffff,1.0,0.0,0.0,0.0,0.0
83225afffffffff,34.0,16.0,0.0,5.0,0.0
8322d0fffffffff,7.0,7.0,0.0,0.0,0.0
8322dbfffffffff,67.0,28.0,0.0,7.0,0.0
832601fffffffff,2.0,0.0,0.0,0.0,0.0
832605fffffffff,1.0,0.0,0.0,0.0,0.0
832608fffffffff,5.0,0.0,5.0,0.0,0.0
832609fffffffff,12.0,0.0,5.0,0.0,0.0
83260afffffffff,2.0,0.0,2.0,0.0,0.0
83260bfffffffff,88.0,0.0,9.0,0.0,0.0
83260efffffffff,7.0,0.0,4.0,0.0,0.0
832611fffffffff,2.0,0.0,0.0,0.0,0.0
832614fffffffff,1.0,0.0,0.0,0.0,0.0
832618fffffffff,11.0,0.0,10.0,0.0,0.0
832619fffffffff,5.0,0.0,0.0,0.0,2.0
83261afffffffff,5.0,0.0,2.0,0.0,0.0
83261bfffffffff,1.0,0.0,1.0,0.0,0.0
83261dfffffffff,1.0,0.0,1.0,0.0,0.0
832620fffffffff,6.0,0.0,6.0,0.0,0.0
832621fffffffff,2.0,0.0,0.0,0.0,0.0
832622fffffffff,5.0,0.0,0.0,0.0,0.0
832623fffffffff,11.0,0.0,0.0,0.0,0.0
832624fffffffff,1.0,0.0,0.0,0.0,0.0
832626fffffffff,8.0,0.0,0.0,0.0,0.0
83262cfffffffff,34.0,0.0,3.0,0.0,0.0
83262dfffffffff,2.0,0.0,0.0,0.0,0.0
83262efffffffff,1.0,0.0,0.0,0.0,0.0
832633fffffffff,4.0,0.0,0.0,0.0,0.0
832634fffffffff,3.0,0.0,0.0,0.0,0.0
832636fffffffff,4.0,0.0,0.0,0.0,0.0
832640fffffffff,3.0,0.0,0.0,0.0,0.0
832641fffffffff,3.0,0.0,0.0,0.0,0.0
832642fffffffff,6.0,0.0,0.0,0.0,0.0
832643fffffffff,55.0,0.0,0.0,0.0,0.0
832644fffffffff,2.0,0.0,0.0,0.0,0.0
832646fffffffff,121.0,0.0,5.0,0.0,0.0
832648fffffffff,115.0,0.0,7.0,0.0,0.0
832649fffffffff,16.0,0.0,0.0,0.0,0.0
83264cfffffffff,27.0,0.0,3.0,0.0,0.0
83264dfffffffff,18.0,0.0,0.0,0.0,0.0
83264efffffffff,4.0,0.0,0.0,0.0,0.0
832650fffffffff,6.0,0.0,3.0,0.0,0.0
832652fffffffff,6.0,0.0,2.0,0.0,0.0
832653fffffffff,56.0,0.0,0.0,0.0,0.0
832654fffffffff,26.0,0.0,0.0,0.0,0.0
832655fffffffff,123.0,0.0,1.0,0.0,0.0
832656fffffffff,99.0,0.0,4.0,0.0,0.0
832658fffffffff,2.0,0.0,0.0,0.0,0.0
832659fffffffff,26.0,0.0,0.0,0.0,0.0
83265afffffffff,13.0,0.0,2.0,0.0,0.0
83265bfffffffff,16.0,0.0,0.0,0.0,0.0
83265dfffffffff,11.0,0.0,0.0,0.0,0.0
832660fffffffff,2.0,0.0,0.0,0.0,0.0
832661fffffffff,7.0,0.0,0.0,0.0,0.0
832662fffffffff,6.0,0.0,4.0,0.0,0.0
832664fffffffff,68.0,0.0,14.0,0.0,0.0
832665fffffffff,1.0,0.0,1.0,0.0,0.0
832666fffffffff,3.0,0.0,2.0,0.0,0.0
832668fffffffff,23.0,0.0,0.0,0.0,0.0
832669fffffffff,2.0,0.0,0.0,0.0,0.0
83266dfffffffff,138.0,0.0,2.0,0.0,0.0
832671fffffffff,14.0,0.0,0.0,0.0,0.0
832672fffffffff,12.0,0.0,0.0,0.0,0.0
832673fffffffff,13.0,0.0,0.0,0.0,0.0
832674fffffffff,2.0,0.0,0.0,0.0,0.0
832680fffffffff,50.0,0.0,3.0,0.0,0.0
832681fffffffff,228.0,0.0,21.0,0.0,16.0
832682fffffffff,2.0,0.0,0.0,0.0,0.0
832683fffffffff,5.0,0.0,0.0,0.0,0.0
832685fffffffff,46.0,0.0,5.0,0.0,2.0
832688fffffffff,248.0,0.0,27.0,0.0,8.0
832689fffffffff,9.0,0.0,0.0,0.0,0.0
83268afffffffff,90.0,0.0,2.0,0.0,0.0
83268bfffffffff,24.0,0.0,2.0,0.0,1.0
83268cfffffffff,590.0,0.0,22.0,2.0,11.0
83268dfffffffff,49.0,0.0,5.0,0.0,2.0
83268efffffffff,44.0,0.0,8.0,0.0,0.0
832690fffffffff,51.0,0.0,0.0,0.0,0.0
832692fffffffff,5.0,0.0,1.0,0.0,0.0
832694fffffffff,6.0,0.0,0.0,0.0,0.0
832695fffffffff,9.0,0.0,0.0,0.0,0.0
832696fffffffff,418.0,0.0,37.0,13.0,38.0
832698fffffffff,54.0,0.0,6.0,0.0,0.0
832699fffffffff,24.0,0.0,0.0,0.0,0.0
83269bfffffffff,3.0,0.0,0.0,0.0,0.0
83269cfffffffff,147.0,0.0,2.0,2.0,0.0
83269dfffffffff,46.0,0.0,0.0,0.0,0.0
83269efffffffff,2.0,0.0,0.0,0.0,0.0
8326a2fffffffff,18.0,0.0,0.0,0.0,0.0
8326a3fffffffff,2.0,0.0,0.0,0.0,0.0
8326a8fffffffff,91.0,4.0,13.0,0.0,0.0
8326a9fffffffff,10.0,0.0,0.0,0.0,0.0
8326aafffffffff,608.0,2.0,78.0,2.0,52.0
8326abfffffffff,2.0,0.0,0.0,0.0,0.0
8326acfffffffff,27.0,0.0,0.0,0.0,2.0
8326adfffffffff,6.0,0.0,0.0,0.0,0.0
8326aefffffffff,15.0,0.0,2.0,0.0,0.0
8326b2fffffffff,1.0,0.0,0.0,0.0,0.0
8326b3fffffffff,1.0,0.0,0.0,0.0,0.0
8326b5fffffffff,8.0,0.0,0.0,0.0,0.0
8326b6fffffffff,5.0,0.0,0.0,0.0,0.0
8326c0fffffffff,1.0,0.0,0.0,0.0,0.0
8326c1fffffffff,3.0,0.0,1.0,0.0,0.0
8326c2fffffffff,6.0,0.0,0.0,0.0,0.0
8326c3fffffffff,6.0,0.0,0.0,0.0,0.0
8326c4fffffffff,14.0,0.0,2.0,0.0,0.0
8326c5fffffffff,12.0,0.0,2.0,0.0,0.0
8326c6fffffffff,7.0,0.0,0.0,0.0,0.0
8326c8fffffffff,3.0,0.0,0.0,0.0,0.0
8326cafffffffff,5.0,0.0,0.0,0.0,0.0
8326cbfffffffff,7.0,0.0,0.0,0.0,0.0
8326cefffffffff,4.0,0.0,0.0,0.0,0.0
8326d0fffffffff,4.0,0.0,0.0,0.0,0.0
8326d1fffffffff,13.0,0.0,7.0,0.0,0.0
8326d3fffffffff,21.0,0.0,2.0,0.0,0.0
8326d4fffffffff,15.0,0.0,2.0,0.0,0.0
8326d5fffffffff,9.0,0.0,0.0,0.0,4.0
8326d8fffffffff,21.0,0.0,0.0,0.0,0.0
8326d9fffffffff,10.0,0.0,0.0,0.0,0.0
8326dafffffffff,4.0,0.0,0.0,0.0,0.0
8326dbfffffffff,6.0,0.0,0.0,0.0,0.0
8326dcfffffffff,7.0,0.0,0.0,0.0,0.0
8326ddfffffffff,53.0,0.0,0.0,0.0,0.0
8326defffffffff,22.0,0.0,0.0,0.0,0.0
8326e0fffffffff,7.0,0.0,0.0,0.0,0.0
8326e1fffffffff,1.0,0.0,1.0,0.0,0.0
8326e2fffffffff,36.0,0.0,8.0,0.0,0.0
8326e3fffffffff,13.0,0.0,0.0,0.0,0.0
8326e4fffffffff,18.0,0.0,0.0,0.0,0.0
8326e5fffffffff,7.0,0.0,0.0,0.0,0.0
8326e6fffffffff,5.0,0.0,5.0,0.0,0.0
8326e9fffffffff,12.0,0.0,0.0,0.0,0.0
8326edfffffffff,14.0,0.0,0.0,0.0,0.0
8326eefffffffff,5.0,0.0,2.0,0.0,0.0
8326f0fffffffff,9.0,0.0,1.0,0.0,0.0
8326f1fffffffff,12.0,0.0,0.0,0.0,0.0
8326f2fffffffff,87.0,0.0,15.0,0.0,0.0
8326f3fffffffff,14.0,0.0,0.0,0.0,4.0
8326f4fffffffff,12.0,0.0,0.0,0.0,1.0
8326f5fffffffff,7.0,0.0,0.0,0.0,0.0
8326f6fffffffff,11.0,0.0,2.0,0.0,0.0
832702fffffffff,5.0,0.0,0.0,0.0,0.0
832703fffffffff,2.0,0.0,0.0,0.0,0.0
832705fffffffff,2.0,0.0,0.0,0.0,0.0
832708fffffffff,2.0,0.0,0.0,0.0,0.0
83270efffffffff,9.0,0.0,0.0,0.0,0.0
832711fffffffff,12.0,0.0,0.0,0.0,0.0
832713fffffffff,22.0,0.0,2.0,0.0,0.0
832719fffffffff,1.0,0.0,0.0,0.0,0.0
83271bfffffffff,3.0,0.0,0.0,0.0,0.0
83271cfffffffff,2.0,0.0,0.0,0.0,0.0
83271dfffffffff,7.0,0.0,0.0,0.0,0.0
83271efffffffff,1.0,0.0,0.0,0.0,0.0
832740fffffffff,11.0,0.0,8.0,0.0,0.0
832741fffffffff,16.0,0.0,0.0,0.0,0.0
832743fffffffff,18.0,0.0,0.0,0.0,0.0
832744fffffffff,19.0,0.0,0.0,0.0,0.0
832745fffffffff,6.0,0.0,0.0,0.0,0.0
832746fffffffff,25.0,0.0,0.0,0.0,0.0
832748fffffffff,145.0,0.0,22.0,0.0,0.0
832749fffffffff,223.0,0.0,48.0,0.0,0.0
83274afffffffff,12.0,0.0,0.0,0.0,0.0
83274bfffffffff,48.0,0.0,2.0,0.0,0.0
83274cfffffffff,69.0,0.0,0.0,0.0,0.0
83274dfffffffff,128.0,0.0,6.0,0.0,0.0
83274efffffffff,149.0,0.0,4.0,0.0,0.0
832751fffffffff,1.0,0.0,0.0,0.0,0.0
832753fffffffff,3.0,0.0,0.0,0.0,0.0
832754fffffffff,6.0,0.0,0.0,0.0,0.0
832755fffffffff,5.0,0.0,1.0,0.0,0.0
832756fffffffff,11.0,0.0,6.0,0.0,0.0
832758fffffffff,72.0,0.0,0.0,0.0,0.0
832759fffffffff,62.0,0.0,6.0,0.0,0.0
83275bfffffffff,6.0,0.0,0.0,0.0,0.0
83275cfffffffff,10.0,0.0,0.0,0.0,0.0
83275dfffffffff,43.0,0.0,0.0,0.0,0.0
832763fffffffff,32.0,0.0,0.0,0.0,0.0
832768fffffffff,32.0,0.0,0.0,0.0,0.0
832769fffffffff,106.0,0.0,11.0,0.0,0.0
83276bfffffffff,23.0,0.0,0.0,0.0,0.0
83276cfffffffff,4.0,0.0,0.0,0.0,0.0
83276dfffffffff,23.0,0.0,1.0,0.0,0.0
83276efffffffff,11.0,0.0,0.0,0.0,0.0
832770fffffffff,5.0,0.0,0.0,0.0,0.0
832771fffffffff,27.0,0.0,1.0,0.0,0.0
832773fffffffff,8.0,0.0,2.0,0.0,0.0
832774fffffffff,6.0,0.0,0.0,0.0,0.0
832785fffffffff,6.0,0.0,2.0,0.0,0.0
832788fffffffff,5.0,0.0,0.0,0.0,0.0
83278bfffffffff,2.0,0.0,0.0,0.0,0.0
83278cfffffffff,4.0,0.0,0.0,0.0,0.0
83278dfffffffff,8.0,0.0,0.0,0.0,0.0
832790fffffffff,18.0,0.0,2.0,0.0,0.0
832791fffffffff,4.0,0.0,0.0,0.0,0.0
832792fffffffff,22.0,0.0,0.0,0.0,0.0
832793fffffffff,12.0,0.0,0.0,0.0,0.0
832796fffffffff,3.0,0.0,0.0,0.0,0.0
832798fffffffff,13.0,0.0,0.0,0.0,0.0
832799fffffffff,13.0,0.0,0.0,0.0,0.0
83279cfffffffff,2.0,0.0,0.0,0.0,0.0
83279dfffffffff,2.0,0.0,0.0,0.0,0.0
83279efffffffff,19.0,0.0,0.0,0.0,0.0
8327a0fffffffff,3.0,0.0,0.0,0.0,0.0
8327a3fffffffff,1.0,0.0,0.0,0.0,0.0
8327a5fffffffff,2.0,0.0,0.0,0.0,0.0
8327a6fffffffff,30.0,0.0,1.0,0.0,0.0
8327a9fffffffff,20.0,0.0,1.0,0.0,0.0
8327aafffffffff,4.0,0.0,0.0,0.0,0.0
8327b2fffffffff,2.0,0.0,0.0,0.0,0.0
8327b5fffffffff,1.0,0.0,0.0,0.0,0.0
832802fffffffff,101.0,49.0,0.0,14.0,0.0
832803fffffffff,3.0,1.0,0.0,2.0,0.0
832806fffffffff,20.0,8.0,0.0,0.0,0.0
832810fffffffff,8.0,0.0,0.0,2.0,2.0
832811fffffffff,11.0,0.0,0.0,2.0,5.0
832813fffffffff,36.0,0.0,0.0,3.0,0.0
832814fffffffff,7.0,0.0,0.0,1.0,3.0
832815fffffffff,24.0,6.0,0.0,0.0,1.0
832818fffffffff,21.0,9.0,0.0,5.0,2.0
832819fffffffff,20.0,6.0,0.0,4.0,0.0
83281afffffffff,2.0,0.0,0.0,0.0,0.0
83281bfffffffff,99.0,18.0,0.0,15.0,0.0
83281cfffffffff,74.0,41.0,0.0,11.0,3.0
83281dfffffffff,18.0,11.0,0.0,0.0,2.0
83281efffffffff,28.0,1.0,0.0,0.0,0.0
832830fffffffff,1640.0,422.0,1.0,96.0,4.0
832831fffffffff,24.0,10.0,0.0,0.0,0.0
832832fffffffff,171.0,21.0,0.0,20.0,0.0
832833fffffffff,42.0,4.0,0.0,12.0,0.0
832834fffffffff,630.0,211.0,0.0,36.0,2.0
832835fffffffff,291.0,136.0,0.0,104.0,0.0
832836fffffffff,536.0,125.0,0.0,41.0,5.0
832880fffffffff,6.0,0.0,0.0,0.0,0.0
832881fffffffff,5.0,0.0,0.0,0.0,0.0
832883fffffffff,1.0,0.0,0.0,0.0,0.0
832884fffffffff,92.0,0.0,0.0,8.0,0.0
832885fffffffff,15.0,0.0,3.0,2.0,2.0
832888fffffffff,66.0,0.0,0.0,19.0,15.0
832889fffffffff,71.0,0.0,0.0,9.0,2.0
83288afffffffff,55.0,0.0,0.0,2.0,0.0
83288bfffffffff,78.0,0.0,0.0,11.0,5.0
83288cfffffffff,6.0,0.0,0.0,2.0,0.0
83288dfffffffff,28.0,0.0,0.0,5.0,2.0
83288efffffffff,18.0,0.0,0.0,1.0,0.0
832890fffffffff,6.0,0.0,2.0,0.0,0.0
832892fffffffff,14.0,0.0,5.0,0.0,0.0
832893fffffffff,50.0,0.0,8.0,2.0,0.0
832894fffffffff,7.0,0.0,0.0,0.0,0.0
832896fffffffff,3.0,0.0,0.0,0.0,0.0
832898fffffffff,10.0,0.0,3.0,0.0,0.0
832899fffffffff,9.0,0.0,0.0,0.0,0.0
83289afffffffff,2.0,0.0,0.0,0.0,0.0
83289bfffffffff,18.0,0.0,0.0,0.0,0.0
83289dfffffffff,19.0,0.0,0.0,0.0,0.0
83289efffffffff,13.0,0.0,0.0,0.0,0.0
8328a9fffffffff,10.0,0.0,0.0,3.0,2.0
8328aafffffffff,7.0,0.0,0.0,0.0,0.0
8328acfffffffff,1.0,0.0,0.0,0.0,0.0
8328adfffffffff,2.0,0.0,0.0,0.0,0.0
8328aefffffffff,27.0,1.0,0.0,0.0,0.0
8328b1fffffffff,24.0,0.0,0.0,0.0,0.0
8328b6fffffffff,230.0,1.0,25.0,0.0,6.0
8328c2fffffffff,16.0,8.0,0.0,6.0,2.0
8328c6fffffffff,44.0,26.0,0.0,10.0,0.0
8328cbfffffffff,1.0,0.0,0.0,1.0,0.0
8328d0fffffffff,1.0,0.0,0.0,0.0,0.0
8328d1fffffffff,196.0,11.0,0.0,54.0,28.0
8328d2fffffffff,2.0,0.0,0.0,0.0,0.0
8328d3fffffffff,42.0,0.0,0.0,2.0,0.0
8328d4fffffffff,21.0,0.0,0.0,0.0,0.0
8328d5fffffffff,136.0,15.0,0.0,12.0,0.0
8328d6fffffffff,30.0,0.0,0.0,5.0,6.0
8328d8fffffffff,18.0,0.0,0.0,0.0,8.0
8328dcfffffffff,130.0,112.0,0.0,6.0,2.0
8328ddfffffffff,3.0,0.0,0.0,3.0,0.0
8328defffffffff,136.0,0.0,0.0,6.0,0.0
8328f0fffffffff,251.0,0.0,2.0,34.0,37.0
8328f1fffffffff,33.0,2.0,0.0,3.0,2.0
8328f2fffffffff,7.0,0.0,0.0,3.0,0.0
8328f3fffffffff,3.0,0.0,0.0,0.0,0.0
8328f4fffffffff,84.0,7.0,2.0,28.0,1.0
8328f5fffffffff,80.0,4.0,0.0,17.0,0.0
8328f6fffffffff,42.0,0.0,0.0,0.0,0.0
832912fffffffff,84.0,14.0,0.0,11.0,0.0
832913fffffffff,35.0,9.0,0.0,0.0,0.0
832916fffffffff,16.0,13.0,0.0,2.0,0.0
83291afffffffff,17.0,8.0,0.0,0.0,0.0
83291efffffffff,8.0,0.0,0.0,0.0,0.0
832982fffffffff,2.0,0.0,0.0,0.0,0.0
832984fffffffff,4.0,4.0,0.0,0.0,0.0
832985fffffffff,26.0,26.0,0.0,0.0,0.0
832986fffffffff,169.0,24.0,1.0,4.0,0.0
832988fffffffff,2.0,0.0,0.0,0.0,0.0
832989fffffffff,27.0,5.0,0.0,7.0,0.0
83298bfffffffff,2.0,0.0,0.0,2.0,0.0
83298cfffffffff,128.0,77.0,0.0,7.0,0.0
83298dfffffffff,10.0,2.0,0.0,0.0,0.0
832990fffffffff,2.0,0.0,0.0,0.0,0.0
832995fffffffff,38.0,0.0,2.0,0.0,0.0
832996fffffffff,11.0,0.0,0.0,0.0,0.0
83299bfffffffff,1.0,0.0,0.0,0.0,0.0
8329a0fffffffff,192.0,36.0,0.0,12.0,0.0
8329a1fffffffff,88.0,12.0,0.0,35.0,2.0
8329a3fffffffff,13.0,5.0,0.0,0.0,0.0
8329a4fffffffff,596.0,106.0,0.0,26.0,0.0
8329a5fffffffff,393.0,79.0,0.0,31.0,0.0
8329a6fffffffff,58.0,21.0,0.0,3.0,0.0
8329a8fffffffff,35.0,2.0,0.0,2.0,0.0
8329a9fffffffff,61.0,9.0,0.0,0.0,0.0
8329aafffffffff,10.0,4.0,0.0,2.0,0.0
8329abfffffffff,7.0,2.0,0.0,0.0,0.0
8329acfffffffff,4.0,2.0,0.0,0.0,0.0
8329adfffffffff,126.0,28.0,0.0,4.0,0.0
8329aefffffffff,4.0,4.0,0.0,0.0,0.0
8329b1fffffffff,8.0,2.0,0.0,0.0,0.0
8329b2fffffffff,42.0,0.0,12.0,0.0,0.0
8329b5fffffffff,8.0,0.0,0.0,0.0,0.0
8329b6fffffffff,66.0,2.0,10.0,4.0,0.0
832a10fffffffff,546.0,0.0,99.0,0.0,0.0
832a12fffffffff,477.0,0.0,54.0,0.0,0.0
832a13fffffffff,516.0,0.0,45.0,0.0,0.0
832a14fffffffff,425.0,0.0,51.0,0.0,0.0
832a15fffffffff,180.0,0.0,36.0,0.0,0.0
832a16fffffffff,97.0,0.0,11.0,0.0,0.0
832a30fffffffff,199.0,0.0,40.0,0.0,0.0
832a31fffffffff,35.0,0.0,9.0,0.0,0.0
832a32fffffffff,179.0,0.0,29.0,0.0,0.0
832a33fffffffff,270.0,0.0,19.0,0.0,1.0
832a34fffffffff,21.0,0.0,1.0,0.0,0.0
832a36fffffffff,8.0,0.0,0.0,0.0,0.0
832a80fffffffff,19.0,0.0,4.0,0.0,0.0
832a81fffffffff,6.0,0.0,0.0,0.0,0.0
832a82fffffffff,12.0,0.0,0.0,0.0,0.0
832a84fffffffff,72.0,0.0,0.0,0.0,0.0
832a85fffffffff,68.0,0.0,11.0,0.0,0.0
832a86fffffffff,32.0,0.0,0.0,0.0,0.0
832a88fffffffff,22.0,0.0,6.0,0.0,0.0
832a89fffffffff,2.0,0.0,0.0,0.0,0.0
832a8afffffffff,96.0,0.0,5.0,0.0,0.0
832a8bfffffffff,58.0,0.0,0.0,0.0,0.0
832a8cfffffffff,82.0,0.0,16.0,0.0,0.0
832a8dfffffffff,117.0,0.0,66.0,0.0,0.0
