cell_id,Calendulauda erythrochlamys,Calendulauda erythrochlamys barlowi,Calendulauda erythrochlamys patae,Calendulauda erythrochlamys cavei,Calendulauda erythrochlamys erythrochlamys
82ac17fffffffff,210.0,0.0,0.0,0.0,189.0
82aca7fffffffff,11.0,0.0,0.0,0.0,9.0
82acaffffffffff,1.0,0.0,0.0,0.0,1.0
82ad8ffffffffff,140.0,0.0,0.0,0.0,114.0
82adaffffffffff,59.0,0.0,0.0,0.0,0.0
