cell_id,Thamnophilus punctatus,Thamnophilus punctatus punctatus/interpositus,Thamnophilus punctatus leucogaster/huallagae
825f07fffffffff,1.0,1.0,0.0
825f2ffffffffff,2.0,2.0,0.0
8266c7fffffffff,8.0,0.0,0.0
8266e7fffffffff,3.0,2.0,0.0
8266effffffffff,127.0,0.0,0.0
828f77fffffffff,8.0,0.0,5.0
