cell_id,Myiarchus tuberculifer,Myiarchus tuberculifer olivascens,Myiarchus tuberculifer [lawrenceii Group],Myiarchus tuberculifer tuberculifer/pallidus,Myiarchus tuberculifer nigriceps/atriceps
822807fffffffff,28.0,0.0,0.0,0.0,0.0
822837fffffffff,100.0,0.0,0.0,0.0,0.0
8228c7fffffffff,4.0,0.0,0.0,0.0,0.0
8228f7fffffffff,23.0,0.0,0.0,0.0,0.0
822917fffffffff,30.0,0.0,0.0,0.0,0.0
82291ffffffffff,9.0,0.0,0.0,0.0,0.0
822987fffffffff,8.0,0.0,0.0,0.0,0.0
82298ffffffffff,8.0,0.0,0.0,0.0,0.0
822997fffffffff,6.0,0.0,0.0,0.0,0.0
8229a7fffffffff,479.0,6.0,0.0,0.0,0.0
8229affffffffff,24.0,0.0,0.0,0.0,0.0
8229b7fffffffff,106.0,27.0,0.0,0.0,0.0
82444ffffffffff,4.0,0.0,0.0,0.0,0.0
82446ffffffffff,92.0,2.0,0.0,0.0,0.0
824507fffffffff,4.0,0.0,0.0,0.0,0.0
82450ffffffffff,13.0,0.0,0.0,0.0,0.0
824527fffffffff,12.0,0.0,1.0,0.0,0.0
82452ffffffffff,10.0,0.0,2.0,0.0,0.0
82480ffffffffff,3.0,0.0,0.0,0.0,0.0
82482ffffffffff,3.0,0.0,0.0,0.0,0.0
824837fffffffff,42.0,35.0,4.0,0.0,0.0
82484ffffffffff,2.0,0.0,0.0,0.0,0.0
82485ffffffffff,5.0,0.0,0.0,0.0,0.0
824877fffffffff,2.0,0.0,0.0,0.0,0.0
824887fffffffff,25.0,0.0,0.0,0.0,0.0
824897fffffffff,1.0,0.0,1.0,0.0,0.0
82489ffffffffff,25.0,2.0,0.0,0.0,0.0
8248a7fffffffff,2.0,0.0,2.0,0.0,0.0
8248affffffffff,91.0,0.0,0.0,0.0,0.0
8248b7fffffffff,486.0,0.0,42.0,0.0,0.0
8248c7fffffffff,136.0,5.0,0.0,0.0,0.0
8248cffffffffff,75.0,8.0,0.0,0.0,0.0
8248d7fffffffff,2.0,0.0,0.0,0.0,0.0
8248e7fffffffff,18.0,0.0,0.0,0.0,0.0
8248effffffffff,630.0,96.0,0.0,0.0,0.0
8248f7fffffffff,160.0,1.0,0.0,0.0,0.0
824987fffffffff,4.0,0.0,2.0,0.0,0.0
824997fffffffff,63.0,0.0,13.0,0.0,0.0
82499ffffffffff,18.0,0.0,16.0,0.0,0.0
8249affffffffff,8.0,2.0,0.0,0.0,0.0
8249b7fffffffff,56.0,1.0,52.0,0.0,0.0
826617fffffffff,2.0,0.0,0.0,0.0,0.0
82661ffffffffff,2.0,0.0,0.0,0.0,0.0
8266a7fffffffff,1.0,0.0,0.0,0.0,0.0
8266b7fffffffff,23.0,0.0,7.0,0.0,0.0
8266d7fffffffff,4.0,0.0,0.0,0.0,1.0
8266f7fffffffff,1.0,0.0,0.0,0.0,0.0
826747fffffffff,3.0,0.0,0.0,3.0,0.0
82674ffffffffff,5.0,0.0,0.0,2.0,0.0
826757fffffffff,2.0,0.0,0.0,0.0,0.0
82675ffffffffff,1.0,0.0,0.0,1.0,0.0
826d07fffffffff,2.0,0.0,0.0,0.0,0.0
826d17fffffffff,15.0,15.0,0.0,0.0,0.0
826d27fffffffff,17.0,0.0,8.0,0.0,0.0
826d2ffffffffff,14.0,0.0,3.0,0.0,0.0
826d37fffffffff,101.0,32.0,62.0,0.0,0.0
826d67fffffffff,2.0,0.0,0.0,0.0,0.0
826d6ffffffffff,15.0,0.0,8.0,0.0,0.0
826d77fffffffff,3.0,0.0,0.0,0.0,0.0
828147fffffffff,1.0,0.0,0.0,0.0,0.0
82815ffffffffff,1.0,0.0,0.0,0.0,0.0
828167fffffffff,12.0,0.0,0.0,0.0,0.0
828177fffffffff,13.0,0.0,0.0,0.0,0.0
828187fffffffff,37.0,0.0,0.0,0.0,0.0
828a07fffffffff,1.0,0.0,0.0,0.0,0.0
828a37fffffffff,1.0,0.0,0.0,0.0,0.0
828a47fffffffff,1.0,0.0,0.0,0.0,0.0
828b2ffffffffff,1.0,0.0,0.0,0.0,0.0
828b47fffffffff,6.0,0.0,0.0,0.0,0.0
828b5ffffffffff,2.0,0.0,0.0,2.0,0.0
828b67fffffffff,6.0,0.0,0.0,0.0,6.0
828b77fffffffff,1.0,0.0,0.0,0.0,0.0
828e6ffffffffff,3.0,0.0,0.0,0.0,0.0
828f47fffffffff,3.0,0.0,0.0,0.0,3.0
828f57fffffffff,2.0,0.0,0.0,0.0,0.0
82a887fffffffff,13.0,0.0,0.0,0.0,0.0
82a897fffffffff,1.0,0.0,0.0,1.0,0.0
82a8a7fffffffff,2.0,0.0,0.0,0.0,0.0
82a8cffffffffff,1.0,0.0,0.0,0.0,0.0
