cell_id,Glareola nuchalis,Glareola nuchalis liberiae,Glareola nuchalis nuchalis
8254e7fffffffff,8.0,0.0,0.0
8258d7fffffffff,2.0,0.0,2.0
827a4ffffffffff,7.0,0.0,2.0
827b6ffffffffff,1.0,0.0,0.0
8282affffffffff,4.0,0.0,0.0
82974ffffffffff,99.0,0.0,4.0
829757fffffffff,5.0,0.0,0.0
82975ffffffffff,12.0,0.0,1.0
82ac97fffffffff,6.0,0.0,0.0
82bce7fffffffff,3.0,0.0,0.0
