cell_id,Anser anser,Anser anser anser,Anser anser rubrirostris
840153bffffffff,3.0,0.0,0.0
8407417ffffffff,2.0,0.0,0.0
8407433ffffffff,2.0,2.0,0.0
8407465ffffffff,2.0,0.0,0.0
84075ddffffffff,2.0,0.0,0.0
8407731ffffffff,10.0,10.0,0.0
840773bffffffff,2.0,2.0,0.0
8408153ffffffff,2.0,0.0,0.0
8408159ffffffff,4.0,0.0,0.0
84089a1ffffffff,1.0,0.0,0.0
84089a9ffffffff,1.0,0.0,0.0
84089e5ffffffff,3.0,0.0,0.0
8408a6dffffffff,2.0,0.0,0.0
840991bffffffff,1.0,0.0,0.0
84099b9ffffffff,2.0,2.0,0.0
840c73bffffffff,4.0,0.0,0.0
8411813ffffffff,2.0,0.0,2.0
8412db1ffffffff,2.0,0.0,0.0
8415901ffffffff,2.0,0.0,0.0
8415915ffffffff,2.0,0.0,0.0
8415925ffffffff,3.0,0.0,3.0
8415927ffffffff,11.0,0.0,11.0
841828bffffffff,8.0,3.0,0.0
84182a3ffffffff,2.0,0.0,0.0
84182e9ffffffff,2.0,0.0,0.0
841845dffffffff,2.0,0.0,0.0
8418495ffffffff,66.0,0.0,0.0
841849dffffffff,1.0,0.0,0.0
84184b1ffffffff,10.0,0.0,0.0
84184b3ffffffff,20.0,0.0,0.0
84184b7ffffffff,35.0,0.0,0.0
84184bbffffffff,4.0,2.0,0.0
84184bdffffffff,10.0,0.0,0.0
84184ddffffffff,8.0,0.0,0.0
8418597ffffffff,3.0,0.0,0.0
84185b5ffffffff,1.0,0.0,0.0
84185bbffffffff,4.0,0.0,0.0
8418629ffffffff,2.0,0.0,0.0
84186c3ffffffff,1.0,0.0,0.0
84186c5ffffffff,1.0,0.0,0.0
8418729ffffffff,8.0,2.0,0.0
84192b1ffffffff,2.0,0.0,0.0
8419401ffffffff,2.0,0.0,0.0
8419405ffffffff,2.0,0.0,0.0
8419415ffffffff,2.0,0.0,0.0
8419421ffffffff,12.0,8.0,0.0
8419427ffffffff,2.0,0.0,0.0
8419429ffffffff,1.0,1.0,0.0
841942dffffffff,4.0,1.0,0.0
8419435ffffffff,2.0,0.0,0.0
8419437ffffffff,1.0,0.0,0.0
841943dffffffff,2.0,0.0,0.0
8419465ffffffff,1.0,0.0,0.0
8419467ffffffff,2.0,2.0,0.0
84194a5ffffffff,2.0,0.0,0.0
84194adffffffff,3.0,3.0,0.0
84194b9ffffffff,2.0,0.0,2.0
84194c5ffffffff,6.0,0.0,0.0
84194d7ffffffff,4.0,0.0,0.0
84194e3ffffffff,1.0,0.0,0.0
84194e7ffffffff,2.0,2.0,0.0
84194e9ffffffff,1.0,0.0,0.0
84194edffffffff,3.0,0.0,0.0
8419507ffffffff,4.0,0.0,0.0
8419519ffffffff,4.0,0.0,0.0
8419557ffffffff,2.0,0.0,0.0
8419565ffffffff,5.0,1.0,0.0
8419589ffffffff,4.0,0.0,0.0
841958bffffffff,2.0,0.0,0.0
8419591ffffffff,6.0,2.0,0.0
841959bffffffff,3.0,0.0,0.0
84195c1ffffffff,3.0,2.0,0.0
84195c3ffffffff,2.0,2.0,0.0
84195c9ffffffff,55.0,0.0,0.0
84195cbffffffff,2.0,0.0,0.0
8419695ffffffff,5.0,0.0,0.0
841969dffffffff,1.0,0.0,0.0
84196b9ffffffff,3.0,0.0,0.0
8419727ffffffff,1.0,0.0,0.0
8419729ffffffff,1.0,0.0,0.0
841aa07ffffffff,15.0,0.0,0.0
841aa2bffffffff,4.0,0.0,0.0
841aa3dffffffff,4.0,0.0,0.0
841b9e7ffffffff,8.0,0.0,0.0
841e023ffffffff,2.0,2.0,0.0
841e025ffffffff,3.0,0.0,0.0
841e02dffffffff,6.0,0.0,0.0
841e045ffffffff,2.0,0.0,0.0
841e05bffffffff,7.0,0.0,0.0
841e061ffffffff,18.0,4.0,0.0
841e063ffffffff,2.0,0.0,0.0
841e067ffffffff,15.0,0.0,0.0
841e06bffffffff,2.0,0.0,0.0
841e085ffffffff,3.0,0.0,0.0
841e0a9ffffffff,9.0,0.0,0.0
841e0adffffffff,2.0,0.0,0.0
841e0c3ffffffff,31.0,0.0,0.0
841e0e7ffffffff,15.0,0.0,0.0
841e0ebffffffff,2.0,0.0,0.0
841e103ffffffff,2.0,0.0,0.0
841e11dffffffff,5.0,0.0,0.0
841e125ffffffff,1.0,0.0,1.0
841e13bffffffff,2.0,0.0,0.0
841e141ffffffff,10.0,0.0,0.0
841e14dffffffff,2.0,0.0,0.0
841e153ffffffff,1.0,1.0,0.0
841e19dffffffff,2.0,0.0,0.0
841e1b3ffffffff,6.0,0.0,0.0
841e1c3ffffffff,2.0,0.0,0.0
841e1cbffffffff,5.0,0.0,0.0
841e1d7ffffffff,2.0,0.0,0.0
841e1ddffffffff,4.0,0.0,0.0
841e20dffffffff,3.0,0.0,0.0
841e2bbffffffff,2.0,0.0,0.0
841e2e3ffffffff,5.0,0.0,0.0
841e307ffffffff,4.0,0.0,0.0
841e30dffffffff,1.0,0.0,0.0
841e319ffffffff,6.0,0.0,0.0
841e327ffffffff,6.0,0.0,0.0
841e339ffffffff,2.0,0.0,0.0
841e355ffffffff,1.0,0.0,0.0
841e357ffffffff,2.0,0.0,0.0
841e363ffffffff,2.0,0.0,0.0
841e367ffffffff,4.0,0.0,0.0
841e5a9ffffffff,3.0,2.0,1.0
841e5adffffffff,1.0,0.0,0.0
841e5e5ffffffff,8.0,0.0,0.0
841e5e7ffffffff,1.0,0.0,0.0
841e5e9ffffffff,2.0,0.0,0.0
841e5edffffffff,12.0,0.0,0.0
841e697ffffffff,1.0,0.0,0.0
841e805ffffffff,2.0,2.0,0.0
841e8c5ffffffff,2.0,0.0,0.0
841ea53ffffffff,57.0,0.0,0.0
841ea55ffffffff,1.0,0.0,0.0
841ea8dffffffff,3.0,0.0,0.0
841eaebffffffff,5.0,0.0,0.0
841eb3dffffffff,2.0,0.0,0.0
841eb49ffffffff,2.0,0.0,0.0
841ec21ffffffff,1.0,0.0,0.0
841ecb9ffffffff,1.0,0.0,0.0
841ecc9ffffffff,2.0,0.0,0.0
841eccbffffffff,2.0,0.0,2.0
841eda7ffffffff,6.0,0.0,0.0
841ee65ffffffff,22.0,0.0,0.0
841ee91ffffffff,2.0,2.0,0.0
841eed1ffffffff,1.0,0.0,0.0
841eed9ffffffff,1.0,1.0,0.0
841f051ffffffff,38.0,37.0,0.0
841f053ffffffff,2.0,2.0,0.0
841f05bffffffff,12.0,12.0,0.0
841f12dffffffff,2.0,0.0,0.0
841f137ffffffff,6.0,0.0,0.0
841f14bffffffff,2.0,0.0,0.0
841f15bffffffff,4.0,4.0,0.0
841f1a1ffffffff,6.0,0.0,0.0
841f1a5ffffffff,4.0,4.0,0.0
841f1a9ffffffff,5.0,0.0,0.0
841f1c1ffffffff,2.0,0.0,0.0
841f1d1ffffffff,1.0,0.0,0.0
841f2a1ffffffff,8.0,8.0,0.0
841f2a3ffffffff,178.0,0.0,0.0
841f2a9ffffffff,11.0,11.0,0.0
841f2adffffffff,6.0,6.0,0.0
841f2e5ffffffff,2.0,2.0,0.0
841f2e7ffffffff,2.0,2.0,0.0
