cell_id,Muscisaxicola rufivertex,Muscisaxicola rufivertex occipitalis,Muscisaxicola rufivertex pallidiceps,Muscisaxicola rufivertex rufivertex
848b211ffffffff,2.0,0.0,0.0,0.0
848b243ffffffff,1.0,0.0,0.0,0.0
848b259ffffffff,9.0,0.0,0.0,0.0
848b25dffffffff,2.0,0.0,0.0,0.0
848b2c1ffffffff,5.0,0.0,0.0,0.0
848b2c9ffffffff,28.0,0.0,0.0,0.0
848b2cbffffffff,3.0,0.0,0.0,0.0
848b2cdffffffff,2.0,0.0,0.0,0.0
848b603ffffffff,1.0,0.0,0.0,0.0
848b60bffffffff,15.0,0.0,0.0,0.0
848b611ffffffff,241.0,0.0,0.0,0.0
848b613ffffffff,6.0,0.0,0.0,0.0
848b617ffffffff,8.0,0.0,0.0,0.0
848b619ffffffff,1.0,0.0,0.0,0.0
848b61bffffffff,30.0,0.0,0.0,0.0
848b61dffffffff,206.0,0.0,0.0,0.0
848b64bffffffff,2.0,0.0,0.0,0.0
848b657ffffffff,1.0,0.0,0.0,0.0
848b65dffffffff,1.0,0.0,0.0,0.0
848b669ffffffff,2.0,0.0,0.0,0.0
848b6c9ffffffff,10.0,0.0,0.0,0.0
848b6cdffffffff,152.0,0.0,0.0,0.0
848e601ffffffff,5.0,0.0,0.0,0.0
848e605ffffffff,2.0,0.0,0.0,0.0
848e60bffffffff,3.0,0.0,0.0,0.0
848e60dffffffff,5.0,0.0,0.0,0.0
848e629ffffffff,2.0,0.0,0.0,0.0
848e633ffffffff,2.0,0.0,0.0,0.0
848e645ffffffff,10.0,0.0,0.0,0.0
848e647ffffffff,1.0,0.0,0.0,0.0
848e655ffffffff,3.0,0.0,0.0,0.0
848e661ffffffff,1.0,0.0,0.0,0.0
848e663ffffffff,77.0,0.0,0.0,0.0
848e669ffffffff,1.0,0.0,0.0,0.0
848e66bffffffff,12.0,0.0,0.0,0.0
848e681ffffffff,5.0,0.0,0.0,0.0
848e685ffffffff,1.0,0.0,0.0,0.0
848e687ffffffff,1.0,0.0,0.0,0.0
848e68dffffffff,1.0,0.0,0.0,0.0
848e693ffffffff,2.0,0.0,0.0,0.0
848e69bffffffff,3.0,0.0,0.0,0.0
848e6abffffffff,8.0,0.0,0.0,0.0
848e6c1ffffffff,4.0,0.0,0.0,0.0
848e6c5ffffffff,7.0,0.0,0.0,0.0
848e6cdffffffff,6.0,0.0,0.0,0.0
848e6d1ffffffff,1.0,0.0,0.0,0.0
848e6d7ffffffff,2.0,0.0,0.0,0.0
848e6d9ffffffff,76.0,0.0,0.0,0.0
848e6ddffffffff,10.0,0.0,0.0,0.0
848e6e5ffffffff,9.0,0.0,0.0,0.0
848f511ffffffff,2.0,0.0,0.0,0.0
848f513ffffffff,9.0,0.0,0.0,0.0
848f519ffffffff,83.0,0.0,0.0,0.0
848f51dffffffff,37.0,0.0,0.0,0.0
848f553ffffffff,24.0,0.0,0.0,0.0
848f557ffffffff,4.0,0.0,0.0,0.0
848f559ffffffff,1.0,0.0,0.0,0.0
848f55bffffffff,4.0,0.0,0.0,0.0
848f581ffffffff,14.0,0.0,0.0,0.0
848f583ffffffff,1.0,0.0,0.0,0.0
848f58bffffffff,1.0,0.0,0.0,0.0
848f58dffffffff,46.0,0.0,0.0,0.0
848f591ffffffff,2.0,0.0,0.0,0.0
848f595ffffffff,2.0,0.0,0.0,0.0
848f597ffffffff,55.0,0.0,0.0,0.0
848f59dffffffff,2.0,0.0,0.0,0.0
848f5b9ffffffff,2.0,0.0,0.0,0.0
848f5c1ffffffff,4.0,0.0,0.0,0.0
848f5c7ffffffff,1.0,0.0,0.0,0.0
848f5cdffffffff,13.0,0.0,0.0,0.0
848f5e1ffffffff,2.0,0.0,0.0,0.0
848f5ebffffffff,2.0,0.0,0.0,0.0
84b2001ffffffff,4.0,0.0,0.0,0.0
84b2007ffffffff,31.0,0.0,0.0,0.0
84b2013ffffffff,7.0,0.0,0.0,0.0
84b2015ffffffff,3.0,0.0,0.0,0.0
84b2019ffffffff,2.0,0.0,0.0,0.0
84b201bffffffff,4.0,0.0,0.0,0.0
84b201dffffffff,3.0,0.0,0.0,0.0
84b2031ffffffff,4.0,0.0,0.0,0.0
84b2037ffffffff,2.0,0.0,0.0,0.0
84b2039ffffffff,5.0,0.0,0.0,0.0
84b203bffffffff,2.0,0.0,0.0,0.0
84b2043ffffffff,9.0,0.0,0.0,0.0
84b2051ffffffff,2.0,0.0,0.0,0.0
84b2053ffffffff,2.0,0.0,0.0,0.0
84b2055ffffffff,2.0,0.0,0.0,0.0
84b2057ffffffff,5.0,0.0,0.0,0.0
84b205bffffffff,1.0,0.0,0.0,0.0
84b2085ffffffff,3.0,0.0,0.0,0.0
84b2089ffffffff,3.0,0.0,0.0,0.0
84b2099ffffffff,2.0,0.0,0.0,0.0
84b20a3ffffffff,1.0,0.0,0.0,0.0
84b20a5ffffffff,77.0,0.0,0.0,0.0
84b20a7ffffffff,16.0,0.0,0.0,0.0
84b20abffffffff,3.0,0.0,0.0,0.0
84b20c5ffffffff,1.0,0.0,0.0,0.0
84b20e7ffffffff,2.0,0.0,0.0,0.0
84b2191ffffffff,8.0,0.0,0.0,0.0
84b2193ffffffff,2.0,0.0,0.0,0.0
84b2197ffffffff,4.0,0.0,0.0,0.0
84b2199ffffffff,13.0,0.0,0.0,0.0
84b219bffffffff,11.0,0.0,0.0,0.0
84b219dffffffff,8.0,0.0,0.0,0.0
84b21d1ffffffff,4.0,0.0,0.0,0.0
84b21ddffffffff,5.0,0.0,0.0,0.0
84b2211ffffffff,1.0,0.0,0.0,0.0
84b221bffffffff,2.0,0.0,0.0,0.0
84b2223ffffffff,50.0,0.0,0.0,0.0
84b225bffffffff,9.0,0.0,0.0,0.0
84b2261ffffffff,23.0,0.0,0.0,0.0
84b2263ffffffff,12.0,0.0,0.0,0.0
84b226bffffffff,6.0,0.0,0.0,0.0
84b2283ffffffff,3.0,0.0,0.0,0.0
84b2289ffffffff,2.0,0.0,0.0,0.0
84b228bffffffff,7.0,0.0,0.0,0.0
84b22a5ffffffff,6.0,0.0,0.0,0.0
84b22b5ffffffff,2.0,0.0,0.0,0.0
84b22b7ffffffff,1.0,0.0,0.0,0.0
84b2413ffffffff,2.0,0.0,0.0,0.0
84b2569ffffffff,2.0,0.0,0.0,0.0
84b2589ffffffff,28.0,0.0,0.0,0.0
84b25c1ffffffff,16.0,0.0,0.0,0.0
84b25c3ffffffff,15.0,0.0,0.0,0.0
84b25c7ffffffff,1.0,0.0,0.0,0.0
84b25c9ffffffff,49.0,0.0,0.0,0.0
84b25cbffffffff,103.0,0.0,0.0,0.0
84b25d5ffffffff,4.0,0.0,0.0,0.0
84b2749ffffffff,4.0,0.0,0.0,0.0
84b2c19ffffffff,2.0,0.0,0.0,0.0
84b2c51ffffffff,259.0,0.0,0.0,2.0
84b2c53ffffffff,194.0,0.0,0.0,4.0
84b2c59ffffffff,32.0,0.0,0.0,0.0
84b2c5bffffffff,17.0,0.0,0.0,5.0
84b2e05ffffffff,1.0,0.0,0.0,0.0
84b2e07ffffffff,1.0,0.0,0.0,0.0
84b2e0dffffffff,5.0,0.0,0.0,0.0
84b2e11ffffffff,5.0,0.0,0.0,0.0
84b2e15ffffffff,2.0,0.0,0.0,0.0
