cell_id,Pheugopedius euophrys,Pheugopedius euophrys euophrys,Pheugopedius euophrys longipes/atriceps
8366d3fffffffff,7.0,0.0,0.0
8366defffffffff,11.0,0.0,0.0
838e61fffffffff,1.0,0.0,0.0
