cell_id,Dendrocopos major,Dendrocopos major canariensis/thanneri,Dendrocopos major numidus/mauritanus,Dendrocopos major [major Group],Dendrocopos major poelzami,Dendrocopos major japonicus,Dendrocopos major cabanisi/stresemanni
831e08fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831e0cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e1bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831e2dfffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
831e35fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
831e42fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831e46fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
831e5cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831ea0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831ea5fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec0fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec1fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831ec3fffffffff,4.0,0.0,0.0,1.0,0.0,0.0,0.0
831ec4fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
831ecefffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831ee3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831eeafffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831eebfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f05fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
831f1afffffffff,86.0,0.0,0.0,84.0,0.0,0.0,0.0
831f1dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f28fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
831f33fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831f51fffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
831f5efffffffff,10.0,0.0,0.0,10.0,0.0,0.0,0.0
831f73fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f83fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
831f84fffffffff,5.0,0.0,0.0,5.0,0.0,0.0,0.0
831f8bfffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
831f98fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
831f99fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
831fa9fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
831facfffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
831fadfffffffff,6.0,0.0,0.0,6.0,0.0,0.0,0.0
831faefffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
832029fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
832068fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
832155fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83255afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
832c04fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
832c19fffffffff,24.0,0.0,0.0,0.0,24.0,0.0,0.0
832c21fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
832c2afffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
832d36fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
832e75fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833011fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
83308efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83309afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
83309dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83318dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83344cfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833862fffffffff,33.0,0.0,23.0,0.0,0.0,0.0,0.0
833863fffffffff,4.0,0.0,4.0,0.0,0.0,0.0,0.0
83386efffffffff,2.0,0.0,2.0,0.0,0.0,0.0,0.0
833875fffffffff,48.0,0.0,39.0,0.0,0.0,0.0,0.0
833900fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833901fffffffff,8.0,0.0,0.0,3.0,0.0,0.0,0.0
833903fffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0
833904fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
833905fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833906fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
833908fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833910fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
833911fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833915fffffffff,8.0,0.0,0.0,4.0,0.0,0.0,0.0
833918fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
83391afffffffff,34.0,0.0,29.0,0.0,0.0,0.0,0.0
833920fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833921fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833922fffffffff,8.0,0.0,0.0,6.0,0.0,0.0,0.0
833923fffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
833925fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833928fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
833929fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83392afffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
83392bfffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83392cfffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
833931fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
833944fffffffff,3.0,0.0,0.0,3.0,0.0,0.0,0.0
833956fffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
833964fffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
833970fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833972fffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0
833973fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
833975fffffffff,4.0,0.0,0.0,4.0,0.0,0.0,0.0
833976fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
833983fffffffff,1.0,0.0,1.0,0.0,0.0,0.0,0.0
833c5bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
833ce9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833cebfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
833f2dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
833f61fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83404cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,7.0
834096fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,2.0
8340defffffffff,4.0,0.0,0.0,0.0,0.0,0.0,4.0
834192fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
836498fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
